recording_uid,session,excel_row,sample_raw,master_sample_id,team,operator_initials,recorded_time,station_raw,station,instrument_raw,instrument,normal_raman_flag,sensor_raw,sensor_family,sensor_variant,is_named_sers,is_ambiguous_sers,sensor_flag_conflict,instrument_result,logged_file_name,comments,target_detected_log,paper_sheet,scenario,master_station,master_description,target_analyte,sample_matrix,carrier_geometry,nominal_concentration,recording_subindex,observation_uid,source_scan_id_logged,source_scan_id,source_id_corrected,source_text_path,source_spc_path,source_pdf_path,source_prb_path,source_format,source_match_status,source_reference_count,source_reference_conflict,source_primary_reference,manual_severe_qc_flag,manual_low_signal_or_noise_flag,is_background_or_unresolved_control,numeric_qc_status,n_points,axis_min_cm1,axis_max_cm1,intensity_min,intensity_median,intensity_max,intensity_std,negative_fraction,baseline_energy_fraction_proxy,baseline_span_fraction_proxy,include_sers_core,include_sers_qc_pass,instrument_serial,firmware_package,integration_time,auto_integration,averages,laser_power,smart_tip_type,system_suitability,source_dark_spc_path,software_version,measurement_duration,instrument_start_date,instrument_start_time,rmx_timestamp,rmx_ccdbias,rmx_ccdgain,rmx_sigmaread,rmx_laserwavenum,rmx_wavenumcorrection,rmx_scancount,rmx_totalexposurems,rmx_singleexposurems,rmx_measurementstate,rmx_scanmode,rmx_replacelist,rmx_peaks
session3_row128,3,128,61,61.0,A,MB,1107,CWA,cwa,RMX-1,RMX-1,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,No matches,101,,N,8,C3,cwa,3mM EthylParaxon,ethyl_paraoxon,cwa_solution,,3 mM,0,session3_row128,101.0,101.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan101.txt,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan101.spc,,,RMX metadata TXT: processed spectrum + dark spectrum,matched,1,False,True,False,False,False,pass,2048.0,-92.136848,2914.923096,-0.024814,0.0282035,57.530766,4.854057558748119,0.02783203125,0.0229447760847274,0.01519909553527831,True,True,,,,,,,,,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan101-dark.spc,,,,,2024-03-07 14:15:22,1036.633301,4.045375,10.387852,-0.549071,-0.222639,2,3075,3000,Unknown,Auto,0,21
session3_row129,3,129,61,61.0,A,MB,1108,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,nitrophenol + silver azide,140,10-3 M nitrophenol,Y,8,C3,cwa,3mM EthylParaxon,ethyl_paraoxon,cwa_solution,,3 mM,0,session3_row129,140.0,140.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00140(1)_Sample_24_03_11_12_14_41_128.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00140(1)_Sample_24_03_11_11_47_37_907.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00140(1)_Sample_24_03_11_11_44_02_972.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,84.10559,8419.789,56399.84,8345.2484742359,0.0,0.6385214208105688,0.3188299767882571,True,True,192601100201104,8.0.3.56,4.39 s,On,1,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row130,3,130,57,57.0,A,MB,1044,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,Mixture/no detection,126,,N,9,C2,cwa,3mM EthylParaxon,ethyl_paraoxon,cwa_solution,,3 mM,0,session3_row130,126.0,126.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00126(1)_Sample_24_03_11_12_14_39_380.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00126(1)_Sample_24_03_11_11_47_37_891.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00126(1)_Sample_24_03_11_11_40_46_163.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,133.6881,9429.712,29494.88,4758.731591436274,0.0,0.8611723488241043,0.74156009535459,True,True,192601100201104,8.0.3.56,8.75 s,On,1,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row133,3,133,56,56.0,A,MB,1047,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,nitrophenol + silver azide,127,"mixture, 10-3 M nitrophenol",Y,9,C2,cwa,3mM Nitrophenol,4_nitrophenol,cwa_solution,,3 mM,0,session3_row133,127.0,127.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00127(1)_Sample_24_03_11_12_14_39_480.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00127(1)_Sample_24_03_11_11_47_37_892.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00127(1)_Sample_24_03_11_11_44_29_793.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,265.8758,6022.725,58326.29,8868.166508366283,0.0,0.5343372369581673,0.2852512662923592,True,True,192601100201104,8.0.3.56,2.86 s,On,1,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row134,3,134,56,56.0,A,MB,1048,CWA,cwa,RMX-1,RMX-1,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,no matches,090,,N,9,C2,cwa,3mM Nitrophenol,4_nitrophenol,cwa_solution,,3 mM,0,session3_row134,90.0,90.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan090.txt,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan090.spc,,,RMX metadata TXT: processed spectrum + dark spectrum,matched,1,False,True,False,False,False,pass,2048.0,-92.137146,2914.922852,-0.017612,0.032835500000000004,61.418804,4.9892556451788,0.02294921875,0.02404061646257765,0.015345123558712048,True,True,,,,,,,,,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan090-dark.spc,,,,,2024-03-07 13:55:33,1032.827148,4.045375,10.387852,-0.548778,-0.222345,2,3075,3000,Unknown,Auto,0,20
session3_row135,3,135,58,58.0,A,MB,1050,CWA,cwa,RMX-1,RMX-1,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,no matches,091,,N,9,C3,cwa,3mM Nitrophenol,4_nitrophenol,cwa_solution,,3 mM,0,session3_row135,91.0,91.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan091.txt,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan091.spc,,,RMX metadata TXT: processed spectrum + dark spectrum,matched,1,False,True,False,False,False,pass,2048.0,-92.252228,2914.807617,-0.023034,0.027541000000000003,57.860542,4.87761069435256,0.04052734375,0.02258862491803417,0.01547260660435541,True,True,,,,,,,,,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan091-dark.spc,,,,,2024-03-07 13:58:16,1035.667480,4.045375,10.387852,-0.433691,-0.107258,2,3075,3000,Unknown,Auto,0,17
session3_row136,3,136,58,58.0,A,MB,1051,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,nitrophenol + silver azide,128,10-3 M nitrophenol,Y,9,C3,cwa,3mM Nitrophenol,4_nitrophenol,cwa_solution,,3 mM,0,session3_row136,128.0,128.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00128(1)_Sample_24_03_11_12_14_39_553.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00128(1)_Sample_24_03_11_11_47_37_893.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00128(1)_Sample_24_03_11_11_40_21_795.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,500.8568,7517.924,57945.31,8584.721422717133,0.0,0.5940643158457366,0.28754474600864116,True,True,192601100201104,8.0.3.56,1.73 s,On,1,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row139,3,139,60,60.0,A,MB,1053,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,Nitrophenol/mixture,129,10-3 M nitrophenol,Y,9,C3,cwa,Ethanol,ethanol,cwa_solution,,,0,session3_row139,129.0,129.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00129(1)_Sample_24_03_11_12_14_39_625.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00129(1)_Sample_24_03_11_11_47_37_893.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00129(1)_Sample_24_03_11_11_43_14_941.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,560.4296,5428.454,20140.68,3124.1825412146327,0.0,0.8513534220583134,0.7648352872287656,True,True,192601100201104,8.0.3.56,10.00 s,On,1,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row141,3,141,59,59.0,A,MB,1055,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,Mixture/no match,130,,N,9,C3,cwa,4mM Nitropthenol,4_nitrophenol,cwa_solution,,4 mM,0,session3_row141,130.0,130.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00130(1)_Sample_24_03_11_12_14_39_698.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00130(1)_Sample_24_03_11_11_47_37_895.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00130(1)_Sample_24_03_11_11_37_13_199.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,95.74505,3214.173,11393.82,1722.2874216419948,0.0,0.8470288039049119,0.6265773350102585,True,True,192601100201104,8.0.3.56,1.34 s,On,3,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row142,3,142,61,61.0,A,MB,1056,CWA,cwa,RMX-1,RMX-1,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,no matches,092,,N,9,C3,cwa,3mM EthylParaxon,ethyl_paraoxon,cwa_solution,,3 mM,0,session3_row142,92.0,92.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan092.txt,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan092.spc,,,RMX metadata TXT: processed spectrum + dark spectrum,matched,1,False,True,False,False,False,pass,2048.0,-92.169548,2914.890381,-0.021065,0.0252425,59.455387,4.911551828466272,0.041015625,0.02215600914120136,0.01491139863744062,True,True,,,,,,,,,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan092-dark.spc,,,,,2024-03-07 14:03:45,1031.104004,4.045375,10.387852,-0.516373,-0.189941,2,3075,3000,Unknown,Auto,0,18
session3_row143,3,143,61,61.0,A,MB,1057,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,Nitrophenol/mixture,131,10-3 M nitrophenol,Y,9,C3,cwa,3mM EthylParaxon,ethyl_paraoxon,cwa_solution,,3 mM,0,session3_row143,131.0,131.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00131(1)_Sample_24_03_11_12_14_39_768.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00131(1)_Sample_24_03_11_11_47_37_896.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00131(1)_Sample_24_03_11_11_38_25_816.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,366.6693,7043.982,43877.84,7082.013275859156,0.0,0.6472346633173062,0.45047797069240936,True,True,192601100201104,8.0.3.56,5.18 s,On,1,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row146,3,146,73,73.0,A,ME,1137,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,mixture nitrophenol,157,,N,10,C6,cwa,Ethanol,ethanol,cwa_solution,,,0,session3_row146,157.0,157.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00157(1)_Sample_24_03_11_12_14_43_671.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00157(1)_Sample_24_03_11_11_47_37_926.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00157(1)_Sample_24_03_11_11_37_10_622.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,5253.698,16598.97,32172.51,6438.8525956217045,0.0,0.9132743406311375,0.7625502653412817,True,True,192601100201104,8.0.3.56,4.82 s,On,1,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row147,3,147,72,72.0,A,ME,1139,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,mixture nitrophenol,158,10-3,Y,10,C6,cwa,4mM Nitropthenol,4_nitrophenol,cwa_solution,,4 mM,0,session3_row147,158.0,158.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00158(1)_Sample_24_03_11_12_14_43_806.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00158(1)_Sample_24_03_11_11_47_37_928.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00158(1)_Sample_24_03_11_11_37_57_433.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,314.9451,12084.13,61963.3,14994.265715072948,0.0,0.6016534203141927,0.5880951521474601,True,True,192601100201104,8.0.3.56,6.92 s,On,1,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row148,3,148,73,73.0,A,ME,1140,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,Mixture Insecticide,159,,N,10,C6,cwa,Ethanol,ethanol,cwa_solution,,,0,session3_row148,159.0,159.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00159(1)_Sample_24_03_11_12_14_43_951.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00159(1)_Sample_24_03_11_11_47_37_929.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00159(1)_Sample_24_03_11_11_39_39_868.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,180.3078,4895.632,15589.62,2419.362195595685,0.0,0.8790289189279039,0.7883993405148134,True,True,192601100201104,8.0.3.56,6.30 s,On,3,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row149,3,149,70,70.0,A,ME,1142,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,Mixture,160,,N,10,C6,cwa,Ethanol,ethanol,cwa_solution,,,0,session3_row149,160.0,160.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00160(1)_Sample_24_03_11_12_14_44_101.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00160(1)_Sample_24_03_11_11_47_37_930.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00160(1)_Sample_24_03_11_11_42_06_208.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,316.4082,6785.083,22731.38,3478.282511417698,0.0,0.867169614195667,0.7752517227726671,True,True,192601100201104,8.0.3.56,10.00 s,On,1,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row150,3,150,71,71.0,A,ME,1144,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,mixture nitrophenol,161,10-3,Y,10,C6,cwa,3mM EthylParaxon,ethyl_paraoxon,cwa_solution,,3 mM,0,session3_row150,161.0,161.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00161(1)_Sample_24_03_11_12_14_44_248.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00161(1)_Sample_24_03_11_11_47_37_931.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00161(1)_Sample_24_03_11_11_43_56_868.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,375.3064,10358.77,29274.64,4831.8522204009205,0.0,0.861401200582507,0.7661430963713391,True,True,192601100201104,8.0.3.56,10.00 s,On,1,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row154,3,154,70,70.0,A,SM,1138,CWA,cwa,RMX-1,RMX-1,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,no match,112,,N,11,C6,cwa,Ethanol,ethanol,cwa_solution,,,0,session3_row154,112.0,112.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan112.txt,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan112.spc,,,RMX metadata TXT: processed spectrum + dark spectrum,matched,1,False,True,False,False,False,pass,2048.0,-92.279312,2914.780518,0.015427,0.06362899999999999,31.013521,2.0121213027016283,0.0,0.06285331142743045,0.013489722621677464,True,True,,,,,,,,,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan112-dark.spc,,,,,2024-03-07 14:46:51,1036.257324,4.045375,10.387852,-0.406612,-0.080180,2,1636,1561,Unknown,Auto,0,20
session3_row156,3,156,71,71.0,A,SM,1140,CWA,cwa,RMX-1,RMX-1,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,no match,113,,N,11,C6,cwa,3mM EthylParaxon,ethyl_paraoxon,cwa_solution,,3 mM,0,session3_row156,113.0,113.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan113.txt,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan113.spc,,,RMX metadata TXT: processed spectrum + dark spectrum,matched,1,False,True,False,False,False,pass,2048.0,-92.259682,2914.800293,0.01691,0.045027,2.880743,0.10705441422686197,0.0,0.49611352986420815,0.05362750975627216,True,True,,,,,,,,,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan113-dark.spc,,,,,2024-03-07 14:48:39,1036.526367,4.045375,10.387852,-0.426243,-0.099810,2,502,427,Unknown,Auto,0,23
session3_row157,3,157,73,73.0,A,SM,1140,CWA,cwa,RMX-1,RMX-1,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,no match,114,,N,11,C6,cwa,Ethanol,ethanol,cwa_solution,,,0,session3_row157,114.0,114.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan114.txt,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan114.spc,,,RMX metadata TXT: processed spectrum + dark spectrum,matched,1,False,True,False,False,False,pass,2048.0,-92.15435,2914.905518,0.048043,0.101318,32.89323,1.8036311129764449,0.0,0.10380306590116892,0.016289793588084144,True,True,,,,,,,,,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan114-dark.spc,,,,,2024-03-07 14:49:33,1035.573730,4.045375,10.387852,-0.531574,-0.205142,3,2187,1056,Unknown,Auto,0,21
session3_row159,3,159,72,72.0,A,SM,1143,CWA,cwa,RMX-1,RMX-1,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,no match,115,,N,11,C6,cwa,4mM Nitropthenol,4_nitrophenol,cwa_solution,,4 mM,0,session3_row159,115.0,115.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan115.txt,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan115.spc,,,RMX metadata TXT: processed spectrum + dark spectrum,matched,1,False,True,False,False,False,pass,2048.0,-92.080322,2914.979492,-0.035291,0.008763,0.17945,0.02835859895179027,0.00732421875,0.39911798768197665,0.1420601808558235,True,True,,,,,,,,,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/RMX/RMX 1/Scan115-dark.spc,,,,,2024-03-07 14:51:49,1038.108887,4.045375,10.387852,-0.605603,-0.279170,1,75,75,Unknown,Auto,0,23
session3_row162,3,162,66,66.0,A,MB,1122,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,Mixture/Nitrophenol,149,10-3 M nitrophenol,Y,12,C5,cwa,3mM EthylParaxon,ethyl_paraoxon,cwa_solution,,3 mM,0,session3_row162,149.0,149.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00149(1)_Sample_24_03_11_12_14_42_465.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00149(1)_Sample_24_03_11_11_47_37_917.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00149(1)_Sample_24_03_11_11_43_43_593.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,491.7094,10347.03,26846.81,5072.889678211259,0.0,0.8579354187612048,0.719750417024988,True,True,192601100201104,8.0.3.56,4.67 s,On,1,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row164,3,164,69,69.0,A,MB,1123,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,mixture/no match mostly glass,150,no detect,N,12,C5,cwa,Ethanol,ethanol,cwa_solution,,,0,session3_row164,150.0,150.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00150(1)_Sample_24_03_11_12_14_42_618.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00150(1)_Sample_24_03_11_11_47_37_918.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00150(1)_Sample_24_03_11_11_37_40_369.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,118.238,7283.215,24437.63,3772.773812649986,0.0,0.8519388977666373,0.6632103093583187,True,True,192601100201104,8.0.3.56,3.79 s,On,1,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
session3_row165,3,165,69,69.0,A,MB,1124,CWA,cwa,Mira-2 (M-2),Mira-2,N,H-Kit,H_SERS_H_Kit,HKit,True,False,False,mixture/no match,151,the same as above,N,12,C5,cwa,Ethanol,ethanol,cwa_solution,,,0,session3_row165,151.0,151.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00151(1)_Sample_24_03_11_12_14_42_772.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00151(1)_Sample_24_03_11_11_47_37_919.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 2/Scan 00151(1)_Sample_24_03_11_11_37_51_821.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,266.3453,7379.795,19723.56,3371.7148310653893,0.0,0.872455928513694,0.7377039057069391,True,True,192601100201104,8.0.3.56,3.78 s,On,1,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:07:29-05:00",,,,,,,,,,,,,,,,,,
