space,held_out,label,substrate,metric,silhouette
derivative_input,Ag,4np,pSERS,substrate,0.11779389530420303
derivative_input,Ag,4np,pSERS,chemical label,0.2849208116531372
derivative_input,Ag,4np,pSERS,substrate,0.1178591400384903
derivative_input,Ag,4np,pSERS,chemical label,0.2934562861919403
derivative_input,Ag,4np,pSERS,substrate,0.0948302298784256
derivative_input,Ag,4np,pSERS,chemical label,0.2820036709308624
derivative_input,Ag,4np,pSERS,substrate,0.029709815979003906
derivative_input,Ag,4np,pSERS,chemical label,0.290248304605484
derivative_input,Ag,4np,pSERS,substrate,0.12039774656295776
derivative_input,Ag,4np,pSERS,chemical label,0.29176726937294006
derivative_input,Ag,4np,pSERS,substrate,0.12214881181716919
derivative_input,Ag,4np,pSERS,chemical label,0.29744577407836914
derivative_input,Ag,4np,pSERS,substrate,0.1166510358452797
derivative_input,Ag,4np,pSERS,chemical label,0.2893088459968567
derivative_input,Ag,4np,pSERS,substrate,0.1397748738527298
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.4694966971874237
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.33599334955215454
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.491073340177536
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3404594659805298
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.4882897138595581
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.362199604511261
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.48563113808631897
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3447808027267456
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.4322885274887085
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.36268150806427
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.48977774381637573
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.33689314126968384
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.4918234348297119
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3639524579048157
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.49173590540885925
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.35495057702064514
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.48402029275894165
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3365739583969116
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.4880349040031433
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3567964732646942
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.4807840883731842
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3404599726200104
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.48324307799339294
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3413452208042145
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.4875029921531677
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.354522705078125
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.49213001132011414
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3528854548931122
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.4924662411212921
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3537549674510956
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.49139291048049927
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3431113064289093
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.48317065834999084
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.337743878364563
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.48833078145980835
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.34586313366889954
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.47819119691848755
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3282823860645294
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.4878624975681305
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.33875757455825806
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.46676379442214966
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3573731780052185
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.4778670072555542
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3402157425880432
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.4897126257419586
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3402554392814636
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.48681941628456116
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3496895730495453
derivative_input,Ag,benzenethiol,pSERS,chemical label,0.4899882972240448
derivative_input,Ag,benzenethiol,pSERS,substrate,-0.3458688259124756
derivative_input,Ag,pyridine,pSERS,chemical label,0.41550740599632263
derivative_input,Ag,pyridine,pSERS,substrate,-0.06048733368515968
derivative_input,Ag,pyridine,pSERS,chemical label,0.41294145584106445
derivative_input,Ag,pyridine,pSERS,substrate,-0.04457661136984825
derivative_input,Ag,pyridine,pSERS,chemical label,0.4112356901168823
derivative_input,Ag,pyridine,pSERS,substrate,-0.028893958777189255
derivative_input,Ag,pyridine,pSERS,chemical label,0.38977062702178955
derivative_input,Ag,pyridine,pSERS,substrate,-0.04638715833425522
derivative_input,Ag,pyridine,pSERS,chemical label,0.4151764214038849
derivative_input,Ag,pyridine,pSERS,substrate,-0.03811487928032875
derivative_input,Ag,pyridine,pSERS,chemical label,0.4084835350513458
derivative_input,Ag,pyridine,pSERS,substrate,-0.061483874917030334
derivative_input,Ag,pyridine,pSERS,chemical label,0.432943731546402
derivative_input,Ag,pyridine,pSERS,substrate,-0.08372186124324799
derivative_input,Ag,pyridine,pSERS,chemical label,0.40340569615364075
derivative_input,Ag,pyridine,pSERS,substrate,-0.021494964137673378
derivative_input,Ag,pyridine,pSERS,chemical label,0.41799741983413696
derivative_input,Ag,pyridine,pSERS,substrate,-0.06177742779254913
derivative_input,Ag,pyridine,pSERS,chemical label,0.3942093551158905
derivative_input,Ag,pyridine,pSERS,substrate,-0.04501023888587952
derivative_input,Ag,pyridine,pSERS,chemical label,0.42853909730911255
derivative_input,Ag,pyridine,pSERS,substrate,-0.07350233942270279
derivative_input,Ag,pyridine,pSERS,chemical label,0.4163936376571655
derivative_input,Ag,pyridine,pSERS,substrate,-0.0424928292632103
derivative_input,Ag,pyridine,pSERS,chemical label,0.4055301249027252
derivative_input,Ag,pyridine,pSERS,substrate,-0.06343956291675568
derivative_input,Ag,pyridine,pSERS,chemical label,0.4101227819919586
derivative_input,Ag,pyridine,pSERS,substrate,-0.04693017899990082
derivative_input,Ag,pyridine,pSERS,chemical label,0.3549257516860962
derivative_input,Ag,pyridine,pSERS,substrate,-0.013570795767009258
derivative_input,Ag,pyridine,pSERS,chemical label,0.3895503282546997
derivative_input,Ag,pyridine,pSERS,substrate,-0.05927548184990883
derivative_input,Ag,pyridine,pSERS,chemical label,0.41627851128578186
derivative_input,Ag,pyridine,pSERS,substrate,-0.038144029676914215
derivative_input,Ag,pyridine,pSERS,chemical label,0.3942740857601166
derivative_input,Ag,pyridine,pSERS,substrate,-0.017115341499447823
derivative_input,Ag,pyridine,pSERS,chemical label,0.40509915351867676
derivative_input,Ag,pyridine,pSERS,substrate,-0.033481188118457794
derivative_input,Ag,pyridine,pSERS,chemical label,0.3414390981197357
derivative_input,Ag,pyridine,pSERS,substrate,-0.05586168169975281
derivative_input,Ag,pyridine,pSERS,chemical label,0.41736966371536255
derivative_input,Ag,pyridine,pSERS,substrate,-0.062264181673526764
derivative_input,Ag,pyridine,pSERS,chemical label,0.3296005427837372
derivative_input,Ag,pyridine,pSERS,substrate,-0.01801331900060177
derivative_input,Ag,pyridine,pSERS,chemical label,0.2972170412540436
derivative_input,Ag,pyridine,pSERS,substrate,-0.052560146898031235
derivative_input,Ag,pyridine,pSERS,chemical label,0.40064942836761475
derivative_input,Ag,pyridine,pSERS,substrate,-0.024641480296850204
derivative_input,Ag,pyridine,pSERS,chemical label,0.3873775005340576
derivative_input,Ag,pyridine,pSERS,substrate,-0.006193770095705986
derivative_input,Ag,4np,PICO,chemical label,0.32374274730682373
derivative_input,Ag,4np,PICO,substrate,0.2436269074678421
derivative_input,Ag,4np,PICO,chemical label,0.3348235487937927
derivative_input,Ag,4np,PICO,substrate,0.25142842531204224
derivative_input,Ag,4np,PICO,chemical label,0.3350168764591217
derivative_input,Ag,4np,PICO,substrate,0.2532205283641815
derivative_input,Ag,4np,PICO,chemical label,0.328568696975708
derivative_input,Ag,4np,PICO,substrate,0.2500227987766266
derivative_input,Ag,4np,PICO,chemical label,0.3234338164329529
derivative_input,Ag,4np,PICO,substrate,0.2336803674697876
derivative_input,Ag,4np,PICO,chemical label,0.33481669425964355
derivative_input,Ag,4np,PICO,substrate,0.2548389434814453
derivative_input,Ag,4np,PICO,chemical label,0.3305129408836365
derivative_input,Ag,4np,PICO,substrate,0.2576138377189636
derivative_input,Ag,4np,PICO,chemical label,0.3148258626461029
derivative_input,Ag,4np,PICO,substrate,0.22982630133628845
derivative_input,Ag,4np,PICO,chemical label,0.328438937664032
derivative_input,Ag,4np,PICO,substrate,0.23108531534671783
derivative_input,Ag,4np,PICO,chemical label,0.3300234079360962
derivative_input,Ag,4np,PICO,substrate,0.22992554306983948
derivative_input,Ag,4np,PICO,chemical label,0.32871222496032715
derivative_input,Ag,4np,PICO,substrate,0.2346789538860321
derivative_input,Ag,4np,PICO,chemical label,0.3169388473033905
derivative_input,Ag,4np,PICO,substrate,0.22969424724578857
derivative_input,Ag,4np,PICO,chemical label,0.31689825654029846
derivative_input,Ag,4np,PICO,substrate,0.22343236207962036
derivative_input,Ag,4np,PICO,chemical label,0.32818716764450073
derivative_input,Ag,4np,PICO,substrate,0.22333452105522156
derivative_input,Ag,4np,PICO,chemical label,0.3296769857406616
derivative_input,Ag,4np,PICO,substrate,0.2511496841907501
derivative_input,Ag,4np,PICO,chemical label,0.32769569754600525
derivative_input,Ag,4np,PICO,substrate,0.23528701066970825
derivative_input,Ag,4np,PICO,chemical label,0.32813677191734314
derivative_input,Ag,4np,PICO,substrate,0.23909510672092438
derivative_input,Ag,4np,PICO,chemical label,0.33215686678886414
derivative_input,Ag,4np,PICO,substrate,0.25979098677635193
derivative_input,Ag,4np,PICO,chemical label,0.33130383491516113
derivative_input,Ag,4np,PICO,substrate,0.25235748291015625
derivative_input,Ag,4np,PICO,chemical label,0.33050745725631714
derivative_input,Ag,4np,PICO,substrate,0.25550591945648193
derivative_input,Ag,4np,PICO,chemical label,0.3303202688694
derivative_input,Ag,4np,PICO,substrate,0.2548021078109741
derivative_input,Ag,4np,PICO,chemical label,0.3367295563220978
derivative_input,Ag,4np,PICO,substrate,0.25117096304893494
derivative_input,Ag,4np,PICO,chemical label,0.33742132782936096
derivative_input,Ag,4np,PICO,substrate,0.25613048672676086
derivative_input,Ag,4np,PICO,chemical label,0.33825570344924927
derivative_input,Ag,4np,PICO,substrate,0.25395524501800537
derivative_input,Ag,4np,PICO,chemical label,0.3347383439540863
derivative_input,Ag,4np,PICO,substrate,0.2495061308145523
derivative_input,Ag,benzenethiol,PICO,chemical label,0.08788743615150452
derivative_input,Ag,benzenethiol,PICO,substrate,-0.053532712161540985
derivative_input,Ag,benzenethiol,PICO,chemical label,0.14167870581150055
derivative_input,Ag,benzenethiol,PICO,substrate,-0.12083835154771805
derivative_input,Ag,benzenethiol,PICO,chemical label,0.1049598753452301
derivative_input,Ag,benzenethiol,PICO,substrate,-0.09803923219442368
derivative_input,Ag,benzenethiol,PICO,chemical label,0.21780256927013397
derivative_input,Ag,benzenethiol,PICO,substrate,-0.19676052033901215
derivative_input,Ag,benzenethiol,PICO,chemical label,0.09202194958925247
derivative_input,Ag,benzenethiol,PICO,substrate,-0.03361908346414566
derivative_input,Ag,benzenethiol,PICO,chemical label,0.20848101377487183
derivative_input,Ag,benzenethiol,PICO,substrate,-0.16480788588523865
derivative_input,Ag,benzenethiol,PICO,chemical label,0.202501580119133
derivative_input,Ag,benzenethiol,PICO,substrate,-0.1751946359872818
derivative_input,Ag,benzenethiol,PICO,chemical label,0.1147412359714508
derivative_input,Ag,benzenethiol,PICO,substrate,-0.0792790874838829
derivative_input,Ag,benzenethiol,PICO,chemical label,0.09744469821453094
derivative_input,Ag,benzenethiol,PICO,substrate,-0.042876601219177246
derivative_input,Ag,benzenethiol,PICO,chemical label,0.036952123045921326
derivative_input,Ag,benzenethiol,PICO,substrate,-0.0340176485478878
derivative_input,Ag,benzenethiol,PICO,chemical label,0.10296203196048737
derivative_input,Ag,benzenethiol,PICO,substrate,-0.0532064214348793
derivative_input,Ag,benzenethiol,PICO,chemical label,0.13437318801879883
derivative_input,Ag,benzenethiol,PICO,substrate,-0.09164469689130783
derivative_input,Ag,benzenethiol,PICO,chemical label,-0.001849978230893612
derivative_input,Ag,benzenethiol,PICO,substrate,0.0012553315609693527
derivative_input,Ag,benzenethiol,PICO,chemical label,0.1362992227077484
derivative_input,Ag,benzenethiol,PICO,substrate,-0.10875619202852249
derivative_input,Ag,benzenethiol,PICO,chemical label,0.06001618877053261
derivative_input,Ag,benzenethiol,PICO,substrate,0.0010052878642454743
derivative_input,Ag,benzenethiol,PICO,chemical label,0.17394933104515076
derivative_input,Ag,benzenethiol,PICO,substrate,-0.14615024626255035
derivative_input,Ag,benzenethiol,PICO,chemical label,0.07062079012393951
derivative_input,Ag,benzenethiol,PICO,substrate,-0.04397452250123024
derivative_input,Ag,benzenethiol,PICO,chemical label,0.08400847762823105
derivative_input,Ag,benzenethiol,PICO,substrate,-0.04293211176991463
derivative_input,Ag,benzenethiol,PICO,chemical label,0.15479449927806854
derivative_input,Ag,benzenethiol,PICO,substrate,-0.08563993126153946
derivative_input,Ag,benzenethiol,PICO,chemical label,0.1073276475071907
derivative_input,Ag,benzenethiol,PICO,substrate,-0.08967527747154236
derivative_input,Ag,benzenethiol,PICO,chemical label,0.05331005901098251
derivative_input,Ag,benzenethiol,PICO,substrate,-0.023155836388468742
derivative_input,Ag,benzenethiol,PICO,chemical label,0.15956687927246094
derivative_input,Ag,benzenethiol,PICO,substrate,-0.12704892456531525
derivative_input,Ag,benzenethiol,PICO,chemical label,0.15331785380840302
derivative_input,Ag,benzenethiol,PICO,substrate,-0.11906334012746811
derivative_input,Ag,benzenethiol,PICO,chemical label,0.1883980631828308
derivative_input,Ag,benzenethiol,PICO,substrate,-0.13092876970767975
derivative_input,Ag,benzenethiol,PICO,chemical label,0.10319817811250687
derivative_input,Ag,benzenethiol,PICO,substrate,-0.08703246712684631
derivative_input,Ag,pyridine,PICO,chemical label,0.45045819878578186
derivative_input,Ag,pyridine,PICO,substrate,-0.28435570001602173
derivative_input,Ag,pyridine,PICO,chemical label,0.3899700939655304
derivative_input,Ag,pyridine,PICO,substrate,-0.20289845764636993
derivative_input,Ag,pyridine,PICO,chemical label,0.44437676668167114
derivative_input,Ag,pyridine,PICO,substrate,-0.26508790254592896
derivative_input,Ag,pyridine,PICO,chemical label,0.41297805309295654
derivative_input,Ag,pyridine,PICO,substrate,-0.23102685809135437
derivative_input,Ag,pyridine,PICO,chemical label,0.42324259877204895
derivative_input,Ag,pyridine,PICO,substrate,-0.24061571061611176
derivative_input,Ag,pyridine,PICO,chemical label,0.4468378722667694
derivative_input,Ag,pyridine,PICO,substrate,-0.27648234367370605
derivative_input,Ag,pyridine,PICO,chemical label,0.35592764616012573
derivative_input,Ag,pyridine,PICO,substrate,-0.17430207133293152
derivative_input,Ag,pyridine,PICO,chemical label,0.4133095145225525
derivative_input,Ag,pyridine,PICO,substrate,-0.22996856272220612
derivative_input,Ag,pyridine,PICO,chemical label,0.4095843732357025
derivative_input,Ag,pyridine,PICO,substrate,-0.2288767546415329
derivative_input,Ag,pyridine,PICO,chemical label,0.4264252483844757
derivative_input,Ag,pyridine,PICO,substrate,-0.24136243760585785
derivative_input,Ag,pyridine,PICO,chemical label,0.4326021373271942
derivative_input,Ag,pyridine,PICO,substrate,-0.2535901665687561
derivative_input,Ag,pyridine,PICO,chemical label,0.4334283471107483
derivative_input,Ag,pyridine,PICO,substrate,-0.23923440277576447
derivative_input,Ag,pyridine,PICO,chemical label,0.42685380578041077
derivative_input,Ag,pyridine,PICO,substrate,-0.2524990737438202
derivative_input,Ag,pyridine,PICO,chemical label,0.4171542227268219
derivative_input,Ag,pyridine,PICO,substrate,-0.22832533717155457
derivative_input,Ag,pyridine,PICO,chemical label,0.44902902841567993
derivative_input,Ag,pyridine,PICO,substrate,-0.28209084272384644
derivative_input,Ag,pyridine,PICO,chemical label,0.35978782176971436
derivative_input,Ag,pyridine,PICO,substrate,-0.15272900462150574
derivative_input,Ag,pyridine,PICO,chemical label,0.43878912925720215
derivative_input,Ag,pyridine,PICO,substrate,-0.26340311765670776
derivative_input,Ag,pyridine,PICO,chemical label,0.3423358201980591
derivative_input,Ag,pyridine,PICO,substrate,-0.1621829718351364
derivative_input,Ag,pyridine,PICO,chemical label,0.36514487862586975
derivative_input,Ag,pyridine,PICO,substrate,-0.19843125343322754
derivative_input,Ag,pyridine,PICO,chemical label,0.4392184615135193
derivative_input,Ag,pyridine,PICO,substrate,-0.26153942942619324
derivative_input,Ag,pyridine,PICO,chemical label,0.41834312677383423
derivative_input,Ag,pyridine,PICO,substrate,-0.2264813482761383
derivative_input,Ag,pyridine,PICO,chemical label,0.36626455187797546
derivative_input,Ag,pyridine,PICO,substrate,-0.1949453055858612
derivative_input,Ag,pyridine,PICO,chemical label,0.4338849186897278
derivative_input,Ag,pyridine,PICO,substrate,-0.25778570771217346
derivative_input,Ag,pyridine,PICO,chemical label,0.3568064570426941
derivative_input,Ag,pyridine,PICO,substrate,-0.17849718034267426
derivative_input,Ag,pyridine,PICO,chemical label,0.44647324085235596
derivative_input,Ag,pyridine,PICO,substrate,-0.28607693314552307
derivative_input,Ag,4np,AgNP,chemical label,0.014195187948644161
derivative_input,Ag,4np,AgNP,substrate,-0.016743818297982216
derivative_input,Ag,4np,AgNP,chemical label,0.11084368824958801
derivative_input,Ag,4np,AgNP,substrate,0.03676329180598259
derivative_input,Ag,4np,AgNP,chemical label,-0.0027699198108166456
derivative_input,Ag,4np,AgNP,substrate,-0.10856856405735016
derivative_input,Ag,4np,AgNP,chemical label,0.07774171233177185
derivative_input,Ag,4np,AgNP,substrate,-0.023189861327409744
derivative_input,Ag,4np,AgNP,chemical label,0.02739601396024227
derivative_input,Ag,4np,AgNP,substrate,-0.0321299247443676
derivative_input,Ag,4np,AgNP,chemical label,-0.05827727168798447
derivative_input,Ag,4np,AgNP,substrate,-0.18913711607456207
derivative_input,Ag,4np,AgNP,chemical label,0.09432446956634521
derivative_input,Ag,4np,AgNP,substrate,0.0488276369869709
derivative_input,Ag,4np,AgNP,chemical label,0.07701398432254791
derivative_input,Ag,4np,AgNP,substrate,-0.060265254229307175
derivative_input,Ag,4np,AgNP,chemical label,0.047458160668611526
derivative_input,Ag,4np,AgNP,substrate,0.0011911196634173393
derivative_input,Ag,4np,AgNP,chemical label,0.1123259961605072
derivative_input,Ag,4np,AgNP,substrate,0.06956576555967331
derivative_input,Ag,4np,AgNP,chemical label,0.11074817180633545
derivative_input,Ag,4np,AgNP,substrate,0.08198139071464539
derivative_input,Ag,4np,AgNP,chemical label,0.09713360667228699
derivative_input,Ag,4np,AgNP,substrate,0.06046762689948082
derivative_input,Ag,4np,AgNP,chemical label,0.051047369837760925
derivative_input,Ag,4np,AgNP,substrate,-0.05881572514772415
derivative_input,Ag,4np,AgNP,chemical label,0.12280355393886566
derivative_input,Ag,4np,AgNP,substrate,-0.005400294903665781
derivative_input,Ag,4np,AgNP,chemical label,0.07920970022678375
derivative_input,Ag,4np,AgNP,substrate,-0.07380574196577072
derivative_input,Ag,4np,AgNP,chemical label,0.10065650194883347
derivative_input,Ag,4np,AgNP,substrate,0.08637082576751709
derivative_input,Ag,4np,AgNP,chemical label,0.11168629676103592
derivative_input,Ag,4np,AgNP,substrate,0.08326541632413864
derivative_input,Ag,4np,AgNP,chemical label,0.028281258419156075
derivative_input,Ag,4np,AgNP,substrate,-0.0512082464993
derivative_input,Ag,4np,AgNP,chemical label,0.03921433165669441
derivative_input,Ag,4np,AgNP,substrate,0.05751291289925575
derivative_input,Ag,4np,AgNP,chemical label,0.11124400049448013
derivative_input,Ag,4np,AgNP,substrate,0.09325192868709564
derivative_input,Ag,4np,AgNP,chemical label,0.08270176500082016
derivative_input,Ag,4np,AgNP,substrate,-0.008360576815903187
derivative_input,Ag,4np,AgNP,chemical label,0.1565634161233902
derivative_input,Ag,4np,AgNP,substrate,0.0731726586818695
derivative_input,Ag,4np,AgNP,chemical label,0.1216869056224823
derivative_input,Ag,4np,AgNP,substrate,0.11955351382493973
derivative_input,Ag,4np,AgNP,chemical label,0.03354311361908913
derivative_input,Ag,4np,AgNP,substrate,-0.007423735223710537
derivative_input,Ag,4np,AgNP,chemical label,0.10999193042516708
derivative_input,Ag,4np,AgNP,substrate,0.05572216212749481
derivative_input,Ag,pyridine,AgNP,chemical label,0.3363834023475647
derivative_input,Ag,pyridine,AgNP,substrate,-0.1107550635933876
derivative_input,Ag,pyridine,AgNP,chemical label,0.17034777998924255
derivative_input,Ag,pyridine,AgNP,substrate,0.04656980559229851
derivative_input,Ag,pyridine,AgNP,chemical label,0.348921537399292
derivative_input,Ag,pyridine,AgNP,substrate,-0.005974818952381611
derivative_input,Ag,pyridine,AgNP,chemical label,0.3273465931415558
derivative_input,Ag,pyridine,AgNP,substrate,-0.052776262164115906
derivative_input,Ag,pyridine,AgNP,chemical label,0.2026289999485016
derivative_input,Ag,pyridine,AgNP,substrate,0.09398341178894043
derivative_input,Ag,pyridine,AgNP,chemical label,0.3568494915962219
derivative_input,Ag,pyridine,AgNP,substrate,-0.1283271461725235
derivative_input,Ag,pyridine,AgNP,chemical label,0.3116850256919861
derivative_input,Ag,pyridine,AgNP,substrate,0.018284641206264496
derivative_input,Ag,pyridine,AgNP,chemical label,0.3399835526943207
derivative_input,Ag,pyridine,AgNP,substrate,-0.15981146693229675
derivative_input,Ag,pyridine,AgNP,chemical label,0.2903980314731598
derivative_input,Ag,pyridine,AgNP,substrate,0.046609316021203995
derivative_input,Ag,pyridine,AgNP,chemical label,0.1893227994441986
derivative_input,Ag,pyridine,AgNP,substrate,0.04053809121251106
derivative_input,Ag,pyridine,AgNP,chemical label,0.32223790884017944
derivative_input,Ag,pyridine,AgNP,substrate,-0.03935832157731056
derivative_input,Ag,pyridine,AgNP,chemical label,0.3435359001159668
derivative_input,Ag,pyridine,AgNP,substrate,-0.02723628282546997
derivative_input,Ag,pyridine,AgNP,chemical label,0.41335493326187134
derivative_input,Ag,pyridine,AgNP,substrate,-0.22122898697853088
derivative_input,Ag,pyridine,AgNP,chemical label,0.38632628321647644
derivative_input,Ag,pyridine,AgNP,substrate,-0.14098913967609406
derivative_input,Ag,pyridine,AgNP,chemical label,0.2912302017211914
derivative_input,Ag,pyridine,AgNP,substrate,-0.014896518550813198
derivative_input,Ag,pyridine,AgNP,chemical label,0.24217307567596436
derivative_input,Ag,pyridine,AgNP,substrate,-0.01856580190360546
derivative_input,Ag,pyridine,AgNP,chemical label,0.2601924538612366
derivative_input,Ag,pyridine,AgNP,substrate,0.04228467866778374
derivative_input,Ag,pyridine,AgNP,chemical label,0.190992072224617
derivative_input,Ag,pyridine,AgNP,substrate,0.04947132244706154
derivative_input,Ag,pyridine,AgNP,chemical label,0.20298445224761963
derivative_input,Ag,pyridine,AgNP,substrate,0.04266493394970894
derivative_input,Ag,pyridine,AgNP,chemical label,0.38477271795272827
derivative_input,Ag,pyridine,AgNP,substrate,-0.08905838429927826
derivative_input,Ag,pyridine,AgNP,chemical label,0.20547908544540405
derivative_input,Ag,pyridine,AgNP,substrate,0.09780570864677429
derivative_input,Ag,pyridine,AgNP,chemical label,0.28350457549095154
derivative_input,Ag,pyridine,AgNP,substrate,0.017212947830557823
derivative_input,Ag,pyridine,AgNP,chemical label,0.39040154218673706
derivative_input,Ag,pyridine,AgNP,substrate,-0.15957432985305786
derivative_input,Ag,pyridine,AgNP,chemical label,0.2155173271894455
derivative_input,Ag,pyridine,AgNP,substrate,-0.005485035944730043
derivative_input,Ag,pyridine,AgNP,chemical label,0.14007708430290222
derivative_input,Ag,pyridine,AgNP,substrate,0.16086147725582123
derivative_input,Ag,pyridine,AuNP,chemical label,0.44813668727874756
derivative_input,Ag,pyridine,AuNP,substrate,0.5661693811416626
derivative_input,Ag,pyridine,AuNP,chemical label,0.3746771514415741
derivative_input,Ag,pyridine,AuNP,substrate,0.5148541927337646
derivative_input,Ag,pyridine,AuNP,chemical label,0.33161935210227966
derivative_input,Ag,pyridine,AuNP,substrate,0.43106040358543396
derivative_input,Ag,pyridine,AuNP,chemical label,0.3822648525238037
derivative_input,Ag,pyridine,AuNP,substrate,0.5064105987548828
derivative_input,Ag,pyridine,AuNP,chemical label,0.38962632417678833
derivative_input,Ag,pyridine,AuNP,substrate,0.4803294241428375
derivative_input,Ag,pyridine,AuNP,chemical label,0.382842481136322
derivative_input,Ag,pyridine,AuNP,substrate,0.5110833644866943
derivative_input,Ag,pyridine,AuNP,chemical label,0.1898660659790039
derivative_input,Ag,pyridine,AuNP,substrate,0.20202477276325226
derivative_input,Ag,pyridine,AuNP,chemical label,0.33727923035621643
derivative_input,Ag,pyridine,AuNP,substrate,0.45027944445610046
derivative_input,Ag,pyridine,AuNP,chemical label,0.401177316904068
derivative_input,Ag,pyridine,AuNP,substrate,0.47461336851119995
derivative_input,Ag,pyridine,AuNP,chemical label,0.26351800560951233
derivative_input,Ag,pyridine,AuNP,substrate,0.296227365732193
