stage,training_subset,evaluation_subset,outer_fold,variant,candidate_id,representation,architecture,embedding_dimension,declared_seed,run_seed,epochs,temperature,rejection_score,rejection_selected,rejection_selection_source,requested_coverage,n_retained,realized_coverage,accuracy,selective_risk,confidence_threshold
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,class_conditional_embedding_mahalanobis,False,cross_fitted_development,0.8,95,0.8050847457627118,0.8736842105263158,0.12631578947368416,-860.4684448242188
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,class_conditional_embedding_mahalanobis,False,cross_fitted_development,0.7,83,0.7033898305084746,0.8795180722891566,0.12048192771084343,-231.5638427734375
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,class_conditional_embedding_mahalanobis,False,cross_fitted_development,0.5,59,0.5,0.9322033898305084,0.06779661016949157,-30.815494537353516
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,calibrated_max_probability,True,cross_fitted_development,1.0,118,1.0,0.8050847457627118,0.19491525423728817,0.33679543437082715
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,calibrated_max_probability,True,cross_fitted_development,0.9,107,0.9067796610169492,0.8317757009345794,0.16822429906542058,0.4857490365851545
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,calibrated_max_probability,True,cross_fitted_development,0.8,95,0.8050847457627118,0.8736842105263158,0.12631578947368416,0.6201695903061544
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,calibrated_max_probability,True,cross_fitted_development,0.7,83,0.7033898305084746,0.9156626506024096,0.08433734939759041,0.7342334474320985
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,calibrated_max_probability,True,cross_fitted_development,0.5,59,0.5,0.9152542372881356,0.0847457627118644,0.7610287627645592
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,energy,False,cross_fitted_development,1.0,118,1.0,0.8050847457627118,0.19491525423728817,1.5865075588226318
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,energy,False,cross_fitted_development,0.9,107,0.9067796610169492,0.8504672897196262,0.14953271028037385,1.912168025970459
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,energy,False,cross_fitted_development,0.8,95,0.8050847457627118,0.8842105263157894,0.11578947368421055,2.1033380031585693
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,energy,False,cross_fitted_development,0.7,83,0.7033898305084746,0.891566265060241,0.10843373493975905,2.169109344482422
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,energy,False,cross_fitted_development,0.5,59,0.5,0.8983050847457628,0.10169491525423724,2.236283779144287
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,class_conditional_embedding_mahalanobis,False,cross_fitted_development,1.0,118,1.0,0.8050847457627118,0.19491525423728817,-1856.1009521484375
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,class_conditional_embedding_mahalanobis,False,cross_fitted_development,0.9,107,0.9067796610169492,0.8504672897196262,0.14953271028037385,-572.2167358398438
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,class_conditional_embedding_mahalanobis,False,cross_fitted_development,0.8,95,0.8050847457627118,0.8631578947368421,0.13684210526315788,-238.03033447265625
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,class_conditional_embedding_mahalanobis,False,cross_fitted_development,0.7,83,0.7033898305084746,0.8795180722891566,0.12048192771084343,-67.7013931274414
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1055240366,70,0.8214659729062531,class_conditional_embedding_mahalanobis,False,cross_fitted_development,0.5,59,0.5,0.9322033898305084,0.06779661016949157,-19.336153030395508
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,1729,142000702,70,1.0,calibrated_max_probability,False,control_not_selected,1.0,118,1.0,0.7796610169491526,0.22033898305084743,0.30779770345731533
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,1729,142000702,70,1.0,calibrated_max_probability,False,control_not_selected,0.9,107,0.9067796610169492,0.8317757009345794,0.16822429906542058,0.4478848513617023
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,1729,142000702,70,1.0,calibrated_max_probability,False,control_not_selected,0.8,95,0.8050847457627118,0.8631578947368421,0.13684210526315788,0.6632902363719024
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,1729,142000702,70,1.0,calibrated_max_probability,False,control_not_selected,0.7,83,0.7033898305084746,0.891566265060241,0.10843373493975905,0.7665585307313529
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,1729,142000702,70,1.0,calibrated_max_probability,False,control_not_selected,0.5,59,0.5,0.9322033898305084,0.06779661016949157,0.8217884636251305
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,2718,928104089,70,1.0,calibrated_max_probability,False,control_not_selected,1.0,118,1.0,0.7966101694915254,0.2033898305084746,0.32890777117115516
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,2718,928104089,70,1.0,calibrated_max_probability,False,control_not_selected,0.9,107,0.9067796610169492,0.8598130841121495,0.14018691588785048,0.5119887467145204
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,2718,928104089,70,1.0,calibrated_max_probability,False,control_not_selected,0.8,95,0.8050847457627118,0.8842105263157894,0.11578947368421055,0.7132690109122793
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,2718,928104089,70,1.0,calibrated_max_probability,False,control_not_selected,0.7,83,0.7033898305084746,0.927710843373494,0.07228915662650603,0.8266510262439762
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,2718,928104089,70,1.0,calibrated_max_probability,False,control_not_selected,0.5,59,0.5,0.9491525423728814,0.05084745762711862,0.8775129237801701
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,3141,1053004972,70,1.0,calibrated_max_probability,False,control_not_selected,1.0,118,1.0,0.8050847457627118,0.19491525423728817,0.3456315889478449
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,3141,1053004972,70,1.0,calibrated_max_probability,False,control_not_selected,0.9,107,0.9067796610169492,0.8411214953271028,0.15887850467289721,0.4565430622829375
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,3141,1053004972,70,1.0,calibrated_max_probability,False,control_not_selected,0.8,95,0.8050847457627118,0.8526315789473684,0.1473684210526316,0.5933780578621994
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,3141,1053004972,70,1.0,calibrated_max_probability,False,control_not_selected,0.7,83,0.7033898305084746,0.891566265060241,0.10843373493975905,0.6920398536116312
outer,strict_core,strict_core,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,3141,1053004972,70,1.0,calibrated_max_probability,False,control_not_selected,0.5,59,0.5,0.9322033898305084,0.06779661016949157,0.8052854927223955
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,1729,2119173188,70,1.0,calibrated_max_probability,False,control_not_selected,1.0,118,1.0,0.7711864406779662,0.22881355932203384,0.14285715015567071
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,1729,2119173188,70,1.0,calibrated_max_probability,False,control_not_selected,0.9,107,0.9067796610169492,0.822429906542056,0.17757009345794394,0.3725122525066927
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,1729,2119173188,70,1.0,calibrated_max_probability,False,control_not_selected,0.8,95,0.8050847457627118,0.8421052631578947,0.1578947368421053,0.4490276111333473
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,1729,2119173188,70,1.0,calibrated_max_probability,False,control_not_selected,0.7,83,0.7033898305084746,0.8674698795180723,0.1325301204819277,0.5050474355882314
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,1729,2119173188,70,1.0,calibrated_max_probability,False,control_not_selected,0.5,59,0.5,0.8305084745762712,0.1694915254237288,0.5451097045832686
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,2718,1682837152,70,1.0,calibrated_max_probability,False,control_not_selected,1.0,118,1.0,0.8220338983050848,0.17796610169491522,0.1428571525885136
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,2718,1682837152,70,1.0,calibrated_max_probability,False,control_not_selected,0.9,107,0.9067796610169492,0.8598130841121495,0.14018691588785048,0.29475307884328894
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,2718,1682837152,70,1.0,calibrated_max_probability,False,control_not_selected,0.8,95,0.8050847457627118,0.8736842105263158,0.12631578947368416,0.40300843565139827
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,2718,1682837152,70,1.0,calibrated_max_probability,False,control_not_selected,0.7,83,0.7033898305084746,0.891566265060241,0.10843373493975905,0.44506597929441855
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,2718,1682837152,70,1.0,calibrated_max_probability,False,control_not_selected,0.5,59,0.5,0.8813559322033898,0.11864406779661019,0.5350028975625319
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,3141,101234752,70,1.0,calibrated_max_probability,False,control_not_selected,1.0,118,1.0,0.7627118644067796,0.23728813559322037,0.2637269447812226
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,3141,101234752,70,1.0,calibrated_max_probability,False,control_not_selected,0.9,107,0.9067796610169492,0.8037383177570093,0.19626168224299068,0.3219045418129489
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,3141,101234752,70,1.0,calibrated_max_probability,False,control_not_selected,0.8,95,0.8050847457627118,0.8315789473684211,0.16842105263157892,0.3520007847523102
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,3141,101234752,70,1.0,calibrated_max_probability,False,control_not_selected,0.7,83,0.7033898305084746,0.8313253012048193,0.1686746987951807,0.3767142318715249
outer,strict_core,strict_core,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,3141,101234752,70,1.0,calibrated_max_probability,False,control_not_selected,0.5,59,0.5,0.847457627118644,0.15254237288135597,0.41174634399690235
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,1729,1853933850,70,1.0,calibrated_max_probability,False,control_not_selected,1.0,118,1.0,0.788135593220339,0.211864406779661,0.2590460556974719
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,1729,1853933850,70,1.0,calibrated_max_probability,False,control_not_selected,0.9,107,0.9067796610169492,0.8411214953271028,0.15887850467289721,0.5180603429202424
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,1729,1853933850,70,1.0,calibrated_max_probability,False,control_not_selected,0.8,95,0.8050847457627118,0.8736842105263158,0.12631578947368416,0.6429577918552734
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,1729,1853933850,70,1.0,calibrated_max_probability,False,control_not_selected,0.7,83,0.7033898305084746,0.9036144578313253,0.09638554216867468,0.7036054581001955
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,1729,1853933850,70,1.0,calibrated_max_probability,False,control_not_selected,0.5,59,0.5,0.9152542372881356,0.0847457627118644,0.7629280181585025
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,2718,699380057,70,1.0,calibrated_max_probability,False,control_not_selected,1.0,118,1.0,0.8050847457627118,0.19491525423728817,0.3424134956162663
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,2718,699380057,70,1.0,calibrated_max_probability,False,control_not_selected,0.9,107,0.9067796610169492,0.8317757009345794,0.16822429906542058,0.5068933656693553
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,2718,699380057,70,1.0,calibrated_max_probability,False,control_not_selected,0.8,95,0.8050847457627118,0.8526315789473684,0.1473684210526316,0.6809721050472335
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,2718,699380057,70,1.0,calibrated_max_probability,False,control_not_selected,0.7,83,0.7033898305084746,0.8674698795180723,0.1325301204819277,0.7657427837242334
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,2718,699380057,70,1.0,calibrated_max_probability,False,control_not_selected,0.5,59,0.5,0.9152542372881356,0.0847457627118644,0.8456416405671894
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,3141,545056204,70,1.0,calibrated_max_probability,False,control_not_selected,1.0,118,1.0,0.8135593220338984,0.18644067796610164,0.28753764384653163
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,3141,545056204,70,1.0,calibrated_max_probability,False,control_not_selected,0.9,107,0.9067796610169492,0.8411214953271028,0.15887850467289721,0.4474817279769305
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,3141,545056204,70,1.0,calibrated_max_probability,False,control_not_selected,0.8,95,0.8050847457627118,0.8736842105263158,0.12631578947368416,0.6104229561633854
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,3141,545056204,70,1.0,calibrated_max_probability,False,control_not_selected,0.7,83,0.7033898305084746,0.9156626506024096,0.08433734939759041,0.696084542134201
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,3141,545056204,70,1.0,calibrated_max_probability,False,control_not_selected,0.5,59,0.5,0.9322033898305084,0.06779661016949157,0.7765999675704495
outer,strict_core,strict_core,0,random_positive_ablation,random_positive_ablation__arpls_minmax__legacy32__1ffbc9e98568,arpls_minmax,legacy,32,1729,488459554,70,1.0,calibrated_max_probability,False,control_not_selected,1.0,118,1.0,0.8389830508474576,0.1610169491525424,0.29022305869683623
outer,strict_core,strict_core,0,random_positive_ablation,random_positive_ablation__arpls_minmax__legacy32__1ffbc9e98568,arpls_minmax,legacy,32,1729,488459554,70,1.0,calibrated_max_probability,False,control_not_selected,0.9,107,0.9067796610169492,0.8504672897196262,0.14953271028037385,0.4632238737267672
outer,strict_core,strict_core,0,random_positive_ablation,random_positive_ablation__arpls_minmax__legacy32__1ffbc9e98568,arpls_minmax,legacy,32,1729,488459554,70,1.0,calibrated_max_probability,False,control_not_selected,0.8,95,0.8050847457627118,0.8631578947368421,0.13684210526315788,0.6437808656147341
