evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,balanced_accuracy_supported,macro_f1_supported,macro_f1_union,n_test,n_test_supported,n_test_unsupported,unsupported_classes,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.5909090909090909,0.5982905982905983,0.39886039886039887,29,19,10,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.6477272727272727,0.7529411764705882,0.5019607843137255,29,19,10,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,0.8636363636363636,0.8654970760233918,0.5769980506822612,29,19,10,blank,0.004622700600879029,0.0023113503004395146,0.08197554101529195,0.9573179233214182,0.007209793914952136,,2.0,0.3302287456982778,0.040993716567754745
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,0.7386363636363636,0.7960526315789473,0.3980263157894737,29,19,10,blank,0.0038674159280322777,0.0019337079640161388,0.07528187123524778,0.9708637347828345,0.006916214094833336,,2.0,0.25446600585102414,0.039939530193805695
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,0.7840909090909092,0.8500000000000001,0.5666666666666668,29,19,10,blank,0.004299161193739061,0.0021495805968695307,0.07628222284014499,0.971918774311251,0.006706053083635376,,2.0,0.2941820644011194,0.03848846349865198
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,0.7840909090909092,0.8500000000000001,0.42500000000000004,29,19,10,blank,0.00582648517322333,0.002913242586611665,0.09295541022336234,0.9481305198970793,0.007090692135538804,,2.0,0.34772966040094827,0.05218249559402466
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,0.9090909090909092,0.8944444444444444,0.8944444444444444,29,19,10,blank,0.005600317648056673,0.0028001588240283365,0.09019110773682738,0.9574609169471119,0.006940157903071102,,2.0,0.2878276559415857,0.05421209707856178
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,0.7840909090909092,0.8500000000000001,0.42500000000000004,29,19,10,blank,0.0056147531838448275,0.0028073765919224137,0.09102525576563626,0.9529852253546305,0.006898427052234661,,2.5,0.36212191902936697,0.061834598425775766
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,classical,nearest_centroid,minimal_minmax,none,2026,0.24513888888888888,0.20193236714975846,0.20193236714975846,73,62,11,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,classical,pca_logistic,minimal_minmax,none,2026,0.5677910052910052,0.58007733007733,0.58007733007733,73,62,11,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,classical,linear_svm,minimal_minmax,none,2026,0.44675925925925924,0.430514548161607,0.430514548161607,73,62,11,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,classical,nearest_centroid,arpls_minmax,none,2026,0.35324074074074074,0.34733762172786564,0.34733762172786564,73,62,11,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,classical,pca_logistic,arpls_minmax,none,2026,0.5904431216931217,0.6038365166272143,0.6038365166272143,73,62,11,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,classical,linear_svm,arpls_minmax,none,2026,0.47519841269841273,0.4946311858076564,0.4946311858076564,73,62,11,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,classical,nearest_centroid,derivative_1,none,2026,0.6052248677248677,0.6210978835978835,0.6210978835978835,73,62,11,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,classical,pca_logistic,derivative_1,none,2026,0.7207671957671957,0.7216968216968217,0.7216968216968217,73,62,11,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,classical,linear_svm,derivative_1,none,2026,0.6279761904761905,0.6197089947089948,0.6197089947089948,73,62,11,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.703207671957672,0.6468070852620937,0.6468070852620937,73,62,11,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.6455357142857143,0.637271756021756,0.637271756021756,73,62,11,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.6767857142857143,0.671329574817947,0.671329574817947,73,62,11,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,0.4395502645502645,0.4788822288822288,0.4788822288822288,73,62,11,blank,0.01617152881996187,0.008085764409980935,0.1872147668959315,0.7809328762593775,0.0083272979702984,,2.0,0.2794568824714738,0.09044909290969372
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,0.4312169312169312,0.4700325100782767,0.4700325100782767,73,62,11,blank,0.016036793320477367,0.008018396660238684,0.1852355690977809,0.8117580356858538,0.007857706092631133,,2.0,0.3004202789547474,0.0981515645980835
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,0.4395502645502645,0.4750915750915751,0.4750915750915751,73,62,11,blank,0.015245087702536568,0.007622543851268284,0.1795707629943101,0.8097850823433965,0.00860720474879794,,2.0,0.3275822136885137,0.09628168656049035
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,0.34788359788359785,0.3512510325638016,0.3512510325638016,73,62,11,blank,0.020453778700267915,0.010226889350133958,0.19272693782587177,0.8046956933855719,0.009026305067586856,,2.0,0.3091639059353129,0.07378587126731873
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,0.34788359788359785,0.34690352188934154,0.34690352188934154,73,62,11,blank,0.018337720882530637,0.009168860441265319,0.1911836511611184,0.8076051234320232,0.009093887481368046,,2.0,0.3465581217805612,0.06871661311015487
strict_core,domain_and_sample,instrument,Agilent-3,111,73,domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,0.44669312169312164,0.4812799666458203,0.4812799666458203,73,62,11,blank,0.02163544242704757,0.010817721213523784,0.1860770907593782,0.8216727830634575,0.009457628180539485,,2.0,0.32160921316715496,0.07323783735046163
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,classical,nearest_centroid,minimal_minmax,none,2026,0.393939393939394,0.3425641025641026,0.2569230769230769,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,classical,pca_logistic,minimal_minmax,none,2026,0.5454545454545454,0.441077441077441,0.26464646464646463,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,classical,linear_svm,minimal_minmax,none,2026,0.5892255892255892,0.5555555555555555,0.41666666666666663,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,classical,nearest_centroid,arpls_minmax,none,2026,0.5690235690235691,0.5301587301587302,0.3180952380952381,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,classical,pca_logistic,arpls_minmax,none,2026,0.7171717171717171,0.6062271062271062,0.6062271062271062,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,classical,linear_svm,arpls_minmax,none,2026,0.494949494949495,0.3952380952380952,0.23714285714285716,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,classical,nearest_centroid,derivative_1,none,2026,0.7037037037037037,0.5538461538461539,0.4153846153846154,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,classical,pca_logistic,derivative_1,none,2026,0.7777777777777777,0.6818181818181818,0.5113636363636364,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,classical,linear_svm,derivative_1,none,2026,0.531986531986532,0.4777777777777778,0.35833333333333334,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.7407407407407408,0.6218708827404479,0.46640316205533594,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.8148148148148149,0.72396878483835,0.72396878483835,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.7542087542087542,0.6575091575091575,0.6575091575091575,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,0.7171717171717171,0.6062271062271062,0.6062271062271062,23,23,0,,0.003047510806838052,0.001523755403419026,0.06135174817097316,0.9680635435410893,0.008406247953718539,,1.5,0.16620537806036595,0.04960313439369202
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,0.6430976430976432,0.4916666666666667,0.4916666666666667,23,23,0,,0.003685127495332962,0.001842563747666481,0.06716908142079549,0.9663699047354886,0.008682501732404467,,1.5,0.15637389711782615,0.05466464813798666
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,0.7171717171717171,0.6095238095238096,0.6095238095238096,23,23,0,,0.0029770142131546576,0.0014885071065773288,0.0595004039655246,0.9700654714298375,0.008449524491114298,,2.0,0.17436640912405255,0.0454963743686676
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,0.6060606060606061,0.5506715506715506,0.5506715506715506,23,23,0,,0.006572549896921894,0.003286274948460947,0.07866319162807212,0.964828144134136,0.00846327076830105,,1.5,0.16628470814445911,0.03997015953063965
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,0.7104377104377105,0.6060606060606061,0.45454545454545453,23,23,0,,0.004826720102567599,0.0024133600512837995,0.0701104049440259,0.9683065340927165,0.008504332264482009,,2.0,0.204873958916063,0.04222220182418823
strict_core,domain_and_sample,instrument,Mira-1,433,23,domain,domain__strict_core__domain_and_sample__instrument__Mira-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,0.5690235690235691,0.4993894993894994,0.4993894993894994,23,23,0,,0.007223478306207818,0.003611739153103909,0.07987562545589305,0.9557640423512712,0.008503282707050242,,2.0,0.2588613097504721,0.0715990662574768
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,classical,nearest_centroid,minimal_minmax,none,2026,0.25,0.25,0.25,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,classical,pca_logistic,minimal_minmax,none,2026,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,classical,linear_svm,minimal_minmax,none,2026,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,classical,nearest_centroid,arpls_minmax,none,2026,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,classical,pca_logistic,arpls_minmax,none,2026,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,classical,linear_svm,arpls_minmax,none,2026,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,classical,nearest_centroid,derivative_1,none,2026,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,classical,pca_logistic,derivative_1,none,2026,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,classical,linear_svm,derivative_1,none,2026,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.25,0.3333333333333333,0.2222222222222222,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,0.009373175763601655,0.0046865878818008275,0.12330804817555366,0.8201479832305655,0.006787872687466785,,2.5,0.3264511046151133,0.09828809427563101
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,0.007416953802515377,0.0037084769012576883,0.10698515612402014,0.8641126970430806,0.006632106238543305,,3.0,0.37684509278071865,0.08965514972805977
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,0.25,0.3333333333333333,0.2222222222222222,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,0.008936518366603443,0.0044682591833017215,0.11911564539778434,0.8686556177950064,0.007098590885789878,,2.0,0.34232441075948544,0.07940257340669632
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,0.014137370612232258,0.007068685306116129,0.13802716260480907,0.7508139145553713,0.007123371475636997,,3.0,0.40556470215233076,0.09313253330765292
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,0.014094005399629355,0.007047002699814678,0.13683175512134882,0.7976254588841873,0.006834104624865895,,2.0,0.3462551360559799,0.09358179569244385
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,0.013058806129112227,0.0065294030645561135,0.1278928254341726,0.8158661197637276,0.007247905743165481,,2.0,0.28310738669384616,0.053762923926115036
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,minimal_minmax,none,2026,0.0,0.0,0.0,72,41,31,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,minimal_minmax,none,2026,0.03125,0.058823529411764705,0.023529411764705882,72,41,31,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,classical,linear_svm,minimal_minmax,none,2026,0.27,0.32417582417582413,0.2161172161172161,72,41,31,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,0.41875,0.519047619047619,0.2595238095238095,72,41,31,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,0.13125,0.2222222222222222,0.08888888888888888,72,41,31,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,classical,linear_svm,arpls_minmax,none,2026,0.3225,0.42023809523809524,0.21011904761904762,72,41,31,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,derivative_1,none,2026,0.51,0.6497975708502024,0.3248987854251012,72,41,31,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,derivative_1,none,2026,0.56125,0.6923076923076923,0.27692307692307694,72,41,31,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,classical,linear_svm,derivative_1,none,2026,0.41000000000000003,0.5501165501165501,0.1833721833721834,72,41,31,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.70625,0.7943548387096775,0.5295698924731184,72,41,31,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.51,0.638401559454191,0.3192007797270955,72,41,31,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.74875,0.7666666666666666,0.30666666666666664,72,41,31,blank,,,,,,,,,
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,0.34750000000000003,0.49242424242424243,0.19696969696969696,72,41,31,blank,0.007822611043025143,0.003911305521512571,0.054614315624370136,0.9657746474112147,0.0071654222898352654,,2.0,0.25777023580374325,0.043593695387244225
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,0.2275,0.33494363929146537,0.13397745571658615,72,41,31,blank,0.007245078240166756,0.003622539120083378,0.05868657525065213,0.9614101211385513,0.007780513014381035,,2.0,0.3196325917509706,0.04340545507147908
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,0.1825,0.3046594982078853,0.12186379928315412,72,41,31,blank,0.0076735114865229305,0.0038367557432614652,0.05353473522205484,0.9700783471152954,0.007248654640890516,,2.0,0.32966344468488196,0.04162128269672394
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,0.11125,0.19675456389452334,0.06558485463150777,72,41,31,blank,0.01098592944300465,0.005492964721502325,0.06357868441073694,0.9434159690175603,0.006710667058197999,,2.0,0.25174533310532105,0.06554350256919861
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,0.17375000000000002,0.2958257713248639,0.11833030852994555,72,41,31,blank,0.01235023099712404,0.00617511549856202,0.07110734580877041,0.9594918355834523,0.007149609490498112,,2.0,0.27161229878178206,0.06508606858551502
