evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,isolated_spikes,1.0,0.8636363636363636,0.8654970760233918,0.9655172413793104,0.00024031975772231817,0.004653031968663329,0.0023265159843316647,0.08238276708425232,0.9565979497680102,0.00721253763298439,,2.0,0.3170690988895679,0.038820214569568634
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,isolated_spikes,1.5,0.8636363636363636,0.891640866873065,0.9310344827586207,0.0006512876134365797,0.0046702195788732095,0.0023351097894366048,0.08240633791347692,0.9574020727775813,0.007228345009182619,,2.0,0.2814636528836831,0.046299535781145096
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,edge_filled_shift,0.5,0.8636363636363636,0.8654970760233918,0.9655172413793104,0.0006360452971421182,0.004642673578412635,0.0023213367892063173,0.0822586268107687,0.9572567559295483,0.007212698123957538,,2.0,0.30910078381380723,0.03977115452289581
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,edge_filled_shift,1.0,0.8636363636363636,0.8654970760233918,0.8275862068965517,0.001419404405169189,0.004672952608074706,0.002336476304037353,0.08273575759967369,0.9560596698578984,0.007225325690029657,,2.0,0.3110628571557999,0.042002023197710514
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,edge_filled_shift,1.5,0.8636363636363636,0.891640866873065,0.8620689655172413,0.0016492276918143034,0.004680436665666224,0.002340218332833112,0.08277197062564366,0.9567067492652976,0.007224191463527645,,2.0,0.2732744763738556,0.0436576958745718
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,gaussian_broadening,0.5,0.8636363636363636,0.8654970760233918,1.0,6.577064226576113e-08,0.004623186251654179,0.0023115931258270894,0.08197652280276375,0.9573146235638678,0.007209336343692421,,2.0,0.32968554024290514,0.040974173694849014
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,gaussian_broadening,1.0,0.8636363636363636,0.8654970760233918,1.0,1.0009470088334638e-06,0.004624985052109837,0.0023124925260549186,0.08198047503498701,0.9572993598472658,0.007207647659185834,,2.0,0.31769940582686956,0.04098159447312355
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,gaussian_broadening,1.5,0.8636363636363636,0.8654970760233918,1.0,3.870191449095728e-06,0.004627898860472041,0.0023139494302360205,0.08198752729163745,0.9572661202527891,0.007204930172864643,,2.0,0.31815161211193277,0.04111865535378456
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,composite,0.5,0.8465909090909092,0.9166666666666667,0.6896551724137931,0.02503456175327301,0.007353463878947622,0.003676731939473811,0.1097601527798952,0.9357419207066494,0.007636286514941045,,2.0,0.31606300326297315,0.05625287815928459
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,composite,1.0,0.6590909090909092,0.7576923076923077,0.5862068965517241,0.05924495309591293,0.01164900166457563,0.005824500832287815,0.13144566232452712,0.8986091986323257,0.00795294246165814,,2.0,0.3214637028246913,0.07744602940510958
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,composite,1.5,0.5965909090909092,0.7227272727272727,0.5172413793103449,0.1374208778142929,0.01991639708539794,0.00995819854269897,0.1791086482325504,0.7754230038903049,0.008692774209049974,,2.0,0.4185956388340714,0.0828379926388152
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,scale_offset,0.5,0.8011363636363636,0.8585526315789473,0.8620689655172413,0.005803537555038929,0.0046282292833123954,0.0023141146416561977,0.08129039942904463,0.969236028667195,0.006978367269910773,,2.0,0.2539323303071241,0.05223707854747772
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,scale_offset,1.0,0.8465909090909092,0.861764705882353,0.896551724137931,0.020076707005500793,0.007631773752078082,0.003815886876039041,0.0959514019750642,0.9650796161205691,0.007306104680251607,,2.0,0.3191556990024901,0.056957632303237915
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,scale_offset,1.5,0.7102272727272727,0.7029411764705882,0.7241379310344828,0.03586558625102043,0.008376661429668286,0.004188330714834143,0.09693789135559382,0.9544410797888699,0.007234720442875718,,2.0,0.29219329644969344,0.07167918200138956
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,smooth_baseline,0.5,0.7215909090909092,0.8071428571428572,0.8620689655172413,0.019160831347107887,0.005143414684513448,0.002571707342256724,0.09406352141833571,0.9489271663910382,0.0072358894465242305,,2.0,0.33480672919138366,0.05369864607928321
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,smooth_baseline,1.0,0.5340909090909092,0.65,0.6896551724137931,0.05869016796350479,0.007885367704778849,0.0039426838523894244,0.12104409250054976,0.9039892763608995,0.0076699416204578635,,2.0,0.36692424205781937,0.06349268963094801
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,smooth_baseline,1.5,0.5795454545454546,0.6761904761904762,0.6206896551724138,0.11664733290672302,0.013147447563341784,0.006573723781670892,0.15030052164035643,0.8327942316871485,0.00827151314718668,,2.0,0.2950265745456053,0.08257409906946123
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,gaussian_noise,0.5,0.7386363636363636,0.7960526315789473,1.0,7.431877020280808e-05,0.0038786488237830346,0.0019393244118915173,0.07543081429435143,0.9708876620815081,0.006922464265147458,,2.0,0.2585285579798463,0.04658666765317321
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,gaussian_noise,1.0,0.7386363636363636,0.7960526315789473,1.0,0.00038680536090396345,0.003906305027735326,0.001953152513867663,0.07573653163710015,0.9703571423395002,0.006923178325143853,,2.0,0.259152033823143,0.043142298236489296
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,gaussian_noise,1.5,0.7386363636363636,0.8210526315789474,0.9310344827586207,0.0010492061264812946,0.0038954189818443206,0.0019477094909221603,0.07602877657589488,0.9695107060563412,0.00695279054212283,,2.0,0.2624129757748076,0.053782384376972914
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,isolated_spikes,0.5,0.7386363636363636,0.7960526315789473,1.0,4.8148220230359584e-05,0.0038711001696476884,0.0019355500848238442,0.0752826750485792,0.9707369927355246,0.006918649702963751,,2.0,0.2813679476003942,0.04574717499053804
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,isolated_spikes,1.0,0.7386363636363636,0.7960526315789473,1.0,0.0002030257455771789,0.0038841844087982823,0.0019420922043991411,0.07550691317689347,0.9706337170275948,0.006919950662539219,,2.0,0.2842402162018243,0.04697681311517954
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,isolated_spikes,1.5,0.8011363636363636,0.8328173374613003,0.9310344827586207,0.0005676355795003474,0.0038898714779417335,0.0019449357389708668,0.07560735602281338,0.9701673123802803,0.006925664772403554,,2.0,0.24712002790953236,0.047429908998310566
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,edge_filled_shift,0.5,0.7386363636363636,0.7960526315789473,0.9310344827586207,0.0009184561786241829,0.003922157234360739,0.0019610786171803695,0.0761234874662279,0.9699091359749745,0.006927096520759057,,2.0,0.2669438232967277,0.04505983385024592
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,edge_filled_shift,1.0,0.7386363636363636,0.7960526315789473,0.9655172413793104,0.0020227658096700907,0.00398094167498013,0.001990470837490065,0.07693892944431227,0.9675309281058811,0.006948048779280874,,2.0,0.2878749969104992,0.04624743666499853
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,edge_filled_shift,1.5,0.8011363636363636,0.8328173374613003,0.9655172413793104,0.0023494423367083073,0.00399575347242505,0.001997876736212525,0.07689499141994904,0.9706026930888608,0.0069476821906265165,,2.0,0.2824591853942143,0.04215395078063011
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,gaussian_broadening,0.5,0.7386363636363636,0.7960526315789473,1.0,5.3438647285020124e-08,0.0038679691213477476,0.0019339845606738738,0.07527956452955825,0.9708562336993645,0.006916018042072275,,2.0,0.2544265809412286,0.039842233061790466
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,gaussian_broadening,1.0,0.7386363636363636,0.7960526315789473,1.0,8.344650268554688e-07,0.003869918560228318,0.001934959280114159,0.07527162759576563,0.9708297263757032,0.006915132124581403,,2.0,0.25428524563362287,0.03953387960791588
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,gaussian_broadening,1.5,0.7386363636363636,0.7960526315789473,1.0,3.6626026940211887e-06,0.00387271945460985,0.001936359727304925,0.07526037519615839,0.9707920936191368,0.006913340594145837,,2.0,0.2540641164449334,0.03923507407307625
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,composite,0.5,0.8465909090909092,0.8875,0.8620689655172413,0.03220817446708679,0.006012904126171509,0.0030064520630857547,0.10334683686195524,0.9430062925758711,0.0073206914186987665,,2.0,0.3223256181888873,0.05443665198981762
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,composite,1.0,0.6590909090909092,0.7576923076923077,0.7241379310344828,0.06993736326694489,0.010450625571202661,0.005225312785601331,0.12564336567741513,0.8865724962705751,0.007743581534710714,,2.0,0.31590847737300937,0.0731937293894589
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,composite,1.5,0.42613636363636365,0.5321637426900585,0.5172413793103449,0.1606898158788681,0.019697550647845175,0.009848775323922587,0.17539145139321607,0.7878104840297465,0.008568343144513036,,2.5,0.35060886197499924,0.07524157263105735
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,scale_offset,0.5,0.7840909090909092,0.8500000000000001,0.9655172413793104,0.005149095319211483,0.004869246231547666,0.002434623115773833,0.0818128104465722,0.9677119752930364,0.006732707947473586,,2.0,0.25168329170410486,0.03860226459801197
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,scale_offset,1.0,0.7840909090909092,0.8500000000000001,0.9655172413793104,0.016451742500066757,0.0071661412011101875,0.0035830706005550938,0.09431964111356696,0.9630658970501766,0.006915419834461039,,2.0,0.30262656132461496,0.06685674423351884
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,scale_offset,1.5,0.6931818181818181,0.7418300653594772,0.9310344827586207,0.03298240527510643,0.007874941412363006,0.003937470706181503,0.09940647927384527,0.9617052326773964,0.006924892029163084,,2.0,0.3029725822909597,0.06642640568315983
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,smooth_baseline,0.5,0.6590909090909092,0.7576923076923077,0.9310344827586207,0.0192412082105875,0.005176168204960523,0.0025880841024802613,0.09256451231198722,0.9586996386261204,0.006995726200698648,,2.0,0.25756854882285507,0.048751531867310405
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,smooth_baseline,1.0,0.7215909090909092,0.8071428571428572,0.9655172413793104,0.0607059970498085,0.008142243360007878,0.004071121680003939,0.12121114814120693,0.9014576496635555,0.007425960397377932,,2.0,0.2855698738816349,0.06353251379914582
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,smooth_baseline,1.5,0.6590909090909092,0.7576923076923077,0.896551724137931,0.11546114087104797,0.01303458217001843,0.006517291085009215,0.15113396362038356,0.8433398800297001,0.007843544949929358,,2.0,0.3112617347703654,0.08516062889248133
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,gaussian_noise,0.5,0.7840909090909092,0.8500000000000001,1.0,6.301238317973912e-05,0.004325433800222665,0.0021627169001113325,0.07654306148095537,0.9720828946144178,0.006697552147701384,,2.0,0.2915080725771079,0.03740537911653519
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,gaussian_noise,1.0,0.7840909090909092,0.8500000000000001,1.0,0.00030540392617695034,0.0043488403360577785,0.0021744201680288892,0.0768282617817458,0.9717474751978167,0.006681170718060584,,2.0,0.2833468066350713,0.03934931010007858
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,gaussian_noise,1.5,0.7840909090909092,0.8500000000000001,1.0,0.0008878111839294434,0.0043765426459949994,0.0021882713229974997,0.07718698221824907,0.9705421875245489,0.006675805423852455,,2.0,0.3024781587700991,0.0409792996942997
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,isolated_spikes,0.5,0.7840909090909092,0.8500000000000001,1.0,1.9533881641109474e-05,0.004299138450985727,0.0021495692254928636,0.07630620616053158,0.9720161619683352,0.00670609473020637,,2.0,0.2797195134830618,0.03636188618838787
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,isolated_spikes,1.0,0.7840909090909092,0.8500000000000001,1.0,7.752714736852795e-05,0.0043139008907143945,0.0021569504453571972,0.07646396333816283,0.9715344594699539,0.006704147847917895,,2.0,0.29030134108053374,0.038809074088931084
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,isolated_spikes,1.5,0.7840909090909092,0.8500000000000001,1.0,0.00019250655896030366,0.0042935929808203795,0.0021467964904101897,0.07620378780263543,0.9716115793300044,0.006707864361176001,,2.0,0.2837004165946695,0.035677528008818626
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,edge_filled_shift,0.5,0.7840909090909092,0.8500000000000001,1.0,0.0005439745727926493,0.004353629760086671,0.0021768148800433355,0.0767266887846276,0.9696875731550769,0.006709215458047973,,2.0,0.290865356981554,0.04019768908619881
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,edge_filled_shift,1.0,0.7840909090909092,0.8500000000000001,1.0,0.001137854764238,0.004345676056681461,0.0021728380283407307,0.07694585915065631,0.9705028270169237,0.006710565812285172,,2.0,0.30256809133410933,0.04488812654744834
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,edge_filled_shift,1.5,0.7840909090909092,0.8500000000000001,0.9655172413793104,0.0013343424070626497,0.0043866484654418334,0.0021933242327209167,0.07704181294793978,0.9681667555162123,0.006727340674501761,,2.0,0.29756376579016025,0.04004204354714602
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,gaussian_broadening,0.5,0.7840909090909092,0.8500000000000001,1.0,2.055332615213956e-08,0.004299415979869944,0.002149707989934972,0.07628048429053914,0.9719176807750962,0.0067059015308203315,,2.0,0.2940820311005746,0.03857727814465761
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,gaussian_broadening,1.0,0.7840909090909092,0.8500000000000001,1.0,4.501178239024739e-07,0.004300300348624916,0.002150150174312458,0.07627485394625635,0.9719142559592736,0.0067051407270091535,,2.0,0.2937338746365364,0.03894971311092377
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,gaussian_broadening,1.5,0.7840909090909092,0.8500000000000001,1.0,2.215648464698461e-06,0.004301470884307455,0.0021507354421537277,0.07626585870495795,0.9719103852376763,0.006703505122085755,,2.0,0.29325281619026045,0.03894995618611574
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,composite,0.5,0.7215909090909092,0.8071428571428572,0.9310344827586207,0.029204385355114937,0.006148784914794645,0.0030743924573973223,0.10241290278262306,0.9536152136369418,0.00709188948210877,,2.0,0.29853295244116357,0.06257811217801645
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,composite,1.0,0.7215909090909092,0.8071428571428572,0.8620689655172413,0.06855613738298416,0.010099567297354194,0.005049783648677097,0.12522825062315168,0.9060726063724776,0.007359303194880772,,2.0,0.3162167477071627,0.06668876856565475
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,composite,1.5,0.5340909090909092,0.5909090909090909,0.8620689655172413,0.14814047515392303,0.018327238639500833,0.009163619319750417,0.173983798637855,0.7896010212960072,0.00800486803384782,,2.0,0.3649407740803374,0.0679524838924408
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,scale_offset,0.5,0.8465909090909092,0.8875,0.9655172413793104,0.0014250546228140593,0.005929133598479198,0.002964566799239599,0.09396895419340831,0.9476934285505104,0.0070851697498964415,,2.0,0.31520253461131365,0.05784277175553143
