class_label,support,predicted_count,true_positive,recall,precision,evaluation_phase,scenario,model_family,model,representation,seed
acetaminophen,4,16,4,1.0,0.25,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,2718
benzyl_fentanyl,1,1,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,2718
blank,3,1,1,0.3333333333333333,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,2718
ethanol,6,1,1,0.16666666666666666,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,2718
ethyl_paraoxon,2,2,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,2718
4_ANPP,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
acetaminophen,4,18,4,1.0,0.2222222222222222,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
benzyl_fentanyl,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
blank,3,1,1,0.3333333333333333,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
ethanol,6,1,1,0.16666666666666666,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
ethyl_paraoxon,2,1,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,3141
4_ANPP,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
acetaminophen,4,17,4,1.0,0.23529411764705882,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
benzyl_fentanyl,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
blank,3,1,1,0.3333333333333333,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
ethanol,6,3,2,0.3333333333333333,0.6666666666666666,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
ethyl_paraoxon,2,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
4_ANPP,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
acetaminophen,4,19,4,1.0,0.21052631578947367,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
benzyl_fentanyl,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
blank,3,1,1,0.3333333333333333,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
ethanol,6,1,1,0.16666666666666666,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
ethyl_paraoxon,2,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
4_ANPP,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
4_nitrophenol,5,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
acetaminophen,4,19,4,1.0,0.21052631578947367,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
benzyl_fentanyl,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
blank,3,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
ethanol,6,2,1,0.16666666666666666,0.5,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
ethyl_paraoxon,2,1,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
4_ANPP,1,2,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,arpls_minmax,2026
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,arpls_minmax,2026
acetaminophen,4,7,3,0.75,0.42857142857142855,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,arpls_minmax,2026
benzyl_fentanyl,1,3,1,1.0,0.3333333333333333,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,arpls_minmax,2026
blank,3,3,1,0.3333333333333333,0.3333333333333333,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,arpls_minmax,2026
ethanol,6,3,3,0.5,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,arpls_minmax,2026
ethyl_paraoxon,2,3,1,0.5,0.3333333333333333,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,arpls_minmax,2026
4_ANPP,1,7,1,1.0,0.14285714285714285,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,derivative_1,2026
4_nitrophenol,5,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,derivative_1,2026
acetaminophen,4,7,2,0.5,0.2857142857142857,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,derivative_1,2026
benzyl_fentanyl,1,1,1,1.0,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,derivative_1,2026
blank,3,4,1,0.3333333333333333,0.25,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,derivative_1,2026
ethanol,6,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,derivative_1,2026
ethyl_paraoxon,2,3,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,derivative_1,2026
4_ANPP,1,1,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,minimal_minmax,2026
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,minimal_minmax,2026
acetaminophen,4,8,1,0.25,0.125,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,minimal_minmax,2026
benzyl_fentanyl,1,2,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,minimal_minmax,2026
blank,3,5,1,0.3333333333333333,0.2,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,minimal_minmax,2026
ethanol,6,1,1,0.16666666666666666,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,minimal_minmax,2026
ethyl_paraoxon,2,4,1,0.5,0.25,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,linear_svm,minimal_minmax,2026
4_ANPP,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,arpls_minmax,2026
4_nitrophenol,5,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,arpls_minmax,2026
acetaminophen,4,22,4,1.0,0.18181818181818182,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,arpls_minmax,2026
benzyl_fentanyl,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,arpls_minmax,2026
blank,3,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,arpls_minmax,2026
ethanol,6,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,arpls_minmax,2026
ethyl_paraoxon,2,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,arpls_minmax,2026
4_ANPP,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,derivative_1,2026
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,derivative_1,2026
acetaminophen,4,17,4,1.0,0.23529411764705882,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,derivative_1,2026
benzyl_fentanyl,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,derivative_1,2026
blank,3,2,1,0.3333333333333333,0.5,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,derivative_1,2026
ethanol,6,1,1,0.16666666666666666,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,derivative_1,2026
ethyl_paraoxon,2,1,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,derivative_1,2026
4_ANPP,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,minimal_minmax,2026
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,minimal_minmax,2026
acetaminophen,4,14,3,0.75,0.21428571428571427,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,minimal_minmax,2026
benzyl_fentanyl,1,2,1,1.0,0.5,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,minimal_minmax,2026
blank,3,4,1,0.3333333333333333,0.25,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,minimal_minmax,2026
ethanol,6,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,minimal_minmax,2026
ethyl_paraoxon,2,1,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,nearest_centroid,minimal_minmax,2026
4_ANPP,1,1,1,1.0,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,arpls_minmax,2026
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,arpls_minmax,2026
acetaminophen,4,13,4,1.0,0.3076923076923077,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,arpls_minmax,2026
benzyl_fentanyl,1,1,1,1.0,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,arpls_minmax,2026
blank,3,1,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,arpls_minmax,2026
ethanol,6,3,3,0.5,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,arpls_minmax,2026
ethyl_paraoxon,2,2,1,0.5,0.5,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,arpls_minmax,2026
4_ANPP,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,derivative_1,2026
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,derivative_1,2026
acetaminophen,4,11,3,0.75,0.2727272727272727,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,derivative_1,2026
benzyl_fentanyl,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,derivative_1,2026
blank,3,7,1,0.3333333333333333,0.14285714285714285,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,derivative_1,2026
ethanol,6,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,derivative_1,2026
ethyl_paraoxon,2,3,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,derivative_1,2026
4_ANPP,1,2,1,1.0,0.5,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,minimal_minmax,2026
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,minimal_minmax,2026
acetaminophen,4,10,3,0.75,0.3,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,minimal_minmax,2026
benzyl_fentanyl,1,1,1,1.0,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,minimal_minmax,2026
blank,3,2,1,0.3333333333333333,0.5,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,minimal_minmax,2026
ethanol,6,1,1,0.16666666666666666,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,minimal_minmax,2026
ethyl_paraoxon,2,5,1,0.5,0.2,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,classical,pca_logistic,minimal_minmax,2026
4_ANPP,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
acetaminophen,4,15,4,1.0,0.26666666666666666,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
benzyl_fentanyl,1,1,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
blank,3,1,1,0.3333333333333333,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
ethanol,6,2,1,0.16666666666666666,0.5,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
ethyl_paraoxon,2,2,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,1729
4_ANPP,1,1,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
acetaminophen,4,13,3,0.75,0.23076923076923078,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
benzyl_fentanyl,1,1,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
blank,3,3,1,0.3333333333333333,0.3333333333333333,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
ethanol,6,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
ethyl_paraoxon,2,3,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,2718
4_ANPP,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
4_nitrophenol,5,1,1,0.2,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
acetaminophen,4,15,3,0.75,0.2,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
benzyl_fentanyl,1,3,1,1.0,0.3333333333333333,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
blank,3,1,1,0.3333333333333333,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
ethanol,6,1,1,0.16666666666666666,1.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
ethyl_paraoxon,2,1,0,0.0,0.0,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,3141
4_ANPP,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
4_nitrophenol,5,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
acetaminophen,4,16,4,1.0,0.25,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
benzyl_fentanyl,1,0,0,0.0,,outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
