evaluation_phase,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,heldout_substrate_family,poster_axis,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row156,0.0210186745653466,0.0105093372826733,0.1496062555544934,0.7655533046595875,0.014677193660422,21,7,10,5,2.0,0.3052101276149935,0.0446910858154296,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row157,0.0198644599350784,0.0099322299675392,0.1615780310252525,0.7629990908487246,0.0115284509215104,16,6,6,4,3.5,0.2598087968161979,0.2333276381250471,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row159,0.0178768426361554,0.0089384213180777,0.1573578981718384,0.8256931446427808,0.0099391439284331,11,3,7,2,2.0,0.8774616962432816,0.5848387666046619,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row162,0.0086403818775534,0.0043201909387767,0.1111277772891602,0.8883599346663599,0.0077570970793021,14,5,7,2,3.0,0.3002435358566169,0.1649415348656475,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row164,0.0031297618074042,0.0015648809037021,0.0919682361148701,0.9407402683112828,0.004143818914225,5,3,4,3,2.0,0.3368926820914864,0.0725602647289633,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row165,0.0075910355507974,0.0037955177753987,0.1482666959458619,0.8191118368974272,0.0074012685788329,10,5,4,2,3.0,0.2273024717201825,0.0598859186284244,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row166,0.0114760217114309,0.0057380108557154,0.201667071669879,0.7058052133844182,0.0084185553068112,10,3,7,2,3.0,0.4313647163608086,0.1785598564893007,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row167,0.0124048755692523,0.0062024377846261,0.1980490605942598,0.7441666904724243,0.0062945029829695,10,3,7,2,4.0,0.3954370458878394,0.1408793963491916,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row169,0.0078741140412016,0.0039370570206008,0.1027297404900316,0.9075507953064468,0.0076010418972665,12,3,7,2,2.0,0.3203985972737985,0.1907325512729585,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row110,0.0225803104033158,0.0112901552016579,0.1003252542175351,0.3089770444457698,0.0633363619420145,153,22,0,0,2.5,1.2055331349848957,0.2530890703201294,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row176,0.0295858297213999,0.0147929148606999,0.1184270551306761,0.1821438570536399,0.0715677948575466,151,27,5,1,3.0,2.3566166579305152,0.1471705436706543,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row177,0.0289476951806545,0.0144738475903272,0.1017071451403377,0.1942518084274378,0.0573406322832618,141,22,6,0,2.5,1.523457868915507,0.1784738600254058,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row178,0.0230587020170066,0.0115293510085033,0.121420393056888,0.1917776528044533,0.0608031019568443,142,27,5,2,2.0,2.458173897907035,0.137980431318283,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row179,0.0242680388492908,0.0121340194246454,0.1011139826085399,0.0849848812160743,0.0594665762607473,145,30,5,1,3.0,2.0206871641265565,0.1198542118072509,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row181,0.020333039044945,0.0101665195224725,0.1295195719008618,0.2106499874551305,0.0554244686530104,146,25,9,4,3.0,1.8243043618295796,0.1491621285676956,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row182,0.0315334025563302,0.0157667012781651,0.1265160090691466,0.2513625644095093,0.0745772383928747,150,18,6,1,1.0,3.163007581251717,0.2615879029035568,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row183,0.020309145214777,0.0101545726073885,0.1158989090843174,0.26787886658513,0.0550740447201366,150,20,6,2,2.5,1.8365438686877973,0.1392722725868225,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row185,0.0159398261313126,0.0079699130656563,0.1199823572349925,0.3466346678578706,0.0469459427893161,130,24,8,4,3.0,1.9169626273017837,0.1051597595214843,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row186,0.0259357594188739,0.0129678797094369,0.1138946724165422,0.198097591946006,0.0680916522789214,143,21,9,0,2.0,2.6834667130413883,0.1575998961925506,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row188,0.01938442839856,0.00969221419928,0.1410286744954902,0.6319418884802318,0.0238945796500359,85,12,7,1,3.5,1.0144307349391464,0.0703037306666374,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row189,0.0287236917535094,0.0143618458767547,0.1069477952573929,0.2466356900804132,0.0634360357586826,151,27,3,1,3.0,1.3970428976770897,0.1906075477600097,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row190,0.0162468302236679,0.0081234151118339,0.1412878204466535,0.3346224361458972,0.0332601539113836,122,21,2,1,3.0,2.097685916567927,0.067829355597496,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row191,0.0206605582585332,0.0103302791292666,0.2002916797020337,0.7062539973918508,0.0108144153657901,11,1,8,1,0.0,0.3384471389572591,0.2658680826425552,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row194,0.0226937075175179,0.0113468537587589,0.1137155295050521,0.2427902711876677,0.0578457240112119,146,24,7,2,2.0,1.9436888613316912,0.0777281075716018,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row199,0.0210192870469071,0.0105096435234535,0.1993593962338926,0.731457685133219,0.0099737014559546,10,1,8,1,3.0,0.0502812123016637,0.280290737748146,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row200,0.0217000092529802,0.0108500046264901,0.1037699713822853,0.1677197005360662,0.0620831770268185,146,28,11,5,2.0,2.751817602490275,0.1464968621730804,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row210,0.0240518293984004,0.0120259146992002,0.1913054705689379,0.6838624368214998,0.0146788886273446,26,4,9,1,3.0,0.7358530132497507,0.0272856093943119,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row211,0.017804230619727,0.0089021153098635,0.1540450242400759,0.5925185151606709,0.028507533881015,104,12,7,0,4.0,1.901296192757522,0.0833496041595935,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row212,0.0244469058986639,0.0122234529493319,0.098255263085315,0.1006298948496695,0.0648860765887158,153,27,18,5,3.0,1.4168872740760203,0.1454917788505554,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row213,0.0147106364385522,0.0073553182192761,0.0994514368459454,0.4885805055739053,0.0380610004918915,122,26,4,1,2.0,1.6541700624353788,0.0762075632810592,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row214,0.0453466624539624,0.0226733312269812,0.2291890241292456,0.5526718528959601,0.009371075185814,10,1,6,0,3.0,4.517414781901008,0.6147915795445442,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row215,0.0210334517138287,0.0105167258569143,0.193284360793352,0.7102405502571648,0.0116891163634136,14,0,8,0,,,,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row222,0.0086864235552345,0.0043432117776172,0.1104596892850549,0.8969949425333742,0.0066160510053824,11,4,7,4,3.0,0.5616046358633902,0.2681420347653329,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row223,0.0201281400563012,0.0100640700281506,0.1928188956116901,0.764576949340417,0.0084003953043637,10,2,7,1,1.0,0.3645133539247537,0.1544590932317078,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row224,0.0203387076517208,0.0101693538258604,0.1961425401285518,0.6647591339936028,0.0084417666669469,12,2,2,0,4.0,0.1092942344587342,0.4575098846107721,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row225,0.0045041218121253,0.0022520609060626,0.0989613180677226,0.934307741927456,0.0034640463581724,2,0,0,0,,,,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row226,0.0362648042171849,0.0181324021085924,0.2164496707539387,0.5941938429443978,0.0103955308387854,13,2,2,0,3.0,0.913579258377079,0.4598256233148277,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row227,0.004799875534069,0.0023999377670345,0.0987104240884456,0.9310810986817464,0.0033739638195506,1,1,0,0,0.0,0.9052848465709902,0.2174625740735791,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row228,0.0210594296892575,0.0105297148446287,0.191324518329957,0.7656010791128729,0.0084703682373843,10,2,7,1,1.0,0.2921020595071872,0.156717030913569,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row229,0.0147689256161174,0.0073844628080587,0.1277951889802674,0.8434034043446949,0.0085310127596104,12,5,8,4,2.0,0.7249336419047809,0.1326212882995605,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row234,0.0220653476019348,0.0110326738009674,0.1922397962840609,0.7623517375436042,0.0088800504127409,10,1,6,0,2.0,0.5422206491498293,0.0047592732007615,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row235,0.0197790623947213,0.0098895311973606,0.1914427859366527,0.759019153360534,0.0084168700729164,10,2,7,1,3.0,0.3007219720704752,0.1315061738714575,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row236,0.0076261619542253,0.0038130809771126,0.1301607033512607,0.8786875470754274,0.0052664786165613,11,1,5,1,2.0,0.3729151206806322,0.105991952586919,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row237,0.0106312107978894,0.0053156053989447,0.114771862958732,0.8776433954921352,0.0075256679559658,13,4,3,2,3.0,0.5374492641663184,0.1785361217334866,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row238,0.0035294037751952,0.0017647018875976,0.0724476774292958,0.964509995013186,0.0040589889382577,9,3,2,0,2.0,0.4311073267578183,0.0489390715956687,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row239,0.0276603624677306,0.0138301812338653,0.2054173173199135,0.7144163415992252,0.0096447807864335,11,2,8,1,3.0,0.4419977607232142,0.2526727146760095,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row240,0.0021046730229172,0.0010523365114586,0.0617925609204506,0.976573235285974,0.0047006645976424,10,1,0,0,0.0,0.8610802377020765,0.8900350652402267,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row241,0.0021203174749035,0.0010601587374517,0.0636503184102116,0.9746743847026422,0.0034735048231751,7,2,0,0,4.0,0.3540216283397859,0.029967148671858,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row250,0.0245304035122162,0.0122652017561081,0.1990155067762799,0.7242500511147187,0.0107281535394057,14,2,7,0,3.0,0.3375457282700425,0.0615517001133412,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row254,0.0204694014413409,0.0102347007206704,0.1984403933999169,0.7482867417391438,0.0082570613122412,10,1,7,1,1.0,0.2802258096087096,0.2408265471458435,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row255,0.027208546088041,0.0136042730440205,0.1824642279315068,0.6680410042991543,0.0091737001522311,13,7,5,2,4.0,0.2517084686934944,0.0751027874648571,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row256,0.0090723296851639,0.0045361648425819,0.0716723042272948,0.7568318129114336,0.0098118572961539,15,5,5,1,4.0,0.0934362357772918,0.0493813157081604,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row257,0.0355884865286271,0.0177942432643135,0.2046941994182537,0.6203447897403722,0.0110185925499536,14,4,8,2,2.0,0.612143080655116,0.1219715140759944,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row258,0.0215411472308286,0.0107705736154143,0.187613171748968,0.7184432945807655,0.0114228624083833,19,1,7,0,3.0,0.0620902175925399,0.0187009926885366,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row259,0.0248963973918742,0.0124481986959371,0.1060004873971944,0.3402620142421261,0.0644802572683797,144,25,7,4,3.0,2.054055188658159,0.1448073387145996,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row260,0.0199349460642579,0.0099674730321289,0.1115590064873316,0.4488358435387091,0.0532867632245844,135,24,10,5,2.0,1.212176174210354,0.1835007891058921,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session1_row261,0.0240846864568027,0.0120423432284013,0.1362214008472689,0.4372246570287623,0.0384303901983158,114,25,9,5,3.0,1.442553110754402,0.1322783827781677,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session2_row286,0.0265148994786403,0.0132574497393201,0.1816687009725408,0.6849799871556557,0.0135439571252209,19,3,9,2,2.0,0.922184845449756,0.0535072279162704,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session2_row287,0.0210510028192201,0.01052550140961,0.1892376915832672,0.7630284488860186,0.0093539339538464,11,1,8,1,1.0,0.3580621248734552,0.2598811239004135,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session2_row288,0.0168880965216676,0.0084440482608338,0.1501192897656406,0.8063767289614514,0.0106835184765181,14,5,5,2,3.0,0.4834730832446933,0.1048338711261749,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session2_row289,0.0189998684171219,0.0094999342085609,0.2116471010755081,0.7036524474291092,0.0088043821326989,11,1,6,1,3.0,0.1885640422194191,0.9036191501654685,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session2_row290,0.0199422334884286,0.0099711167442143,0.1821773303013695,0.6868612213833314,0.0120886318618171,21,7,4,1,2.0,0.2527674505345628,0.1523099136538803,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session2_row291,0.031980533225674,0.015990266612837,0.2012589172041526,0.6487024701585626,0.0102275966641276,14,4,7,4,2.0,0.3131090612019652,0.2276080246083438,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session2_row292,0.0256091372934868,0.0128045686467434,0.1970779166534753,0.7519173473181096,0.0095774016308964,12,1,8,0,3.0,0.5615508888679375,0.0190860964357852,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
domain_transfer,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,session2_row293,0.0215324548661931,0.0107662274330965,0.1845352589457405,0.7844473448907959,0.0086120685074066,10,2,6,1,3.0,0.2542380143890919,0.1735551868914626,,,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382.0,153.0
