stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,gaussian_broadening,0.5,0.7904761904761904,0.7699396367561979,0.9915254237288136,3.910165560228052e-06,0.00397449813587906,0.00198724906793953,0.05117926222424753,0.9839890799649662,0.0162876565214578,0.6883408071748879,2.0,0.33307644878137677,0.05337377358227968
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,gaussian_broadening,1.0,0.7904761904761904,0.7699396367561979,0.9915254237288136,4.108729990548454e-05,0.003999783263873163,0.0019998916319365814,0.05118547091240766,0.9840202152886026,0.016285050846618847,0.6905829596412556,2.0,0.33407873765515245,0.05280789453536272
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,gaussian_broadening,1.5,0.7904761904761904,0.7699396367561979,0.9915254237288136,9.191995923174545e-05,0.004032875390552756,0.002016437695276378,0.051213398933038654,0.9840491232009128,0.016281363510911792,0.6905829596412556,2.0,0.33605773128042715,0.05195487383753061
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,composite,0.5,0.7514285714285714,0.7285043853101929,0.8983050847457628,0.020185930654406548,0.007770662907820335,0.0038853314539101674,0.0745561320158463,0.95695351118549,0.016612728610850534,0.6748878923766816,2.0,0.2991311101182428,0.052279993891716
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,composite,1.0,0.7852380952380952,0.7753802467404096,0.8389830508474576,0.06322629004716873,0.019315120580844714,0.009657560290422357,0.1069769888297067,0.88458295538657,0.017133552543156922,0.6614349775784754,2.0,0.4524683853591131,0.06304951012134552
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,composite,1.5,0.6580952380952381,0.6353696567982282,0.7542372881355932,0.1214388906955719,0.0361150204707539,0.01805751023537695,0.1379630720409804,0.7615382132433914,0.01756372073692223,0.6278026905829597,2.0,0.48693100584803223,0.0664711706340313
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,scale_offset,0.5,0.7623809523809524,0.7577155763491168,0.9322033898305084,0.0038101349491626024,0.005430540313934371,0.0027152701569671854,0.0587352412762746,0.9834530202190656,0.01624185668225571,0.6434977578475336,2.0,0.3144227881934063,0.06084738951176405
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,scale_offset,1.0,0.7680952380952382,0.7643490168091535,0.9067796610169492,0.014824689365923405,0.009379013280085271,0.004689506640042636,0.07039264729705663,0.970337706906258,0.016417095608456684,0.6547085201793722,2.0,0.3379416181013715,0.06133766006678343
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,scale_offset,1.5,0.732857142857143,0.7235044141726169,0.8389830508474576,0.031283944845199585,0.01420963996134658,0.00710481998067329,0.08540433209719396,0.9526993785371767,0.016543726167055788,0.6367713004484304,2.0,0.4106558448967773,0.07593773771077394
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,smooth_baseline,0.5,0.7390476190476191,0.7272743357127309,0.8898305084745762,0.011565323919057846,0.006700025944996077,0.0033500129724980386,0.07498231650722234,0.9538188511139128,0.016466828531635166,0.647982062780269,2.0,0.32613899749199904,0.06214632000774145
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,smooth_baseline,1.0,0.7285714285714286,0.7186631326363331,0.8813559322033898,0.03530216962099075,0.013473010259299475,0.006736505129649737,0.10263112996750491,0.8793882589906502,0.016789234801538315,0.6547085201793722,2.0,0.48131978259831054,0.06088695488870144
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,smooth_baseline,1.5,0.6961904761904761,0.6896551771731111,0.8389830508474576,0.06724254786968231,0.02399361363503102,0.01199680681751551,0.12650606502651446,0.7873659722344193,0.01715423971598119,0.6412556053811659,2.0,0.40956516731192977,0.06895585358142853
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_noise,0.5,0.7571428571428571,0.7537971525499038,0.9915254237288136,4.7272038500523195e-05,0.004186369237533509,0.0020931846187667545,0.05376026812425318,0.9839369184915748,0.016202563731862876,0.6659192825112108,2.0,0.27845060382819503,0.06609412003308535
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_noise,1.0,0.75,0.7457115353514093,0.9661016949152542,0.00020816668984480202,0.004215199429448864,0.002107599714724432,0.054188530720340446,0.9841146629669476,0.016208244790326152,0.6681614349775785,2.0,0.3112333085790176,0.06289082951843739
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_noise,1.5,0.75,0.7468104364503104,0.9576271186440678,0.0005546823376789689,0.004281691073917663,0.0021408455369588313,0.05499993173396333,0.9841977681029288,0.016218189031621325,0.6591928251121076,2.0,0.3527758739667758,0.06399062694981694
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,isolated_spikes,0.5,0.7571428571428571,0.7537971525499038,0.9915254237288136,1.836328192439396e-05,0.00417875850046895,0.002089379250234475,0.05364844573868834,0.983782413802607,0.016202513133385176,0.6614349775784754,2.0,0.3018788406151839,0.06225939095020294
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,isolated_spikes,1.0,0.780952380952381,0.7714710373970409,0.9745762711864406,7.459976040991023e-05,0.004183264578386985,0.0020916322891934925,0.05367706022748792,0.983998502948767,0.016205615198869486,0.6636771300448431,2.0,0.2508136373033448,0.06344524025917053
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,isolated_spikes,1.5,0.7571428571428571,0.7530239829037237,1.0,0.000138962670462206,0.004188153767826674,0.002094076883913337,0.053797142031095195,0.9839394186955404,0.016202779388631048,0.6659192825112108,2.0,0.25457572994185507,0.061990782618522644
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,edge_filled_shift,0.5,0.780952380952381,0.7739031037828445,0.9915254237288136,0.00015838014951441437,0.004188707181993306,0.002094353590996653,0.05380497597362775,0.9836490574763261,0.016203714429279332,0.672645739910314,2.0,0.2868841247424667,0.06252575572580099
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,edge_filled_shift,1.0,0.75,0.7468128027795002,0.9830508474576272,0.0003409375494811684,0.004223740626942429,0.0021118703134712143,0.05431205818321365,0.9842778753598436,0.016205875089162082,0.6659192825112108,2.0,0.2912785909935851,0.06286044418811798
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,edge_filled_shift,1.5,0.7738095238095238,0.7649608665945482,0.9661016949152542,0.0005068763857707381,0.00422743109017792,0.00211371554508896,0.054347029313365706,0.9839222203904134,0.01621357971745884,0.6636771300448431,2.0,0.24207878279619194,0.061357781291007996
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_broadening,0.5,0.7571428571428571,0.7530239829037237,1.0,1.5466899867533357e-06,0.004173898523923102,0.002086949261961551,0.05359352923517947,0.9838839351223327,0.0161985790863635,0.6614349775784754,2.0,0.3004998476437163,0.06169845163822174
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_broadening,1.0,0.7642857142857142,0.7605592584749347,0.9830508474576272,1.698984851827845e-05,0.00417970795096494,0.00208985397548247,0.053587694896563856,0.983883896707037,0.01619466757470412,0.6636771300448431,2.0,0.2652204257156515,0.06160752475261688
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_broadening,1.5,0.7547619047619047,0.7512191052563724,0.9745762711864406,4.217281093588099e-05,0.004195467038243471,0.0020977335191217357,0.0536091069099904,0.9838828986087496,0.01619121058527507,0.6636771300448431,2.0,0.2596049523070283,0.061737725511193275
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,composite,0.5,0.7623809523809524,0.7557668554922772,0.9152542372881356,0.015232296660542488,0.00815036010830318,0.00407518005415159,0.07711161853741176,0.9515022929188182,0.016497675638273066,0.6591928251121076,2.0,0.3524374546072625,0.0655406080186367
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,composite,1.0,0.6714285714285715,0.6606053281029034,0.8220338983050848,0.04959619790315628,0.019442559634043847,0.009721279817021923,0.10914261372308674,0.8774387057794271,0.01694643173602274,0.6390134529147982,2.0,0.407749092067864,0.06805939227342606
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,composite,1.5,0.6642857142857144,0.6587132210024456,0.788135593220339,0.09365757554769516,0.03656266984581618,0.01828133492290809,0.13925998690813127,0.737349098102597,0.017320038824777947,0.6098654708520179,2.0,0.48795364778745365,0.07255096733570099
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,scale_offset,0.5,0.7642857142857143,0.744917306824773,0.9661016949152542,0.004608293529599905,0.005381522422537776,0.002690761211268888,0.05740494754500628,0.9822898555827652,0.016301585873793187,0.6614349775784754,2.0,0.31533433961219093,0.05703015625476837
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,scale_offset,1.0,0.7728571428571428,0.7579040638916005,0.8983050847457628,0.01742755062878132,0.009531726673391906,0.004765863336695953,0.069319944149817,0.9711246248976799,0.016451195814441266,0.6704035874439462,2.0,0.2799804047242049,0.06196292117238045
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,scale_offset,1.5,0.7338095238095237,0.7182244601583647,0.8389830508474576,0.03694719448685646,0.014643748342480233,0.007321874171240117,0.08424561215819927,0.9571804568668294,0.016608110991812763,0.6457399103139013,2.0,0.3754833516483523,0.0787663790397346
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,smooth_baseline,0.5,0.7880952380952381,0.7748925126784542,0.923728813559322,0.013947543688118458,0.005850716670553188,0.002925358335276594,0.06920102447885908,0.9632898909200447,0.01652787011177369,0.6816143497757847,2.0,0.26758384753315456,0.05368602275848389
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,smooth_baseline,1.0,0.7714285714285715,0.7604606427551258,0.9152542372881356,0.04162703454494476,0.011905013462920536,0.005952506731460268,0.09567519071724748,0.8992272833114869,0.01686747151670501,0.6704035874439462,2.0,0.32718332308704035,0.047828614711761475
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,smooth_baseline,1.5,0.702857142857143,0.6956243808305562,0.8559322033898306,0.07801411300897598,0.021733394681580233,0.010866697340790116,0.11987966770152558,0.8174191375966029,0.01727792602612024,0.6748878923766816,2.0,0.4222419511509047,0.054142676875926554
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,gaussian_noise,0.5,0.758095238095238,0.7449177876105615,0.9915254237288136,6.471094093285501e-05,0.004001224723293991,0.0020006123616469955,0.051924651977476796,0.9852950361140271,0.016254664874098074,0.6704035874439462,2.0,0.28152701288104665,0.05159684643149376
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,gaussian_noise,1.0,0.7223809523809523,0.7158555545668738,0.9745762711864406,0.0002736873575486243,0.004029672018408955,0.0020148360092044773,0.052368030554644986,0.9854639459196712,0.016260749525337417,0.6704035874439462,2.0,0.3050516821574636,0.05107196792960167
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,gaussian_noise,1.5,0.7914285714285713,0.7716066710599933,0.9915254237288136,0.0007149905432015657,0.004088782442344029,0.0020443912211720143,0.053173528702963865,0.9848636023457782,0.01627196859022084,0.6748878923766816,2.0,0.2792352074632568,0.05045272223651409
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,isolated_spikes,0.5,0.7461904761904762,0.7339883249163928,0.9830508474576272,2.0244870029273443e-05,0.0039909644013071364,0.0019954822006535682,0.05174710347021556,0.9850848495181797,0.01625613479798917,0.6704035874439462,2.0,0.26009386426042497,0.05004325904883444
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,isolated_spikes,1.0,0.7819047619047618,0.7622987399915139,0.9830508474576272,9.211039287038147e-05,0.0039956030099462326,0.0019978015049731163,0.05181233430869224,0.9846255024759584,0.016258410696079167,0.6748878923766816,2.0,0.26761220151279774,0.05049826763570309
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,isolated_spikes,1.5,0.758095238095238,0.7449177876105615,0.9915254237288136,0.00018031414947472513,0.004001285297249428,0.002000642648624714,0.05193219079717583,0.9852464267873302,0.01626067163286902,0.6748878923766816,2.0,0.2893651337183536,0.04811529815196991
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,edge_filled_shift,0.5,0.7747619047619047,0.754950771367563,0.9915254237288136,0.0002442300319671631,0.004012818505200334,0.002006409252600167,0.052077972566175135,0.9845436186121499,0.016263123908194153,0.6748878923766816,2.0,0.2447195684954598,0.04997000121511519
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,edge_filled_shift,1.0,0.7628571428571428,0.7438763811371626,0.9830508474576272,0.0005292680580168962,0.004038278772449512,0.002019139386224756,0.05248020975393381,0.9847693018419135,0.016271250812191863,0.6860986547085202,2.0,0.2693874931651479,0.05066904076375067
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,edge_filled_shift,1.5,0.731904761904762,0.719289086872207,0.9661016949152542,0.0007389374659396708,0.004058640616258515,0.0020293203081292576,0.052866180837296384,0.9840805637548211,0.0162757902473157,0.6771300448430493,2.0,0.24616523044111188,0.05196187272667885
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,gaussian_broadening,0.5,0.7819047619047618,0.7622987399915139,1.0,1.076419493983849e-06,0.003985374029630919,0.0019926870148154596,0.05169869228538476,0.9853697521826621,0.016252019294364085,0.6681614349775785,1.75,0.2641750181144527,0.050335295498371124
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,gaussian_broadening,1.0,0.7795238095238094,0.7585905950643775,0.9830508474576272,1.2643761692743283e-05,0.003983478862090302,0.001991739431045151,0.051684329649847066,0.9853179960967977,0.016249080028975856,0.6704035874439462,1.5,0.2630990609067773,0.05055808275938034
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,gaussian_broadening,1.5,0.7795238095238094,0.7585905950643775,0.9830508474576272,3.115807703579776e-05,0.003990619119646348,0.001995309559823174,0.05169101564656025,0.9852987099565231,0.016245830651528948,0.6704035874439462,2.0,0.2633900316547578,0.051162898540496826
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,composite,0.5,0.7523809523809524,0.7385293247733875,0.9067796610169492,0.019188597798347473,0.007399598031979424,0.003699799015989712,0.07225739643454963,0.9607519598456239,0.016588074541936067,0.6928251121076233,2.0,0.29971090546748086,0.04967668652534485
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,composite,1.0,0.7276190476190477,0.7192035707563658,0.8983050847457628,0.05976280942559242,0.01838331323164064,0.00919165661582032,0.10412236873624746,0.8964819900003294,0.017075683690645323,0.647982062780269,2.0,0.37467990498957865,0.06335846846923232
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,composite,1.5,0.6895238095238095,0.6742883394256393,0.8135593220338984,0.11065803468227386,0.03468964047681326,0.01734482023840663,0.13405168230988676,0.7737979701486603,0.017462557284476737,0.6188340807174888,2.0,0.46254320253020054,0.06199423223733902
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,scale_offset,0.5,0.7309523809523809,0.7084877737712415,0.9576271186440678,0.005619042087346315,0.005363172957123738,0.002681586478561869,0.06799108092408587,0.9432307583018759,0.017961746855798197,0.5612745098039216,2.0,0.3062214051122477,0.0712710302323103
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,scale_offset,1.0,0.7214285714285714,0.7237265922280784,0.8389830508474576,0.019764704629778862,0.008762205910015914,0.004381102955007957,0.08025490699847264,0.9302981414750423,0.018052096985261456,0.5477941176470589,2.0,0.3621864787427479,0.07205097377300262
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,scale_offset,1.5,0.66,0.6557660360181369,0.8305084745762712,0.04036884009838104,0.012751251361952017,0.0063756256809760084,0.09561219695136428,0.9222532372120312,0.0181756329817539,0.5367647058823529,2.0,0.359475714498374,0.08895658701658249
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,smooth_baseline,0.5,0.7038095238095238,0.7020296306010592,0.9067796610169492,0.015816129744052887,0.005932426353074952,0.002966213176537476,0.08164361693979921,0.9199795461053524,0.018174415828806818,0.5428921568627451,2.0,0.3601989715161068,0.06756407022476196
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,smooth_baseline,1.0,0.6223809523809524,0.6113244224580422,0.7203389830508474,0.04500098153948784,0.009390460555055416,0.004695230277527708,0.10484282464951242,0.863161262912163,0.01853250206281983,0.5183823529411765,2.0,0.38871556477698843,0.07715865224599838
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,smooth_baseline,1.5,0.5995238095238095,0.5894974031619995,0.6610169491525424,0.08403280377388,0.014608933678598642,0.007304466839299321,0.1274427969767212,0.7802918895583109,0.01901616872720987,0.5073529411764706,2.0,0.5496170573607939,0.08542415223200805
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,gaussian_noise,0.5,0.7499999999999999,0.7310550346264633,1.0,4.6115306759020314e-05,0.004368393284459946,0.002184196642229973,0.06182784821867961,0.9445762981430231,0.01789547360635007,0.5575980392156863,2.0,0.27801529309310685,0.0669148419983685
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,gaussian_noise,1.0,0.7357142857142857,0.7170035075953963,0.9576271186440678,0.00022542779333889484,0.00438526121694948,0.00219263060847474,0.0621745464035045,0.9444578669418455,0.017902767208250306,0.553921568627451,2.0,0.30197854140877545,0.06488387053832412
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,gaussian_noise,1.5,0.7452380952380951,0.7274213981879886,0.9830508474576272,0.0005697815213352442,0.004417932845164362,0.002208966422582181,0.06265184301542576,0.9434124548120002,0.01790783599064968,0.5575980392156863,2.0,0.30000617291705756,0.06533573288470507
outer,nato_outer_o0__train_strict_core__test_strict_core,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,isolated_spikes,0.5,0.7285714285714285,0.7122223833211996,0.9830508474576272,2.887087430281099e-05,0.004366686786476052,0.002183343393238026,0.06182787419529779,0.9446382505256304,0.01789643448294736,0.5551470588235294,2.0,0.2906790789032035,0.06412704661488533
