evaluation_phase,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,observation_uid,true_label,predicted_label,prediction_confidence,test_class_supported,correct,instrument,sensor_family,substrate_family,source_substrate,target_analyte,heldout_substrate_family,poster_axis,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,failure_type
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row261,blank,ethanol,-0.3333119451999664,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row264,blank,acetaminophen,-0.4660112261772156,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row285,blank,ethanol,-0.3083829879760742,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row289,blank,ethanol,-0.1461482942104339,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row293,blank,acetaminophen,-0.4838205575942993,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row300,benzyl_fentanyl,acetaminophen,-0.4105522930622101,True,False,Mira-3,NRC_Canadian_SERS,,,benzyl_fentanyl,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row301,4_ANPP,acetaminophen,-0.3499589264392853,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row304,blank,ethanol,-0.4597064554691314,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row307,benzyl_fentanyl,acetaminophen,-0.2637224197387695,True,False,Mira-3,NRC_Canadian_SERS,,,benzyl_fentanyl,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row310,benzyl_fentanyl,ethanol,-0.3799761831760406,True,False,Mira-3,NRC_Canadian_SERS,,,benzyl_fentanyl,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row311,blank,ethanol,-0.738554060459137,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row313,blank,ethyl_paraoxon,-0.2424822002649307,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row315,benzyl_fentanyl,acetaminophen,-0.2170903533697128,True,False,Mira-3,NRC_Canadian_SERS,,,benzyl_fentanyl,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row319,blank,ethyl_paraoxon,-0.4813140034675598,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row321,blank,acetaminophen,-0.2838252484798431,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row322,blank,acetaminophen,-0.368109792470932,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row323,4_ANPP,ethanol,-0.5355398058891296,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row324,blank,ethanol,-0.5064144134521484,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row325,4_ANPP,ethanol,-0.2861106395721435,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row326,4_ANPP,acetaminophen,-0.4173144698143005,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row340,blank,acetaminophen,-0.2620549499988556,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,session3_row342,4_ANPP,ethanol,-0.1902197301387787,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session1_row13,4_ANPP,acetaminophen,-0.3901556730270386,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session1_row16,blank,acetaminophen,-0.2842600345611572,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session1_row17,blank,ethanol,-0.171645238995552,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session1_row31,blank,ethanol,-0.664085865020752,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session1_row33,4_ANPP,acetaminophen,-0.3603172600269317,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session1_row35,4_ANPP,acetaminophen,-0.3943577110767364,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session1_row46,blank,ethyl_paraoxon,-0.359341949224472,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session1_row48,blank,ethyl_paraoxon,-0.3752654492855072,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session1_row52,blank,acetaminophen,-0.2309392541646957,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session2_row41,blank,ethanol,-0.3410540521144867,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session2_row44,blank,acetaminophen,-0.2482872605323791,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session2_row46,blank,acetaminophen,-0.4116058647632599,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session2_row66,blank,acetaminophen,-0.3622676432132721,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session2_row89,blank,4_nitrophenol,-0.7041096687316895,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session2_row90,blank,acetaminophen,-0.2552148401737213,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session2_row104,blank,4_nitrophenol,-0.6761082410812378,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row211,4_ANPP,benzyl_fentanyl,-0.0880955383181572,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row219,blank,acetaminophen,-0.082732543349266,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row228,blank,acetaminophen,-0.3008842766284942,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row231,blank,ethanol,-0.3867106139659881,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row238,4_ANPP,benzyl_fentanyl,-0.3206131160259247,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row243,blank,benzyl_fentanyl,-0.4231121838092804,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row252,blank,ethanol,-0.3726941049098968,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row255,4_ANPP,benzyl_fentanyl,-0.0352364145219326,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row258,4_ANPP,acetaminophen,-0.2401627749204635,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row261,blank,ethanol,-0.6923800110816956,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row264,blank,benzyl_fentanyl,-0.2850643098354339,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row285,blank,ethanol,-0.3136717975139618,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row289,blank,ethanol,-0.2486837804317474,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row293,blank,4_nitrophenol,-0.718293309211731,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row301,4_ANPP,benzyl_fentanyl,-0.4001056551933288,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row304,blank,ethanol,-0.5628073215484619,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row307,benzyl_fentanyl,4_ANPP,-0.2950819730758667,True,False,Mira-3,NRC_Canadian_SERS,,,benzyl_fentanyl,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row311,blank,4_nitrophenol,-0.783445417881012,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row313,blank,4_nitrophenol,-0.459599494934082,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row319,blank,4_ANPP,-0.4219850599765777,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row321,blank,acetaminophen,-0.4529157280921936,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row322,blank,benzyl_fentanyl,-0.4742174446582794,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row323,4_ANPP,benzyl_fentanyl,-0.5532560348510742,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row324,blank,benzyl_fentanyl,-0.5888364911079407,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row326,4_ANPP,4_nitrophenol,-0.6948577165603638,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row340,blank,benzyl_fentanyl,-0.457754522562027,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,session3_row342,4_ANPP,ethanol,-0.5638669729232788,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row10,benzyl_fentanyl,ethanol,0.6063814753576406,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row13,4_ANPP,acetaminophen,0.8478617821612987,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row14,benzyl_fentanyl,ethyl_paraoxon,0.3584194610413228,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row16,blank,acetaminophen,0.5167647734399522,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row17,blank,ethanol,0.7881951230631177,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row26,benzyl_fentanyl,ethanol,0.7634975857164933,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row31,blank,ethyl_paraoxon,0.3631804041522739,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row33,4_ANPP,acetaminophen,0.4943123026732373,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row35,4_ANPP,acetaminophen,0.5194564004050647,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row41,4_ANPP,acetaminophen,0.8263509135455797,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row46,blank,acetaminophen,0.5747513496389309,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row48,blank,ethanol,0.8450247470377401,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row52,blank,acetaminophen,0.6597806028421254,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session1_row54,benzyl_fentanyl,acetaminophen,0.5208415873130172,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session2_row25,4_ANPP,acetaminophen,0.6543482563145067,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session2_row40,4_ANPP,acetaminophen,0.5952934363725544,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,misclassification
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session2_row41,blank,ethanol,0.6014897604294159,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
domain_transfer,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session2_row44,blank,ethanol,0.71817285022983,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,strict_core,domain_and_sample,instrument,Mira-3,394.0,72.0,unsupported_true_class
