evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row268,0.0032274434600648785,0.0016137217300324393,0.08603079461359997,0.9355387495615658,0.008723705537850037,19,9,0,0,2.0,0.29289001159200956,0.04568581283092499
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row271,0.0035500985999147236,0.0017750492999573618,0.0889930377045797,0.9360183912516654,0.010685947142275316,38,11,0,0,2.0,0.1858598614840136,0.040993716567754745
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row275,0.0010769535555398102,0.0005384767777699051,0.07159940980654207,0.9626640179958946,0.0049897110095896225,13,7,0,0,1.0,0.22864078117837652,0.031757215270772576
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row279,0.0012208959089402152,0.0006104479544701076,0.06282889084473708,0.9700022326042194,0.003919379413127899,12,8,0,0,2.0,0.3431824939359006,0.0309345624409616
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row283,0.0038188195719286665,0.0019094097859643333,0.09361618548227207,0.9328913321586422,0.011289152287478958,41,7,0,0,2.0,0.22093864636797753,0.0883747935295105
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row286,0.0045704390438543714,0.0022852195219271857,0.08958667403534913,0.9135215514077367,0.016072559631263306,67,16,0,0,2.0,0.7891560441610501,0.05759972147643566
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row288,0.0008982669527245185,0.00044913347636225926,0.05411259261820723,0.9795136320828627,0.003320946471456929,11,9,0,0,2.0,0.2200191861521205,0.026550902519375086
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row291,0.0008859363173438065,0.00044296815867190327,0.05464853052565927,0.9784079403298509,0.003442036759806797,11,8,0,0,2.0,0.34408639744262365,0.0293202786706388
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row294,0.0007353956210415005,0.00036769781052075023,0.05243116800083359,0.9801738453621537,0.004089663861086592,13,7,0,0,1.0,0.20970247412945447,0.031951350159943104
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row303,0.009905035193276727,0.004952517596638364,0.1275637189249702,0.8640185296082353,0.01168022588893239,30,10,0,0,2.5,0.47950731121049595,0.021589738316833973
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row308,0.0052514491184299,0.00262572455921495,0.07198924272899904,0.9564708759158311,0.007992319499774437,17,4,0,0,3.0,0.44227347408117756,0.11365713831037283
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row309,0.0012194044864493067,0.0006097022432246534,0.06203360093485676,0.972450119618517,0.0034909394675300322,12,7,0,0,1.0,0.21966584861500266,0.022238953970372677
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row314,0.0033813362120324753,0.0016906681060162377,0.07282574139573773,0.9523771935317579,0.0064902624477066895,11,7,0,0,2.0,0.28060963586978144,0.075508713722229
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row336,0.0035427345138413532,0.0017713672569206766,0.06518501844734262,0.9652149464378424,0.006049212258438794,12,4,0,0,1.0,0.4422510195234244,0.0654754803981632
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row337,0.0031356789199227355,0.0015678394599613677,0.059519300734871425,0.9708083941754602,0.005489069460485813,11,2,0,0,1.0,0.15969482693917447,0.03553044982254505
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row338,0.005153331125595644,0.002576665562797822,0.07106865990787713,0.9555270458964401,0.006302142849724208,11,7,0,0,2.0,0.24112424501315755,0.08406728692352772
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row339,0.004647305450324998,0.002323652725162499,0.06434338913260373,0.9622063888858089,0.007321037470163511,12,3,0,0,2.0,0.3901303175300071,0.06093072239309549
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row341,0.004584287319298585,0.0022921436596492926,0.07263121295287694,0.9573179233214182,0.006323001634770792,13,3,0,0,1.0,0.41345256637221217,0.1170583282946609
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,session3_row343,0.003941635046827469,0.0019708175234137344,0.06271957639803308,0.9697458385197456,0.00489139396680652,10,4,0,0,3.0,0.1449087803148893,0.04922321531921625
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row226,0.002411764116185927,0.0012058820580929635,0.08014426778743595,0.948961187737535,0.006196946058541641,14,9,0,0,3.0,0.3791743512494395,0.03484938619658351
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row236,0.0012919806093849534,0.0006459903046924767,0.055176915406523086,0.9780259654934383,0.002869990416844043,9,8,0,0,2.0,0.17137953787195007,0.04742161254398525
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row242,0.014093324223233847,0.007046662111616924,0.13336553081193797,0.8375523456072657,0.012390190018790496,27,11,0,0,2.0,0.44020973371390076,0.055663798353634775
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row245,0.0008007624855181837,0.00040038124275909185,0.05581734499429611,0.978550924562743,0.0033561224048857443,11,9,0,0,2.0,0.22632836313709767,0.02264377078972757
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row249,0.0015260180130457143,0.0007630090065228572,0.07437455140021594,0.9567885439603291,0.00642559885747947,15,7,0,0,2.0,0.2138271244855325,0.037194942124187946
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row253,0.00122432810165117,0.000612164050825585,0.05516138134416568,0.9781337998001006,0.002989388135361618,10,9,0,0,2.0,0.17905726720806148,0.023718788754194975
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row256,0.0012432165820523342,0.0006216082910261671,0.056755443955106975,0.9768071843332343,0.003408182445383058,11,8,0,0,1.5,0.24467263014515614,0.03172436234308407
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row259,0.010731692864755471,0.005365846432377736,0.12819553314380605,0.8511316191132414,0.01170141462369689,27,4,0,0,2.0,0.3873659896802688,0.22832421958446503
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row262,0.012341895766755796,0.006170947883377898,0.13547980912898802,0.8563581017164654,0.010772183763493948,21,3,0,0,1.0,0.5160544856090973,0.010026614661910571
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row265,0.010960077445913265,0.0054800387229566325,0.11621887863993156,0.8678572916578737,0.01269631522375026,28,11,0,0,2.0,0.1862230138782479,0.10179458372294903
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row268,0.0039975200072704066,0.0019987600036352033,0.0958366087497214,0.9201446120202479,0.008489142827789432,19,9,0,0,2.0,0.3716680183465566,0.06404274515807629
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row271,0.0034508772446393337,0.0017254386223196669,0.09142045836777815,0.9294423271513912,0.010605957468173334,38,11,0,0,2.0,0.15765077964052196,0.039939530193805695
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row275,0.0009583834362691435,0.00047919171813457173,0.06339708501553833,0.9711090508712414,0.004781573960312277,13,6,0,0,1.5,0.13090649760733447,0.025868198950774968
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row279,0.0010637545389779906,0.0005318772694889953,0.057556313790185075,0.9749977554551881,0.003824887217155525,12,9,0,0,2.0,0.15314151173506332,0.010936956852674484
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row283,0.003780475477988753,0.0018902377389943764,0.09735870477684183,0.9228514394284513,0.011523057219372796,41,4,0,0,2.0,0.2836135804793244,0.05705153476446867
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row286,0.005208740791912192,0.002604370395956096,0.09978447603285041,0.8891210428381355,0.015863863693250876,67,12,0,0,2.0,0.9009546061982089,0.059347908943891525
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row288,0.0008458032992369277,0.00042290164961846383,0.05207610271677992,0.9808922729537196,0.0033235083525401674,11,9,0,0,2.0,0.25446600585102414,0.021242243237793446
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row291,0.0008232236694456568,0.0004116118347228284,0.05188792324537151,0.9804490997787568,0.0033270248339977116,11,7,0,0,2.0,0.17257668974925602,0.011192620266228914
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row294,0.0007520182750597038,0.0003760091375298519,0.05067588428299172,0.9813711256547558,0.003972213401159804,13,10,0,0,2.0,0.10687913992922886,0.020955397631041706
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row303,0.00902710514904435,0.004513552574522175,0.12200563136755212,0.8666054523405067,0.011668219614096285,30,6,0,0,2.0,0.3202862131709363,0.0659374677343294
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row308,0.0034770485099583407,0.0017385242549791703,0.06067076322180843,0.9688877761016153,0.007319978688018247,17,4,0,0,2.0,0.6080582877858196,0.1532477242872119
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row309,0.0009854602970444002,0.0004927301485222001,0.053405107515169456,0.9794612045793536,0.0032978939171880483,12,9,0,0,1.0,0.16705700917413563,0.030492307618260384
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row314,0.0030714120062144234,0.0015357060031072117,0.06937672761188456,0.9568462562134037,0.006305854203362417,11,7,0,0,2.0,0.2581991428504936,0.07933119032531977
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row336,0.002571056513257422,0.001285528256628711,0.05388089663783792,0.9762904521389211,0.005454835463178824,12,4,0,0,3.0,0.3834874402600915,0.09658395778387785
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row337,0.002259598752603501,0.0011297993763017505,0.049317089917387556,0.9798178519790389,0.0050259037118874925,11,4,0,0,4.0,0.2830511352642916,0.022298095282167196
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row338,0.003893616558531148,0.001946808279265574,0.05911876166022436,0.969230088405723,0.006046351701287286,11,4,0,0,1.0,0.3586227228909463,0.04629439581185579
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row339,0.0037411157430539,0.00187055787152695,0.05652464612959355,0.9708637347828345,0.006306133716965892,12,6,0,0,3.5,0.33092707062961657,0.07267682440578938
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row341,0.0029511688859204972,0.0014755844429602486,0.056893135799882866,0.9740631605643051,0.005890793061844306,13,8,0,0,3.5,0.22733548405906118,0.055157092545414343
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,session3_row343,0.0026716225480113,0.00133581127400565,0.05129829237037948,0.979447814723929,0.004736683750358809,10,3,0,0,1.0,0.24327382391724922,0.004828158766031265
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row226,0.002607834587928762,0.001303917293964381,0.08630868117190216,0.9409359089308488,0.00570159043451505,14,6,0,0,1.5,0.5060881299511144,0.061905268114060163
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row236,0.0008970882153519847,0.00044854410767599236,0.048786348965639374,0.9826773215821799,0.002714027676140956,9,7,0,0,2.0,0.2781482083386851,0.0365273617208004
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row242,0.016546359527168625,0.008273179763584312,0.1435109324938737,0.8126078628746354,0.011326097326997828,27,6,0,0,3.0,0.33735410985752584,0.09244927717372775
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row245,0.0006180646205181547,0.0003090323102590774,0.052542981247180015,0.9810708707081206,0.0033456995815504343,11,8,0,0,1.0,0.2775426129606767,0.02673277643043548
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row249,0.001281202349506679,0.0006406011747533395,0.0721755071990606,0.9593215115971103,0.006553644281323484,15,7,0,0,2.0,0.1840545170521775,0.03848846349865198
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row253,0.000888335548133001,0.0004441677740665005,0.05044225777412403,0.9816709148397191,0.002871994927492259,10,7,0,0,2.0,0.3019073180479405,0.028195751830935478
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row256,0.0009090274466494295,0.00045451372332471477,0.05142170325963965,0.9809083815963999,0.0031746151062601972,11,9,0,0,2.0,0.2518770863890277,0.022674167528748512
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row259,0.011294344517753513,0.005647172258876757,0.13170979062020938,0.842771766207618,0.011115677700851978,27,8,0,0,2.0,0.46340949667989195,0.16661667078733444
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row262,0.014437051624067297,0.007218525812033649,0.1469458544992294,0.8301643303307327,0.010070616096001166,21,8,0,0,2.0,0.6606759495517327,0.07565275697061224
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row265,0.016633600049238556,0.008316800024619278,0.14475456125223354,0.7917537429674391,0.012307027771935932,28,7,0,0,3.0,0.34588302145833805,0.0929613416083157
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row268,0.0039289865057519574,0.0019644932528759787,0.09635923762532658,0.9215444812491833,0.00851341642256427,19,8,0,0,1.0,0.7025942607322406,0.0949480077251792
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row271,0.004466960268074402,0.002233480134037201,0.10375926944144825,0.909137674786334,0.010625777887180448,38,7,0,0,2.0,0.0900185611765606,0.02142295241355896
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row275,0.0008123547984658249,0.00040617739923291243,0.0616678869304931,0.973049484290965,0.005007793771157075,13,6,0,0,2.5,0.167134203487795,0.020431121782166883
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row279,0.000692391247843375,0.0003461956239216875,0.04866254785058381,0.9823163299511201,0.0038151613170547146,12,8,0,0,2.0,0.32721664707321363,0.017400887794792652
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row283,0.004893166966979016,0.002446583483489508,0.11047572625724231,0.9006755951262901,0.011190144148921327,41,7,0,0,2.0,0.3306549872894826,0.029170112684369087
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row286,0.005128898994526817,0.0025644494972634083,0.09804825588999702,0.8933962199923675,0.015443580292132018,67,14,0,0,2.0,1.838078947284202,0.036772362887859344
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row288,0.0005048767628886183,0.00025243838144430915,0.0403871323564466,0.9884900040535681,0.00309303756537182,11,8,0,0,2.0,0.20844625434983516,0.018624485936015844
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row291,0.0005635102255543109,0.00028175511277715547,0.043354337074287416,0.9863811574729635,0.0032309660592623655,11,10,0,0,2.0,0.17930862427658084,0.028427016455680132
strict_core,domain_and_sample,instrument,Agilent-1,397,29,domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,session3_row294,0.00046298693788831625,0.00023149346894415812,0.04101477688621274,0.9878010844912798,0.003968640178708093,13,8,0,0,1.5,0.19494544228553629,0.02767187193967402
