heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,smooth_baseline,1.0,1.0,1.0,0.9733333333333334,0.02108667604625225,0.017939277292369424,0.008969638646184712,0.1482661940997675,0.7491734536387934,0.01938202308072498,0.25465525918470056,2.0,0.5793355045458236,0.0894788284713286
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,smooth_baseline,1.5,1.0,1.0,0.9733333333333334,0.041730839759111404,0.02098377624671045,0.010491888123355225,0.15949317296001841,0.708512506947549,0.019545896257455266,0.25314544539506795,2.0,0.5300069805476209,0.10406322777271271
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,gaussian_noise,0.5,0.9733333333333333,0.9732905982905984,0.9733333333333334,1.7741520423442125e-05,0.01498389881503925,0.007491949407519625,0.13898384280020068,0.7624810251779891,0.019206294480718568,0.24408656265727227,2.0,0.4697778253486128,0.11727984249591827
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,gaussian_noise,1.0,0.9733333333333333,0.9732905982905984,0.9733333333333334,6.977160956012085e-05,0.015029972863221204,0.007514986431610602,0.1391296689210678,0.7622050622873915,0.019203395386313646,0.24559637644690488,2.0,0.4318178518877536,0.11422965582460165
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,gaussian_noise,1.5,0.96,0.9598554797270173,0.96,0.00018726348935160786,0.015100510456488294,0.007550255228244147,0.13930452278007582,0.7624694593949685,0.019206616693773517,0.245093105183694,2.0,0.434999815583205,0.11526546441018581
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,isolated_spikes,0.5,0.9733333333333333,0.9732905982905984,1.0,9.173551916319411e-06,0.01495577972046818,0.00747788986023409,0.1388853339063481,0.7623545505542411,0.019212423903235774,0.2435832913940614,2.0,0.4734622838442773,0.11665917187929153
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,isolated_spikes,1.0,0.96,0.9598554797270173,0.96,4.697481926996261e-05,0.014950013059902985,0.007475006529951493,0.1388438440159856,0.7624674628953239,0.019212044438359003,0.245093105183694,2.0,0.4943904995156252,0.11150587722659111
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,isolated_spikes,1.5,0.9733333333333333,0.9732905982905984,1.0,9.93307403405197e-05,0.014963841632008175,0.007481920816004088,0.1390580236228244,0.7623514682962871,0.01921355599645938,0.24458983392048314,2.0,0.4716444273074335,0.11493067536503077
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,edge_filled_shift,0.5,0.9466666666666667,0.9463231347289319,0.9466666666666667,0.00013107141421642154,0.01495176801909376,0.00747588400954688,0.13910750936592162,0.7620213205377545,0.019218795859647527,0.2420734776044288,2.0,0.4717947586777736,0.11645746510475874
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,edge_filled_shift,1.0,0.9466666666666667,0.9463231347289319,0.9733333333333334,0.00024874290102161467,0.014960409641638339,0.007480204820819169,0.1390634464701587,0.7622521709613832,0.019212485664127914,0.24308002013085053,2.0,0.4727355196133001,0.11829984188079834
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,edge_filled_shift,1.5,0.9333333333333332,0.9326599326599326,0.9333333333333333,0.000299740640912205,0.014982833565631425,0.007491416782815712,0.1393756308785808,0.7621148400468265,0.01921117884388784,0.24408656265727227,2.0,0.4446221810269395,0.11189775075763464
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,gaussian_broadening,0.5,0.9733333333333333,0.9732905982905984,1.0,2.455711296533991e-07,0.01493005552791504,0.00746502776395752,0.13888065185374934,0.7624265376259795,0.01921122959330027,0.24308002013085053,2.0,0.444461754495309,0.1158243715763092
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,gaussian_broadening,1.0,0.9733333333333333,0.9732905982905984,1.0,2.861817620214424e-06,0.014866990423104758,0.007433495211552379,0.13882917292360836,0.762435554058531,0.0192110357187978,0.24257674886763966,2.0,0.444495122153882,0.1164732277393341
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,gaussian_broadening,1.5,0.9733333333333333,0.9732905982905984,1.0,7.6285996328806505e-06,0.014814551845124617,0.007407275922562308,0.13881301678006897,0.7624446455504484,0.019210664016480826,0.24257674886763966,2.0,0.4445623543333659,0.11732664564624429
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,composite,0.5,0.96,0.9598554797270173,0.96,0.007374961394816637,0.016332632262638137,0.008166316131319068,0.1426682823534472,0.7600461049216222,0.019251881985625923,0.24811273276295923,2.0,0.46092808307765315,0.10264074732549489
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,composite,1.0,0.9866666666666667,0.9866613311991462,0.96,0.026892896741628647,0.02025993816789168,0.01012996908394584,0.15517861892941362,0.7364262052860318,0.019401081707996565,0.24308002013085053,2.0,0.47007986184777023,0.10748308524489403
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,composite,1.5,0.9866666666666667,0.9866613311991462,0.9866666666666667,0.06391293555498123,0.025828220530246,0.012914110265123,0.16973894270734657,0.6810321140490362,0.019502795861117053,0.2420734776044288,2.0,0.5188480210852354,0.12973575107753277
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,scale_offset,0.5,0.7333333333333334,0.6825396825396824,0.96,0.0033805647399276495,0.013470323472471577,0.006735161736235788,0.13794585168718276,0.7997097081644288,0.019321530940258527,0.24056366381479619,2.5,0.6030006266757953,0.11423510951863136
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,scale_offset,1.0,0.7600000000000001,0.7242647058823529,0.96,0.017377125099301338,0.015123218837087175,0.007561609418543587,0.1433627316758047,0.7936221480119241,0.01936887817196659,0.23049823855057877,2.5,0.5665157037484876,0.11988351703621447
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,scale_offset,1.5,0.7733333333333334,0.7437057138549675,0.9733333333333334,0.039335984736680984,0.017872917144478657,0.008936458572239328,0.14980450327007777,0.7921784935010199,0.019428109539681604,0.22093608454957223,2.5,0.5924305689459178,0.10362210869789124
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,smooth_baseline,0.5,0.7600000000000001,0.7242647058823529,0.9866666666666667,0.007982969284057617,0.013482429781004238,0.006741214890502119,0.13772382515175474,0.7983252579765152,0.01938765514924737,0.24257674886763966,2.0,0.4992107378610644,0.10527163743972778
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,smooth_baseline,1.0,0.7333333333333334,0.6825396825396824,0.9866666666666667,0.030472377315163612,0.015584593361367676,0.007792296680683838,0.14850097156359499,0.7827537780387965,0.019609379294685536,0.24458983392048314,2.0,0.6754626274722078,0.08822367014363408
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,smooth_baseline,1.5,0.7333333333333334,0.6825396825396824,0.9866666666666667,0.06625619530677795,0.018695934793377895,0.009347967396688948,0.15972289471368056,0.7554772621563426,0.01981736286170275,0.24760946149974836,2.0,0.7545362000649039,0.09167560655623674
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,gaussian_noise,0.5,0.7466666666666667,0.7039114851176563,1.0,2.5928020477294922e-05,0.012928035830734718,0.006464017915367359,0.1352173263594125,0.7986085805784936,0.019284264022850994,0.23704076497232007,2.5,0.5497321927347513,0.11232742667198181
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,gaussian_noise,1.0,0.7466666666666667,0.7039114851176563,1.0,0.00012118339509470388,0.01297407000333472,0.00648703500166736,0.1352230626401825,0.7980110558697908,0.019283549681574887,0.23905385002516355,2.5,0.542801649714935,0.11428047949448228
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,gaussian_noise,1.5,0.7466666666666667,0.7039114851176563,1.0,0.000347340916050598,0.01303787720775506,0.00651893860387753,0.13525931656577908,0.7976933078774934,0.019286015639475334,0.24157020634121792,2.5,0.5319242255780029,0.10781578673049808
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,isolated_spikes,0.5,0.7600000000000001,0.7242647058823529,0.9866666666666667,2.0152727302047424e-05,0.012912873771401701,0.006456436885700851,0.13525917122735684,0.7989797011690842,0.019290454168319066,0.23754403623553094,2.5,0.5431043512896958,0.1102401465177536
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,isolated_spikes,1.0,0.7600000000000001,0.7242647058823529,0.9866666666666667,0.00011805455142166466,0.012922545559471657,0.0064612727797358285,0.13517890997232848,0.798465380466502,0.01928772388118655,0.24056366381479619,2.5,0.5214758236026881,0.10941420448943973
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,isolated_spikes,1.5,0.7600000000000001,0.7242647058823529,0.9866666666666667,0.00026079732924699783,0.012932935542016744,0.006466467771008372,0.1352979444695495,0.7983205328302151,0.019293055392190443,0.24056366381479619,2.5,0.5924129002517093,0.10465293657034636
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,edge_filled_shift,0.5,0.7600000000000001,0.7242647058823529,0.9866666666666667,0.00023282051552087069,0.012939621397951472,0.006469810698975736,0.13578572197407468,0.7988015263401221,0.019295031720402766,0.24006039255158532,2.5,0.5753531012438095,0.10841098427772522
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,edge_filled_shift,1.0,0.7733333333333334,0.7437057138549675,0.9733333333333334,0.00043310801265761256,0.012866853315938459,0.006433426657969229,0.13496574662943742,0.8004146740116735,0.019283566713686393,0.23754403623553094,2.5,0.5873854459775663,0.10833868384361267
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,edge_filled_shift,1.5,0.7866666666666666,0.76232917409388,0.96,0.0006042385357432067,0.012861708399078707,0.0064308541995393535,0.1356509486975625,0.7995394235035859,0.019289142533403494,0.23905385002516355,2.5,0.5861493669988644,0.11175990104675293
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,gaussian_broadening,0.5,0.7466666666666667,0.7039114851176563,1.0,5.984306312711851e-07,0.012880172904547611,0.0064400864522738055,0.13525281107965295,0.7993331534695398,0.01928818214112918,0.23754403623553094,2.5,0.5482083026715154,0.11092473519966006
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,gaussian_broadening,1.0,0.7600000000000001,0.7242647058823529,0.9866666666666667,7.702509719820227e-06,0.012814139136691584,0.006407069568345792,0.13521982601782964,0.7993697826322839,0.01928661608853269,0.23553095118268746,2.5,0.5698213728332289,0.11218926310539246
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,gaussian_broadening,1.5,0.7600000000000001,0.7242647058823529,0.9866666666666667,2.193291948060505e-05,0.012758427458538814,0.006379213729269407,0.1352158654950266,0.7994176666942112,0.019284934013801033,0.23452440865626573,2.5,0.5897820034250553,0.11575332283973694
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,composite,0.5,0.7733333333333334,0.7437057138549675,0.9733333333333334,0.010141189210116863,0.013864063531958565,0.0069320317659792826,0.13934203366217035,0.7956523466897613,0.019386774298295214,0.24056366381479619,2.0,0.7766020946111462,0.10013398388400674
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,composite,1.0,0.7466666666666667,0.7039114851176563,0.92,0.039549071341753006,0.017218829502029978,0.008609414751014989,0.1525082326605235,0.7760847965343206,0.019617320867096645,0.2471061902365375,2.0,0.6911757125985571,0.10751210525631905
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,composite,1.5,0.7333333333333334,0.7089611046422734,0.8533333333333334,0.09856121987104416,0.02394951682022188,0.01197475841011094,0.1683862795787157,0.6928636977389634,0.019855881410747366,0.24056366381479619,2.0,0.7603862270241661,0.10584355890750885
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,scale_offset,0.5,0.7600000000000001,0.7242647058823529,0.9866666666666667,0.004155775066465139,0.013340467967476254,0.006670233983738127,0.13554316880036738,0.8153134203316941,0.0192384122393322,0.22697533970810266,2.0,0.8417441683546417,0.10233138827607036
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,scale_offset,1.0,0.7733333333333333,0.7517574193856648,0.92,0.02016240358352661,0.015555847330051916,0.007777923665025958,0.14378293204160086,0.8089570842255115,0.019286610470384633,0.21489682939104177,2.0,0.7090476297236703,0.10226789116859436
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,scale_offset,1.5,0.8266666666666667,0.814099814099814,0.92,0.0441126823425293,0.01863922229982766,0.00931961114991383,0.15122174612181621,0.8089296701619946,0.01931311547743715,0.21238047307498742,2.0,0.5067886035796719,0.11670166719704866
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,smooth_baseline,0.5,0.7733333333333334,0.7437057138549675,1.0,0.008728845044970512,0.013142283869268488,0.006571141934634244,0.1317260869717551,0.8170780296276914,0.01931324703567613,0.23855057876195268,2.0,0.4406643159642016,0.10812557674944401
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,smooth_baseline,1.0,0.7733333333333334,0.7437057138549675,1.0,0.03007376380264759,0.015366758056854486,0.007683379028427243,0.14281562214571833,0.7996200197629478,0.019492367592872564,0.25817815802717664,2.0,0.6213918417105259,0.09830063581466675
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,smooth_baseline,1.5,0.7733333333333334,0.7437057138549675,1.0,0.06304122507572174,0.01838362844015545,0.009191814220077725,0.1549114643118726,0.7636171988992125,0.019696823751818256,0.2757926522395571,2.0,0.5138836552423544,0.11405968014150858
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,gaussian_noise,0.5,0.7733333333333334,0.7437057138549675,1.0,3.396193278604187e-05,0.012769181366818167,0.0063845906834090835,0.13219284716107674,0.811553250389761,0.019192670711452052,0.22496225465525918,2.0,0.7770338361631987,0.10395659506320953
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,gaussian_noise,1.0,0.7733333333333334,0.7437057138549675,1.0,0.00012605905067175627,0.012875150038018191,0.006437575019009096,0.13289963486734968,0.8114607742258445,0.01918616604661199,0.22496225465525918,2.0,0.8148179549078463,0.103280209004879
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,gaussian_noise,1.5,0.7733333333333334,0.7437057138549675,1.0,0.0002989387430716306,0.0130009889404693,0.00650049447023465,0.13338559378606693,0.8112558742585104,0.019181745436519917,0.22496225465525918,2.0,0.7953874324610951,0.1025535985827446
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,isolated_spikes,0.5,0.7733333333333334,0.7437057138549675,1.0,1.552740650367923e-05,0.01268728841546557,0.006343644207732785,0.1316130701857289,0.8129247143403358,0.019204768900454132,0.2264720684448918,2.0,0.7675662804782298,0.10428882413543761
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,isolated_spikes,1.0,0.7733333333333334,0.7437057138549675,1.0,8.012930629774928e-05,0.012690252639871918,0.006345126319935959,0.13154890117147283,0.8127693809474504,0.019202434642313096,0.22546552591847005,2.0,0.6918563568354645,0.10653570492286235
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,isolated_spikes,1.5,0.7733333333333334,0.7437057138549675,1.0,0.0001888147962745279,0.012706199449778277,0.006353099724889138,0.131617765105832,0.8125957215655131,0.01920035546430937,0.22395571212883744,2.0,0.8419553405295247,0.1030652099289
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,edge_filled_shift,0.5,0.7733333333333334,0.7437057138549675,1.0,0.0001781781465979293,0.012707719814755604,0.006353859907377802,0.1318006534217244,0.8131814721595447,0.0192084759897348,0.22697533970810266,2.0,0.8147450699745319,0.10554651916027069
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,edge_filled_shift,1.0,0.7733333333333334,0.7437057138549675,1.0,0.000333104922901839,0.012641475873383304,0.006320737936691652,0.13151693792428598,0.8131814721595447,0.019203229723649632,0.22194262707599396,2.0,0.817509766530861,0.10252162115648389
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,edge_filled_shift,1.5,0.7733333333333334,0.7437057138549675,1.0,0.00043854632531292737,0.012645404867665215,0.006322702433832607,0.13185758079106227,0.8138031417642775,0.019205807878921385,0.22093608454957223,2.0,0.817509766530861,0.10298861586488783
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,gaussian_broadening,0.5,0.7733333333333334,0.7437057138549675,1.0,1.23977656585339e-06,0.012645087714605733,0.006322543857302867,0.13155261834602272,0.8133152905265144,0.0192044285746608,0.2244589833920483,2.0,0.6983488653624513,0.1044001413974911
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,gaussian_broadening,1.0,0.7733333333333334,0.7437057138549675,1.0,1.841306766436901e-05,0.012544352785219834,0.006272176392609917,0.13141051792401692,0.8134104092238479,0.01920625303155761,0.22546552591847005,2.0,0.6999463753524398,0.10532064200378954
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,gaussian_broadening,1.5,0.7733333333333334,0.7437057138549675,1.0,5.373080421122722e-05,0.01245590206596551,0.006227951032982755,0.1312991539069194,0.8135246923720919,0.01920825240016933,0.2244589833920483,2.0,0.7211611446660978,0.10644393810071051
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,composite,0.5,0.7866666666666666,0.76232917409388,0.9866666666666667,0.010795151814818382,0.013843230091826066,0.006921615045913033,0.13658088791462064,0.815165430118137,0.019303688279455153,0.22848515349773527,2.0,0.7264601368239371,0.1017991155385971
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,composite,1.0,0.8133333333333334,0.7974537037037037,0.96,0.03932015970349312,0.017120530888367437,0.008560265444183719,0.15024034450494114,0.7896020553547263,0.019491157262641428,0.2471061902365375,2.0,0.49510467750144876,0.10572054982185364
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,composite,1.5,0.7866666666666666,0.776607002138917,0.8533333333333334,0.10141857713460922,0.024010218443221598,0.012005109221610799,0.1692201445011478,0.7075450492712688,0.01968601641087915,0.2506290890790136,2.0,0.5907924005803187,0.10823918133974075
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,scale_offset,0.5,0.96,0.9598554797270173,0.96,0.0016736459219828248,0.04254862850930177,0.021274314254650886,0.12043345441364124,0.7533075010991721,0.010180234817464535,0.3762541806020067,2.5,0.6911878803593732,0.057429809123277664
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,scale_offset,1.0,0.9199999999999999,0.9188311688311689,0.92,0.008212343789637089,0.0443298574229569,0.02216492871147845,0.12206817296615133,0.765633824319447,0.01016566233428256,0.36789297658862874,2.5,0.5900952438770746,0.05894246697425842
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,scale_offset,1.5,0.96,0.9598554797270173,0.96,0.016797250136733055,0.04576452196073329,0.022882260980366644,0.1241465279281601,0.7414688432135706,0.01013987305276955,0.3595317725752508,2.5,0.629417732826107,0.053468190133571625
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,smooth_baseline,0.5,0.9866666666666667,0.9866613311991462,0.9866666666666667,0.0023490223102271557,0.04468837049656854,0.02234418524828427,0.12381232897568438,0.7196750945400996,0.010198882837974124,0.39297658862876256,2.0,0.7245359844841589,0.055258117616176605
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,smooth_baseline,1.0,0.9333333333333332,0.9326599326599326,0.9333333333333333,0.008735951967537403,0.04721982907067274,0.02360991453533637,0.13021371557319023,0.6916642703023018,0.010208263260806037,0.39297658862876256,2.0,0.7015266817659267,0.05009827762842178
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,smooth_baseline,1.5,0.9066666666666666,0.9048007615939073,0.9066666666666666,0.016390817239880562,0.04974634918686555,0.024873174593432777,0.13380530497240264,0.6853663014081928,0.01023858291452856,0.38127090301003347,2.0,0.6687262632703712,0.056945472955703735
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,gaussian_noise,0.5,1.0,1.0,1.0,1.1576016731851269e-05,0.042092406882494666,0.021046203441247333,0.11892233469632721,0.7595123342811785,0.010182526183716255,0.3745819397993311,2.0,0.7105552673731679,0.05498258396983147
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,gaussian_noise,1.0,1.0,1.0,1.0,5.467971277539618e-05,0.04239812252724761,0.021199061263623805,0.11909136413220991,0.7601282161649964,0.010191953574003753,0.3729096989966555,2.5,0.6892010687470872,0.05373053625226021
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,gaussian_noise,1.5,0.9866666666666667,0.9866613311991462,0.9866666666666667,0.00011861403618240729,0.04273408214258773,0.021367041071293866,0.11932334006807435,0.7594548864303354,0.010199231477341492,0.38294314381270905,2.0,0.6868113016767141,0.055099450051784515
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,isolated_spikes,0.5,1.0,1.0,1.0,8.285045623779297e-06,0.04201184357092737,0.021005921785463684,0.11898027197825968,0.7602305207767539,0.010177724457632228,0.3762541806020067,2.5,0.6689536052527515,0.053584203124046326
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,isolated_spikes,1.0,1.0,1.0,1.0,4.383802297525108e-05,0.042014971317175694,0.021007485658587847,0.11909646665474603,0.7588815790562513,0.010176750135619382,0.3795986622073579,2.0,0.6590456998815403,0.055206138640642166
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,isolated_spikes,1.5,1.0,1.0,1.0,7.968346471898258e-05,0.04197537506595375,0.020987687532976876,0.11898435784845264,0.758278064825986,0.010179727073335589,0.38294314381270905,2.0,0.6746681973689659,0.054887786507606506
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,edge_filled_shift,0.5,0.9866666666666667,0.9866613311991462,0.9866666666666667,6.763220153516158e-05,0.04202230109412995,0.021011150547064976,0.11898672700102987,0.7593514362554352,0.010180230562045473,0.3745819397993311,2.0,0.7330976488357491,0.05220728740096092
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,edge_filled_shift,1.0,0.9866666666666667,0.9866613311991462,0.9866666666666667,0.00013156492786947638,0.0420355455338569,0.02101777276692845,0.11887167872173729,0.7597400003617077,0.010169833141873823,0.3745819397993311,2.0,0.7397876272593236,0.05359543859958649
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,edge_filled_shift,1.5,0.9733333333333333,0.9732905982905984,0.9733333333333334,0.00019498665642458946,0.04202618465555114,0.02101309232777557,0.11892001409831207,0.7590491219604714,0.01017293820566348,0.3795986622073579,2.0,0.6006885873952981,0.05500510334968567
PICO,400-1800_common,poster,poster_holdout_PICO,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,gaussian_broadening,0.5,1.0,1.0,1.0,7.390976008991856e-08,0.04196134013946161,0.020980670069730804,0.11887605277235896,0.7596478484910489,0.010176622957787531,0.3745819397993311,2.0,0.7092959295849915,0.05363550782203674
