heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,corrupted_vae_kl_unnormalized_per_observation,corrupted_vae_kl_normalized,corrupted_vae_mean_kl_per_latent_dimension,corrupted_vae_median_kl_per_latent_dimension,corrupted_vae_max_kl_per_latent_dimension,corrupted_vae_active_units_var_mu_gt_0_01,corrupted_vae_dimensions_mean_kl_gt_0_01,corrupted_vae_posterior_mean_absolute_mu,corrupted_vae_posterior_mean_log_variance,corrupted_vae_posterior_sample_reconstruction_variability
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,isolated_spikes,1.0,0.8133333333333334,0.8007664807664807,1.0,0.0002576438710093498,0.01519542140596661,0.007597710702983305,0.12546026397410484,0.724104929283789,0.016350048356911118,0.36281859070464767,2.0,1.0260754811637656,0.10361260175704956,5.561172821205184,0.0039694309930086965,0.086893325331331,0.0577003813688409,0.3181287096257543,63,63,0.286465944324694,-0.24168921983738376,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,isolated_spikes,1.5,0.7999999999999999,0.786644572358858,0.96,0.0007852165144868195,0.015386888506428758,0.007693444253214379,0.12557683462008384,0.725867354564458,0.016353680341610815,0.3583208395802099,2.0,0.9957592442920379,0.10516306757926941,5.572256750368113,0.003977342434238482,0.08706651172450176,0.05773766524975468,0.31992165008456175,63,63,0.2866396601712161,-0.24248816883064137,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,edge_filled_shift,0.5,0.8133333333333334,0.8007664807664807,1.0,0.003819791367277503,0.015092513207743522,0.007546256603871761,0.12529079230412699,0.7272178672868911,0.016349013413388944,0.3620689655172414,2.0,1.058542858991186,0.1021973118185997,5.504666552869071,0.003929098181919394,0.08601041488857925,0.05652154279758131,0.30960798140530926,63,63,0.2848198822278714,-0.23978832605421,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,edge_filled_shift,1.0,0.8133333333333334,0.8007664807664807,1.0,0.0072228009812533855,0.015242084300135551,0.007621042150067776,0.1256551729484695,0.7249842740713496,0.016362975558662823,0.36806596701649175,2.0,1.1064214056578598,0.10253991559147835,5.471555233291611,0.003905464120836268,0.08549305052018141,0.05678372596226841,0.30648365084565204,63,63,0.2836610970826791,-0.23927960119502434,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,edge_filled_shift,1.5,0.8133333333333334,0.8007664807664807,1.0,0.011319026350975037,0.015284891320210426,0.007642445660105213,0.1259763970249325,0.7263729127361596,0.016355898490306293,0.36881559220389803,2.0,1.0591758216451161,0.10148685798048973,5.431228168179921,0.0038766796346751753,0.08486294012781126,0.05705906886493539,0.30705217944945945,63,63,0.2815581520344032,-0.23942872815447117,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_broadening,0.5,0.8133333333333334,0.8007664807664807,1.0,3.96490077037015e-06,0.014945045270771453,0.007472522635385726,0.12507568274558353,0.7273591121403229,0.016340366828217524,0.3613193403298351,2.0,1.0308846311397342,0.10107605904340744,5.514145571811955,0.003935864076953573,0.08615852455956179,0.056861567161761106,0.3115745779215013,63,63,0.2851356859760623,-0.23995824946893057,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_broadening,1.0,0.8133333333333334,0.8007664807664807,1.0,4.5372646127361804e-05,0.014832362354938077,0.007416181177469039,0.12501308386178228,0.7269850414842618,0.01633675667837559,0.36356821589205396,2.0,1.0845446717849958,0.10223619639873505,5.457660556930062,0.003895546436067139,0.08527594620203222,0.056088923617807276,0.30544146380287324,63,63,0.28358202163727886,-0.23834273006289247,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_broadening,1.5,0.8133333333333334,0.8007664807664807,1.0,0.000108620326500386,0.014826268784166007,0.007413134392083003,0.1250646093100016,0.7265618967831688,0.016335218194186818,0.36281859070464767,2.0,1.0830831197881403,0.10151190869510174,5.39079150666568,0.0038478169212460243,0.08423111729165125,0.05519009229410979,0.29975525421141574,62,63,0.28163392698612066,-0.23666411813650484,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,composite,0.5,0.7600000000000001,0.7332448130767458,0.9333333333333333,0.04394834488630295,0.022585100068312877,0.011292550034156438,0.13480206033668554,0.676048395320294,0.016526908963218945,0.36281859070464767,2.0,1.1543325835098908,0.09346646256744862,5.908860468507451,0.004217602047471414,0.09232594482042891,0.06423027952287462,0.41187480357844586,63,64,0.2927450814836008,-0.25174293520455954,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,composite,1.0,0.7066666666666667,0.6620370370370371,0.88,0.13945315778255463,0.032030080011589954,0.016015040005794977,0.14678979391005986,0.636251967595728,0.016828519642087935,0.3583208395802099,2.0,0.95067860217276,0.08844519406557083,7.053801914041302,0.005034833628866026,0.11021565490689536,0.08309028448135708,0.603915847136683,63,64,0.31415408311240145,-0.280972754066194,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,composite,1.5,0.5733333333333334,0.5424333190700329,0.7466666666666667,0.22048278152942657,0.03846942494527049,0.019234712472635244,0.1531974426897926,0.565286204842433,0.01704735047993724,0.34707646176911544,2.0,0.9867357668076174,0.08341242372989655,8.275388565333081,0.005906772709017189,0.1293029463333294,0.10085296869865455,0.8251636028099664,64,64,0.3352691417062427,-0.30420526322920827,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,scale_offset,0.5,0.7333333333333334,0.6995350328683662,0.9333333333333333,0.021386973559856415,0.013911339958711355,0.0069556699793556775,0.13081736619824555,0.7078208236116025,0.01648306435997407,0.35082458770614694,2.0,1.562214935210006,0.08952571311965585,4.724449869332388,0.0033721983364256875,0.07381952920831855,0.04905112431488024,0.32790062518941854,63,62,0.2702905672670507,-0.18046639089413474,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,scale_offset,1.0,0.6933333333333334,0.655276339756495,0.92,0.08931055665016174,0.016352128275946228,0.008176064137973114,0.1383764968481546,0.6605458521882134,0.016500640442419567,0.32908545727136435,2.0,1.5440465917416724,0.0975412130355835,4.71646104160105,0.003366496103926517,0.07369470377501641,0.04895868539723783,0.312196593810028,62,62,0.26571731902492196,-0.17847959804950886,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,scale_offset,1.5,0.6666666666666666,0.6248655913978495,0.8666666666666667,0.16243478655815125,0.022012583926248625,0.011006291963124313,0.14952938188491138,0.6404252225429441,0.016636155449836158,0.32908545727136435,2.0,1.7437483311376702,0.08985615521669388,5.588234019626607,0.003988746623573595,0.0873161565566657,0.0594621184400357,0.33104354021778243,64,62,0.2921991491602633,-0.19035879416918458,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,smooth_baseline,0.5,0.7733333333333333,0.7559266130694703,0.9733333333333334,0.018514739349484444,0.017374863155841656,0.008687431577920828,0.13416619424993123,0.6863018563844505,0.016580272815779954,0.35157421289355323,2.0,1.6485221196554778,0.08842695504426956,4.870456723067942,0.0034764145061155906,0.07610088629793661,0.051438562654064296,0.28561610949067484,61,62,0.2803804873869497,-0.17857161403026112,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,smooth_baseline,1.0,0.7333333333333334,0.7003043971211674,0.9333333333333333,0.056567441672086716,0.020552127420032054,0.010276063710016027,0.13880749267519865,0.675596753884987,0.01665655725210603,0.3575712143928036,2.0,1.6523166330925427,0.08768923208117485,5.189100233095743,0.0037038545560997456,0.08107969114212099,0.05695872078875154,0.29304971101669575,62,62,0.28997277685608425,-0.1836448767958791,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,smooth_baseline,1.5,0.7066666666666667,0.6587780652166969,0.9066666666666666,0.10959500819444656,0.0239804749111492,0.0119902374555746,0.14380404736885427,0.6431859668785136,0.01670533321311772,0.35157421289355323,2.0,1.5163090483448434,0.08951236866414547,5.399106584124761,0.003853752022929879,0.08436104037694939,0.056214311842391146,0.3323162165348823,62,62,0.29333259590055,-0.19194248558298568,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_noise,0.5,0.7733333333333333,0.751546451914099,1.0,0.0001258317643078044,0.01339443027194766,0.00669721513597383,0.12869997444689185,0.7113347621690812,0.016476645313028022,0.36806596701649175,2.0,1.395014145939015,0.09728320315480232,4.702650272089799,0.0033566383098428258,0.07347891050140311,0.04893443847639657,0.3331324249119086,63,61,0.2714047438777743,-0.1806140840230728,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_noise,1.0,0.7733333333333333,0.751546451914099,1.0,0.0005969659541733563,0.013293636943025834,0.006646818471512917,0.1282484107623009,0.7151249544868508,0.016467366425943465,0.36731634182908546,2.0,1.3839049474601526,0.09647370129823685,4.743952871301229,0.003386119108708943,0.07412426361408168,0.04844456048385273,0.3357893111750603,63,61,0.2722498889528348,-0.1810903321819084,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_noise,1.5,0.7733333333333333,0.751546451914099,1.0,0.0017505724681541324,0.013082510275751443,0.006541255137875721,0.12784486442611004,0.7137656025350657,0.016459437742441133,0.37556221889055474,2.0,1.3989890957432458,0.09886796772480011,4.774026888498222,0.0034075852166297084,0.07459417013278472,0.04982618396735357,0.3371941913442059,63,61,0.27255329125371036,-0.18173196294145896,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,isolated_spikes,0.5,0.7733333333333333,0.751546451914099,1.0,4.5614244299940765e-05,0.013468230567797319,0.0067341152838986595,0.1290931754944129,0.7115860565928067,0.016483642711811783,0.37031484257871067,2.0,1.4535539393016315,0.09707709029316902,4.693204793953377,0.0033498963554271072,0.07333132490552152,0.04930506524946479,0.32997335822317436,62,61,0.27137172854265673,-0.18117819706296964,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,isolated_spikes,1.0,0.7733333333333333,0.751546451914099,1.0,0.00020342509378679097,0.013484546622477124,0.006742273311238562,0.1291833207040235,0.7121392545129058,0.016486106932378192,0.3740629685157421,2.0,1.289917660059589,0.0972009003162384,4.699794017884231,0.0033545995844998077,0.07343428152944112,0.049290730654325196,0.32813681330903854,62,62,0.2716138191623395,-0.1816264401457071,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,isolated_spikes,1.5,0.7733333333333333,0.7535531135531136,0.9866666666666667,0.0006430093199014664,0.013530113162045106,0.006765056581022553,0.129156060585819,0.710940763154104,0.016484366090225272,0.36881559220389803,2.0,1.3793235857105002,0.09592077136039734,4.68183113524243,0.003341778112235853,0.07315361148816299,0.049400833522790746,0.3283221164457665,62,61,0.2707946252528927,-0.18204808294995017,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,edge_filled_shift,0.5,0.7733333333333333,0.751546451914099,1.0,0.006629579234868288,0.013396993121660029,0.006698496560830014,0.12908256337103996,0.7034876050608114,0.016483188134433915,0.36281859070464767,2.0,1.4615671838575572,0.09284543246030807,4.682079043312174,0.0033419550630350995,0.07315748505175274,0.048976351577681654,0.32942106932171406,63,62,0.2718039435857402,-0.1802673606430714,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,edge_filled_shift,1.0,0.7733333333333333,0.751546451914099,1.0,0.011881992220878601,0.013426685859524857,0.006713342929762428,0.12936123676213224,0.6922620463918983,0.01649594100235415,0.3650674662668666,2.0,1.3764793047692612,0.09769663214683533,4.62742578208783,0.003302944883717223,0.07230352784512234,0.047300227492047,0.320690233798167,63,62,0.26968771000156266,-0.179453679749134,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,edge_filled_shift,1.5,0.7599999999999999,0.7317590497737556,0.9866666666666667,0.018431996926665306,0.013447237438518757,0.006723618719259378,0.13017415723003126,0.6837856175524318,0.01649546195443573,0.35907046476761617,2.0,1.4087765578460836,0.09531054645776749,4.584250971995184,0.003272127745892351,0.07162892143742475,0.04766764374748726,0.31484066950662176,64,62,0.2682707999188229,-0.1792934248369329,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_broadening,0.5,0.7733333333333333,0.751546451914099,1.0,3.893375378538622e-06,0.013457496737226918,0.006728748368613459,0.12911774641846294,0.7112487803639324,0.0164830562732425,0.3695652173913043,2.0,1.4101625381228606,0.09628908336162567,4.66582412305095,0.0033303526931127408,0.0729035019226711,0.04914657164792849,0.3295649676248468,62,61,0.27051680548771095,-0.18046889872336883,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_broadening,1.0,0.7733333333333333,0.751546451914099,1.0,5.9688092733267695e-05,0.01347054373045468,0.00673527186522734,0.12927298994298608,0.7094270486626687,0.016481299617711227,0.3695652173913043,2.0,1.4094935995177442,0.09723706543445587,4.587770846812819,0.003274640147618001,0.0716839194814503,0.04851343109137662,0.3253359395629806,62,61,0.26799314368826044,-0.17872811533681368,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_broadening,1.5,0.7733333333333333,0.751546451914099,1.0,0.0002217904693679884,0.013522565805066007,0.006761282902533004,0.12950819673572447,0.7066317520617397,0.016479774961374295,0.3650674662668666,2.0,1.415269936780609,0.09568523615598679,4.4902283590336225,0.0032050166731146484,0.07015981810990034,0.04735368390113198,0.31926703187134414,62,61,0.26476297381487407,-0.1766274192356832,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,composite,0.5,0.7599999999999999,0.738151977208794,0.9466666666666667,0.038380179554224014,0.018158362994565868,0.009079181497282934,0.13572412680634047,0.6637715427165269,0.016571913105014217,0.356071964017991,2.0,1.609850787319326,0.0888921357691288,4.616023860033411,0.00329480646683327,0.07212537281302205,0.049221115099851276,0.26427601153353797,62,62,0.2716586792057933,-0.17483951696080718,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,composite,1.0,0.7333333333333334,0.7003043971211674,0.9066666666666666,0.12481305748224258,0.023679880849975906,0.011839940424987953,0.1452202182983883,0.6417060364113084,0.016704675510711833,0.3365817091454273,2.0,1.843172468525531,0.08318761922419071,4.9751551363925,0.0035511457076320484,0.07773679900613283,0.05352594409469369,0.28184102598951366,62,62,0.27593056473633626,-0.1851729300810257,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,composite,1.5,0.6666666666666666,0.6157394421069036,0.8666666666666667,0.20139993727207184,0.02661198475658218,0.01330599237829109,0.1501537493443476,0.6061485775755238,0.01674840985160706,0.3275862068965517,2.0,1.7928961430680115,0.08676070533692837,5.261107976959528,0.0037552519464379218,0.08220481213999263,0.05583036394948203,0.35520221750420694,61,62,0.272603703266553,-0.19425477007046993,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,scale_offset,0.5,0.8266666666666667,0.819151052233759,1.0,0.026842383667826653,0.01880197326168185,0.009400986630840925,0.13001511113818112,0.6824302912060014,0.016561135778571563,0.3613193403298351,2.0,1.2820567134058822,0.09137119725346565,6.1019754412357745,0.004355442855985564,0.09534336626930898,0.056059733363656085,0.4656085987552165,64,64,0.29033727848601604,-0.2602117655636296,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,scale_offset,1.0,0.7866666666666666,0.7668864468864469,0.96,0.11274917423725128,0.020794765574721184,0.010397382787360592,0.1350358135610044,0.6617835905933398,0.016610301460451976,0.3568215892053973,2.0,1.283912175173722,0.08931087702512741,6.104592630041316,0.0043573109422136444,0.09538425984439558,0.056458950981581144,0.5031124359096925,64,64,0.2888866006933252,-0.2591224340878398,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,scale_offset,1.5,0.7333333333333334,0.7037057138549675,0.8933333333333333,0.20975303649902344,0.0301140066452224,0.0150570033226112,0.14837430909847088,0.6398424360150224,0.016823521565681274,0.3403298350824588,2.0,1.1455204716338463,0.09107797592878342,7.035123563368525,0.005021501472782673,0.10992380567763319,0.06798171127175186,0.7538533799152262,64,64,0.3132175317639606,-0.275574930719434,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,smooth_baseline,0.5,0.7866666666666666,0.769532055246341,0.96,0.03153383731842041,0.02556525171411433,0.012782625857057165,0.13759528289529882,0.6139657013812839,0.016773126530667093,0.3545727136431784,2.0,1.2245953272842625,0.08342181146144867,6.523753076817117,0.004656497556614645,0.10193364182526748,0.06092037633642154,0.6576519837512862,62,64,0.30603724977452657,-0.2671727035905254,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,smooth_baseline,1.0,0.7599999999999999,0.7410130718954249,0.9333333333333333,0.08645226806402206,0.03224113751378319,0.016120568756891596,0.14520048896708776,0.5766233592388013,0.01696598145176776,0.34557721139430286,2.0,1.1216052319659136,0.08114439249038696,7.104285557449365,0.005070867635581274,0.11100446183514631,0.06825459590647018,0.8884257634102711,62,64,0.3192727575261294,-0.2788147084946589,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,smooth_baseline,1.5,0.7066666666666667,0.67257047713465,0.88,0.14798498153686523,0.03928495604905954,0.01964247802452977,0.15278360877684724,0.507185096307504,0.017179985342344266,0.3305847076461769,2.5,1.0285456084890332,0.07856562174856663,7.723861363851301,0.005513105898537689,0.1206853338101766,0.07377869130534201,1.1607039404832598,61,63,0.3318788135550964,-0.2912277336525343,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,gaussian_noise,0.5,0.8266666666666667,0.819151052233759,1.0,8.081753912847489e-05,0.018485994442254315,0.009242997221127158,0.12907789361952582,0.6666437318831295,0.016553156785094704,0.35157421289355323,2.0,1.3910245006234292,0.09134849160909653,6.013827027663264,0.004292524645013036,0.0939660473072385,0.05469186505520706,0.4639281054443371,63,64,0.28952353784555274,-0.2600633162091496,
