stage,subset,protocol,domain_type,heldout_domain,variant,candidate_id,representation,architecture,embedding_dimension,declared_seed,run_seed,epochs,temperature,name,classification_weight,supervised_contrastive_weight,pair_margin_weight,contrastive_temperature,pair_margin,domain_aware_positives,hard_negative_mining,domain_balanced_batches,encoder_parameters,classifier_parameters,total_parameters,state_sha256
domain,quality_pass,domain_only,instrument,Pendar-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1357013295,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,585f752c6a4b21a948d78b8b3da79baa5efee87874c92b9d5de1ca52285e47a7
domain,quality_pass,domain_only,instrument,Pendar-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1480334950,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,22d5235ff692e218089fc0c481cbdfca00e8d9954afd96dbae97cd18f0fa05d0
domain,quality_pass,domain_only,instrument,RMX-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,728541514,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,a5045ca9f3b9e56a2033c05b8f93b386ce6f350d254fb78a58378f0283a1eb6e
domain,quality_pass,domain_only,instrument,RMX-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,2063179965,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,587eab20d2dc89a73132b4bf58e6fbe11a4235aa35dd76df764b92da77f46496
domain,quality_pass,domain_only,instrument,RMX-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1602638723,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,8d3a3300bce3d51c57083986de70e8a78c0ef9700c7c9ba0ce9d690802c0069c
domain,quality_pass,domain_only,instrument,RMX-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,176143576,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,ff4e65ba082a645d59776a3445aea1cf647b5ad047ccc8b234293dd55c181588
domain,quality_pass,domain_only,instrument,RMX-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1783173964,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,d635783deb624b3b460ad76115fbe30755656ca053622bb329d01051edbdea25
domain,quality_pass,domain_only,instrument,RMX-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,247171083,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,a802cb5a52c097f525fc812bb9c2542f4dbb7df9511f61be31bb48c065056c26
domain,quality_pass,domain_only,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,2146283659,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,d91a6163f9c0fcec9c0af1d61d69ab02a9ae90ba4ecacaa11c5369633a4324f6
domain,quality_pass,domain_only,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,412482591,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,651f606868f93b15608f809c1784da80cb09a8c6cd88d14ef0f6f38d4cc87629
domain,quality_pass,domain_only,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,2054816476,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,36e27b3562469b39331f90ffe0db86ac1dcc0a04e4991b051bfa274e79e92da2
domain,quality_pass,domain_only,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,705045556,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,ae314c8e100f07f4cd1459163cf824341232191d12a9e056a978d2d9e1b319b9
domain,quality_pass,domain_only,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,54420191,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,bf7f0a82e2b5442093f81fb2d5e15064881d9f89b70a47ebfd791dcc5730de44
domain,quality_pass,domain_only,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,657875773,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,2196b5f9b8c35e7de518be0c2650d287ab30bf444876af81d4827bfb22812053
domain,quality_pass,domain_only,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1653735249,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,79121abfe33095075a5e7a3fed2b6f53c9efe003040d23d874bc30a1fd747f21
domain,quality_pass,domain_only,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,373580379,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,0ad4e7538f8aa459a3e05daa6c214b734fffba69c6c2140ac0d287ee8824795e
domain,quality_pass,domain_only,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1469961849,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,b10b22e5a6b83767d07ad1d7fd527bd65e87f4847efb048b59310b7619b0124a
domain,quality_pass,domain_only,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,2072993634,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,a7e53297a84babc9f2bab411ec9b0186594edc24d8e25646db6e51aa7c4db085
domain,quality_pass,domain_only,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,67365004,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,8be91a5771af92c4e0c26b5b1e29ba30e6a48c176891cd96c555dd43cbd41a54
domain,quality_pass,domain_only,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1942152741,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,64763864f59fee7d32acd9bd96747cd1a78613a55d7d5fbfbf0ef65bf526148d
