scenario,outer_fold,declared_seed,evaluation_subset,representation,confidence_kind,observation_uid,true_label,predicted_label,raw_prototype_confidence,calibrated_correctness_probability,instrument,sensor_family
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row286,blank,ethanol,-0.2445276230573654,0.6681473680663912,Agilent-1,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row289,blank,ethanol,-0.1409603655338287,0.7133695328464675,Mira-3,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row297,4_ANPP,acetaminophen,-0.2562926113605499,0.6627864541111064,Pendar-1,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row306,benzyl_fentanyl,blank,-0.466730535030365,0.5609451709290553,Pendar-1,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row312,blank,ethanol,-0.3653259575366974,0.6112477566086661,Pendar-1,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row315,benzyl_fentanyl,acetaminophen,-0.4534259438514709,0.5676406625614605,Mira-3,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row323,4_ANPP,blank,-0.1988788247108459,0.6885297293230704,Mira-3,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row324,blank,ethanol,-0.1026660278439521,0.7291252537712136,Mira-3,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row331,blank,acetaminophen,-0.3707930743694305,0.6085853538191361,Pendar-1,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row479,acetaminophen,4_ANPP,-0.4428719878196716,0.5729345095841721,Mira-1,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row480,acetaminophen,4_ANPP,-0.226389467716217,0.6763272511412318,Agilent-3,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row481,acetaminophen,blank,-0.2171864956617355,0.680437110519093,Mira-1,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row484,acetaminophen,4_ANPP,-0.3399764597415924,0.6235038418391048,RMX-2,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row497,acetaminophen,4_ANPP,-0.1372358500957489,0.7149258119372703,Mira-1,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row498,acetaminophen,benzyl_fentanyl,-0.2272487431764602,0.6759421109969377,Mira-1,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row31,blank,acetaminophen,-0.5971400141716003,0.4516063883863291,Mira-3,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row227,ethanol,4_nitrophenol,-0.4167737066745758,0.5589497382083788,Mira-2,H_SERS_H_Kit
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row242,4_nitrophenol,4_ANPP,-0.4157021045684814,0.5595810357731247,Agilent-3,GaN_polymer
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row218,acetaminophen,blank,-0.4493135213851928,0.5396985627042237,RMX-2,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row299,4_nitrophenol,ethyl_paraoxon,-0.2337595522403717,0.6624680624614778,RMX-1,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row308,4_nitrophenol,acetaminophen,-0.3421823382377624,0.6023286247715668,RMX-1,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row333,ethanol,4_nitrophenol,-0.4365410804748535,0.5472723541242696,RMX-1,H_SERS_H_Kit
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row347,ethanol,ethyl_paraoxon,-0.3853138983249664,0.5773955620779159,Mira-2,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row355,ethanol,blank,-0.4147879183292389,0.5601194449944844,Pendar-3,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row211,4_ANPP,benzyl_fentanyl,-0.1468058973550796,0.707264469365344,Mira-3,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row224,benzyl_fentanyl,blank,-0.4426387250423431,0.5436590895967893,Pendar-1,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row263,blank,ethanol,-0.7406373023986816,0.3688515461820399,Pendar-1,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row277,blank,4_ANPP,-0.119364283978939,0.7206567625703777,Pendar-1,pSERS_Metrohm_silver
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row296,blank,ethanol,-0.3852175772190094,0.5774517349632788,Pendar-1,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row297,4_ANPP,acetaminophen,-0.1463346183300018,0.7074976215469467,Pendar-1,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row306,benzyl_fentanyl,blank,-0.6165953278541565,0.4401184531991296,Pendar-1,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row315,benzyl_fentanyl,blank,-0.3274073004722595,0.6107557700208105,Mira-3,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row323,4_ANPP,acetaminophen,-0.4260709583759308,0.553464792741696,Mira-3,NRC_Canadian_SERS
nato_outer_o0__train_quality_pass__test_quality_pass,0,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row331,blank,acetaminophen,-0.2592059969902038,0.6487374509616937,Pendar-1,pSERS_Metrohm_silver
