scenario,outer_fold,declared_seed,evaluation_subset,representation,confidence_kind,observation_uid,true_label,predicted_label,raw_prototype_confidence,calibrated_correctness_probability,instrument,sensor_family
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row78,acetaminophen,blank,-0.037273820489645,0.7360137038548092,RMX-2,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row79,acetaminophen,blank,-0.2341477274894714,0.6078314836041044,RMX-2,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row85,acetaminophen,blank,-0.1720819175243377,0.6509704297149005,RMX-2,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row87,acetaminophen,blank,-0.0781995952129364,0.7116265348916525,Mira-2,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row97,4_ANPP,acetaminophen,-0.1351963281631469,0.6755318765437255,Pendar-3,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row98,4_ANPP,acetaminophen,-0.143762394785881,0.6699073616268878,Pendar-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row106,benzyl_fentanyl,blank,-0.2362940013408661,0.6063046313717463,Pendar-3,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row108,benzyl_fentanyl,ethanol,-0.0484553761780262,0.7294836295204251,Mira-2,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row112,benzyl_fentanyl,acetaminophen,-0.1287949085235595,0.6797023530079153,RMX-2,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row211,4_nitrophenol,ethyl_paraoxon,-0.0963118150830268,0.7004160841415775,Pendar-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row249,4_nitrophenol,acetaminophen,-0.0997279956936836,0.6982738993752597,Pendar-2,GaN_polymer
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row255,ethanol,blank,-0.1017862260341644,0.6969790544211716,Mira-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row256,ethanol,ethyl_paraoxon,-0.2042307257652282,0.6288832211124732,Mira-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row259,ethanol,blank,-0.1440622508525848,0.6697095795322718,Pendar-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row260,ethanol,blank,-0.1062498614192009,0.6941602006976243,Pendar-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row17,blank,ethanol,-0.2305913567543029,0.6103568246617155,Pendar-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row44,blank,ethanol,-0.1568341702222824,0.6612302814293672,Mira-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row143,benzyl_fentanyl,acetaminophen,-0.1812748312950134,0.6447157044460772,Pendar-2,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row146,acetaminophen,blank,-0.1333560049533844,0.6767337265717555,Pendar-2,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row147,acetaminophen,blank,-0.1120102331042289,0.6905008661669232,Pendar-2,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row162,4_ANPP,acetaminophen,-0.1446496546268463,0.6693219598459986,Pendar-2,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row372,4_nitrophenol,ethyl_paraoxon,-0.0938893556594848,0.7019298490567449,RMX-1,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row373,4_nitrophenol,ethyl_paraoxon,-0.1539877355098724,0.6631292575776716,Pendar-3,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row376,4_nitrophenol,ethyl_paraoxon,-0.1517309099435806,0.6646311500471059,Pendar-3,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row380,4_nitrophenol,blank,-0.3353902995586395,0.5340138778857059,Mira-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row389,4_nitrophenol,ethyl_paraoxon,-0.2775942385196686,0.5765517150541539,Mira-2,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row58,4_nitrophenol,blank,-0.1208404079079628,0.684844864121829,Pendar-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row71,ethanol,ethyl_paraoxon,-0.2315769344568252,0.6096575626885781,Pendar-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row94,ethyl_paraoxon,4_nitrophenol,-0.2409931123256683,0.6029544768061005,Pendar-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row96,ethanol,blank,-0.1256846636533737,0.6817183888875554,Pendar-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row101,ethanol,blank,-0.0421530231833457,0.7331766987616872,Mira-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row103,ethanol,blank,-0.067506156861782,0.7181267027711785,Mira-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row141,4_nitrophenol,ethanol,-0.1011528968811035,0.6973778200830495,Mira-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row146,ethanol,ethyl_paraoxon,-0.1437021791934967,0.6699470719918457,Mira-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row148,ethanol,blank,-0.1017383709549903,0.6970091959851885,Mira-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row157,ethanol,blank,-0.1097534298896789,0.6919374031540944,RMX-1,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row159,4_nitrophenol,ethyl_paraoxon,-0.2217302620410919,0.6166230485921607,RMX-1,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row228,blank,acetaminophen,-0.0695328265428543,0.7169016150385891,Mira-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row242,blank,acetaminophen,-0.2051138281822204,0.6282683325127216,Agilent-1,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row304,blank,benzyl_fentanyl,-0.5380992293357849,0.38502305423435434,Mira-3,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row307,benzyl_fentanyl,ethanol,-0.0451966188848018,0.7313972145375983,Mira-3,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row332,blank,acetaminophen,-0.2709101438522339,0.5814108865720221,Pendar-1,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row338,blank,acetaminophen,-0.3924343585968017,0.49153606580189607,Agilent-1,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row394,acetaminophen,blank,-0.2535664737224579,0.593943692315864,RMX-2,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row397,4_ANPP,acetaminophen,-0.1543604880571365,0.6628808765600425,Pendar-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row403,4_ANPP,acetaminophen,-0.1616129279136657,0.6580304903428161,Agilent-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row407,acetaminophen,blank,-0.175142616033554,0.648893616235767,Mira-1,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row408,acetaminophen,ethyl_paraoxon,-0.1683412343263626,0.6535008733020691,Agilent-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,2718,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row412,4_ANPP,acetaminophen,-0.1124075651168823,0.6902475675613207,Agilent-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row17,blank,acetaminophen,-0.1925254464149475,0.7209620497192282,Mira-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row21,benzyl_fentanyl,4_ANPP,-0.2262907922267913,0.6966231861033054,Agilent-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row72,acetaminophen,blank,-0.1595516502857208,0.743538670926861,Pendar-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row75,acetaminophen,ethyl_paraoxon,-0.156473770737648,0.7455838733763442,RMX-2,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row76,acetaminophen,blank,-0.1680471450090408,0.7378379200865103,RMX-2,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row78,acetaminophen,ethyl_paraoxon,-0.1134372800588607,0.7730401292058791,RMX-2,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row79,acetaminophen,ethyl_paraoxon,-0.0914672538638114,0.7862246450378001,RMX-2,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row82,acetaminophen,4_ANPP,-0.1199435144662857,0.7690271657740277,Pendar-3,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row98,4_ANPP,acetaminophen,-0.2384546846151352,0.6875673084218524,Pendar-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row106,benzyl_fentanyl,4_ANPP,-0.2281909883022308,0.695218291608875,Pendar-3,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row108,benzyl_fentanyl,ethanol,-0.1682226061820984,0.7377193228739957,Mira-2,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row112,benzyl_fentanyl,blank,-0.1826421171426773,0.7278554636682386,RMX-2,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row211,4_nitrophenol,ethyl_paraoxon,-0.1898126453161239,0.722864796950225,Pendar-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row249,4_nitrophenol,blank,-0.1184547543525695,0.7699497761436319,Pendar-2,GaN_polymer
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row256,ethanol,ethyl_paraoxon,-0.1147548109292984,0.772231486575677,Mira-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row17,blank,ethyl_paraoxon,-0.149677038192749,0.7500619857425325,Pendar-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row147,acetaminophen,blank,-0.1725831925868988,0.7347608407968105,Pendar-2,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row372,4_nitrophenol,ethyl_paraoxon,-0.0652857199311256,0.8011966291926783,RMX-1,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row373,4_nitrophenol,ethyl_paraoxon,-0.1951081305742263,0.7191431443954414,Pendar-3,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row376,4_nitrophenol,ethyl_paraoxon,-0.0689856261014938,0.79912962661487,Pendar-3,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row380,4_nitrophenol,ethyl_paraoxon,-0.4793838262557983,0.4867555990744463,Mira-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row389,4_nitrophenol,ethyl_paraoxon,-0.1604186296463012,0.74296063655169,Mira-2,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row58,4_nitrophenol,ethyl_paraoxon,-0.1853117644786834,0.7260039847420585,Pendar-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row71,ethanol,ethyl_paraoxon,-0.0724968016147613,0.7971532210037339,Pendar-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row96,ethanol,ethyl_paraoxon,-0.0514775179326534,0.8087693348616429,Pendar-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row101,ethanol,4_ANPP,-0.2436290085315704,0.6836706901314442,Mira-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row141,4_nitrophenol,ethanol,-0.1946405917406082,0.7194729528819354,Mira-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row146,ethanol,ethyl_paraoxon,-0.1096057593822479,0.7753802088297721,Mira-2,H_SERS_H_Kit
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row212,blank,acetaminophen,-0.1532056480646133,0.7477436954275639,Pendar-1,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row220,blank,acetaminophen,-0.1698749959468841,0.7366007495228093,Pendar-1,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row304,blank,benzyl_fentanyl,-0.3045697212219238,0.6359380913811225,Mira-3,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row307,benzyl_fentanyl,blank,-0.2558769583702087,0.6743443943895302,Mira-3,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row321,blank,acetaminophen,-0.1598246097564697,0.7433567746713886,Mira-3,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row338,blank,acetaminophen,-0.2094270288944244,0.7089289234063295,Agilent-1,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row341,benzyl_fentanyl,acetaminophen,-0.3015653491020202,0.6383648124679512,Agilent-1,NRC_Canadian_SERS
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row393,acetaminophen,benzyl_fentanyl,-0.2907018661499023,0.6470800927672837,Pendar-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row403,4_ANPP,benzyl_fentanyl,-0.353832483291626,0.5952381120340974,Agilent-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row408,acetaminophen,ethyl_paraoxon,-0.1888648122549057,0.7235277138953156,Agilent-3,pSERS_Metrohm_silver
nato_outer_o2__train_strict_core__test_strict_core,2,3141,strict_core,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row412,4_ANPP,benzyl_fentanyl,-0.3142550885677337,0.6280682459688165,Agilent-3,pSERS_Metrohm_silver
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row142,acetaminophen,ethanol,-0.2415886223316192,0.3960397986125723,Pendar-3,pSERS_Metrohm_silver
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row144,acetaminophen,4_ANPP,-0.2451722770929336,0.39577880831386736,Pendar-3,NRC_Canadian_SERS
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row146,acetaminophen,4_ANPP,-0.4898340106010437,0.3781079964350469,RMX-2,NRC_Canadian_SERS
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row176,ethyl_paraoxon,acetaminophen,-0.2725732922554016,0.3937852199901377,Pendar-2,H_SERS_H_Kit
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row186,ethyl_paraoxon,acetaminophen,-0.2938447296619415,0.3922400263105466,Pendar-2,H_SERS_H_Kit
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row189,ethanol,ethyl_paraoxon,-0.2291252166032791,0.3969479434260853,Pendar-2,H_SERS_H_Kit
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row383,4_nitrophenol,acetaminophen,-0.205517292022705,0.39867007571228175,Pendar-3,NRC_Canadian_SERS
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row2,ethyl_paraoxon,ethanol,-0.2438166290521621,0.3958775304347629,Pendar-2,H_SERS_H_Kit
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row4,ethanol,4_ANPP,-0.4577847719192505,0.38040553279905776,Pendar-2,H_SERS_H_Kit
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row57,4_nitrophenol,ethyl_paraoxon,-0.3134373724460602,0.39081868960523714,Pendar-2,H_SERS_H_Kit
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row260,blank,acetaminophen,-0.4587559998035431,0.3803358283510545,Pendar-1,NRC_Canadian_SERS
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row317,4_ANPP,benzyl_fentanyl,-0.509335458278656,0.3767126484702992,Pendar-1,NRC_Canadian_SERS
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,1729,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row488,benzyl_fentanyl,4_ANPP,-0.4738407135009765,0.37925384235820997,Pendar-3,pSERS_Metrohm_silver
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row142,acetaminophen,blank,-0.2600798308849334,0.35718071621821373,Pendar-3,pSERS_Metrohm_silver
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row144,acetaminophen,4_ANPP,-0.2637394070625305,0.35683734512788773,Pendar-3,NRC_Canadian_SERS
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row176,ethyl_paraoxon,acetaminophen,-0.234387531876564,0.3595954908698403,Pendar-2,H_SERS_H_Kit
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row178,ethanol,blank,-0.0707458332180976,0.37513888718322397,Pendar-2,H_SERS_H_Kit
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row186,ethyl_paraoxon,ethanol,-0.1885474771261215,0.36392156449875285,Pendar-2,H_SERS_H_Kit
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row189,ethanol,ethyl_paraoxon,-0.2188338339328766,0.3610608279211549,Pendar-2,H_SERS_H_Kit
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row383,4_nitrophenol,ethanol,-0.2848369181156158,0.35486068177534436,Pendar-3,NRC_Canadian_SERS
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row2,ethyl_paraoxon,ethanol,-0.1892883330583572,0.36385147011651986,Pendar-2,H_SERS_H_Kit
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row4,ethanol,acetaminophen,-0.3425653576850891,0.3494774233945867,Pendar-2,H_SERS_H_Kit
nato_outer_o3__train_quality_pass__test_field_quality_stress,3,2718,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row57,4_nitrophenol,ethyl_paraoxon,-0.2707837224006653,0.3561768045376518,Pendar-2,H_SERS_H_Kit
