stage,training_subset,evaluation_subset,outer_fold,variant,candidate_id,representation,architecture,embedding_dimension,declared_seed,run_seed,epochs,temperature,observation_uid,master_sample_id,target_analyte,predicted_analyte,correct,supported,rejection_score,selection_source,requested_coverage,acceptance_confidence,accepted,decision,instrument,sensor_family
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row195,37.0,4_ANPP,4_ANPP,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8090280655016194,True,accept,Pendar-2,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row202,37.0,4_ANPP,4_ANPP,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8642906832368645,True,accept,RMX-2,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row203,37.0,4_ANPP,4_ANPP,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.7663945097836785,True,accept,RMX-2,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row207,35.0,benzyl_fentanyl,benzyl_fentanyl,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.9140910683482519,True,accept,RMX-2,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row213,39.0,benzyl_fentanyl,benzyl_fentanyl,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.9077964493371458,True,accept,RMX-2,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row215,40.0,acetaminophen,acetaminophen,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.702183023881934,True,accept,RMX-2,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row216,40.0,acetaminophen,acetaminophen,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8441294724913945,True,accept,RMX-2,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row218,41.0,acetaminophen,acetaminophen,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8642545519313197,True,accept,RMX-2,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row223,40.0,acetaminophen,acetaminophen,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.5932779306737531,False,reject_low_confidence,Pendar-2,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row225,41.0,acetaminophen,acetaminophen,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.7235623428206095,True,accept,Pendar-2,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row229,39.0,benzyl_fentanyl,benzyl_fentanyl,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.9099454706205976,True,accept,Pendar-2,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row287,51.0,4_nitrophenol,4_nitrophenol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.9022604761320361,True,accept,RMX-1,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row292,51.0,4_nitrophenol,4_nitrophenol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8808103871939301,True,accept,Agilent-3,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row293,51.0,4_nitrophenol,4_nitrophenol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.886326996437019,True,accept,Mira-2,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row299,51.0,4_nitrophenol,blank,False,True,calibrated_max_probability,cross_fitted_development,0.8,0.38319675347815674,False,reject_low_confidence,RMX-1,NRC_Canadian_SERS
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row308,51.0,4_nitrophenol,4_nitrophenol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.7547203470702897,True,accept,RMX-1,NRC_Canadian_SERS
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row315,51.0,4_nitrophenol,4_nitrophenol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.9030692068466926,True,accept,Mira-2,NRC_Canadian_SERS
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row333,55.0,ethanol,benzyl_fentanyl,False,True,calibrated_max_probability,cross_fitted_development,0.8,0.799413761810252,True,accept,RMX-1,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row335,55.0,ethanol,ethanol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8530247604449782,True,accept,Mira-2,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row338,55.0,ethanol,ethanol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8434080795125193,True,accept,Agilent-3,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row347,55.0,ethanol,ethyl_paraoxon,False,True,calibrated_max_probability,cross_fitted_development,0.8,0.8465862643357397,True,accept,Mira-2,NRC_Canadian_SERS
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row355,55.0,ethanol,blank,False,True,calibrated_max_probability,cross_fitted_development,0.8,0.4432899460270609,False,reject_low_confidence,Pendar-3,NRC_Canadian_SERS
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row3,51.0,4_nitrophenol,4_nitrophenol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8617093857982745,True,accept,Pendar-2,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row11,55.0,ethanol,ethanol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.7165061708853289,True,accept,Pendar-2,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row15,55.0,ethanol,ethanol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.5635955600970789,False,reject_low_confidence,Pendar-2,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row29,51.0,4_nitrophenol,4_nitrophenol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.9027336868981585,True,accept,RMX-1,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row30,51.0,4_nitrophenol,4_nitrophenol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8744915672507687,True,accept,Mira-2,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row74,65.0,ethyl_paraoxon,ethanol,False,True,calibrated_max_probability,cross_fitted_development,0.8,0.5338675378093949,False,reject_low_confidence,Pendar-2,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row84,68.0,ethyl_paraoxon,ethanol,False,True,calibrated_max_probability,cross_fitted_development,0.8,0.41045696030075113,False,reject_low_confidence,Pendar-2,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row93,70.0,ethanol,4_nitrophenol,False,True,calibrated_max_probability,cross_fitted_development,0.8,0.4037872766692745,False,reject_low_confidence,Pendar-2,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row105,65.0,ethyl_paraoxon,ethyl_paraoxon,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8509957679211129,True,accept,Mira-2,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row149,70.0,ethanol,ethanol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.824512500060341,True,accept,Mira-2,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row154,70.0,ethanol,ethanol,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8596611723548001,True,accept,RMX-1,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row169,68.0,ethyl_paraoxon,ethyl_paraoxon,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8557818080109633,True,accept,Mira-2,H_SERS_H_Kit
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row211,7.0,4_ANPP,benzyl_fentanyl,False,True,calibrated_max_probability,cross_fitted_development,0.8,0.852132105820222,True,accept,Mira-3,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row217,7.0,4_ANPP,4_ANPP,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8445626614929118,True,accept,Pendar-1,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row224,11.0,benzyl_fentanyl,acetaminophen,False,True,calibrated_max_probability,cross_fitted_development,0.8,0.5843152598586095,False,reject_low_confidence,Pendar-1,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row225,7.0,4_ANPP,4_ANPP,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8668814265946461,True,accept,Mira-3,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row235,11.0,benzyl_fentanyl,benzyl_fentanyl,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.9118921524035252,True,accept,Mira-3,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row256,7.0,4_ANPP,4_ANPP,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8596610469848486,True,accept,Agilent-1,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row259,8.0,blank,blank,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.8117032871509684,True,accept,Agilent-1,pSERS_Metrohm_silver
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row263,16.0,blank,blank,True,True,calibrated_max_probability,cross_fitted_development,0.8,0.4696400277554155,False,reject_low_confidence,Pendar-1,pSERS_Metrohm_silver
