stage,training_subset,evaluation_subset,outer_fold,variant,candidate_id,representation,architecture,embedding_dimension,declared_seed,run_seed,epochs,temperature,observation_uid,master_sample_id,target_analyte,predicted_analyte,correct,supported,confidence,instrument,sensor_family,probability_classes_json,probabilities_json
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row299,51.0,4_nitrophenol,blank,False,True,0.3831967534781567,RMX-1,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.010277086369764281, 0.12818091821137267, 0.23395526454948767, 0.015147291685017819, 0.38319675347815674, 0.13232403841032053, 0.09691864729588039]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row333,55.0,ethanol,benzyl_fentanyl,False,True,0.799413761810252,RMX-1,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.029042517048622526, 0.02416674136198518, 0.03294207237583514, 0.799413761810252, 0.008404433252238613, 0.08688997106774528, 0.019140503083321127]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row347,55.0,ethanol,ethyl_paraoxon,False,True,0.8465862643357397,Mira-2,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.01449475608812352, 0.054799298122025886, 0.008614235960358341, 0.016203503674287297, 0.014290676547500243, 0.04501126527196504, 0.8465862643357397]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session2_row355,55.0,ethanol,blank,False,True,0.4432899460270609,Pendar-3,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.04319897991778628, 0.16676585689546028, 0.16338761152971804, 0.013270810627946723, 0.4432899460270609, 0.15616883133250364, 0.013917963669524098]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row74,65.0,ethyl_paraoxon,ethanol,False,True,0.5338675378093949,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.057321523308240446, 0.13499469015028095, 0.015259571038586273, 0.018145540445159564, 0.025596893349808244, 0.5338675378093949, 0.21481424389852963]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row84,68.0,ethyl_paraoxon,ethanol,False,True,0.4104569603007511,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.1508811844976597, 0.18198221670980277, 0.12446527699512488, 0.03243854090738116, 0.07804903257840749, 0.41045696030075113, 0.021726788010872744]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row93,70.0,ethanol,4_nitrophenol,False,True,0.4037872766692745,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.08155528425006053, 0.4037872766692745, 0.043713925460976466, 0.011316650377614689, 0.07278758863020143, 0.32589985395917176, 0.06093942065270057]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row211,7.0,4_ANPP,benzyl_fentanyl,False,True,0.852132105820222,Mira-3,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.04386707706381168, 0.009433931204656016, 0.015539170502517125, 0.852132105820222, 0.04545438844036943, 0.016623031149538323, 0.016950295818885373]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row224,11.0,benzyl_fentanyl,acetaminophen,False,True,0.5843152598586095,Pendar-1,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.03248900875928927, 0.008668776716160287, 0.5843152598586095, 0.29866432687932387, 0.021747710321846, 0.031113332828600876, 0.023001584636170108]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row277,16.0,blank,4_ANPP,False,True,0.8489772499414238,Pendar-1,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.8489772499414238, 0.026918219440983906, 0.04793828550214456, 0.015177340356834865, 0.021700731196136473, 0.023933780133227802, 0.015354393429248544]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row296,16.0,blank,4_ANPP,False,True,0.4560565595645925,Pendar-1,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.4560565595645925, 0.027497770774022177, 0.020000110396607058, 0.12013014212623734, 0.23654088398570353, 0.11565174583475209, 0.024122787318085242]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row312,16.0,blank,4_ANPP,False,True,0.6187269300562674,Pendar-1,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.6187269300562674, 0.016519955567767607, 0.22637655142309676, 0.03508141145979019, 0.03929772432043565, 0.015209984620135224, 0.04878744255250702]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row315,11.0,benzyl_fentanyl,blank,False,True,0.6241070956131002,Mira-3,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.02801344059365075, 0.01700784736305083, 0.219897621670369, 0.03421508930261774, 0.6241070956131002, 0.06343003977811121, 0.01332886567910025]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row323,7.0,4_ANPP,blank,False,True,0.8366105112355197,Mira-3,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.03785700427201384, 0.022421336051871753, 0.05238918144986137, 0.018213571977565755, 0.8366105112355197, 0.021833346693869923, 0.010675048319297853]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row484,40.0,acetaminophen,4_ANPP,False,True,0.4255242841090087,RMX-2,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.4255242841090087, 0.0113714896124366, 0.34600953179157656, 0.12642238711151277, 0.048777458527044126, 0.009656690639898349, 0.03223815820852272]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row497,40.0,acetaminophen,4_ANPP,False,True,0.8656400962017823,Mira-1,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.8656400962017823, 0.01826894376886893, 0.02742811732133801, 0.018817333194880128, 0.03798702550411829, 0.017394315736945096, 0.014464168272067143]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,839585427,70,0.8214659729062531,session3_row498,40.0,acetaminophen,benzyl_fentanyl,False,True,0.7933404119441733,Mira-1,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.00992090618809069, 0.02259028457435893, 0.10185609759333837, 0.7933404119441733, 0.023976779185894026, 0.03372877708900852, 0.014586743425136195]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session1_row31,8.0,blank,benzyl_fentanyl,False,True,0.825567364885085,Mira-3,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.03895619286142973, 0.018514667409401768, 0.0622618641194596, 0.825567364885085, 0.03265562651397685, 0.010644927057319207, 0.011399357153328]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session1_row33,7.0,4_ANPP,blank,False,True,0.5998265014997769,Mira-3,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.05800304135094751, 0.026918133161181513, 0.07907781559460064, 0.17978769476177356, 0.5998265014997769, 0.031200340778363013, 0.025186472853356765]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session1_row177,51.0,4_nitrophenol,ethanol,False,True,0.825664526939021,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.011255332664979367, 0.008211751055330167, 0.013105497504823298, 0.020158684437686838, 0.008374662455596937, 0.825664526939021, 0.11322954494256236]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session1_row227,55.0,ethanol,4_nitrophenol,False,True,0.8703568006367528,Mira-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.01053448857357492, 0.8703568006367528, 0.00905575748886352, 0.006682793466562689, 0.03280263565033805, 0.005232349722867364, 0.06533517446104072]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session1_row242,51.0,4_nitrophenol,acetaminophen,False,True,0.8821064874291409,Agilent-3,GaN_polymer,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.020513482555551528, 0.010363048049608067, 0.8821064874291409, 0.02702011068025997, 0.010271003315639274, 0.04364688767908806, 0.006078980290712241]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session2_row299,51.0,4_nitrophenol,ethanol,False,True,0.6024068497145583,RMX-1,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.04222319475067215, 0.04257036441784098, 0.14402320808480862, 0.045679829414358816, 0.027858312623321845, 0.6024068497145583, 0.09523824099443923]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session2_row333,55.0,ethanol,benzyl_fentanyl,False,True,0.3379262669149724,RMX-1,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.03228793059061427, 0.022271193790331364, 0.2800625082010788, 0.33792626691497246, 0.01202293475224679, 0.24643886941738388, 0.06899029633337249]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session2_row347,55.0,ethanol,ethyl_paraoxon,False,True,0.7534814247931056,Mira-2,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.010846682617402067, 0.03481777667831947, 0.013054143173709976, 0.016918167141674243, 0.006273233089350715, 0.16460857250643773, 0.7534814247931056]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session2_row355,55.0,ethanol,4_nitrophenol,False,True,0.4715461246737152,Pendar-3,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.02605724349898283, 0.4715461246737152, 0.03734219055539349, 0.021158320911596785, 0.3908970899968577, 0.032393005313814976, 0.020606025049639074]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session3_row11,55.0,ethanol,benzyl_fentanyl,False,True,0.477667332639612,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.04261208827931817, 0.02038986136752832, 0.06476397818376657, 0.47766733263961203, 0.015168751136732892, 0.29918347915010884, 0.08021450924293315]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session3_row84,68.0,ethyl_paraoxon,acetaminophen,False,True,0.8383768335858617,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.02449308756650414, 0.016958794943497044, 0.8383768335858617, 0.023099960808967115, 0.011121323234226224, 0.07391684228871707, 0.012033157572226649]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session3_row211,7.0,4_ANPP,benzyl_fentanyl,False,True,0.908944499994203,Mira-3,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.01594328840441789, 0.010053609112636195, 0.01927947762991862, 0.908944499994203, 0.030964521157656102, 0.0073621338122889695, 0.00745246988887918]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session3_row263,16.0,blank,acetaminophen,False,True,0.6527679888527199,Pendar-1,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.029730021495730653, 0.014746786338245825, 0.6527679888527199, 0.03572013798193813, 0.12467456336795324, 0.13333831701393, 0.009022184949482252]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session3_row277,16.0,blank,4_ANPP,False,True,0.9299756370605504,Pendar-1,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.9299756370605503, 0.010974574964592403, 0.018080350580778115, 0.015516761659632753, 0.006324085300783411, 0.012468208727402303, 0.006660381706260583]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session3_row296,16.0,blank,benzyl_fentanyl,False,True,0.4636911247139255,Pendar-1,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.3269723277437683, 0.014689699881525577, 0.01824171218045957, 0.46369112471392554, 0.04149848358875575, 0.06907305973656944, 0.06583359215499597]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session3_row315,11.0,benzyl_fentanyl,blank,False,True,0.530878364270759,Mira-3,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.054136005134538485, 0.015509394717812517, 0.17649781814042145, 0.19307659703998228, 0.530878364270759, 0.014450775322010027, 0.015451045374476375]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session3_row323,7.0,4_ANPP,blank,False,True,0.9108410485327632,Mira-3,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.010495310272958396, 0.02330644001675599, 0.018469136447258533, 0.02492313077708855, 0.9108410485327633, 0.006563959020915771, 0.005400974932259555]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session3_row479,40.0,acetaminophen,4_ANPP,False,True,0.6981262755189049,Mira-1,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.6981262755189049, 0.015508314301814959, 0.17188879670305388, 0.06834374346738957, 0.007911119086603562, 0.028998131303058578, 0.009223619619174395]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session3_row480,40.0,acetaminophen,4_ANPP,False,True,0.7146849740468858,Agilent-3,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.7146849740468858, 0.02685287621629156, 0.11058799624174487, 0.0936476503095026, 0.014989129619335724, 0.02195046087597589, 0.017286912690263258]"
outer,strict_core,strict_core,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,713018678,70,0.8214659729062531,session3_row497,40.0,acetaminophen,4_ANPP,False,True,0.8948702947591869,Mira-1,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.8948702947591869, 0.020860447850269845, 0.024164955293234223, 0.016049769500968983, 0.0131213925994991, 0.017717194973380184, 0.013215945023460554]"
