subset,outer_fold,rejection_score,requested_coverage,n_retained,realized_coverage,accuracy,selective_risk,confidence_threshold,selection_utility,selected
strict_core,1,calibrated_max_probability,0.8,384,0.8016701461377871,0.8020833333333334,0.19791666666666663,0.5663463683871093,0.8318535052910053,True
strict_core,1,calibrated_max_probability,0.7,336,0.7014613778705637,0.8452380952380952,0.15476190476190477,0.663048017594603,0.8318535052910053,True
strict_core,1,calibrated_max_probability,0.5,240,0.5010438413361169,0.9208333333333333,0.07916666666666672,0.8197704390301699,0.8318535052910053,True
strict_core,1,energy,1.0,479,1.0,0.7265135699373695,0.2734864300626305,1.322427772210938,0.8235119047619046,False
strict_core,1,energy,0.9,432,0.9018789144050104,0.75,0.25,1.669120508293073,0.8235119047619046,False
strict_core,1,energy,0.8,384,0.8016701461377871,0.7916666666666666,0.20833333333333337,1.7952405453722666,0.8235119047619046,False
strict_core,1,energy,0.7,336,0.7014613778705637,0.8273809523809523,0.17261904761904767,1.884308645906049,0.8235119047619046,False
strict_core,1,energy,0.5,240,0.5010438413361169,0.925,0.07499999999999996,2.0419838604225387,0.8235119047619046,False
strict_core,1,class_conditional_embedding_mahalanobis,1.0,479,1.0,0.7265135699373695,0.2734864300626305,-4964.66162109375,0.8237165178571428,False
strict_core,1,class_conditional_embedding_mahalanobis,0.9,432,0.9018789144050104,0.75,0.25,-1522.9979248046875,0.8237165178571428,False
strict_core,1,class_conditional_embedding_mahalanobis,0.8,384,0.8016701461377871,0.7942708333333334,0.20572916666666663,-850.8663330078125,0.8237165178571428,False
strict_core,1,class_conditional_embedding_mahalanobis,0.7,336,0.7014613778705637,0.8422619047619048,0.15773809523809523,-501.7607421875,0.8237165178571428,False
strict_core,1,class_conditional_embedding_mahalanobis,0.5,240,0.5010438413361169,0.9083333333333333,0.09166666666666667,-87.22093200683594,0.8237165178571428,False
quality_pass,1,calibrated_max_probability,1.0,396,1.0,0.7626262626262627,0.23737373737373735,0.35421666989748557,0.8816730793332477,True
quality_pass,1,calibrated_max_probability,0.9,357,0.9015151515151515,0.8095238095238095,0.19047619047619047,0.5232541643336368,0.8816730793332477,True
quality_pass,1,calibrated_max_probability,0.8,317,0.8005050505050505,0.861198738170347,0.13880126182965302,0.6461936751309079,0.8816730793332477,True
quality_pass,1,calibrated_max_probability,0.7,278,0.702020202020202,0.9064748201438849,0.09352517985611508,0.7207440184406314,0.8816730793332477,True
quality_pass,1,calibrated_max_probability,0.5,198,0.5,0.9494949494949495,0.0505050505050505,0.8509002134115458,0.8816730793332477,True
quality_pass,1,energy,1.0,396,1.0,0.7626262626262627,0.23737373737373735,1.389646763546297,0.8458790842555199,False
quality_pass,1,energy,0.9,357,0.9015151515151515,0.7899159663865546,0.2100840336134454,1.7806237927244566,0.8458790842555199,False
quality_pass,1,energy,0.8,317,0.8005050505050505,0.8233438485804416,0.17665615141955837,1.9255178656214862,0.8458790842555199,False
quality_pass,1,energy,0.7,278,0.702020202020202,0.8561151079136691,0.14388489208633093,2.0058166577659677,0.8458790842555199,False
quality_pass,1,energy,0.5,198,0.5,0.9141414141414141,0.08585858585858586,2.113844624789003,0.8458790842555199,False
quality_pass,1,class_conditional_embedding_mahalanobis,1.0,396,1.0,0.7626262626262627,0.23737373737373735,-2710.109619140625,0.8583418873151087,False
quality_pass,1,class_conditional_embedding_mahalanobis,0.9,357,0.9015151515151515,0.7955182072829131,0.20448179271708689,-808.2163696289062,0.8583418873151087,False
quality_pass,1,class_conditional_embedding_mahalanobis,0.8,317,0.8005050505050505,0.8264984227129337,0.17350157728706628,-451.1142883300781,0.8583418873151087,False
quality_pass,1,class_conditional_embedding_mahalanobis,0.7,278,0.702020202020202,0.8669064748201439,0.13309352517985606,-217.86398315429688,0.8583418873151087,False
quality_pass,1,class_conditional_embedding_mahalanobis,0.5,198,0.5,0.9444444444444444,0.05555555555555558,-58.66009521484375,0.8583418873151087,False
strict_core,2,calibrated_max_probability,1.0,481,1.0,0.683991683991684,0.316008316008316,0.2695076986637274,0.7742865646189678,False
strict_core,2,calibrated_max_probability,0.9,433,0.9002079002079002,0.7251732101616628,0.2748267898383372,0.4575952216163119,0.7742865646189678,False
strict_core,2,calibrated_max_probability,0.8,385,0.8004158004158004,0.7480519480519481,0.2519480519480519,0.5544597566278895,0.7742865646189678,False
strict_core,2,calibrated_max_probability,0.7,337,0.7006237006237006,0.7774480712166172,0.2225519287833828,0.6200411298342069,0.7742865646189678,False
strict_core,2,calibrated_max_probability,0.5,241,0.501039501039501,0.8464730290456431,0.15352697095435686,0.7313782851972953,0.7742865646189678,False
strict_core,2,energy,1.0,481,1.0,0.683991683991684,0.316008316008316,1.2301454923798127,0.7609044993650746,False
strict_core,2,energy,0.9,433,0.9002079002079002,0.7066974595842956,0.29330254041570436,1.6362818507105814,0.7609044993650746,False
strict_core,2,energy,0.8,385,0.8004158004158004,0.7402597402597403,0.2597402597402597,1.7652113516360233,0.7609044993650746,False
strict_core,2,energy,0.7,337,0.7006237006237006,0.7833827893175074,0.21661721068249262,1.8374680614350578,0.7609044993650746,False
strict_core,2,energy,0.5,241,0.501039501039501,0.8132780082987552,0.18672199170124482,1.9187242751341695,0.7609044993650746,False
strict_core,2,class_conditional_embedding_mahalanobis,1.0,481,1.0,0.683991683991684,0.316008316008316,-4019.58447265625,0.7793210416055962,True
strict_core,2,class_conditional_embedding_mahalanobis,0.9,433,0.9002079002079002,0.7159353348729792,0.2840646651270208,-1060.3291015625,0.7793210416055962,True
strict_core,2,class_conditional_embedding_mahalanobis,0.8,385,0.8004158004158004,0.7584415584415585,0.24155844155844153,-481.13250732421875,0.7793210416055962,True
strict_core,2,class_conditional_embedding_mahalanobis,0.7,337,0.7006237006237006,0.7922848664688428,0.20771513353115723,-221.2329864501953,0.7793210416055962,True
strict_core,2,class_conditional_embedding_mahalanobis,0.5,241,0.501039501039501,0.8506224066390041,0.14937759336099588,-38.93203353881836,0.7793210416055962,True
quality_pass,2,calibrated_max_probability,1.0,405,1.0,0.7358024691358025,0.2641975308641975,0.26516354707115763,0.8275983889011449,True
quality_pass,2,calibrated_max_probability,0.9,365,0.9012345679012346,0.7753424657534247,0.2246575342465753,0.4799113442044467,0.8275983889011449,True
quality_pass,2,calibrated_max_probability,0.8,324,0.8,0.8117283950617284,0.18827160493827155,0.5961715204948514,0.8275983889011449,True
quality_pass,2,calibrated_max_probability,0.7,284,0.7012345679012346,0.8415492957746479,0.15845070422535212,0.6731070437115254,0.8275983889011449,True
quality_pass,2,calibrated_max_probability,0.5,203,0.5012345679012346,0.8817733990147784,0.11822660098522164,0.7910171195268407,0.8275983889011449,True
quality_pass,2,energy,1.0,405,1.0,0.7358024691358025,0.2641975308641975,1.4049678099487375,0.8130999986341887,False
quality_pass,2,energy,0.9,365,0.9012345679012346,0.7616438356164383,0.23835616438356166,1.7864242646423487,0.8130999986341887,False
quality_pass,2,energy,0.8,324,0.8,0.7962962962962963,0.20370370370370372,1.8818806132975157,0.8130999986341887,False
quality_pass,2,energy,0.7,284,0.7012345679012346,0.8274647887323944,0.17253521126760563,1.913146041878898,0.8130999986341887,False
quality_pass,2,energy,0.5,203,0.5012345679012346,0.8669950738916257,0.13300492610837433,2.016449096260933,0.8130999986341887,False
quality_pass,2,class_conditional_embedding_mahalanobis,1.0,405,1.0,0.7358024691358025,0.2641975308641975,-2747.590576171875,0.8036440493412724,False
quality_pass,2,class_conditional_embedding_mahalanobis,0.9,365,0.9012345679012346,0.7506849315068493,0.24931506849315066,-804.1202392578125,0.8036440493412724,False
quality_pass,2,class_conditional_embedding_mahalanobis,0.8,324,0.8,0.7870370370370371,0.2129629629629629,-327.2739562988281,0.8036440493412724,False
quality_pass,2,class_conditional_embedding_mahalanobis,0.7,284,0.7012345679012346,0.8098591549295775,0.1901408450704225,-133.938232421875,0.8036440493412724,False
quality_pass,2,class_conditional_embedding_mahalanobis,0.5,203,0.5012345679012346,0.8669950738916257,0.13300492610837433,-38.278053283691406,0.8036440493412724,False
strict_core,3,calibrated_max_probability,1.0,478,1.0,0.696652719665272,0.303347280334728,0.2784019505885314,0.7976650351721047,True
strict_core,3,calibrated_max_probability,0.9,431,0.9016736401673641,0.740139211136891,0.25986078886310904,0.479381241549994,0.7976650351721047,True
strict_core,3,calibrated_max_probability,0.8,383,0.801255230125523,0.7754569190600522,0.2245430809399478,0.599237866432512,0.7976650351721047,True
strict_core,3,calibrated_max_probability,0.7,335,0.700836820083682,0.808955223880597,0.19104477611940296,0.66366018586501,0.7976650351721047,True
strict_core,3,calibrated_max_probability,0.5,239,0.5,0.8661087866108786,0.13389121338912136,0.7510824770316961,0.7976650351721047,True
strict_core,3,energy,1.0,478,1.0,0.696652719665272,0.303347280334728,1.3165483579068749,0.7844586268628662,False
strict_core,3,energy,0.9,431,0.9016736401673641,0.7354988399071926,0.26450116009280744,1.8091986743138944,0.7844586268628662,False
strict_core,3,energy,0.8,383,0.801255230125523,0.7780678851174935,0.22193211488250653,1.9347718080789535,0.7844586268628662,False
strict_core,3,energy,0.7,335,0.700836820083682,0.8,0.19999999999999996,1.9715292741180863,0.7844586268628662,False
strict_core,3,energy,0.5,239,0.5,0.8242677824267782,0.17573221757322177,2.0850531944059107,0.7844586268628662,False
strict_core,3,class_conditional_embedding_mahalanobis,1.0,478,1.0,0.696652719665272,0.303347280334728,-2222.6474609375,0.7918943791719838,False
strict_core,3,class_conditional_embedding_mahalanobis,0.9,431,0.9016736401673641,0.728538283062645,0.271461716937355,-616.4144897460938,0.7918943791719838,False
strict_core,3,class_conditional_embedding_mahalanobis,0.8,383,0.801255230125523,0.7597911227154047,0.24020887728459528,-366.22613525390625,0.7918943791719838,False
strict_core,3,class_conditional_embedding_mahalanobis,0.7,335,0.700836820083682,0.808955223880597,0.19104477611940296,-180.13311767578125,0.7918943791719838,False
strict_core,3,class_conditional_embedding_mahalanobis,0.5,239,0.5,0.8702928870292888,0.12970711297071125,-39.745365142822266,0.7918943791719838,False
quality_pass,3,calibrated_max_probability,1.0,399,1.0,0.7543859649122807,0.24561403508771928,0.2619716733344438,0.8409722222222222,True
quality_pass,3,calibrated_max_probability,0.9,360,0.9022556390977443,0.7888888888888889,0.21111111111111114,0.5025743291694748,0.8409722222222222,True
quality_pass,3,calibrated_max_probability,0.8,320,0.8020050125313283,0.825,0.17500000000000004,0.6297139039779063,0.8409722222222222,True
quality_pass,3,calibrated_max_probability,0.7,280,0.7017543859649122,0.85,0.15000000000000002,0.7154254258337708,0.8409722222222222,True
quality_pass,3,calibrated_max_probability,0.5,200,0.5012531328320802,0.9,0.09999999999999998,0.8222297749872465,0.8409722222222222,True
quality_pass,3,energy,1.0,399,1.0,0.7543859649122807,0.24561403508771928,1.4268836152385822,0.8344816468253968,False
quality_pass,3,energy,0.9,360,0.9022556390977443,0.7944444444444444,0.2055555555555556,1.7953941576935892,0.8344816468253968,False
quality_pass,3,energy,0.8,320,0.8020050125313283,0.815625,0.18437499999999996,1.8641496009358594,0.8344816468253968,False
quality_pass,3,energy,0.7,280,0.7017543859649122,0.8428571428571429,0.15714285714285714,1.9524520757234223,0.8344816468253968,False
quality_pass,3,energy,0.5,200,0.5012531328320802,0.885,0.11499999999999999,2.0420921372532392,0.8344816468253968,False
quality_pass,3,class_conditional_embedding_mahalanobis,1.0,399,1.0,0.7543859649122807,0.24561403508771928,-1395.755615234375,0.8309176587301588,False
quality_pass,3,class_conditional_embedding_mahalanobis,0.9,360,0.9022556390977443,0.7777777777777778,0.2222222222222222,-445.3812561035156,0.8309176587301588,False
quality_pass,3,class_conditional_embedding_mahalanobis,0.8,320,0.8020050125313283,0.81875,0.18125000000000002,-231.53973388671875,0.8309176587301588,False
quality_pass,3,class_conditional_embedding_mahalanobis,0.7,280,0.7017543859649122,0.8321428571428572,0.16785714285714282,-109.97689056396484,0.8309176587301588,False
quality_pass,3,class_conditional_embedding_mahalanobis,0.5,200,0.5012531328320802,0.895,0.10499999999999998,-27.798070907592773,0.8309176587301588,False
strict_core,4,calibrated_max_probability,1.0,474,1.0,0.7151898734177216,0.28481012658227844,0.18587837344106342,0.8052232764505513,True
strict_core,4,calibrated_max_probability,0.9,427,0.9008438818565401,0.7494145199063232,0.25058548009367676,0.45119579314184927,0.8052232764505513,True
strict_core,4,calibrated_max_probability,0.8,380,0.8016877637130801,0.7842105263157895,0.21578947368421053,0.5728164921496709,0.8052232764505513,True
strict_core,4,calibrated_max_probability,0.7,332,0.70042194092827,0.822289156626506,0.17771084337349397,0.6845559521355474,0.8052232764505513,True
strict_core,4,calibrated_max_probability,0.5,237,0.5,0.8649789029535865,0.13502109704641352,0.7776441046931036,0.8052232764505513,True
strict_core,4,energy,1.0,474,1.0,0.7151898734177216,0.28481012658227844,1.3843065309686258,0.7832745683628689,False
strict_core,4,energy,0.9,427,0.9008438818565401,0.7447306791569087,0.2552693208430913,1.6965839517765675,0.7832745683628689,False
strict_core,4,energy,0.8,380,0.8016877637130801,0.7631578947368421,0.23684210526315785,1.8226183955082869,0.7832745683628689,False
strict_core,4,energy,0.7,332,0.70042194092827,0.7771084337349398,0.22289156626506024,1.9078646609809031,0.7832745683628689,False
strict_core,4,energy,0.5,237,0.5,0.8481012658227848,0.15189873417721522,2.0829895814514576,0.7832745683628689,False
strict_core,4,class_conditional_embedding_mahalanobis,1.0,474,1.0,0.7151898734177216,0.28481012658227844,-2282.06689453125,0.8016124370916992,False
strict_core,4,class_conditional_embedding_mahalanobis,0.9,427,0.9008438818565401,0.747072599531616,0.252927400468384,-880.438232421875,0.8016124370916992,False
strict_core,4,class_conditional_embedding_mahalanobis,0.8,380,0.8016877637130801,0.7763157894736842,0.22368421052631582,-487.9595947265625,0.8016124370916992,False
strict_core,4,class_conditional_embedding_mahalanobis,0.7,332,0.70042194092827,0.8012048192771084,0.1987951807228916,-232.44139099121094,0.8016124370916992,False
strict_core,4,class_conditional_embedding_mahalanobis,0.5,237,0.5,0.8818565400843882,0.11814345991561181,-46.22047805786133,0.8016124370916992,False
quality_pass,4,calibrated_max_probability,1.0,403,1.0,0.7444168734491315,0.25558312655086846,0.19936172079216594,0.8259321149166351,True
quality_pass,4,calibrated_max_probability,0.9,363,0.9007444168734491,0.7768595041322314,0.22314049586776863,0.48498593694582093,0.8259321149166351,True
quality_pass,4,calibrated_max_probability,0.8,323,0.8014888337468983,0.8018575851393189,0.19814241486068107,0.6217231231687416,0.8259321149166351,True
quality_pass,4,calibrated_max_probability,0.7,283,0.7022332506203474,0.833922261484099,0.16607773851590102,0.7044221840245567,0.8259321149166351,True
quality_pass,4,calibrated_max_probability,0.5,202,0.5012406947890818,0.8910891089108911,0.1089108910891089,0.7797847187636185,0.8259321149166351,True
quality_pass,4,energy,1.0,403,1.0,0.7444168734491315,0.25558312655086846,1.3637302110205425,0.8098169909467419,False
quality_pass,4,energy,0.9,363,0.9007444168734491,0.7713498622589532,0.2286501377410468,1.7099027301632002,0.8098169909467419,False
quality_pass,4,energy,0.8,323,0.8014888337468983,0.7987616099071208,0.20123839009287925,1.786549082229209,0.8098169909467419,False
quality_pass,4,energy,0.7,283,0.7022332506203474,0.8127208480565371,0.1872791519434629,1.8345575218501216,0.8098169909467419,False
quality_pass,4,energy,0.5,202,0.5012406947890818,0.8564356435643564,0.14356435643564358,1.9346169131690396,0.8098169909467419,False
quality_pass,4,class_conditional_embedding_mahalanobis,1.0,403,1.0,0.7444168734491315,0.25558312655086846,-1908.91845703125,0.7870240819287095,False
quality_pass,4,class_conditional_embedding_mahalanobis,0.9,363,0.9007444168734491,0.7658402203856749,0.2341597796143251,-546.5885009765625,0.7870240819287095,False
quality_pass,4,class_conditional_embedding_mahalanobis,0.8,323,0.8014888337468983,0.7894736842105263,0.21052631578947367,-155.06484985351562,0.7870240819287095,False
quality_pass,4,class_conditional_embedding_mahalanobis,0.7,283,0.7022332506203474,0.8056537102473498,0.19434628975265023,-45.03245162963867,0.7870240819287095,False
quality_pass,4,class_conditional_embedding_mahalanobis,0.5,202,0.5012406947890818,0.7871287128712872,0.21287128712871284,-5.482577800750732,0.7870240819287095,False
