tsne1,tsne2,label,substrate
-21.447647,18.917759,pyridine,pSERS
-21.9004,14.866065,pyridine,pSERS
-21.142801,18.545218,pyridine,pSERS
-22.79268,15.061384,pyridine,pSERS
-20.918015,18.539167,pyridine,pSERS
-22.135195,12.63209,pyridine,pSERS
-22.34986,17.689215,pyridine,pSERS
-22.17843,18.087141,pyridine,pSERS
-22.531164,14.226083,pyridine,pSERS
-22.656149,14.581186,pyridine,pSERS
-20.557438,12.0964985,pyridine,pSERS
-21.876816,15.423502,pyridine,pSERS
-21.519447,17.799149,pyridine,pSERS
-22.443527,13.446561,pyridine,pSERS
-22.684769,16.68056,pyridine,pSERS
-21.327412,9.673139,pyridine,pSERS
-21.891853,16.745495,pyridine,pSERS
-21.235039,11.306946,pyridine,pSERS
-21.51339,8.776217,pyridine,pSERS
-21.38028,17.084644,pyridine,pSERS
-20.921255,17.185455,pyridine,pSERS
35.601906,2.7179916,4np,PICO
35.991306,0.8934148,4np,PICO
36.257618,1.1152313,4np,PICO
39.20794,3.5743437,4np,PICO
39.042236,2.920484,4np,PICO
36.692516,1.2884885,4np,PICO
38.02164,1.9533818,4np,PICO
39.226536,1.6098347,4np,PICO
35.875908,1.9839005,4np,PICO
37.648415,2.3674092,4np,PICO
37.587826,2.773842,4np,PICO
38.584583,3.5936854,4np,PICO
38.220165,4.0452332,4np,PICO
38.592056,2.3055022,4np,PICO
37.348072,3.3950267,4np,PICO
38.25357,2.2505486,4np,PICO
39.461273,2.3422737,4np,PICO
37.769394,0.89713126,4np,PICO
36.37443,2.173324,4np,PICO
36.849613,3.6479874,4np,PICO
36.916183,0.98916423,4np,PICO
36.230965,0.26152864,4np,PICO
36.58443,1.9804574,4np,PICO
36.81736,3.0695658,4np,PICO
35.580288,1.8257204,4np,PICO
-1.1233003,-17.561995,benzenethiol,PICO
-7.6308904,-19.560293,benzenethiol,PICO
-6.975322,-19.118607,benzenethiol,PICO
-3.2940905,-21.007273,benzenethiol,PICO
7.2040596,-16.51333,benzenethiol,PICO
-3.808042,-21.061987,benzenethiol,PICO
-6.1887054,-21.308601,benzenethiol,PICO
6.769851,-13.458087,benzenethiol,PICO
5.8219094,-15.15829,benzenethiol,PICO
-7.217138,-19.398705,benzenethiol,PICO
6.41289,-13.915435,benzenethiol,PICO
1.5875976,-14.280485,benzenethiol,PICO
5.7815833,-11.517261,benzenethiol,PICO
6.675602,-12.601866,benzenethiol,PICO
4.274108,-11.884299,benzenethiol,PICO
7.7503395,-13.499226,benzenethiol,PICO
3.9227433,-11.251117,benzenethiol,PICO
-7.2851224,-19.777615,benzenethiol,PICO
7.860119,-13.572264,benzenethiol,PICO
2.7200286,-20.508984,benzenethiol,PICO
4.6422462,-10.262155,benzenethiol,PICO
6.3616138,-13.250699,benzenethiol,PICO
-6.5989203,-19.785608,benzenethiol,PICO
-0.9118922,-17.319487,benzenethiol,PICO
-6.6061726,-18.789131,benzenethiol,PICO
-16.071226,21.686354,pyridine,PICO
-14.916632,20.168457,pyridine,PICO
-15.805702,22.042677,pyridine,PICO
-14.570604,19.51168,pyridine,PICO
-13.719482,21.720276,pyridine,PICO
-15.013508,21.947649,pyridine,PICO
-14.558609,15.912631,pyridine,PICO
-14.0453825,19.302317,pyridine,PICO
-13.760782,19.571655,pyridine,PICO
-14.999964,21.492754,pyridine,PICO
-14.505904,22.361044,pyridine,PICO
-14.930204,20.588383,pyridine,PICO
-13.731387,19.681091,pyridine,PICO
-14.426487,18.72223,pyridine,PICO
-15.4331875,22.382402,pyridine,PICO
-13.985545,17.19765,pyridine,PICO
-14.91563,22.86886,pyridine,PICO
-13.9805765,17.151264,pyridine,PICO
-17.316006,14.810157,pyridine,PICO
-14.377884,22.572462,pyridine,PICO
-14.049366,20.39734,pyridine,PICO
-14.294977,17.566439,pyridine,PICO
-13.7584505,22.310465,pyridine,PICO
-14.860612,16.410395,pyridine,PICO
-15.545882,22.759886,pyridine,PICO
4.883827,-8.1272,4np,AgNP
5.133227,-7.4574037,4np,AgNP
3.7192352,-5.5917287,4np,AgNP
5.058492,-7.937668,4np,AgNP
8.747127,-13.463263,4np,AgNP
5.0620174,-6.2333345,4np,AgNP
4.778586,-5.36387,4np,AgNP
5.234082,-3.9506135,4np,AgNP
5.112263,-1.8994058,4np,AgNP
5.5749116,-4.7597938,4np,AgNP
5.187286,-5.431247,4np,AgNP
4.596276,-6.17327,4np,AgNP
4.3468156,-3.6213348,4np,AgNP
5.7487187,-2.8492692,4np,AgNP
5.7913923,-3.4554408,4np,AgNP
5.033324,-3.503991,4np,AgNP
6.1886153,-4.107089,4np,AgNP
4.806159,-4.375927,4np,AgNP
4.315708,-5.3903065,4np,AgNP
6.444402,-3.8695853,4np,AgNP
5.0816803,-3.010575,4np,AgNP
6.8552766,-3.4259808,4np,AgNP
6.108777,-2.9979997,4np,AgNP
3.2374432,-4.878857,4np,AgNP
5.7148333,-5.705383,4np,AgNP
-21.025879,5.241826,pyridine,AgNP
-21.283438,1.3888779,pyridine,AgNP
-21.302372,6.3369517,pyridine,AgNP
-20.635115,7.3026567,pyridine,AgNP
-22.12241,2.7967753,pyridine,AgNP
-20.87819,7.6868463,pyridine,AgNP
-21.589127,5.402807,pyridine,AgNP
-21.249506,6.797003,pyridine,AgNP
-20.81771,3.874607,pyridine,AgNP
-21.30604,2.7568798,pyridine,AgNP
-21.437773,4.7544093,pyridine,AgNP
-21.766888,6.0827136,pyridine,AgNP
-20.321527,11.251863,pyridine,AgNP
-20.680511,9.077273,pyridine,AgNP
-21.681923,4.5725656,pyridine,AgNP
-22.198822,3.1728292,pyridine,AgNP
-21.683895,3.823555,pyridine,AgNP
-21.600767,2.4418356,pyridine,AgNP
-21.27875,1.6227701,pyridine,AgNP
-22.050951,9.80798,pyridine,AgNP
-21.60866,3.1305127,pyridine,AgNP
-21.20455,4.2974086,pyridine,AgNP
-21.315344,7.4708424,pyridine,AgNP
-20.543064,5.4726157,pyridine,AgNP
-21.263283,1.2240435,pyridine,AgNP
-17.45364,21.434187,pyridine,AuNP
-18.281185,12.5151415,pyridine,AuNP
-19.002155,10.045223,pyridine,AuNP
-19.448095,13.665632,pyridine,AuNP
-18.329386,12.949465,pyridine,AuNP
-16.971287,14.533812,pyridine,AuNP
-13.767721,15.550322,pyridine,AuNP
-21.572893,12.875323,pyridine,AuNP
-18.01216,12.516199,pyridine,AuNP
-19.253878,10.097955,pyridine,AuNP
-16.801504,14.985416,pyridine,AuNP
-16.237352,20.226963,pyridine,AuNP
-19.369343,12.6215105,pyridine,AuNP
-20.100487,10.775055,pyridine,AuNP
-18.501879,13.41744,pyridine,AuNP
-18.473951,11.901574,pyridine,AuNP
-16.951574,22.331444,pyridine,AuNP
-17.792208,15.593727,pyridine,AuNP
-18.936222,20.309015,pyridine,AuNP
-17.234312,21.71927,pyridine,AuNP
-17.209448,14.062416,pyridine,AuNP
-18.16818,20.216562,pyridine,AuNP
-19.845545,19.032995,pyridine,AuNP
-17.70821,20.379166,pyridine,AuNP
-23.512514,15.235604,pyridine,AuNP
4.768252,-9.287061,benzenethiol,Ag
3.9645188,-12.942758,benzenethiol,Ag
9.144377,-13.450383,benzenethiol,Ag
1.9025062,-22.189402,benzenethiol,Ag
1.9702874,-13.742391,benzenethiol,Ag
5.8592963,-17.815535,benzenethiol,Ag
-0.50099623,-24.173485,benzenethiol,Ag
4.3175783,-17.178421,benzenethiol,Ag
2.5609748,-14.45986,benzenethiol,Ag
6.456358,-22.223415,benzenethiol,Ag
1.6652771,-13.416565,benzenethiol,Ag
-5.977304,-21.053936,benzenethiol,Ag
5.6521935,-20.088753,benzenethiol,Ag
-2.5860472,-23.57716,benzenethiol,Ag
-4.734543,-24.679962,benzenethiol,Ag
2.795758,-25.607273,benzenethiol,Ag
1.4923694,-21.825903,benzenethiol,Ag
2.74609,-25.721636,benzenethiol,Ag
-4.1734157,-22.07225,benzenethiol,Ag
3.2180521,-12.246004,benzenethiol,Ag
-4.360297,-21.663244,benzenethiol,Ag
3.2850254,-14.542295,benzenethiol,Ag
2.5558846,-12.669111,benzenethiol,Ag
1.4739702,-13.764147,benzenethiol,Ag
-5.5855093,-23.736225,benzenethiol,Ag
5.3004575,-18.75378,benzenethiol,Au
6.721197,-18.68045,benzenethiol,Au
7.4719057,-17.889753,benzenethiol,Au
5.6804194,-21.913118,benzenethiol,Au
4.634259,-8.858682,benzenethiol,Au
7.433716,-17.271597,benzenethiol,Au
4.2124944,-16.495745,benzenethiol,Au
6.033947,-20.628492,benzenethiol,Au
5.5704947,-17.735508,benzenethiol,Au
6.90194,-15.863962,benzenethiol,Au
6.146058,-21.795294,benzenethiol,Au
7.2255936,-17.95924,benzenethiol,Au
5.5220246,-19.78068,benzenethiol,Au
4.626862,-19.713324,benzenethiol,Au
-3.3526301,-22.566755,benzenethiol,Au
3.4654193,-16.527136,benzenethiol,Au
2.9908767,-15.289345,benzenethiol,Au
7.531805,-14.055515,benzenethiol,Au
2.8437517,-23.626295,benzenethiol,Au
4.6136427,-19.760653,benzenethiol,Au
3.9969552,-20.4034,benzenethiol,Au
6.0455217,-16.872623,benzenethiol,Au
2.6465843,-24.662676,benzenethiol,Au
6.0652895,-19.247223,benzenethiol,Au
1.8038865,-14.831064,benzenethiol,Au
