pc1,pc2,label,substrate
-0.4236635,0.15732719,pyridine,AuNP
-0.4337721,0.18416479,pyridine,AuNP
-0.284351,0.27944344,pyridine,AuNP
-0.443646,0.118460625,pyridine,AuNP
-0.41479772,0.15896793,pyridine,AuNP
-0.38175222,0.12874742,pyridine,AuNP
-0.4388874,0.19042304,pyridine,AuNP
-0.4706707,0.20615305,pyridine,AuNP
-0.4291107,0.1412236,pyridine,AuNP
-0.40789586,0.11779329,pyridine,AuNP
-0.43392584,0.15654722,pyridine,AuNP
-0.40787467,0.15200444,pyridine,AuNP
-0.50218225,0.20472217,pyridine,AuNP
-0.4550842,0.1768753,pyridine,AuNP
-0.48894536,0.1805064,pyridine,AuNP
-0.4933675,0.20013277,pyridine,AuNP
-0.42881393,0.17953396,pyridine,AuNP
-0.47662038,0.18821892,pyridine,AuNP
-0.47304308,0.171615,pyridine,AuNP
-0.47631857,0.19347806,pyridine,AuNP
-0.46753812,0.13063784,pyridine,AuNP
0.14980572,-0.21056949,benzenethiol,Ag
0.15208012,-0.28377655,benzenethiol,Ag
0.31456816,-0.2646394,benzenethiol,Ag
0.12755582,-0.35315844,benzenethiol,Ag
0.1088635,-0.29717124,benzenethiol,Ag
0.15617654,-0.33374912,benzenethiol,Ag
0.1169552,-0.35828343,benzenethiol,Ag
0.1411272,-0.33204326,benzenethiol,Ag
0.1269862,-0.30443254,benzenethiol,Ag
0.1494003,-0.35846102,benzenethiol,Ag
0.099663965,-0.29101533,benzenethiol,Ag
0.07080461,-0.33881187,benzenethiol,Ag
0.14775446,-0.34745774,benzenethiol,Ag
0.11132295,-0.3588206,benzenethiol,Ag
0.10085469,-0.3697962,benzenethiol,Ag
0.122463055,-0.36678568,benzenethiol,Ag
0.12629057,-0.35213444,benzenethiol,Ag
0.1181467,-0.36961958,benzenethiol,Ag
0.09992674,-0.35455284,benzenethiol,Ag
0.12839885,-0.26935798,benzenethiol,Ag
0.09816662,-0.34959272,benzenethiol,Ag
0.14099203,-0.30414593,benzenethiol,Ag
0.11423147,-0.2728202,benzenethiol,Ag
0.09877418,-0.29870895,benzenethiol,Ag
0.07306989,-0.37753838,benzenethiol,Ag
0.150417,-0.34173262,benzenethiol,Au
0.16189152,-0.34163216,benzenethiol,Au
0.17475386,-0.33702862,benzenethiol,Au
0.14062853,-0.35570315,benzenethiol,Au
0.14066091,-0.20708443,benzenethiol,Au
0.17968047,-0.33178312,benzenethiol,Au
0.14166415,-0.32363576,benzenethiol,Au
0.14915432,-0.34939724,benzenethiol,Au
0.15519361,-0.33512092,benzenethiol,Au
0.17282453,-0.31370506,benzenethiol,Au
0.14597572,-0.3549943,benzenethiol,Au
0.1713683,-0.33740172,benzenethiol,Au
0.14797589,-0.34645402,benzenethiol,Au
0.14289021,-0.34601936,benzenethiol,Au
0.10753958,-0.3544034,benzenethiol,Au
0.13165827,-0.32977325,benzenethiol,Au
0.13126904,-0.31558865,benzenethiol,Au
0.1992772,-0.3015071,benzenethiol,Au
0.12819387,-0.35704607,benzenethiol,Au
0.14238916,-0.3458007,benzenethiol,Au
0.13801908,-0.34839907,benzenethiol,Au
0.16103028,-0.32776728,benzenethiol,Au
0.12375216,-0.36140215,benzenethiol,Au
0.15410046,-0.3439089,benzenethiol,Au
0.11299755,-0.3169499,benzenethiol,Au
