pc1,pc2,label,substrate
-0.5739768,0.2505192,pyridine,AuNP
-0.560845,0.3161814,pyridine,AuNP
-0.56793404,0.32266837,pyridine,AuNP
-0.56381917,0.32775834,pyridine,AuNP
-0.57149386,0.31374735,pyridine,AuNP
-0.57256,0.30742598,pyridine,AuNP
-0.5670887,0.30413535,pyridine,AuNP
-0.57406306,0.29973534,pyridine,AuNP
-0.57307744,0.30502585,pyridine,AuNP
-0.5607001,0.35868266,pyridine,AuNP
-0.57602733,0.2691146,pyridine,AuNP
0.109990045,-0.5326195,benzenethiol,Ag
0.14272666,-0.530964,benzenethiol,Ag
0.24062154,-0.51663387,benzenethiol,Ag
0.020491151,-0.52923673,benzenethiol,Ag
0.071112774,-0.53258455,benzenethiol,Ag
0.052106712,-0.5317802,benzenethiol,Ag
0.030648064,-0.53025806,benzenethiol,Ag
0.081558116,-0.53265995,benzenethiol,Ag
0.046649784,-0.5314536,benzenethiol,Ag
0.10168157,-0.53266853,benzenethiol,Ag
0.13187277,-0.5314737,benzenethiol,Ag
-0.019964542,-0.5240043,benzenethiol,Ag
0.061140113,-0.53220886,benzenethiol,Ag
0.0028426005,-0.52730775,benzenethiol,Ag
0.03323855,-0.53040284,benzenethiol,Ag
0.085839905,-0.5324718,benzenethiol,Ag
0.04075078,-0.53107965,benzenethiol,Ag
0.022948757,-0.5295676,benzenethiol,Ag
0.015860343,-0.5288339,benzenethiol,Ag
0.064677864,-0.5323702,benzenethiol,Ag
0.042025,-0.5311719,benzenethiol,Ag
0.084017485,-0.5328633,benzenethiol,Ag
0.15248518,-0.53017026,benzenethiol,Ag
0.04402178,-0.5312811,benzenethiol,Ag
-0.004446647,-0.5263155,benzenethiol,Ag
0.06949827,-0.5325544,benzenethiol,Au
0.085175075,-0.5328321,benzenethiol,Au
0.049944505,-0.53165597,benzenethiol,Au
0.03694596,-0.530762,benzenethiol,Au
0.3275733,-0.4628823,benzenethiol,Au
0.07917264,-0.5328009,benzenethiol,Au
0.15936896,-0.5294705,benzenethiol,Au
0.05942779,-0.5321787,benzenethiol,Au
0.109356396,-0.5326662,benzenethiol,Au
0.120276965,-0.5322974,benzenethiol,Au
0.06614089,-0.5324273,benzenethiol,Au
0.072535455,-0.53262323,benzenethiol,Au
0.078600205,-0.5327915,benzenethiol,Au
0.087023914,-0.53288794,benzenethiol,Au
0.082761616,-0.5328492,benzenethiol,Au
0.11064796,-0.53263474,benzenethiol,Au
0.13046573,-0.5317987,benzenethiol,Au
0.13143402,-0.5316198,benzenethiol,Au
0.06110792,-0.5320689,benzenethiol,Au
0.06474022,-0.53237253,benzenethiol,Au
0.056754865,-0.5320247,benzenethiol,Au
0.11974043,-0.5322853,benzenethiol,Au
0.04712439,-0.5314847,benzenethiol,Au
0.08390672,-0.532862,benzenethiol,Au
0.08515237,-0.532847,benzenethiol,Au
