umap1,umap2,label,substrate
2.918608,2.5916188,4np,AgNP
2.6072838,1.8211237,4np,AgNP
2.6200895,1.4799145,4np,AgNP
2.7291934,1.5536343,4np,AgNP
2.6534019,1.6719217,4np,AgNP
2.8229609,1.6997472,4np,AgNP
2.7506506,1.9939334,4np,AgNP
2.8737044,2.5247152,4np,AgNP
2.5855503,1.5586337,4np,AgNP
2.7498624,1.5449724,4np,AgNP
2.5466273,1.4748615,4np,AgNP
2.6462238,1.4812135,4np,AgNP
2.7114575,2.3435736,4np,AgNP
2.9409854,2.3880918,4np,AgNP
-8.187174,9.33395,pyridine,AgNP
-8.369228,8.428749,pyridine,AgNP
-8.141573,9.705315,pyridine,AgNP
-8.126741,9.949923,pyridine,AgNP
-8.543442,8.609986,pyridine,AgNP
-8.078143,10.045128,pyridine,AgNP
-8.20007,9.383701,pyridine,AgNP
-8.12106,9.827857,pyridine,AgNP
-8.350339,8.963768,pyridine,AgNP
-8.515956,8.561695,pyridine,AgNP
-8.223634,9.266253,pyridine,AgNP
-8.158302,9.626847,pyridine,AgNP
-7.878089,11.141452,pyridine,AgNP
-7.9601626,10.5850315,pyridine,AgNP
-8.283127,9.0854435,pyridine,AgNP
-8.471073,8.5516815,pyridine,AgNP
-8.324244,8.731808,pyridine,AgNP
-8.492056,8.428908,pyridine,AgNP
-8.391417,8.46437,pyridine,AgNP
-7.7427936,10.706797,pyridine,AgNP
-8.429129,8.594171,pyridine,AgNP
-8.315933,8.99538,pyridine,AgNP
-8.065506,10.0358515,pyridine,AgNP
-8.102045,9.448015,pyridine,AgNP
-8.4414425,8.382635,pyridine,AgNP
-8.174611,14.27115,pyridine,AuNP
-8.272032,11.557376,pyridine,AuNP
-8.187646,11.126318,pyridine,AuNP
-7.9735336,11.827252,pyridine,AuNP
-8.302686,11.698332,pyridine,AuNP
-8.476931,12.232792,pyridine,AuNP
-8.830608,12.582394,pyridine,AuNP
-7.4032984,11.289904,pyridine,AuNP
-8.298462,11.633181,pyridine,AuNP
-8.24673,11.0124445,pyridine,AuNP
-8.45166,12.355661,pyridine,AuNP
-8.485802,14.032185,pyridine,AuNP
-7.980238,11.620846,pyridine,AuNP
-7.9743085,11.044225,pyridine,AuNP
-8.300193,11.798004,pyridine,AuNP
-8.32667,11.546484,pyridine,AuNP
-8.312031,14.502659,pyridine,AuNP
-8.160056,12.5300665,pyridine,AuNP
-7.9279814,14.024858,pyridine,AuNP
-8.272478,14.380686,pyridine,AuNP
-8.43331,12.098471,pyridine,AuNP
-8.001617,13.991222,pyridine,AuNP
-7.600729,13.689771,pyridine,AuNP
-8.138052,14.058617,pyridine,AuNP
-6.704493,11.720234,pyridine,AuNP
2.9207144,3.5389483,benzenethiol,Ag
2.8209624,4.4934325,benzenethiol,Ag
3.7492166,4.668485,benzenethiol,Ag
3.32857,7.7921724,benzenethiol,Ag
2.4238722,4.717692,benzenethiol,Ag
3.3406007,5.939412,benzenethiol,Ag
3.9363499,9.061967,benzenethiol,Ag
3.0175712,5.6953983,benzenethiol,Ag
2.5742624,4.8431315,benzenethiol,Ag
3.6986885,6.7972293,benzenethiol,Ag
2.3756819,4.5693693,benzenethiol,Ag
4.9236255,10.471122,benzenethiol,Ag
3.5316367,6.530792,benzenethiol,Ag
4.2788625,9.796622,benzenethiol,Ag
4.613938,9.677722,benzenethiol,Ag
3.8600287,8.295655,benzenethiol,Ag
3.2720995,7.7602606,benzenethiol,Ag
3.9777215,8.428305,benzenethiol,Ag
4.6135907,10.380469,benzenethiol,Ag
2.6019783,4.3712006,benzenethiol,Ag
4.5594354,10.365172,benzenethiol,Ag
2.7217493,4.8670926,benzenethiol,Ag
2.5070796,4.4487057,benzenethiol,Ag
2.286948,4.689485,benzenethiol,Ag
4.7398176,9.984348,benzenethiol,Ag
3.3770337,6.317383,benzenethiol,Au
3.628365,6.190091,benzenethiol,Au
3.7323527,5.899637,benzenethiol,Au
3.6779213,6.922906,benzenethiol,Au
2.8530042,3.5396223,benzenethiol,Au
3.6488612,5.7190666,benzenethiol,Au
2.951103,5.4838614,benzenethiol,Au
3.6079893,6.607724,benzenethiol,Au
3.275884,6.006326,benzenethiol,Au
3.5657957,5.3272123,benzenethiol,Au
3.7010477,6.790208,benzenethiol,Au
3.6616988,5.865958,benzenethiol,Au
3.474891,6.476988,benzenethiol,Au
3.349693,6.6206193,benzenethiol,Au
4.259144,10.079273,benzenethiol,Au
2.8394306,5.49532,benzenethiol,Au
2.5907252,5.1376,benzenethiol,Au
3.8613276,4.8165503,benzenethiol,Au
3.6498587,8.02729,benzenethiol,Au
3.3502586,6.6799173,benzenethiol,Au
3.189576,6.9830275,benzenethiol,Au
3.3821976,5.6890764,benzenethiol,Au
3.7254329,8.149288,benzenethiol,Au
3.6014576,6.402275,benzenethiol,Au
2.412962,4.895015,benzenethiol,Au
