k,seed,space,held_out,prototype_mode,row_index,true_label,pred_label,correct,distance_to_4np,distance_to_benzenethiol,distance_to_pyridine
5,42,derivative_input,Ag,row_mean,180,pyridine,pyridine,True,1.2005327939987183,1.3016784191131592,0.6581406593322754
5,42,derivative_input,Ag,row_mean,181,pyridine,pyridine,True,1.195393681526184,1.3143675327301025,0.7432261109352112
5,42,derivative_input,Ag,row_mean,182,pyridine,pyridine,True,1.2012048959732056,1.2323954105377197,0.6564092636108398
5,42,derivative_input,Ag,row_mean,183,pyridine,pyridine,True,1.206391453742981,1.298309087753296,0.7813524603843689
5,42,derivative_input,Ag,row_mean,184,pyridine,pyridine,True,1.1936002969741821,1.2772783041000366,0.904365062713623
5,42,derivative_input,Ag,row_mean,185,pyridine,pyridine,True,1.1995443105697632,1.292506217956543,0.7230055332183838
5,42,derivative_input,Ag,row_mean,186,pyridine,pyridine,True,1.2001689672470093,1.3024370670318604,0.6958106756210327
5,42,derivative_input,Ag,row_mean,187,pyridine,pyridine,True,1.1981709003448486,1.2756301164627075,0.5363339185714722
5,42,derivative_input,Ag,row_mean,188,pyridine,pyridine,True,1.2034814357757568,1.2930972576141357,0.6011767387390137
5,42,derivative_input,Ag,row_mean,189,pyridine,pyridine,True,1.2186182737350464,1.2880154848098755,0.7735469341278076
5,42,derivative_input,Ag,row_mean,190,pyridine,pyridine,True,1.1936264038085938,1.2254866361618042,0.8338512182235718
5,42,derivative_input,Ag,row_mean,191,pyridine,pyridine,True,1.1877890825271606,1.3430324792861938,0.8269541263580322
5,42,derivative_input,Ag,row_mean,192,pyridine,pyridine,True,1.1683756113052368,1.2717114686965942,0.8765546679496765
5,42,derivative_input,Ag,row_mean,193,pyridine,pyridine,True,1.1757726669311523,1.1511383056640625,0.8490039706230164
5,42,derivative_input,Ag,row_mean,194,pyridine,pyridine,True,1.2368394136428833,1.2796694040298462,0.6461272835731506
5,42,derivative_input,Ag,row_mean,195,pyridine,pyridine,True,1.1565524339675903,1.2890688180923462,0.8682842254638672
5,42,derivative_input,Ag,row_mean,196,pyridine,pyridine,True,1.1674506664276123,1.308250904083252,0.7647103667259216
5,42,derivative_input,Ag,row_mean,197,pyridine,pyridine,True,1.1932939291000366,1.271263837814331,0.5844236612319946
5,42,derivative_input,Ag,row_mean,198,pyridine,pyridine,True,1.198053240776062,1.324149489402771,0.8790118098258972
5,42,derivative_input,Ag,row_mean,199,pyridine,pyridine,True,1.192821979522705,1.2778425216674805,0.9642890691757202
5,42,derivative_input,Ag,row_mean,225,benzenethiol,benzenethiol,True,1.2197846174240112,0.9967145919799805,1.38661527633667
5,42,derivative_input,Ag,row_mean,226,benzenethiol,benzenethiol,True,1.1877615451812744,1.1439093351364136,1.2069045305252075
5,42,derivative_input,Ag,row_mean,227,benzenethiol,benzenethiol,True,1.012430191040039,0.7949913144111633,1.3168413639068604
5,42,derivative_input,Ag,row_mean,228,benzenethiol,benzenethiol,True,1.2247461080551147,0.761762261390686,1.4255223274230957
5,42,derivative_input,Ag,row_mean,229,benzenethiol,benzenethiol,True,1.1743444204330444,1.0210539102554321,1.357010841369629
5,42,derivative_input,Ag,row_mean,230,benzenethiol,benzenethiol,True,1.2052077054977417,1.1347554922103882,1.330019235610962
5,42,derivative_input,Ag,row_mean,231,benzenethiol,benzenethiol,True,1.2198927402496338,0.9516440033912659,1.3698112964630127
5,42,derivative_input,Ag,row_mean,232,benzenethiol,benzenethiol,True,1.1959738731384277,0.8489037156105042,1.3506183624267578
5,42,derivative_input,Ag,row_mean,233,benzenethiol,benzenethiol,True,1.1751238107681274,1.1311824321746826,1.2674005031585693
5,42,derivative_input,Ag,row_mean,234,benzenethiol,benzenethiol,True,1.2161866426467896,0.6323448419570923,1.3350099325180054
5,42,derivative_input,Ag,row_mean,235,benzenethiol,benzenethiol,True,1.1914790868759155,1.1595555543899536,1.3085427284240723
5,42,derivative_input,Ag,row_mean,236,benzenethiol,benzenethiol,True,1.241980791091919,0.8894988894462585,1.4129425287246704
5,42,derivative_input,Ag,row_mean,237,benzenethiol,benzenethiol,True,1.2710859775543213,0.6266659498214722,1.3585710525512695
5,42,derivative_input,Ag,row_mean,238,benzenethiol,benzenethiol,True,1.2794153690338135,0.5700945258140564,1.3971022367477417
5,42,derivative_input,Ag,row_mean,239,benzenethiol,benzenethiol,True,1.220005750656128,0.8744807839393616,1.406079649925232
5,42,derivative_input,Ag,row_mean,240,benzenethiol,benzenethiol,True,1.213216781616211,0.5734667181968689,1.3600832223892212
5,42,derivative_input,Ag,row_mean,241,benzenethiol,benzenethiol,True,1.2645564079284668,0.5766023397445679,1.417614221572876
5,42,derivative_input,Ag,row_mean,242,benzenethiol,benzenethiol,True,1.2565885782241821,0.5127075910568237,1.3757635354995728
5,42,derivative_input,Ag,row_mean,243,benzenethiol,benzenethiol,True,1.2122855186462402,0.9448137283325195,1.3300716876983643
5,42,derivative_input,Ag,row_mean,244,benzenethiol,benzenethiol,True,1.1933681964874268,1.135633945465088,1.2774025201797485
5,42,derivative_input,Ag,row_mean,245,benzenethiol,benzenethiol,True,1.212523102760315,1.0325897932052612,1.3204985857009888
5,42,derivative_input,Ag,row_mean,246,benzenethiol,benzenethiol,True,1.1564230918884277,0.9975907802581787,1.3589451313018799
5,42,derivative_input,Ag,row_mean,247,benzenethiol,benzenethiol,True,1.1944109201431274,1.1819409132003784,1.2816320657730103
5,42,derivative_input,Ag,row_mean,248,benzenethiol,benzenethiol,True,1.2279183864593506,1.0480742454528809,1.3018018007278442
5,42,derivative_input,Ag,row_mean,249,benzenethiol,benzenethiol,True,1.2618985176086426,0.8641133904457092,1.4119980335235596
5,42,siamese_embedding,Ag,row_mean,150,4np,4np,True,0.27154967188835144,0.35061341524124146,0.39426788687705994
5,42,siamese_embedding,Ag,row_mean,151,4np,4np,True,0.13947081565856934,0.5604387521743774,0.33601874113082886
5,42,siamese_embedding,Ag,row_mean,152,4np,benzenethiol,False,0.3100840151309967,0.3052630126476288,0.3861056864261627
5,42,siamese_embedding,Ag,row_mean,153,4np,4np,True,0.1554107815027237,0.527579665184021,0.3392094671726227
5,42,siamese_embedding,Ag,row_mean,154,4np,4np,True,0.2157282680273056,0.41136547923088074,0.37712568044662476
5,42,siamese_embedding,Ag,row_mean,155,4np,benzenethiol,False,0.3765956163406372,0.23476377129554749,0.45710811018943787
5,42,siamese_embedding,Ag,row_mean,156,4np,4np,True,0.14234714210033417,0.588459312915802,0.32687702775001526
5,42,siamese_embedding,Ag,row_mean,157,4np,4np,True,0.2692476511001587,0.34854963421821594,0.3967565894126892
5,42,siamese_embedding,Ag,row_mean,158,4np,4np,True,0.24317346513271332,0.37610331177711487,0.35958123207092285
5,42,siamese_embedding,Ag,row_mean,159,4np,4np,True,0.13816334307193756,0.555543065071106,0.33964085578918457
5,42,siamese_embedding,Ag,row_mean,160,4np,4np,True,0.16460928320884705,0.49013227224349976,0.354291170835495
5,42,siamese_embedding,Ag,row_mean,161,4np,4np,True,0.16883327066898346,0.48179957270622253,0.3516578674316406
5,42,siamese_embedding,Ag,row_mean,162,4np,4np,True,0.2596294581890106,0.36636653542518616,0.36708128452301025
5,42,siamese_embedding,Ag,row_mean,163,4np,4np,True,0.22197800874710083,0.4067964553833008,0.37888094782829285
5,42,siamese_embedding,Ag,row_mean,164,4np,4np,True,0.22086201608181,0.40661028027534485,0.37421947717666626
5,42,siamese_embedding,Ag,row_mean,165,4np,4np,True,0.1266411393880844,0.6083601117134094,0.3436221778392792
5,42,siamese_embedding,Ag,row_mean,166,4np,4np,True,0.12397590279579163,0.537996768951416,0.3617859184741974
5,42,siamese_embedding,Ag,row_mean,167,4np,4np,True,0.2572244703769684,0.3650929033756256,0.3710058331489563
5,42,siamese_embedding,Ag,row_mean,168,4np,4np,True,0.13513591885566711,0.5715426802635193,0.3358302116394043
5,42,siamese_embedding,Ag,row_mean,169,4np,4np,True,0.11000324040651321,0.5919249653816223,0.3566954731941223
5,42,siamese_embedding,Ag,row_mean,170,4np,4np,True,0.20063887536525726,0.4255061745643616,0.36829066276550293
5,42,siamese_embedding,Ag,row_mean,171,4np,4np,True,0.12031669914722443,0.5551548600196838,0.35734090209007263
5,42,siamese_embedding,Ag,row_mean,172,4np,4np,True,0.1293637752532959,0.5822257399559021,0.33886680006980896
5,42,siamese_embedding,Ag,row_mean,173,4np,4np,True,0.2839069664478302,0.34896495938301086,0.35067224502563477
5,42,siamese_embedding,Ag,row_mean,174,4np,4np,True,0.14246682822704315,0.5745488405227661,0.328574001789093
5,42,siamese_embedding,Ag,row_mean,175,pyridine,pyridine,True,0.34445515275001526,0.5551825165748596,0.10605105757713318
5,42,siamese_embedding,Ag,row_mean,176,pyridine,pyridine,True,0.2807775139808655,0.464984655380249,0.20519916713237762
5,42,siamese_embedding,Ag,row_mean,177,pyridine,pyridine,True,0.34458982944488525,0.6150157451629639,0.12750457227230072
5,42,siamese_embedding,Ag,row_mean,178,pyridine,pyridine,True,0.34162017703056335,0.6290374994277954,0.14175713062286377
5,42,siamese_embedding,Ag,row_mean,179,pyridine,pyridine,True,0.26463910937309265,0.60487961769104,0.2075338065624237
5,42,siamese_embedding,Ag,row_mean,180,pyridine,pyridine,True,0.3534998297691345,0.6055374145507812,0.11343812197446823
5,42,siamese_embedding,Ag,row_mean,181,pyridine,pyridine,True,0.3377567231655121,0.6226306557655334,0.14272411167621613
5,42,siamese_embedding,Ag,row_mean,182,pyridine,pyridine,True,0.39062023162841797,0.49043455719947815,0.09228161722421646
5,42,siamese_embedding,Ag,row_mean,183,pyridine,pyridine,True,0.30688169598579407,0.615821123123169,0.16756996512413025
5,42,siamese_embedding,Ag,row_mean,184,pyridine,pyridine,True,0.2650340497493744,0.5727777481079102,0.19185087084770203
5,42,siamese_embedding,Ag,row_mean,185,pyridine,pyridine,True,0.32215291261672974,0.5837126970291138,0.13070909678936005
5,42,siamese_embedding,Ag,row_mean,186,pyridine,pyridine,True,0.35363394021987915,0.5636383295059204,0.09706316888332367
5,42,siamese_embedding,Ag,row_mean,187,pyridine,pyridine,True,0.40125229954719543,0.5850390791893005,0.04815157502889633
5,42,siamese_embedding,Ag,row_mean,188,pyridine,pyridine,True,0.36933186650276184,0.5992636680603027,0.08793166279792786
5,42,siamese_embedding,Ag,row_mean,189,pyridine,pyridine,True,0.2853551208972931,0.5986422896385193,0.1767779439687729
5,42,siamese_embedding,Ag,row_mean,190,pyridine,pyridine,True,0.26547005772590637,0.5173652768135071,0.1842540055513382
5,42,siamese_embedding,Ag,row_mean,191,pyridine,pyridine,True,0.2999315559864044,0.6274259090423584,0.18234005570411682
5,42,siamese_embedding,Ag,row_mean,192,pyridine,pyridine,True,0.26952290534973145,0.5888281464576721,0.19600370526313782
5,42,siamese_embedding,Ag,row_mean,193,pyridine,pyridine,True,0.29199159145355225,0.4449591040611267,0.21202105283737183
5,42,siamese_embedding,Ag,row_mean,194,pyridine,pyridine,True,0.416995644569397,0.5828129649162292,0.03361700475215912
5,42,siamese_embedding,Ag,row_mean,195,pyridine,pyridine,True,0.26772648096084595,0.5941416025161743,0.2001974880695343
5,42,siamese_embedding,Ag,row_mean,196,pyridine,pyridine,True,0.30457934737205505,0.5866237282752991,0.155747190117836
5,42,siamese_embedding,Ag,row_mean,197,pyridine,pyridine,True,0.3701411783695221,0.5436667203903198,0.07523705810308456
5,42,siamese_embedding,Ag,row_mean,198,pyridine,pyridine,True,0.2925119996070862,0.6018950343132019,0.17362549901008606
5,42,siamese_embedding,Ag,row_mean,199,pyridine,pyridine,True,0.23456549644470215,0.5880053639411926,0.23375597596168518
5,42,siamese_embedding,Ag,row_mean,225,benzenethiol,benzenethiol,True,0.3781086206436157,0.24459709227085114,0.39269202947616577
5,42,siamese_embedding,Ag,row_mean,226,benzenethiol,4np,False,0.200389102101326,0.4494083821773529,0.3370603024959564
5,42,siamese_embedding,Ag,row_mean,227,benzenethiol,benzenethiol,True,0.39987823367118835,0.21882463991641998,0.4835442304611206
5,42,siamese_embedding,Ag,row_mean,228,benzenethiol,benzenethiol,True,0.48667001724243164,0.12796537578105927,0.46212905645370483
5,42,siamese_embedding,Ag,row_mean,229,benzenethiol,4np,False,0.28805622458457947,0.36020490527153015,0.3132944405078888
5,42,siamese_embedding,Ag,row_mean,230,benzenethiol,4np,False,0.2311897873878479,0.42485716938972473,0.30332785844802856
5,42,siamese_embedding,Ag,row_mean,231,benzenethiol,benzenethiol,True,0.3531130254268646,0.27536922693252563,0.36015039682388306
5,42,siamese_embedding,Ag,row_mean,232,benzenethiol,benzenethiol,True,0.383789986371994,0.24032242596149445,0.3818357288837433
5,42,siamese_embedding,Ag,row_mean,233,benzenethiol,4np,False,0.20880015194416046,0.45321333408355713,0.3009164333343506
5,42,siamese_embedding,Ag,row_mean,234,benzenethiol,benzenethiol,True,0.5142005681991577,0.09084168076515198,0.5022279620170593
5,42,siamese_embedding,Ag,row_mean,235,benzenethiol,4np,False,0.20826612412929535,0.4668358266353607,0.28842297196388245
5,42,siamese_embedding,Ag,row_mean,236,benzenethiol,benzenethiol,True,0.45359283685684204,0.17453624308109283,0.4166201055049896
5,42,siamese_embedding,Ag,row_mean,237,benzenethiol,benzenethiol,True,0.5248842835426331,0.07821603864431381,0.5164405107498169
5,42,siamese_embedding,Ag,row_mean,238,benzenethiol,benzenethiol,True,0.6016400456428528,0.02439020946621895,0.5574921369552612
5,42,siamese_embedding,Ag,row_mean,239,benzenethiol,benzenethiol,True,0.42789027094841003,0.1999170035123825,0.40140658617019653
5,42,siamese_embedding,Ag,row_mean,240,benzenethiol,benzenethiol,True,0.5554032921791077,0.04643113538622856,0.5365601181983948
5,42,siamese_embedding,Ag,row_mean,241,benzenethiol,benzenethiol,True,0.5921251773834229,0.02397036738693714,0.5539110898971558
5,42,siamese_embedding,Ag,row_mean,242,benzenethiol,benzenethiol,True,0.6014792919158936,0.009259242564439774,0.5694993734359741
5,42,siamese_embedding,Ag,row_mean,243,benzenethiol,benzenethiol,True,0.32864707708358765,0.3082021176815033,0.33758318424224854
5,42,siamese_embedding,Ag,row_mean,244,benzenethiol,4np,False,0.19898957014083862,0.46969538927078247,0.29769524931907654
5,42,siamese_embedding,Ag,row_mean,245,benzenethiol,benzenethiol,True,0.32304880023002625,0.3100217878818512,0.34043723344802856
5,42,siamese_embedding,Ag,row_mean,246,benzenethiol,4np,False,0.3103157877922058,0.32380199432373047,0.3365330994129181
5,42,siamese_embedding,Ag,row_mean,247,benzenethiol,4np,False,0.18192729353904724,0.4972233176231384,0.3031570017337799
5,42,siamese_embedding,Ag,row_mean,248,benzenethiol,4np,False,0.2745376527309418,0.37734776735305786,0.31362441182136536
5,42,siamese_embedding,Ag,row_mean,249,benzenethiol,benzenethiol,True,0.46087533235549927,0.1722656935453415,0.4148506224155426
5,42,derivative_input,Au,row_mean,200,pyridine,pyridine,True,1.1180939674377441,1.2159560918807983,0.5552235841751099
5,42,derivative_input,Au,row_mean,201,pyridine,pyridine,True,1.0687317848205566,1.1444406509399414,0.6661776304244995
5,42,derivative_input,Au,row_mean,202,pyridine,pyridine,True,1.0385628938674927,1.1658904552459717,0.688322126865387
5,42,derivative_input,Au,row_mean,203,pyridine,pyridine,True,1.0707921981811523,1.1882885694503784,0.6630025506019592
5,42,derivative_input,Au,row_mean,204,pyridine,pyridine,True,1.0606963634490967,1.1884530782699585,0.6163667440414429
5,42,derivative_input,Au,row_mean,205,pyridine,pyridine,True,1.0966755151748657,1.1752536296844482,0.6708343625068665
5,42,derivative_input,Au,row_mean,206,pyridine,pyridine,True,1.1888339519500732,1.2151992321014404,0.9926061034202576
5,42,derivative_input,Au,row_mean,207,pyridine,pyridine,True,1.0513542890548706,1.1510956287384033,0.7240903377532959
5,42,derivative_input,Au,row_mean,208,pyridine,pyridine,True,1.0472050905227661,1.1925568580627441,0.5554804801940918
5,42,derivative_input,Au,row_mean,209,pyridine,pyridine,True,1.0163094997406006,1.1256862878799438,0.8139725923538208
5,42,derivative_input,Au,row_mean,210,pyridine,pyridine,True,1.1123813390731812,1.179758071899414,0.7626882791519165
5,42,derivative_input,Au,row_mean,211,pyridine,pyridine,True,1.1023167371749878,1.2014214992523193,0.5406719446182251
5,42,derivative_input,Au,row_mean,212,pyridine,pyridine,True,1.074352502822876,1.1917520761489868,0.7229964733123779
5,42,derivative_input,Au,row_mean,213,pyridine,pyridine,True,1.0193604230880737,1.1528652906417847,0.7058707475662231
5,42,derivative_input,Au,row_mean,214,pyridine,pyridine,True,1.0615419149398804,1.1649208068847656,0.7018232345581055
5,42,derivative_input,Au,row_mean,215,pyridine,pyridine,True,1.060235619544983,1.2007296085357666,0.7293164730072021
5,42,derivative_input,Au,row_mean,216,pyridine,pyridine,True,1.1437666416168213,1.2117315530776978,0.5986455082893372
5,42,derivative_input,Au,row_mean,217,pyridine,pyridine,True,1.0826901197433472,1.1935120820999146,0.6279166340827942
5,42,derivative_input,Au,row_mean,218,pyridine,pyridine,True,1.1050777435302734,1.2068796157836914,0.585658609867096
5,42,derivative_input,Au,row_mean,219,pyridine,pyridine,True,1.123887300491333,1.2092069387435913,0.5702474117279053
5,42,derivative_input,Au,row_mean,220,pyridine,pyridine,True,1.0616483688354492,1.1755590438842773,0.6669507622718811
5,42,derivative_input,Au,row_mean,221,pyridine,pyridine,True,1.1114085912704468,1.2159428596496582,0.5156669020652771
5,42,derivative_input,Au,row_mean,222,pyridine,pyridine,True,1.1058379411697388,1.2075270414352417,0.5337016582489014
5,42,derivative_input,Au,row_mean,223,pyridine,pyridine,True,1.085282564163208,1.2109344005584717,0.5909839272499084
5,42,derivative_input,Au,row_mean,224,pyridine,pyridine,True,1.0991473197937012,1.177812099456787,0.602726936340332
5,42,derivative_input,Au,row_mean,250,benzenethiol,benzenethiol,True,1.0634257793426514,0.5292679667472839,1.2976913452148438
5,42,derivative_input,Au,row_mean,251,benzenethiol,benzenethiol,True,1.0697096586227417,0.5390925407409668,1.3306033611297607
5,42,derivative_input,Au,row_mean,252,benzenethiol,benzenethiol,True,1.095082402229309,0.5762393474578857,1.3080991506576538
5,42,derivative_input,Au,row_mean,253,benzenethiol,benzenethiol,True,0.9907582998275757,0.5427911877632141,1.2885504961013794
5,42,derivative_input,Au,row_mean,254,benzenethiol,benzenethiol,True,0.9824720025062561,0.8721093535423279,1.253004789352417
5,42,derivative_input,Au,row_mean,255,benzenethiol,benzenethiol,True,1.0315518379211426,0.5141682624816895,1.2811840772628784
5,42,derivative_input,Au,row_mean,256,benzenethiol,benzenethiol,True,1.04792058467865,0.6782993674278259,1.3062797784805298
5,42,derivative_input,Au,row_mean,257,benzenethiol,benzenethiol,True,1.0624338388442993,0.4779255986213684,1.3319300413131714
5,42,derivative_input,Au,row_mean,258,benzenethiol,benzenethiol,True,1.0846344232559204,0.6072515249252319,1.3160619735717773
5,42,derivative_input,Au,row_mean,259,benzenethiol,benzenethiol,True,1.0345938205718994,0.6386131644248962,1.2911841869354248
5,42,derivative_input,Au,row_mean,260,benzenethiol,benzenethiol,True,1.0456149578094482,0.4769507348537445,1.3111395835876465
5,42,derivative_input,Au,row_mean,261,benzenethiol,benzenethiol,True,1.0384782552719116,0.5499398112297058,1.3016122579574585
5,42,derivative_input,Au,row_mean,262,benzenethiol,benzenethiol,True,1.1079790592193604,0.5159294009208679,1.3364530801773071
5,42,derivative_input,Au,row_mean,263,benzenethiol,benzenethiol,True,1.0633587837219238,0.5482949614524841,1.3167357444763184
5,42,derivative_input,Au,row_mean,264,benzenethiol,benzenethiol,True,1.0885038375854492,0.5478411316871643,1.2905433177947998
5,42,derivative_input,Au,row_mean,265,benzenethiol,benzenethiol,True,1.070690393447876,0.6562513113021851,1.3080742359161377
5,42,derivative_input,Au,row_mean,266,benzenethiol,benzenethiol,True,0.9178347587585449,0.7762371897697449,1.2263389825820923
5,42,derivative_input,Au,row_mean,267,benzenethiol,benzenethiol,True,1.0377936363220215,0.6160702705383301,1.2951915264129639
5,42,derivative_input,Au,row_mean,268,benzenethiol,benzenethiol,True,0.9684391617774963,0.6110385060310364,1.2846355438232422
5,42,derivative_input,Au,row_mean,269,benzenethiol,benzenethiol,True,1.0073364973068237,0.5914735198020935,1.3065452575683594
5,42,derivative_input,Au,row_mean,270,benzenethiol,benzenethiol,True,1.09026300907135,0.5387085676193237,1.3394235372543335
5,42,derivative_input,Au,row_mean,271,benzenethiol,benzenethiol,True,1.0690982341766357,0.6127803325653076,1.300927996635437
5,42,derivative_input,Au,row_mean,272,benzenethiol,benzenethiol,True,1.0667556524276733,0.45947566628456116,1.3234679698944092
5,42,derivative_input,Au,row_mean,273,benzenethiol,benzenethiol,True,1.080343246459961,0.5453711748123169,1.3416168689727783
5,42,derivative_input,Au,row_mean,274,benzenethiol,benzenethiol,True,1.0551462173461914,0.622594952583313,1.2863376140594482
5,42,siamese_embedding,Au,row_mean,200,pyridine,pyridine,True,1.4142135381698608,1.0045338869094849,0.027133163064718246
5,42,siamese_embedding,Au,row_mean,201,pyridine,pyridine,True,1.34858238697052,0.9475318193435669,0.06362414360046387
5,42,siamese_embedding,Au,row_mean,202,pyridine,pyridine,True,1.23844313621521,0.8600608110427856,0.2076914757490158
5,42,siamese_embedding,Au,row_mean,203,pyridine,pyridine,True,1.3730239868164062,0.9683446884155273,0.030304940417408943
5,42,siamese_embedding,Au,row_mean,204,pyridine,pyridine,True,1.3808319568634033,0.9750977754592896,0.01955399289727211
5,42,siamese_embedding,Au,row_mean,205,pyridine,pyridine,True,1.3573458194732666,0.9549371600151062,0.05173712968826294
5,42,siamese_embedding,Au,row_mean,206,pyridine,pyridine,True,1.0623270273208618,0.7438920140266418,0.4203561246395111
5,42,siamese_embedding,Au,row_mean,207,pyridine,pyridine,True,1.3591923713684082,0.9565056562423706,0.04922390356659889
5,42,siamese_embedding,Au,row_mean,208,pyridine,pyridine,True,1.3401521444320679,0.9404687881469727,0.0749969631433487
5,42,siamese_embedding,Au,row_mean,209,pyridine,pyridine,True,1.3452479839324951,0.9447310566902161,0.06812971830368042
5,42,siamese_embedding,Au,row_mean,210,pyridine,pyridine,True,1.3044979572296143,0.9112598896026611,0.12243983149528503
5,42,siamese_embedding,Au,row_mean,211,pyridine,pyridine,True,1.4012744426727295,0.9930155873298645,0.008962896652519703
5,42,siamese_embedding,Au,row_mean,212,pyridine,pyridine,True,1.3499114513397217,0.9486508369445801,0.06182563304901123
5,42,siamese_embedding,Au,row_mean,213,pyridine,pyridine,True,1.3417528867721558,0.9418052434921265,0.07284227013587952
5,42,siamese_embedding,Au,row_mean,214,pyridine,pyridine,True,1.3956130743026733,0.9880190491676331,0.001479785074479878
5,42,siamese_embedding,Au,row_mean,215,pyridine,pyridine,True,1.353222131729126,0.9514445662498474,0.05733886733651161
5,42,siamese_embedding,Au,row_mean,216,pyridine,pyridine,True,1.4105180501937866,1.001230239868164,0.021920982748270035
5,42,siamese_embedding,Au,row_mean,217,pyridine,pyridine,True,1.4051159620285034,0.9964210391044617,0.014331144280731678
5,42,siamese_embedding,Au,row_mean,218,pyridine,pyridine,True,1.4092516899108887,1.0001006126403809,0.020138317719101906
5,42,siamese_embedding,Au,row_mean,219,pyridine,pyridine,True,1.4142135381698608,1.0045338869094849,0.027133163064718246
5,42,siamese_embedding,Au,row_mean,220,pyridine,pyridine,True,1.3200465440750122,0.9238649010658264,0.10187883675098419
5,42,siamese_embedding,Au,row_mean,221,pyridine,pyridine,True,1.4068515300750732,0.9979634881019592,0.016765177249908447
5,42,siamese_embedding,Au,row_mean,222,pyridine,pyridine,True,1.4121925830841064,1.0027257204055786,0.024280697107315063
5,42,siamese_embedding,Au,row_mean,223,pyridine,pyridine,True,1.3834072351455688,0.9773361086845398,0.015998374670743942
5,42,siamese_embedding,Au,row_mean,224,pyridine,pyridine,True,1.3998570442199707,0.9917621612548828,0.006993692368268967
5,42,siamese_embedding,Au,row_mean,250,benzenethiol,benzenethiol,True,0.6982314586639404,0.1660597175359726,1.0577304363250732
5,42,siamese_embedding,Au,row_mean,251,benzenethiol,benzenethiol,True,0.8063303232192993,0.050632912665605545,1.0150642395019531
5,42,siamese_embedding,Au,row_mean,252,benzenethiol,benzenethiol,True,0.7203367948532104,0.14318624138832092,1.0378193855285645
