label,substrate,n,raman_shift_cm-1,mean_raw_intensity,display_minmax_intensity
benzenethiol,Ag,25,754.1681329,587.280423836,0.5264568716338294
benzenethiol,Ag,25,756.3841642,587.89255054,0.5291288716494744
benzenethiol,Ag,25,758.6001955,588.4160261879999,0.5314139001092776
benzenethiol,Ag,25,760.8162268,588.703479372,0.5326686646982526
benzenethiol,Ag,25,763.0322581,590.282103936,0.5395595335855957
benzenethiol,Ag,25,765.2482893,591.566737572,0.5451670999163235
benzenethiol,Ag,25,767.4643206,590.869780032,0.5421248040229822
benzenethiol,Ag,25,769.6803519,591.0757965360001,0.5430240885964444
benzenethiol,Ag,25,771.8963832,593.389910732,0.553125450173239
benzenethiol,Ag,25,774.1124145,593.9387219519999,0.5555210711759554
benzenethiol,Ag,25,776.3284457,594.479341444,0.5578809343899646
benzenethiol,Ag,25,778.544477,592.164526252,0.5477765128889559
benzenethiol,Ag,25,780.7605083,594.87363646,0.5596020752616759
benzenethiol,Ag,25,782.9765396,593.92238708,0.5554497676730138
benzenethiol,Ag,25,785.1925709,592.784704204,0.5504836574827437
benzenethiol,Ag,25,787.4086022,594.407137512,0.5575657563293226
benzenethiol,Ag,25,789.6246334,596.797691084,0.5680007841430804
benzenethiol,Ag,25,791.8406647,597.0558781159999,0.5691277987775262
benzenethiol,Ag,25,794.056696,596.7072357239999,0.567605936602929
benzenethiol,Ag,25,796.2727273,598.1086952439999,0.5737234606954013
benzenethiol,Ag,25,798.4887586,598.557824776,0.5756839602270973
benzenethiol,Ag,25,800.7047898,599.732393524,0.5808110812831199
benzenethiol,Ag,25,802.9208211,598.0728286399999,0.5735668990459536
benzenethiol,Ag,25,805.1368524,599.7261452719999,0.5807838069797234
benzenethiol,Ag,25,807.3528837,600.710227616,0.5850794340474227
benzenethiol,Ag,25,809.568915,598.3278339359999,0.5746800250547506
benzenethiol,Ag,25,811.7849462,598.0268686119999,0.573366278496756
benzenethiol,Ag,25,814.0009775,597.160284912,0.569583545861786
benzenethiol,Ag,25,816.2170088,594.95930814,0.5599760415154016
benzenethiol,Ag,25,818.4330401,595.960935856,0.564348256050944
benzenethiol,Ag,25,820.6490714,596.92659836,0.5685634785023329
benzenethiol,Ag,25,822.8651026,596.132901148,0.5650989033596003
benzenethiol,Ag,25,825.0811339,596.539686132,0.5668745643077499
benzenethiol,Ag,25,827.2971652,595.480332444,0.5622503695905244
benzenethiol,Ag,25,829.5131965,594.9200374520001,0.5598046206669656
benzenethiol,Ag,25,831.7292278,592.23806602,0.5480975220198476
benzenethiol,Ag,25,833.945259,594.515342084,0.5580380811212126
benzenethiol,Ag,25,836.1612903,592.9620008400001,0.5512575766910878
benzenethiol,Ag,25,838.3773216,593.439042552,0.5533399159414386
benzenethiol,Ag,25,840.5933529,591.4528938320001,0.5446701595393183
benzenethiol,Ag,25,842.8093842,591.910915216,0.5466694729775595
benzenethiol,Ag,25,845.0254154,591.394708896,0.5444161759295744
benzenethiol,Ag,25,847.2414467,592.739231928,0.5502851660243747
benzenethiol,Ag,25,849.457478,593.960628392,0.55561669518262
benzenethiol,Ag,25,851.6735093,594.180898304,0.5565781974409992
benzenethiol,Ag,25,853.8895406,594.77638294,0.5591775530095615
benzenethiol,Ag,25,856.1055718,595.7440414040001,0.5634014880446636
benzenethiol,Ag,25,858.3216031,596.867287536,0.5683045802683234
benzenethiol,Ag,25,860.5376344,597.7177896159999,0.5720171148730309
benzenethiol,Ag,25,862.7536657,598.1359019399999,0.5738422208992326
benzenethiol,Ag,25,864.969697,596.124579072,0.5650625765876152
benzenethiol,Ag,25,867.1857283,594.183802204,0.5565908732821194
benzenethiol,Ag,25,869.4017595,594.885293676,0.5596529602845491
benzenethiol,Ag,25,871.6177908,591.9838812319999,0.5469879776182152
benzenethiol,Ag,25,873.8338221,594.650313496,0.5586272460973828
benzenethiol,Ag,25,876.0498534,594.016223704,0.555859374800358
benzenethiol,Ag,25,878.2658847,594.53120252,0.5581073136591217
benzenethiol,Ag,25,880.4819159,595.75606522,0.563453973316634
benzenethiol,Ag,25,882.6979472,596.6664075719999,0.5674277172537814
benzenethiol,Ag,25,884.9139785,596.057491444,0.5647697317535406
benzenethiol,Ag,25,887.1300098,596.085685412,0.5648928015076369
benzenethiol,Ag,25,889.3460411,598.30396206,0.5745758217049728
benzenethiol,Ag,25,891.5620723,598.881789276,0.5770981007039165
benzenethiol,Ag,25,893.7781036,598.5282283720001,0.5755547686864669
benzenethiol,Ag,25,895.9941349,598.3546265,0.5747969775271057
benzenethiol,Ag,25,898.2101662,598.785428724,0.5766774763547925
benzenethiol,Ag,25,900.4261975,597.57045026,0.5713739624685301
benzenethiol,Ag,25,902.6422287,596.903916048,0.5684644677295262
benzenethiol,Ag,25,904.85826,594.413758496,0.5575946576486672
benzenethiol,Ag,25,907.0742913,592.603257344,0.5496916220927
benzenethiol,Ag,25,909.2903226,589.989424124,0.5382819541937272
benzenethiol,Ag,25,911.5063539,588.819558824,0.5331753642026743
benzenethiol,Ag,25,913.7223851,588.4784919159999,0.531686569844322
benzenethiol,Ag,25,915.9384164,588.645025048,0.5324135051804244
benzenethiol,Ag,25,918.1544477,587.919585344,0.5292468815259247
benzenethiol,Ag,25,920.370479,587.823981512,0.5288295603423686
benzenethiol,Ag,25,922.5865103,587.946325916,0.5293636070475126
benzenethiol,Ag,25,924.8025415,586.5631532399999,0.5233259070292633
benzenethiol,Ag,25,927.0185728,585.7106307079999,0.5196045529305839
benzenethiol,Ag,25,929.2346041,585.7664067000001,0.5198480212362845
benzenethiol,Ag,25,931.4506354,586.717782468,0.5240008805223906
benzenethiol,Ag,25,933.6666667,584.327150172,0.5135655090697622
benzenethiol,Ag,25,935.8826979,585.980582372,0.5207829214704923
benzenethiol,Ag,25,938.0987292,584.2553191080001,0.5132519586187245
benzenethiol,Ag,25,940.3147605,583.155813268,0.5084524953662899
benzenethiol,Ag,25,942.5307918,584.2996747880001,0.513445576013423
benzenethiol,Ag,25,944.7468231,584.10286346,0.5125864730400371
benzenethiol,Ag,25,946.9628543,583.5283466,0.5100786441071103
benzenethiol,Ag,25,949.1788856,584.732033356,0.515332868452898
benzenethiol,Ag,25,951.3949169,585.834081388,0.5201434286514697
benzenethiol,Ag,25,953.6109482,586.8344793919999,0.5245102753596294
benzenethiol,Ag,25,955.8269795,587.44236304,0.5271637539717411
benzenethiol,Ag,25,958.0430108,588.091248904,0.5299962117413989
benzenethiol,Ag,25,960.259042,589.546285516,0.5363476057005614
benzenethiol,Ag,25,962.4750733,589.443074876,0.5358970799680738
benzenethiol,Ag,25,964.6911046,588.533431,0.5319263849550634
benzenethiol,Ag,25,966.9071359,591.3936318159999,0.5444114743575661
benzenethiol,Ag,25,969.1231672,592.231690212,0.5480696909205597
benzenethiol,Ag,25,971.3391984,591.05456562,0.5429314133259262
benzenethiol,Ag,25,973.5552297,592.7857906840001,0.5504884000867799
benzenethiol,Ag,25,975.771261,593.7261508160001,0.5545931749168874
benzenethiol,Ag,25,977.9872923,592.4745345480001,0.5491297330088255
benzenethiol,Ag,25,980.2033236,591.6825261199999,0.5456725295929666
benzenethiol,Ag,25,982.4193548,590.35268416,0.5398676239832205
benzenethiol,Ag,25,984.6353861,592.088982388,0.5474467556598221
benzenethiol,Ag,25,986.8514174,595.35966194,0.5617236296419664
benzenethiol,Ag,25,989.0674487,596.62306204,0.5672385092655904
benzenethiol,Ag,25,991.28348,599.6895217160001,0.5806239411520031
benzenethiol,Ag,25,993.4995112,609.849298704,0.624972478952249
benzenethiol,Ag,25,995.7155425,642.038079292,0.7654800269365044
benzenethiol,Ag,25,997.9315738,687.2532090680002,0.9628490139115532
benzenethiol,Ag,25,1000.147605,695.7641037279999,1.0
benzenethiol,Ag,25,1002.363636,656.8662073959999,0.8302064279691105
benzenethiol,Ag,25,1004.579668,614.769254856,0.6464486256865953
benzenethiol,Ag,25,1006.795699,594.8521128240001,0.5595081222363422
benzenethiol,Ag,25,1009.01173,588.902499936,0.5335374112284185
benzenethiol,Ag,25,1011.227761,588.600521724,0.5322192433035171
benzenethiol,Ag,25,1013.443793,589.20167852,0.5348433584708843
benzenethiol,Ag,25,1015.659824,593.2807925320001,0.5526491372951999
benzenethiol,Ag,25,1017.875855,608.7217416799999,0.6200505692134954
benzenethiol,Ag,25,1020.091887,631.9507436079999,0.7214477033516425
benzenethiol,Ag,25,1022.307918,656.130668356,0.8269957196083342
benzenethiol,Ag,25,1024.523949,642.987348616,0.7696236913641537
benzenethiol,Ag,25,1026.73998,619.301549152,0.6662325860181463
benzenethiol,Ag,25,1028.956012,604.4485626280001,0.6013976752632967
benzenethiol,Ag,25,1031.172043,597.5709379959999,0.5713760914895166
benzenethiol,Ag,25,1033.388074,598.3581738400001,0.574812462054204
benzenethiol,Ag,25,1035.604106,597.008019488,0.5689188906316651
benzenethiol,Ag,25,1037.820137,596.3422580600001,0.5660127691793466
benzenethiol,Ag,25,1040.036168,596.381147804,0.5661825271655563
benzenethiol,Ag,25,1042.252199,594.677450472,0.5587457019657887
benzenethiol,Ag,25,1044.468231,593.3739571039999,0.5530558108420562
benzenethiol,Ag,25,1046.684262,595.131229848,0.5607264985751311
benzenethiol,Ag,25,1048.900293,597.8541674879999,0.5726124192009363
benzenethiol,Ag,25,1051.116325,599.333755372,0.5790709821477281
benzenethiol,Ag,25,1053.332356,603.182369388,0.5958706032780665
benzenethiol,Ag,25,1055.548387,607.5658663639999,0.6150050470327878
benzenethiol,Ag,25,1057.764418,608.306746408,0.6182390694602085
benzenethiol,Ag,25,1059.98045,614.054904124,0.6433304066077561
benzenethiol,Ag,25,1062.196481,619.7511785759999,0.6681952676330986
benzenethiol,Ag,25,1064.412512,631.118263416,0.7178138362592377
benzenethiol,Ag,25,1066.628543,643.8756621440001,0.7735012770750915
benzenethiol,Ag,25,1068.844575,661.080164736,0.8486008126689273
benzenethiol,Ag,25,1071.060606,677.4710052999998,0.9201486245144946
benzenethiol,Ag,25,1073.276637,689.444446732,0.9724140059862806
benzenethiol,Ag,25,1075.492669,690.663897084,0.977737040152786
benzenethiol,Ag,25,1077.7087,682.8792240399999,0.9437560908502406
benzenethiol,Ag,25,1079.924731,673.761122364,0.9039545797223696
benzenethiol,Ag,25,1082.140762,660.1089277039999,0.8443612567930917
benzenethiol,Ag,25,1084.356794,650.803321652,0.8037412685552833
benzenethiol,Ag,25,1086.572825,643.270209224,0.770858408856566
benzenethiol,Ag,25,1088.788856,639.069817284,0.7525232386114945
benzenethiol,Ag,25,1091.004888,646.1024125,0.7832212859346771
benzenethiol,Ag,25,1093.220919,660.4644469760001,0.8459131373010632
benzenethiol,Ag,25,1095.43695,673.100041812,0.9010688908057713
benzenethiol,Ag,25,1097.652981,675.1599236400001,0.910060500289031
benzenethiol,Ag,25,1099.869013,665.095245452,0.8661270791524217
benzenethiol,Ag,25,1102.085044,652.1409971200001,0.8095803682842567
benzenethiol,Ag,25,1104.301075,643.7238168999999,0.7728384559766278
benzenethiol,Ag,25,1106.517107,639.412396588,0.7540186347438081
benzenethiol,Ag,25,1108.733138,638.26397308,0.7490056405200783
benzenethiol,Ag,25,1110.949169,639.32726454,0.7536470240427859
benzenethiol,Ag,25,1113.1652,641.1140255400001,0.7614464312386429
benzenethiol,Ag,25,1115.381232,646.3344984,0.7842343662730754
benzenethiol,Ag,25,1117.597263,653.690334948,0.8163433973656591
benzenethiol,Ag,25,1119.813294,655.87784008,0.8258920965299539
benzenethiol,Ag,25,1122.029326,655.9159814320001,0.826058587703227
benzenethiol,Ag,25,1124.245357,654.88199854,0.8215451392855272
benzenethiol,Ag,25,1126.461388,650.0499709840001,0.8004528104901016
benzenethiol,Ag,25,1128.677419,643.117012852,0.7701896899366008
benzenethiol,Ag,25,1130.893451,634.2993021919999,0.7316994184494874
benzenethiol,Ag,25,1133.109482,623.525382092,0.6846700787921277
benzenethiol,Ag,25,1135.325513,615.4015566319999,0.6492086920982122
benzenethiol,Ag,25,1137.541544,613.1563782599999,0.6394082429331819
benzenethiol,Ag,25,1139.757576,610.28881572,0.626891018800215
benzenethiol,Ag,25,1141.973607,611.2700716200001,0.631174308130706
benzenethiol,Ag,25,1144.189638,610.69552946,0.6286663687605117
benzenethiol,Ag,25,1146.40567,613.2504981760001,0.6398190866610924
benzenethiol,Ag,25,1148.621701,616.142689928,0.6524438199983128
benzenethiol,Ag,25,1150.837732,621.290170092,0.6749131339309714
benzenethiol,Ag,25,1153.053763,621.38516192,0.6753277836501282
benzenethiol,Ag,25,1155.269795,621.288957576,0.6749078411660099
benzenethiol,Ag,25,1157.485826,619.188797872,0.6657404143485307
benzenethiol,Ag,25,1159.701857,615.253537868,0.6485625740034793
benzenethiol,Ag,25,1161.917889,609.9787663120001,0.6255376192219694
benzenethiol,Ag,25,1164.13392,607.8873918559999,0.6164085409729152
benzenethiol,Ag,25,1166.349951,605.727100912,0.6069786347158518
benzenethiol,Ag,25,1168.565982,601.623646912,0.5890666091816779
benzenethiol,Ag,25,1170.782014,599.420296024,0.5794487415592793
benzenethiol,Ag,25,1172.998045,598.543239484,0.5756202938322195
benzenethiol,Ag,25,1175.214076,599.469925816,0.5796653810297254
benzenethiol,Ag,25,1177.430108,601.041906864,0.5865272502430793
benzenethiol,Ag,25,1179.646139,600.527664188,0.5842825247159322
benzenethiol,Ag,25,1181.86217,598.553819056,0.575666474821163
benzenethiol,Ag,25,1184.078201,595.0644793,0.5604351251321255
benzenethiol,Ag,25,1186.294233,590.231261756,0.539337601908922
benzenethiol,Ag,25,1188.510264,586.183526144,0.5216687932326873
benzenethiol,Ag,25,1190.726295,584.542001956,0.514503360606802
benzenethiol,Ag,25,1192.942326,582.735255016,0.5066167125968397
benzenethiol,Ag,25,1195.158358,582.291719344,0.5046806308758842
benzenethiol,Ag,25,1197.374389,582.593541764,0.5059981187516654
benzenethiol,Ag,25,1199.59042,584.7602124480001,0.5154558732716276
benzenethiol,Ag,25,1201.806452,583.526645748,0.510071219702096
benzenethiol,Ag,25,1204.022483,582.607468708,0.5060589113855156
benzenethiol,Ag,25,1206.238514,583.1743979080001,0.5085336193526255
benzenethiol,Ag,25,1208.454545,582.302833228,0.5047291441951498
benzenethiol,Ag,25,1210.670577,579.580279524,0.4928448994919782
benzenethiol,Ag,25,1212.886608,578.267117748,0.487112804709823
benzenethiol,Ag,25,1215.102639,579.39343934,0.49202932165276786
benzenethiol,Ag,25,1217.318671,578.32764898,0.48737703015823775
benzenethiol,Ag,25,1219.534702,579.378052724,0.49196215739098337
benzenethiol,Ag,25,1221.750733,578.979954532,0.4902244152400508
benzenethiol,Ag,25,1223.966764,579.073764244,0.49063390489357156
benzenethiol,Ag,25,1226.182796,578.498576656,0.4881231481595623
benzenethiol,Ag,25,1228.398827,581.051259092,0.4992658861978761
benzenethiol,Ag,25,1230.614858,582.2634586839999,0.5045572700039133
benzenethiol,Ag,25,1232.83089,579.9358321679999,0.49439692567237864
benzenethiol,Ag,25,1235.046921,581.755831468,0.5023414216832466
benzenethiol,Ag,25,1237.262952,582.549367432,0.5058052929608227
benzenethiol,Ag,25,1239.478983,583.76062604,0.5110925692687778
benzenethiol,Ag,25,1241.695015,581.4040478840001,0.5008058478619951
benzenethiol,Ag,25,1243.911046,582.673690008,0.5063479746031135
benzenethiol,Ag,25,1246.127077,581.505533828,0.5012488451077999
benzenethiol,Ag,25,1248.343109,583.1305338760001,0.508342148055222
benzenethiol,Ag,25,1250.55914,586.826205112,0.5244741572224124
benzenethiol,Ag,25,1252.775171,586.9836779679999,0.5251615434627869
benzenethiol,Ag,25,1254.991202,587.140542952,0.5258462762753949
benzenethiol,Ag,25,1257.207234,586.332268016,0.5223180677729318
benzenethiol,Ag,25,1259.423265,587.127807524,0.5257906847392096
benzenethiol,Ag,25,1261.639296,585.039136804,0.5166734085935233
benzenethiol,Ag,25,1263.855327,584.610761724,0.5148035045148704
benzenethiol,Ag,25,1266.071359,585.10300642,0.516952206453241
benzenethiol,Ag,25,1268.28739,588.154814888,0.530273684214226
benzenethiol,Ag,25,1270.503421,590.5492460959999,0.540725638333248
benzenethiol,Ag,25,1272.719453,591.974901372,0.5469487795471237
benzenethiol,Ag,25,1274.935484,594.3665257279999,0.5573884814501606
benzenethiol,Ag,25,1277.151515,596.352355152,0.5660568440903176
benzenethiol,Ag,25,1279.367546,596.045809732,0.5647187398029478
benzenethiol,Ag,25,1281.583578,595.4435784399999,0.5620899343430149
benzenethiol,Ag,25,1283.799609,593.0427640560001,0.5516101169625797
benzenethiol,Ag,25,1286.01564,591.7794380600001,0.5460955608110208
benzenethiol,Ag,25,1288.231672,591.846949824,0.5463902570451261
benzenethiol,Ag,25,1290.447703,592.671623124,0.5499900462000554
benzenethiol,Ag,25,1292.663734,595.2827962480001,0.5613881024890349
benzenethiol,Ag,25,1294.879765,595.415184752,0.5619659927892741
benzenethiol,Ag,25,1297.095797,592.145930044,0.5476953384070355
benzenethiol,Ag,25,1299.311828,587.8057350079999,0.5287499123566572
benzenethiol,Ag,25,1301.527859,585.8092600760001,0.5200350809097055
benzenethiol,Ag,25,1303.743891,584.787973536,0.5155770534571764
benzenethiol,Ag,25,1305.959922,584.012180844,0.5121906335025895
benzenethiol,Ag,25,1308.175953,584.337534992,0.5136108399449244
benzenethiol,Ag,25,1310.391984,585.2694586800001,0.5176787887742179
benzenethiol,Ag,25,1312.608016,586.88549974,0.5247329847591108
benzenethiol,Ag,25,1314.824047,587.6641902160001,0.5281320538578094
benzenethiol,Ag,25,1317.040078,589.7149684880001,0.5370839253234073
benzenethiol,Ag,25,1319.256109,590.1765110680001,0.5390986091673273
benzenethiol,Ag,25,1321.472141,589.80550764,0.5374791386248028
benzenethiol,Ag,25,1323.688172,590.6549870880001,0.541187209328979
benzenethiol,Ag,25,1325.904203,590.0281556120001,0.5384510213751879
benzenethiol,Ag,25,1328.120235,591.2454042400001,0.5437644447756145
benzenethiol,Ag,25,1330.336266,591.8954184,0.5466018276807217
benzenethiol,Ag,25,1332.552297,593.0343362,0.551573328449324
benzenethiol,Ag,25,1334.768328,593.966450084,0.5556421075049603
benzenethiol,Ag,25,1336.98436,594.512431144,0.5580253745497217
benzenethiol,Ag,25,1339.200391,595.496820272,0.5623223407631363
benzenethiol,Ag,25,1341.416422,592.650435628,0.549897560462587
benzenethiol,Ag,25,1343.632454,590.840537568,0.5419971574691642
benzenethiol,Ag,25,1345.848485,588.525280104,0.5318908054025017
benzenethiol,Ag,25,1348.064516,586.515232636,0.5231167283513836
benzenethiol,Ag,25,1350.280547,586.6607872919999,0.5237520903451793
benzenethiol,Ag,25,1352.496579,585.473066484,0.5185675591087224
benzenethiol,Ag,25,1354.71261,584.68091302,0.5151097225948608
benzenethiol,Ag,25,1356.928641,585.0793030599999,0.5168487386942342
benzenethiol,Ag,25,1359.144673,586.307139528,0.5222083791743292
benzenethiol,Ag,25,1361.360704,587.941601572,0.5293429847692173
benzenethiol,Ag,25,1363.576735,589.1002829759999,0.5344007558309666
benzenethiol,Ag,25,1365.792766,591.1838779599999,0.5434958758338434
benzenethiol,Ag,25,1368.008798,594.225144816,0.5567713383054372
benzenethiol,Ag,25,1370.224829,596.793361352,0.5679818843893267
benzenethiol,Ag,25,1372.44086,599.71383824,0.5807300854389352
benzenethiol,Ag,25,1374.656891,601.52997428,0.5886577178973508
benzenethiol,Ag,25,1376.872923,603.581155588,0.5976113486591714
benzenethiol,Ag,25,1379.088954,605.1618418200001,0.6045112169528339
benzenethiol,Ag,25,1381.304985,604.116009492,0.5999460444509362
benzenethiol,Ag,25,1383.521017,602.260327792,0.5918457908612288
benzenethiol,Ag,25,1385.737048,597.108959772,0.5693595060118879
benzenethiol,Ag,25,1387.953079,593.558711872,0.5538622856123296
benzenethiol,Ag,25,1390.16911,589.917521476,0.5379680912706992
benzenethiol,Ag,25,1392.385142,586.00072778,0.5208708583798604
benzenethiol,Ag,25,1394.601173,583.5810830400001,0.5103088444358732
benzenethiol,Ag,25,1396.817204,581.129946836,0.4996093668070788
benzenethiol,Ag,25,1399.033236,578.606992188,0.48859639381492653
benzenethiol,Ag,25,1401.249267,577.59383792,0.4841738646191628
benzenethiol,Ag,25,1403.465298,578.42863002,0.4878178234428577
benzenethiol,Ag,25,1405.681329,578.408658736,0.48773064660379517
benzenethiol,Ag,25,1407.897361,578.932104276,0.49001554363888555
benzenethiol,Ag,25,1410.113392,580.0689399519999,0.494977955708491
benzenethiol,Ag,25,1412.329423,579.3177495719999,0.4916989275367151
benzenethiol,Ag,25,1414.545455,575.917260036,0.4768554187761631
benzenethiol,Ag,25,1416.761486,574.50116486,0.47067400844444435
benzenethiol,Ag,25,1418.977517,574.6141020760001,0.4711669917450375
benzenethiol,Ag,25,1421.193548,573.812554952,0.4676681508778234
benzenethiol,Ag,25,1423.40958,572.698191156,0.4628038310223281
benzenethiol,Ag,25,1425.625611,571.8942624480001,0.45929459428046365
benzenethiol,Ag,25,1427.841642,570.9725917800001,0.4552714010049172
benzenethiol,Ag,25,1430.057674,571.0963648720001,0.4558116840894472
benzenethiol,Ag,25,1432.273705,571.449610856,0.4573536414466521
benzenethiol,Ag,25,1434.489736,571.034310672,0.45554081071913394
benzenethiol,Ag,25,1436.705767,570.6768278719999,0.4539803591966777
benzenethiol,Ag,25,1438.921799,571.341938184,0.45688363845644003
benzenethiol,Ag,25,1441.13783,570.5871602440001,0.4535889501928674
benzenethiol,Ag,25,1443.353861,569.365252312,0.44825518842085915
benzenethiol,Ag,25,1445.569892,568.691664656,0.44531490462730905
benzenethiol,Ag,25,1447.785924,569.3507352,0.44819181963913846
benzenethiol,Ag,25,1450.001955,571.620492264,0.45809955748309594
benzenethiol,Ag,25,1452.217986,573.1565535599999,0.46480463305016895
benzenethiol,Ag,25,1454.434018,575.310875856,0.47420848550587946
benzenethiol,Ag,25,1456.650049,577.5645957279999,0.48404621925265384
benzenethiol,Ag,25,1458.86608,577.2924626600001,0.48285832864569067
benzenethiol,Ag,25,1461.082111,579.664300644,0.4932116608707702
benzenethiol,Ag,25,1463.298143,580.1279760760001,0.4952356548469557
benzenethiol,Ag,25,1465.514174,582.204330608,0.5042991694849118
benzenethiol,Ag,25,1467.730205,581.482866932,0.5011499016275188
benzenethiol,Ag,25,1469.946237,586.804023244,0.5243773309424022
benzenethiol,Ag,25,1472.162268,590.794765824,0.5417973588002208
benzenethiol,Ag,25,1474.378299,591.621033392,0.5454041071093465
benzenethiol,Ag,25,1476.59433,591.100184472,0.5431305446045673
benzenethiol,Ag,25,1478.810362,589.998193184,0.5383202320997619
benzenethiol,Ag,25,1481.026393,589.4463643280001,0.5359114387858452
benzenethiol,Ag,25,1483.242424,589.009760824,0.5340056167364302
benzenethiol,Ag,25,1485.458456,586.4223288320001,0.5227111930853692
benzenethiol,Ag,25,1487.674487,586.571982456,0.5233644475228184
benzenethiol,Ag,25,1489.890518,582.989704008,0.5077274102778296
benzenethiol,Ag,25,1492.106549,581.6985258,0.5020912761744949
benzenethiol,Ag,25,1494.322581,579.1281927240001,0.49087149116200485
benzenethiol,Ag,25,1496.538612,583.5535742120001,0.5101887653928155
benzenethiol,Ag,25,1498.754643,579.515844588,0.4925636339486274
benzenethiol,Ag,25,1500.970674,580.69053546,0.497691288089267
benzenethiol,Ag,25,1503.186706,579.365023268,0.49190528239041825
benzenethiol,Ag,25,1505.402737,579.849910928,0.494021870061957
benzenethiol,Ag,25,1507.618768,581.816722464,0.5026072175408713
benzenethiol,Ag,25,1509.8348,579.896438152,0.49422496648373293
benzenethiol,Ag,25,1512.050831,580.2718623079999,0.49586373398750316
benzenethiol,Ag,25,1514.266862,581.464828792,0.5010711631734585
benzenethiol,Ag,25,1516.482893,581.9003666279999,0.5029723334654926
benzenethiol,Ag,25,1518.698925,581.32562494,0.5004635231337553
benzenethiol,Ag,25,1520.914956,581.4085749519999,0.500825609008972
benzenethiol,Ag,25,1523.130987,582.927453952,0.5074556819746547
benzenethiol,Ag,25,1525.347019,581.3118678000001,0.5004034717129386
benzenethiol,Ag,25,1527.56305,581.99701522,0.5033942151407221
benzenethiol,Ag,25,1529.779081,582.0759815360001,0.5037389117471746
benzenethiol,Ag,25,1531.995112,582.7102733040001,0.5065076646915314
benzenethiol,Ag,25,1534.211144,582.846268032,0.5071012965539691
benzenethiol,Ag,25,1536.427175,584.95908868,0.5163239897768264
benzenethiol,Ag,25,1538.643206,584.8413148760001,0.5158098942406014
benzenethiol,Ag,25,1540.859238,585.5217005480001,0.5187798521175391
benzenethiol,Ag,25,1543.075269,585.239353172,0.5175473749389427
benzenethiol,Ag,25,1545.2913,586.106744604,0.5213336334124402
benzenethiol,Ag,25,1547.507331,588.910127868,0.53357070798592
benzenethiol,Ag,25,1549.723363,590.6555900239999,0.5411898412105657
benzenethiol,Ag,25,1551.939394,591.7020417360001,0.5457577173913701
benzenethiol,Ag,25,1554.155425,594.19488686,0.5566392590179676
benzenethiol,Ag,25,1556.371457,597.409333432,0.5706706698918079
benzenethiol,Ag,25,1558.587488,600.7240869120001,0.5851399313903536
benzenethiol,Ag,25,1560.803519,604.96343618,0.603645154633187
benzenethiol,Ag,25,1563.01955,612.7728995759999,0.6377343165337097
benzenethiol,Ag,25,1565.235582,623.684157128,0.6853631491906317
benzenethiol,Ag,25,1567.451613,640.115681292,0.7570885494000568
benzenethiol,Ag,25,1569.667644,658.5132305679998,0.8373958642616187
benzenethiol,Ag,25,1571.883675,678.8196358680001,0.9260355444532071
benzenethiol,Ag,25,1574.099707,687.616289976,0.9644339017877335
benzenethiol,Ag,25,1576.315738,680.174132656,0.9319480710838483
benzenethiol,Ag,25,1578.531769,658.2464192400001,0.8362312036318329
benzenethiol,Ag,25,1580.747801,634.8832587280001,0.7342484526006399
benzenethiol,Ag,25,1582.963832,620.9447330400001,0.6734052634160654
benzenethiol,Ag,25,1585.179863,609.423174044,0.6231123982030408
benzenethiol,Ag,25,1587.395894,605.1525725719999,0.6044707556714694
benzenethiol,Ag,25,1589.611926,596.221960032,0.5654876551292688
benzenethiol,Ag,25,1591.827957,591.803722584,0.5462015654144527
benzenethiol,Ag,25,1594.043988,588.280455148,0.5308221176913015
benzenethiol,Ag,25,1596.26002,582.660887256,0.506292089190305
benzenethiol,Ag,25,1598.476051,578.179004692,0.48672818158282655
benzenethiol,Ag,25,1600.692082,572.9466085360001,0.46388820005721776
benzenethiol,Ag,25,1602.908113,570.393193788,0.4527422653969254
benzenethiol,Ag,25,1605.124145,567.840005592,0.4415973196608935
benzenethiol,Ag,25,1607.340176,566.300304556,0.43487635623061593
benzenethiol,Ag,25,1609.556207,563.244955364,0.4215394228220966
benzenethiol,Ag,25,1611.772239,560.492146976,0.40952311311409306
benzenethiol,Ag,25,1613.98827,558.032962668,0.39878850463106
benzenethiol,Ag,25,1616.204301,552.3277908199999,0.3738848054990047
benzenethiol,Ag,25,1618.420332,547.553125148,0.35304286760132
benzenethiol,Ag,25,1620.636364,544.180438532,0.3383207216275721
benzenethiol,Ag,25,1622.852395,540.566817204,0.32254686928318793
benzenethiol,Ag,25,1625.068426,537.6946618559999,0.3100095970409519
benzenethiol,Ag,25,1627.284457,535.289679468,0.2995115858671717
benzenethiol,Ag,25,1629.500489,533.433251168,0.2914080732868029
benzenethiol,Ag,25,1631.71652,529.4788576159999,0.274146712911958
benzenethiol,Ag,25,1633.932551,526.0324942440001,0.2591029598397161
benzenethiol,Ag,25,1636.148583,526.023210488,0.2590624352293449
benzenethiol,Ag,25,1638.364614,522.0675734920001,0.24179564708543613
benzenethiol,Ag,25,1640.580645,519.649643816,0.23124111958339738
benzenethiol,Ag,25,1642.796676,517.641869168,0.22247696364017402
benzenethiol,Ag,25,1645.012708,516.096976164,0.21573333670169384
benzenethiol,Ag,25,1647.228739,515.780337528,0.21435117442251686
