experiment_id,procedure_id,outer_repeat,aggregation_level,domain_count,complete_domain_count,summary_status,mean_domain_balanced_accuracy,worst_domain_balanced_accuracy,mean_domain_macro_f1
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-00,2,instrument_balanced_master,13,11,incomplete_terminal_cells,0.3361154838427565,0.17857142857142858,0.32889658964525276
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-00,2,spectrum,13,11,incomplete_terminal_cells,0.33168898522068707,0.20454545454545456,0.31884146525434864
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-00,3,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3643518518518518,0.21428571428571427,0.33434421878049325
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-00,3,spectrum,13,12,incomplete_terminal_cells,0.3492010784673929,0.20502645502645503,0.32564073238619046
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-00,4,instrument_balanced_master,13,13,complete,0.40024975024975024,0.16666666666666666,0.37947985838218506
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-00,4,spectrum,13,13,complete,0.388301072661687,0.1801075268817204,0.3689220318348341
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-00,5,instrument_balanced_master,13,12,incomplete_terminal_cells,0.39984567901234563,0.29074074074074074,0.3774595411850314
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-00,5,spectrum,13,12,incomplete_terminal_cells,0.3748227401898147,0.2908730158730159,0.3545489069686087
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-01,1,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3563071188071188,0.19047619047619047,0.334827642098884
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-01,1,spectrum,13,12,incomplete_terminal_cells,0.35639860460540845,0.2169312169312169,0.3259270018713425
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-01,2,instrument_balanced_master,13,11,incomplete_terminal_cells,0.35126918536009444,0.25727513227513227,0.3379783398992518
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-01,2,spectrum,13,11,incomplete_terminal_cells,0.3532864181450995,0.2341269841269841,0.33783333429327944
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-01,3,instrument_balanced_master,13,11,incomplete_terminal_cells,0.4245430495430495,0.3148148148148148,0.4002753358484583
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-01,3,spectrum,13,11,incomplete_terminal_cells,0.4370197909658422,0.3462121212121212,0.4152952894734371
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-01,4,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3917217813051146,0.18055555555555555,0.37034865749166695
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-01,4,spectrum,13,12,incomplete_terminal_cells,0.38863885885808386,0.3115151515151515,0.3590212321592339
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-01,5,instrument_balanced_master,13,11,incomplete_terminal_cells,0.3872414622414622,0.19047619047619047,0.35170398135498054
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-01,5,spectrum,13,11,incomplete_terminal_cells,0.37000298320047537,0.2511904761904762,0.3437387922748656
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-02,1,instrument_balanced_master,13,13,complete,0.3499324749324749,0.17857142857142858,0.3204219316078248
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-02,1,spectrum,13,13,complete,0.3588251277211233,0.2060215053763441,0.3239314117553642
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-02,2,instrument_balanced_master,13,10,incomplete_terminal_cells,0.31071669071669067,0.19166666666666665,0.2855796829016643
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-02,2,spectrum,13,10,incomplete_terminal_cells,0.2922278943093737,0.2056878306878307,0.2608001640685841
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-02,3,instrument_balanced_master,13,10,incomplete_terminal_cells,0.2801190476190476,0.08333333333333333,0.2639342339557712
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-02,3,spectrum,13,10,incomplete_terminal_cells,0.28651546571707864,0.12037037037037036,0.2703405382276859
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-02,4,instrument_balanced_master,13,13,complete,0.3227244977244977,0.2111111111111111,0.2977524612139997
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-02,4,spectrum,13,13,complete,0.3276726862516629,0.21212121212121213,0.3004892583935163
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-02,5,instrument_balanced_master,13,12,incomplete_terminal_cells,0.28638167388167385,0.13333333333333333,0.24938262930590296
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-02,5,spectrum,13,12,incomplete_terminal_cells,0.2914599850447552,0.16666666666666666,0.2563567176593848
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-03,1,instrument_balanced_master,13,13,complete,0.3583980833980833,0.2240740740740741,0.33824647289706256
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-03,1,spectrum,13,13,complete,0.3641054858612829,0.22787878787878788,0.34115674120313444
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-03,2,instrument_balanced_master,13,13,complete,0.3184870684870684,0.14285714285714285,0.29647767512139983
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-03,2,spectrum,13,13,complete,0.33150835508925697,0.14285714285714285,0.312920777533525
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-03,3,instrument_balanced_master,13,11,incomplete_terminal_cells,0.34436026936026937,0.18095238095238098,0.32812139127928597
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-03,3,spectrum,13,11,incomplete_terminal_cells,0.3473240755716233,0.24239417989417988,0.32607970052874413
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-03,4,instrument_balanced_master,13,13,complete,0.3286981536981537,0.125,0.3222064661454992
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-03,4,spectrum,13,13,complete,0.300471115745566,0.12037037037037036,0.28935110996426877
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-03,5,instrument_balanced_master,13,12,incomplete_terminal_cells,0.2781675885842552,0.16203703703703703,0.2614158225484335
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-03,5,spectrum,13,12,incomplete_terminal_cells,0.28213826430919503,0.19007936507936507,0.2688589094942236
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-04,1,instrument_balanced_master,13,11,incomplete_terminal_cells,0.3278051073505619,0.19444444444444442,0.28397562033925666
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-04,1,spectrum,13,11,incomplete_terminal_cells,0.3479514880687901,0.24393939393939393,0.3101088031046723
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-04,2,instrument_balanced_master,13,10,incomplete_terminal_cells,0.3558597883597883,0.17777777777777778,0.3107573401307417
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-04,2,spectrum,13,10,incomplete_terminal_cells,0.33165873764928266,0.1752873563218391,0.2921200009004899
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-04,3,instrument_balanced_master,13,11,incomplete_terminal_cells,0.3530663780663781,0.15873015873015872,0.31524861525565157
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-04,3,spectrum,13,11,incomplete_terminal_cells,0.3543655011950593,0.19576719576719573,0.3245188213223759
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-04,4,instrument_balanced_master,13,13,complete,0.278022903022903,0.19047619047619047,0.26221000962399016
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-04,4,spectrum,13,13,complete,0.27938468737433403,0.12794612794612795,0.265518257424605
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-04,5,instrument_balanced_master,13,13,complete,0.32651885151885146,0.16666666666666666,0.29530602299713987
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-04,5,spectrum,13,13,complete,0.3359566364869266,0.10424242424242423,0.3020455208784986
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-05,1,instrument_balanced_master,13,12,incomplete_terminal_cells,0.37501903960237293,0.21666666666666667,0.35202467392258524
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-05,1,spectrum,13,12,incomplete_terminal_cells,0.35802449629155225,0.2236590038314176,0.3339668607151021
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-05,2,instrument_balanced_master,13,11,incomplete_terminal_cells,0.31777624732170184,0.08333333333333333,0.3103715974514076
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-05,2,spectrum,13,11,incomplete_terminal_cells,0.334925338806166,0.21363636363636362,0.3183689554408114
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-05,3,instrument_balanced_master,13,10,incomplete_terminal_cells,0.3784259259259259,0.2638888888888889,0.34354248257189435
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-05,3,spectrum,13,10,incomplete_terminal_cells,0.36047694902839506,0.2579365079365079,0.3274127000500896
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-05,4,instrument_balanced_master,13,11,incomplete_terminal_cells,0.29967532467532465,0.19166666666666665,0.27872508754861697
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-05,4,spectrum,13,11,incomplete_terminal_cells,0.31193400947243605,0.2218915343915344,0.2852302034697078
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-05,5,instrument_balanced_master,13,13,complete,0.25404410404410405,0.09722222222222221,0.22902245012271205
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-05,5,spectrum,13,13,complete,0.2923635277917814,0.15151515151515152,0.2677421723613914
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-06,1,instrument_balanced_master,13,12,incomplete_terminal_cells,0.32385762385762384,0.15,0.31909646342948267
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-06,1,spectrum,13,12,incomplete_terminal_cells,0.31387920149344883,0.21660052910052907,0.3060017263586118
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-06,2,instrument_balanced_master,13,11,incomplete_terminal_cells,0.33400782718964533,0.11363636363636365,0.31550893298926197
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-06,2,spectrum,13,11,incomplete_terminal_cells,0.315384909731153,0.11666666666666665,0.2889920548444506
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-06,3,instrument_balanced_master,13,11,incomplete_terminal_cells,0.2588307315580043,0.13095238095238096,0.2302661687688425
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-06,3,spectrum,13,11,incomplete_terminal_cells,0.24964909401000004,0.10833333333333334,0.22454266549869314
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-06,4,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3277336860670194,0.25396825396825395,0.2972920547804449
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-06,4,spectrum,13,12,incomplete_terminal_cells,0.3107930311767909,0.25396825396825395,0.28587692642324564
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-06,5,instrument_balanced_master,13,11,incomplete_terminal_cells,0.34924242424242424,0.20634920634920637,0.3387176944663576
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-06,5,spectrum,13,11,incomplete_terminal_cells,0.3689992842649836,0.23905723905723905,0.3623523136390263
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-07,1,instrument_balanced_master,13,11,incomplete_terminal_cells,0.3281057326511872,0.16666666666666666,0.31179421114687084
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-07,1,spectrum,13,11,incomplete_terminal_cells,0.3435212731766984,0.14814814814814814,0.33333753317057346
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-07,2,instrument_balanced_master,13,10,incomplete_terminal_cells,0.3023196248196248,0.13095238095238096,0.2799998832532372
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-07,2,spectrum,13,10,incomplete_terminal_cells,0.2966465174919013,0.12169312169312169,0.2735175742802193
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-07,3,instrument_balanced_master,13,11,incomplete_terminal_cells,0.3321067821067821,0.15873015873015872,0.2865671843835837
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-07,3,spectrum,13,11,incomplete_terminal_cells,0.3398875011611386,0.2257936507936508,0.2999553809951278
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-07,4,instrument_balanced_master,13,11,incomplete_terminal_cells,0.3847402597402597,0.21428571428571427,0.35962890347917087
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-07,4,spectrum,13,11,incomplete_terminal_cells,0.34172680992000437,0.24026881720430107,0.3234513939798213
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-07,5,instrument_balanced_master,13,13,complete,0.39611684611684606,0.13333333333333333,0.36791943161316826
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-07,5,spectrum,13,13,complete,0.39309137740557265,0.2331002331002331,0.36757152916455976
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-08,1,instrument_balanced_master,13,12,incomplete_terminal_cells,0.34857904441237775,0.18055555555555555,0.31161140965062534
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-08,1,spectrum,13,12,incomplete_terminal_cells,0.3531497693434568,0.23563218390804597,0.3120735537357413
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-08,2,instrument_balanced_master,13,10,incomplete_terminal_cells,0.33446368446368446,0.2571428571428571,0.2939909554383239
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-08,2,spectrum,13,10,incomplete_terminal_cells,0.3029345494039598,0.20848484848484847,0.2646975978376504
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-08,3,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3152046256212923,0.13888888888888887,0.3000089933668365
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-08,3,spectrum,13,12,incomplete_terminal_cells,0.30591939461169165,0.1878787878787879,0.2873611330132497
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-08,4,instrument_balanced_master,13,12,incomplete_terminal_cells,0.4072089947089947,0.24074074074074073,0.3637252085910497
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-08,4,spectrum,13,12,incomplete_terminal_cells,0.3902503716672237,0.19325396825396823,0.3487752946808566
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-08,5,instrument_balanced_master,13,12,incomplete_terminal_cells,0.41518257976591305,0.23809523809523805,0.3913408185307162
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-08,5,spectrum,13,12,incomplete_terminal_cells,0.39558019285401563,0.2558922558922559,0.37431258522656946
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-09,1,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3285433702100369,0.1976190476190476,0.3076172386709359
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-09,1,spectrum,13,12,incomplete_terminal_cells,0.3422450617109034,0.23232323232323235,0.3303677615088961
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-09,2,instrument_balanced_master,13,12,incomplete_terminal_cells,0.33195546737213405,0.19047619047619047,0.2989995719503953
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-09,2,spectrum,13,12,incomplete_terminal_cells,0.33411966158026596,0.15151515151515152,0.3020993633545583
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-09,3,instrument_balanced_master,13,12,incomplete_terminal_cells,0.34496252204585537,0.22023809523809523,0.3138066225140529
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-09,3,spectrum,13,12,incomplete_terminal_cells,0.332473019408735,0.21560846560846558,0.3056618721009997
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-09,4,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3110119047619047,0.15873015873015872,0.2894043973455738
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-09,4,spectrum,13,12,incomplete_terminal_cells,0.3307241572953475,0.22817460317460317,0.3089346495942584
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-09,5,instrument_balanced_master,13,12,incomplete_terminal_cells,0.23751102292768964,0.0,0.2134542996849498
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-09,5,spectrum,13,12,incomplete_terminal_cells,0.271379940568159,0.15753968253968254,0.2501907608334318
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-10,1,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3665063331729998,0.22023809523809523,0.35814853064538976
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-10,1,spectrum,13,12,incomplete_terminal_cells,0.37385016243215174,0.19477513227513224,0.3617702534045108
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-10,2,instrument_balanced_master,13,11,incomplete_terminal_cells,0.3431850977305522,0.25757575757575757,0.32122722984731816
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-10,2,spectrum,13,11,incomplete_terminal_cells,0.34449466247246613,0.21818181818181817,0.315218871032866
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-10,3,instrument_balanced_master,13,10,incomplete_terminal_cells,0.4016137566137566,0.2638888888888889,0.3617888970907547
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-10,3,spectrum,13,10,incomplete_terminal_cells,0.4058211912299788,0.27655913978494623,0.3656964425223719
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-10,4,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3261353615520282,0.16666666666666666,0.30913578543587067
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-10,4,spectrum,13,12,incomplete_terminal_cells,0.3455030927236155,0.15708812260536398,0.3266276009676499
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-10,5,instrument_balanced_master,13,12,incomplete_terminal_cells,0.41284872534872535,0.23809523809523805,0.3738173053678729
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-10,5,spectrum,13,12,incomplete_terminal_cells,0.40700190026640715,0.29404761904761906,0.3679614894427352
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-11,1,instrument_balanced_master,13,13,complete,0.3183973433973434,0.12222222222222223,0.29054751666087697
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-11,1,spectrum,13,13,complete,0.3275017417196761,0.22545454545454544,0.30113344295791566
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-11,2,instrument_balanced_master,13,12,incomplete_terminal_cells,0.31862373737373734,0.23148148148148148,0.30557401307390086
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-11,2,spectrum,13,12,incomplete_terminal_cells,0.3260773073861691,0.2488095238095238,0.31914066886715525
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-11,3,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3753968253968254,0.2619047619047619,0.35899867175021977
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-11,3,spectrum,13,12,incomplete_terminal_cells,0.3919030981635265,0.2727688172043011,0.3745464270662291
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-11,4,instrument_balanced_master,13,12,incomplete_terminal_cells,0.2755621693121693,0.09523809523809523,0.26002885310805846
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-11,4,spectrum,13,12,incomplete_terminal_cells,0.28366416651640974,0.09523809523809523,0.26389379882663705
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-11,5,instrument_balanced_master,13,12,incomplete_terminal_cells,0.359505772005772,0.17857142857142858,0.33928577537968657
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-11,5,spectrum,13,12,incomplete_terminal_cells,0.3555954990298706,0.23904761904761904,0.3356843211645469
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-12,1,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3773949815616482,0.15757575757575756,0.3335227527126392
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-12,1,spectrum,13,12,incomplete_terminal_cells,0.36640481157768895,0.19393939393939394,0.3280857591863114
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-12,2,instrument_balanced_master,13,13,complete,0.41031006031006034,0.25757575757575757,0.37842077898638976
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-12,2,spectrum,13,13,complete,0.4120385266312365,0.2515151515151515,0.383982630228889
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-12,3,instrument_balanced_master,13,10,incomplete_terminal_cells,0.3465632515632515,0.2272727272727273,0.3256092491386609
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-12,3,spectrum,13,10,incomplete_terminal_cells,0.36928252071744844,0.21818181818181817,0.3531540898536253
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-12,4,instrument_balanced_master,13,11,incomplete_terminal_cells,0.32968975468975475,0.14285714285714285,0.31363499084439134
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-12,4,spectrum,13,11,incomplete_terminal_cells,0.3280967471497353,0.14285714285714285,0.31140925038109596
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-12,5,instrument_balanced_master,13,12,incomplete_terminal_cells,0.4098815536315536,0.23809523809523805,0.3863209890874561
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-12,5,spectrum,13,12,incomplete_terminal_cells,0.4110765131097908,0.2553763440860215,0.3877926312612095
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-13,1,instrument_balanced_master,13,13,complete,0.33283845783845784,0.19047619047619047,0.29786921730241567
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-13,1,spectrum,13,13,complete,0.3255313840316407,0.20674603174603176,0.29531962318118266
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-13,2,instrument_balanced_master,13,11,incomplete_terminal_cells,0.3710612619703529,0.2333333333333333,0.3461924522280743
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-13,2,spectrum,13,11,incomplete_terminal_cells,0.3588385121449637,0.2457912457912458,0.33276583187183917
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-13,3,instrument_balanced_master,13,11,incomplete_terminal_cells,0.36410205955660496,0.2333333333333333,0.3289099423486775
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-13,3,spectrum,13,11,incomplete_terminal_cells,0.358712641659603,0.24242424242424243,0.3228172069487862
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-13,4,instrument_balanced_master,13,12,incomplete_terminal_cells,0.35747354497354494,0.14285714285714285,0.3496399801210341
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-13,4,spectrum,13,12,incomplete_terminal_cells,0.33653218079247,0.12169312169312169,0.3257530104383779
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-13,5,instrument_balanced_master,13,13,complete,0.3297332297332297,0.2106060606060606,0.31837466688621724
