experiment_id,task_id,station,domain,held_instrument,outer_fold,selection_kind,fixed_family_model_id,repeat_count,selection_count,complete_selection_count,distinct_outcome_count,modal_candidate_id,modal_count,modal_fraction,normalized_entropy,selection_state_set_sha256
EXP-C02-T1,T1-PILLS,pills,pills:within,not_applicable,0,standard,,5,5,5,2,C-NEAREST-CENTROID-000,4,0.8,0.7219280948873623,38faeb09f6f2f4faaaed405f57df1c086fcc623a18f558bc2867a8b9545ce84f
EXP-C02-T1,T1-PILLS,pills,pills:within,not_applicable,1,standard,,5,5,5,3,C-NEAREST-CENTROID-000,3,0.6,0.8649735207179272,aa950c24c9bc3adec79c3977710f6087600752b13679e8f1c28c062ed2ecbc0f
EXP-C02-T1,T1-PILLS,pills,pills:within,not_applicable,2,standard,,5,5,5,3,C-NEAREST-CENTROID-000,2,0.4,0.9602297178607612,b00b59791de7b90b3d9b512d291ae6140fe8c6de5b75f5c2eb92bb8ede875447
EXP-C02-T1,T1-PILLS,pills,pills:within,not_applicable,3,standard,,5,5,5,3,C-NEAREST-CENTROID-000,2,0.4,0.9602297178607612,f2e63fde60744ed707a711ce37dcdda2961f2471588294096ac9a2dbeaf3a78b
EXP-C02-T1,T1-SURF,surfaces,surfaces:within,not_applicable,0,standard,,5,5,5,2,C-NEAREST-CENTROID-000,4,0.8,0.7219280948873623,6e15f0bcb525b5b4eefaa23e2008ff36a02b2e6e54028b674a72af60c0def1f9
EXP-C02-T1,T1-SURF,surfaces,surfaces:within,not_applicable,1,standard,,5,5,5,2,C-NEAREST-CENTROID-000,4,0.8,0.7219280948873623,21efda0c35d2946486bc8e22b4e733840e429f3aac4553794c989ba343fabb43
EXP-C02-T1,T1-SURF,surfaces,surfaces:within,not_applicable,2,standard,,5,5,5,2,C-NEAREST-CENTROID-000,3,0.6,0.9709505944546688,3dd8e6d438e608041a34fb41d6877290061b11c63bd699f94b9d550469ea95a5
EXP-C02-T1,T1-SURF,surfaces,surfaces:within,not_applicable,3,standard,,5,5,5,2,C-NEAREST-CENTROID-000,4,0.8,0.7219280948873623,b55840adaa36405e9eb87678fe267c2ffcba98e405a74e8b0f0606b4e695aaf0
EXP-C03-T1,T1-CWA,cwa,cwa:within,not_applicable,0,standard,,5,5,5,3,C-PCA-LDA-004,3,0.6,0.8649735207179272,cacb9a0a93e9b82c36facd0edd62eb682b9cb712262d71925bb2b9ce3a1d76e9
EXP-C03-T1,T1-CWA,cwa,cwa:within,not_applicable,1,standard,,5,5,5,2,C-PCA-LDA-006,3,0.6,0.9709505944546688,fa62e3fb577bf12e02fe77d2a9c8cf110d3cba68a74ab2951e5207ea99bc12b5
EXP-C03-T1,T1-CWA,cwa,cwa:within,not_applicable,2,standard,,5,5,5,2,C-PCA-LDA-006,4,0.8,0.7219280948873623,b7a14b42aa3480784cdaee3b8f9109dffed0aa22de8b30c528869ce5edb9aa79
EXP-C03-T1,T1-CWA,cwa,cwa:within,not_applicable,3,standard,,5,5,5,2,C-PCA-LDA-006,3,0.6,0.9709505944546688,95fc55241a8199c7fa01c4b4bb356b792e07b28346397f094c7f42505ed645d7
EXP-C03-T1,T1-PILLS,pills,pills:within,not_applicable,0,standard,,5,5,5,2,C-PCA-LDA-004,4,0.8,0.7219280948873623,56cb0bd68767f1bfed73f0d9641c22cf992e322e8ff2e1d3814b7b9dcad2f197
EXP-C03-T1,T1-PILLS,pills,pills:within,not_applicable,1,standard,,5,5,5,2,C-PCA-LDA-004,3,0.6,0.9709505944546688,eb7dd223a6c3a64e849203bd4464de492954bdbdaf5a89ac8e9c191d51a7be8e
EXP-C03-T1,T1-PILLS,pills,pills:within,not_applicable,2,standard,,5,5,5,2,C-PCA-LDA-002,4,0.8,0.7219280948873623,d456176355fac24fe5040fa065991cab0ebbddf3203dccb2c0d777c06c3c2230
EXP-C03-T1,T1-PILLS,pills,pills:within,not_applicable,3,standard,,5,5,5,3,C-PCA-LDA-004,3,0.6,0.8649735207179272,f4ead880aa33f0e8c70e10049bdf809334ccc561c366a7be90239d270c1e80ac
EXP-C03-T1,T1-SURF,surfaces,surfaces:within,not_applicable,0,standard,,5,5,5,3,C-PCA-LDA-004,3,0.6,0.8649735207179272,076124f313e484a99b91c159955aeaefe6ed6ce982da5b807b1a00cf443effb5
EXP-C03-T1,T1-SURF,surfaces,surfaces:within,not_applicable,1,standard,,5,5,5,3,C-PCA-LDA-007,3,0.6,0.8649735207179272,f83a581cab7caa2ff07fcca0a9c74fe700371b6846d506163c2150fde9d17f0f
EXP-C03-T1,T1-SURF,surfaces,surfaces:within,not_applicable,2,standard,,5,5,5,2,C-PCA-LDA-006,4,0.8,0.7219280948873623,5d20b8da9195154fbd0dc65e70c7be2469bf8b0ee314687edde1b400f67108ec
EXP-C03-T1,T1-SURF,surfaces,surfaces:within,not_applicable,3,standard,,5,5,5,3,C-PCA-LDA-006,3,0.6,0.8649735207179272,a7723ad29c3a99b5d5ab4da910da441cfda225d72346d40816d931c9d691a2ce
EXP-C04-T1,T1-CWA,cwa,cwa:within,not_applicable,0,standard,,5,5,5,3,C-PLS-DA-001,2,0.4,0.9602297178607612,90a31d7bbd18abc67011ac6c43203ccc9a880d7492c21a6fd85078830ca8f0f7
EXP-C04-T1,T1-CWA,cwa,cwa:within,not_applicable,1,standard,,5,5,5,3,C-PLS-DA-002,2,0.4,0.9602297178607612,d64f1429ed3770888dffb1e04c75a99c164d7b2182a02a4ab66df11b0f0d8ff3
EXP-C04-T1,T1-CWA,cwa,cwa:within,not_applicable,2,standard,,5,5,5,3,C-PLS-DA-003,3,0.6,0.8649735207179272,e64cfc5a205c75b7aa033437eb8c0c4f9eba27e76025a2f33445799cbb00b6c5
EXP-C04-T1,T1-CWA,cwa,cwa:within,not_applicable,3,standard,,5,5,5,3,C-PLS-DA-004,3,0.6,0.8649735207179272,103c9ba1a8345bb959d1dc2e16f116f5953fbca7d5f38827895c42b0b69b6972
EXP-C04-T1,T1-PILLS,pills,pills:within,not_applicable,0,standard,,5,5,5,1,C-PLS-DA-000,5,1.0,0.0,0edde57bd025f1168429e7f930d566646e36e82984072cf847e0b27af58c4b68
EXP-C04-T1,T1-PILLS,pills,pills:within,not_applicable,1,standard,,5,5,5,1,C-PLS-DA-000,5,1.0,0.0,00db2a561272bde8524c88f1d64642ca4a086667931f67a468709433905e21cd
EXP-C04-T1,T1-PILLS,pills,pills:within,not_applicable,2,standard,,5,5,5,1,C-PLS-DA-000,5,1.0,0.0,2fc6fb6ff948f9425d0fe3f2eb89ef7df9bc48165f93d28423a6b9574be17ab6
EXP-C04-T1,T1-PILLS,pills,pills:within,not_applicable,3,standard,,5,5,5,1,C-PLS-DA-000,5,1.0,0.0,de708381c8062417167e0a0d50efe637b7f33669fa4cd54f8b658d644a3fb15c
EXP-C04-T1,T1-SURF,surfaces,surfaces:within,not_applicable,0,standard,,5,5,5,2,C-PLS-DA-001,3,0.6,0.9709505944546688,ca68d84168bc7a6f979017ca50fc6e4859852eac3694f76c62749d4b6f228134
EXP-C04-T1,T1-SURF,surfaces,surfaces:within,not_applicable,1,standard,,5,5,5,4,C-PLS-DA-003,2,0.4,0.9609640474436812,9cd2ee58a392be0dd9d419aa2d5037f8839a27e21581bf3f7a22504432ec39a1
EXP-C04-T1,T1-SURF,surfaces,surfaces:within,not_applicable,2,standard,,5,5,5,3,C-PLS-DA-002,3,0.6,0.8649735207179272,2a9b5c4dcb5b4342946f51d67d5e01e6df9bc1773682a55920120e544d15a1ce
EXP-C04-T1,T1-SURF,surfaces,surfaces:within,not_applicable,3,standard,,5,5,5,2,C-PLS-DA-001,4,0.8,0.7219280948873623,93e19f97c305dafd059297958c298940d7ea1f4fee0126eda31c0d9219e37db4
EXP-C05-T1,T1-CWA,cwa,cwa:within,not_applicable,0,standard,,5,5,5,4,C-LOGREG-EN-010,2,0.4,0.9609640474436812,7e9b28ee19ab671d1973d4a00de99263bafbc6d7067fb2b05e95476790c90ca0
EXP-C05-T1,T1-CWA,cwa,cwa:within,not_applicable,1,standard,,5,5,5,4,C-LOGREG-EN-005,2,0.4,0.9609640474436812,eb590ec9944b6f000ce6a4fcda0acfb6be67bc417a9391bb3db0860737d37b46
EXP-C05-T1,T1-CWA,cwa,cwa:within,not_applicable,2,standard,,5,5,5,4,C-LOGREG-EN-005,2,0.4,0.9609640474436812,a97883c8e87c8128f284c07c6a7156e34ce828d80c632274a10396b3f7491f71
EXP-C05-T1,T1-CWA,cwa,cwa:within,not_applicable,3,standard,,5,5,5,3,C-LOGREG-EN-005,2,0.4,0.9602297178607612,cf309c0c03d1332ed4b7330863f546d06a69d4f23ac23bb9b8b860048c3b47b4
EXP-C05-T1,T1-PILLS,pills,pills:within,not_applicable,0,standard,,5,5,5,1,C-LOGREG-EN-000,5,1.0,0.0,3113a0dd4af3076ff49dfb3dba51215aa7f6a00112911b4380797f7df2fb8f02
EXP-C05-T1,T1-PILLS,pills,pills:within,not_applicable,1,standard,,5,5,5,1,C-LOGREG-EN-000,5,1.0,0.0,e4256f8a1ec671021ea50100ccbb6271a12517f4844c3205f3ac6ad8706d0a8c
EXP-C05-T1,T1-PILLS,pills,pills:within,not_applicable,2,standard,,5,5,5,1,C-LOGREG-EN-000,5,1.0,0.0,52d1c93858a18579ccf6eb1bfa16ba46f2659e47bdcdc7e39098830c723cd029
EXP-C05-T1,T1-PILLS,pills,pills:within,not_applicable,3,standard,,5,5,5,1,C-LOGREG-EN-000,5,1.0,0.0,c78eae19a707ba7f8423dbcdd2c397d1887b6d441a283b2515d50e8d8c656e03
EXP-C05-T1,T1-SURF,surfaces,surfaces:within,not_applicable,0,standard,,5,5,5,2,C-LOGREG-EN-000,4,0.8,0.7219280948873623,0c5e1888f2d6409da8bd368e53c8973f8fcd902cdaaa170685f256cf0961313d
EXP-C05-T1,T1-SURF,surfaces,surfaces:within,not_applicable,1,standard,,5,5,5,2,C-LOGREG-EN-000,4,0.8,0.7219280948873623,8970e018508e1cc34f4adb74c7aa90c5c3c4a14868ef62b66ec70a88f272f252
EXP-C05-T1,T1-SURF,surfaces,surfaces:within,not_applicable,2,standard,,5,5,5,3,C-LOGREG-EN-000,3,0.6,0.8649735207179272,9265d793f934d3d43255665e8c00ec0c0e364399dc57c5a908b8a6fa993b3ffa
EXP-C05-T1,T1-SURF,surfaces,surfaces:within,not_applicable,3,standard,,5,5,5,2,C-LOGREG-EN-000,4,0.8,0.7219280948873623,537c8bf8903494865754d20cb03083acbe9a0a8da9779e0af6eb0659139bb044
EXP-C06-T1,T1-CWA,cwa,cwa:within,not_applicable,0,standard,,5,5,5,3,C-RBF-SVM-019,3,0.6,0.8649735207179272,5389e0991f8b3fcbf867c6c92b08d5535aa4c4246cc6e6dd02fe922a807d5396
EXP-C06-T1,T1-CWA,cwa,cwa:within,not_applicable,1,standard,,5,5,5,4,C-RBF-SVM-025,2,0.4,0.9609640474436812,a78f0c79076ea733f8dfd7175c7a5707d12d96ac955216aad8216fcb9810bd0c
EXP-C06-T1,T1-CWA,cwa,cwa:within,not_applicable,2,standard,,5,5,5,5,C-RBF-SVM-012,1,0.2,1.0000000000000002,5cb53b11d89586aac820dc74efc081fe41ff97a75a07b55db05527cdaefc4f40
EXP-C06-T1,T1-CWA,cwa,cwa:within,not_applicable,3,standard,,5,5,5,3,C-RBF-SVM-025,3,0.6,0.8649735207179272,9dd393f5e6d4514e1f5cb2123e2a3a346a71c748ff16247e740e2c85a9157406
EXP-C06-T1,T1-PILLS,pills,pills:within,not_applicable,0,standard,,5,5,5,1,C-RBF-SVM-012,5,1.0,0.0,86c36b9ee948b86ae4dc378f09235c921b12e615aa54da0b7da8f2f1ce39a8d1
EXP-C06-T1,T1-PILLS,pills,pills:within,not_applicable,1,standard,,5,5,5,1,C-RBF-SVM-012,5,1.0,0.0,9568dec22e95b71e04392dc1c7dc41a848758b5ce71f8252dbece1bf16403184
EXP-C06-T1,T1-PILLS,pills,pills:within,not_applicable,2,standard,,5,5,5,1,C-RBF-SVM-012,5,1.0,0.0,d06004fc7585392759c6f0f5356b3225635d387ad2464cd95db37c7c272a5535
EXP-C06-T1,T1-PILLS,pills,pills:within,not_applicable,3,standard,,5,5,5,1,C-RBF-SVM-012,5,1.0,0.0,72f073e207e3d6f128375f193ffe2a5fd38a2c8f41e2752a70a699a807198d99
EXP-C06-T1,T1-SURF,surfaces,surfaces:within,not_applicable,0,standard,,5,5,5,2,C-RBF-SVM-012,4,0.8,0.7219280948873623,00265a14ec276b3a63ae8d51df93c944ebaf4ac40f6f208370269d8ab8e51973
EXP-C06-T1,T1-SURF,surfaces,surfaces:within,not_applicable,1,standard,,5,5,5,3,C-RBF-SVM-012,3,0.6,0.8649735207179272,f0a5cbf80eb1c44b8242a1d85cced9298cce3443401850a6b694107ae5a17001
EXP-C06-T1,T1-SURF,surfaces,surfaces:within,not_applicable,2,standard,,5,5,5,1,C-RBF-SVM-012,5,1.0,0.0,1f6538bb15a275b3281f96ebe64f02d1cce2acb2d2980a1699516d973203a182
EXP-C06-T1,T1-SURF,surfaces,surfaces:within,not_applicable,3,standard,,5,5,5,3,C-RBF-SVM-012,3,0.6,0.8649735207179272,9d1fcb2eed0d248f71265742abe16979ae5b4cd9fc8d4b3e27792c5be8c0a4ea
EXP-C07-T1,T1-CWA,cwa,cwa:within,not_applicable,0,standard,,5,5,5,5,C-RANDOM-FOREST-000,1,0.2,1.0000000000000002,0f00fd2a1a649259193cf15129ccc14a179ee53baad4abf063abdf6910fabd8b
EXP-C07-T1,T1-CWA,cwa,cwa:within,not_applicable,1,standard,,5,5,5,5,C-RANDOM-FOREST-000,1,0.2,1.0000000000000002,f4ab57529edc1a9538d7e22077e709c44eaacedb807fff05d328fd37bcade7cd
EXP-C07-T1,T1-CWA,cwa,cwa:within,not_applicable,2,standard,,5,5,5,4,C-RANDOM-FOREST-008,2,0.4,0.9609640474436812,872ddfe2eae22f976d6b33ab54fa6105ae9b0cdcf3dca2ec7d5667db181da0f1
EXP-C07-T1,T1-CWA,cwa,cwa:within,not_applicable,3,standard,,5,5,5,4,C-RANDOM-FOREST-007,2,0.4,0.9609640474436812,ad95da53791182494ce1497aa407b93ef4e0f77c0c69f95f10546c6a7c8ba56e
EXP-C07-T1,T1-PILLS,pills,pills:within,not_applicable,0,standard,,5,5,5,1,C-RANDOM-FOREST-000,5,1.0,0.0,1c7b1cf396b6c98886703956f8fcb32e7d1b9a3d2bcdba15f9073d3ceeb3699a
EXP-C07-T1,T1-PILLS,pills,pills:within,not_applicable,1,standard,,5,5,5,1,C-RANDOM-FOREST-000,5,1.0,0.0,3b657a3b8c12ce394d101b745493463b74033dc512c970e06f867ef2ba4c71c2
EXP-C07-T1,T1-PILLS,pills,pills:within,not_applicable,2,standard,,5,5,5,1,C-RANDOM-FOREST-000,5,1.0,0.0,bcf4b0d81534935939f1d1e3aa28ff3163a3811b60d9dfae058b888f8846084b
EXP-C07-T1,T1-PILLS,pills,pills:within,not_applicable,3,standard,,5,5,5,1,C-RANDOM-FOREST-000,5,1.0,0.0,ec4347358a7b4ede52dbf8e7d5505e5f7b09703dbaaad43638585a87c5f19aa8
EXP-C07-T1,T1-SURF,surfaces,surfaces:within,not_applicable,0,standard,,5,5,5,3,C-RANDOM-FOREST-000,3,0.6,0.8649735207179272,b56ea817c56b81c4ce3602b369b33d94054796e5008d7ffe8f576314f856d411
EXP-C07-T1,T1-SURF,surfaces,surfaces:within,not_applicable,1,standard,,5,5,5,2,C-RANDOM-FOREST-000,4,0.8,0.7219280948873623,601cad0ee9935e9ac7877d9664b282cbb5cd4b018ecd3855df527fb07cfcf9af
EXP-C07-T1,T1-SURF,surfaces,surfaces:within,not_applicable,2,standard,,5,5,5,2,C-RANDOM-FOREST-000,4,0.8,0.7219280948873623,27f9339b6d6dce70bbc42fa46c5dbe35254a125495b6507171dea34886d22a4c
EXP-C07-T1,T1-SURF,surfaces,surfaces:within,not_applicable,3,standard,,5,5,5,2,C-RANDOM-FOREST-000,4,0.8,0.7219280948873623,d4741992d3a2ed1755bbf93b8490928b3c321fc4274e1881624272afeaef9c1d
EXP-C08-T1,T1-CWA,cwa,cwa:within,not_applicable,0,standard,,5,5,5,4,C-EXTRA-TREES-009,2,0.4,0.9609640474436812,4c45be7a31b0bf24b76fba659ee5bb6c24ad85182e9bdfe8426f85f4a9d3c06b
EXP-C08-T1,T1-CWA,cwa,cwa:within,not_applicable,1,standard,,5,5,5,5,C-EXTRA-TREES-001,1,0.2,1.0000000000000002,4dc016e6f92955ac75a13a509d0774f9f0fc7f0ca9ce41969d63feeb0aec1335
EXP-C08-T1,T1-CWA,cwa,cwa:within,not_applicable,2,standard,,5,5,5,4,C-EXTRA-TREES-000,2,0.4,0.9609640474436812,f3f2a0c84d662b61bfe6b4af4626971bc95f4570d848794ad4c8e30483da0e7f
EXP-C08-T1,T1-CWA,cwa,cwa:within,not_applicable,3,standard,,5,5,5,5,C-EXTRA-TREES-004,1,0.2,1.0000000000000002,0b4f6f89a291ba8606f77cba3913de70f0abf44acd9c780e13cf7f65dd2a8a9f
EXP-C08-T1,T1-PILLS,pills,pills:within,not_applicable,0,standard,,5,5,5,1,C-EXTRA-TREES-000,5,1.0,0.0,fd0524890279a28859360eb3608ef05ab6464dfe25cbfa8590e2c4c98264ddd1
EXP-C08-T1,T1-PILLS,pills,pills:within,not_applicable,1,standard,,5,5,5,1,C-EXTRA-TREES-000,5,1.0,0.0,3c46213ecc085a12a9b97a7bfc7fd7db07dab03843ec0341bd9a3642726d0c82
EXP-C08-T1,T1-PILLS,pills,pills:within,not_applicable,2,standard,,5,5,5,1,C-EXTRA-TREES-000,5,1.0,0.0,8119ea9146cf891444182bc53d376f8c81ad32911fff9cb0c3209656355c5296
EXP-C08-T1,T1-PILLS,pills,pills:within,not_applicable,3,standard,,5,5,5,1,C-EXTRA-TREES-000,5,1.0,0.0,dc2054ba1ceaa795d92359bd0bce759f7a8a726da4ff0d394153201b0c533cf0
EXP-C08-T1,T1-SURF,surfaces,surfaces:within,not_applicable,0,standard,,5,5,5,2,C-EXTRA-TREES-000,4,0.8,0.7219280948873623,715dce2d04295ff9c7e2d3dfcddbcd8ea7d72d7d3cf1a94c9d513daa177233e7
EXP-C08-T1,T1-SURF,surfaces,surfaces:within,not_applicable,1,standard,,5,5,5,3,C-EXTRA-TREES-002,2,0.4,0.9602297178607612,5ad090335aafe15d7f8e52dac51a56ecb6628b107adb3544a51fbd4456b01c11
EXP-C08-T1,T1-SURF,surfaces,surfaces:within,not_applicable,2,standard,,5,5,5,4,C-EXTRA-TREES-002,2,0.4,0.9609640474436812,e50add8d127758339bdabf49b9b4957599844b80a2c50c2a09af3ff4dbcb9754
EXP-C08-T1,T1-SURF,surfaces,surfaces:within,not_applicable,3,standard,,5,5,5,4,C-EXTRA-TREES-003,2,0.4,0.9609640474436812,788c91f981c95172e2a6146f0a0aad32f91806d65c8c9c8db73cc3b178bcd8d5
EXP-C09-CONTROL-META,T3-ZS,cwa,cwa:Mira-2,Mira-2,0,metadata_control,,5,5,5,5,CTRL-META-C-LOGREG-EN-000,1,0.2,1.0000000000000002,23e5062c7114643d240553bbdd6608f3b6a03df197e2fc2a9010ba26db42a841
EXP-C09-CONTROL-META,T3-ZS,cwa,cwa:Mira-2,Mira-2,1,metadata_control,,5,5,5,3,CTRL-META-C-LOGREG-EN-010,3,0.6,0.8649735207179272,351255c2018698570fe3d68a252ba25f46f148b7446048b81819cdef040cac03
EXP-C09-CONTROL-META,T3-ZS,cwa,cwa:Mira-2,Mira-2,2,metadata_control,,5,5,5,5,CTRL-META-C-LOGREG-EN-000,1,0.2,1.0000000000000002,82047b38eeb7391288ea334824625d24d45558f1a180eee3f8af3c1b28aaf7e8
EXP-C09-CONTROL-META,T3-ZS,cwa,cwa:Mira-2,Mira-2,3,metadata_control,,5,5,5,3,CTRL-META-C-LOGREG-EN-010,2,0.4,0.9602297178607612,ec65abd2a98670fccd03668d915052563f618e09b92ff1801acdaa97a1182728
EXP-C09-CONTROL-META,T3-ZS,cwa,cwa:Pendar-2,Pendar-2,0,metadata_control,,5,5,5,3,CTRL-META-C-LOGREG-EN-025,3,0.6,0.8649735207179272,8907aed355f2c3273ab693115ecddeb5787ea1aa6284d117e6d83adf7d09fa6b
EXP-C09-CONTROL-META,T3-ZS,cwa,cwa:Pendar-2,Pendar-2,1,metadata_control,,5,5,5,4,CTRL-META-C-LOGREG-EN-000,2,0.4,0.9609640474436812,6ad7723e24c490545a939d3ed9bc44357155fa0b4530fc91bc45316045fc3545
EXP-C09-CONTROL-META,T3-ZS,cwa,cwa:Pendar-2,Pendar-2,2,metadata_control,,5,5,5,5,CTRL-META-C-LOGREG-EN-000,1,0.2,1.0000000000000002,6a9781bee259ee7e925af8fafab461f8392f8b063f7013467db46f9b349b59cb
EXP-C09-CONTROL-META,T3-ZS,cwa,cwa:Pendar-2,Pendar-2,3,metadata_control,,5,5,5,3,CTRL-META-C-LOGREG-EN-025,3,0.6,0.8649735207179272,4baf0105fd476930846cc9c142c613c349d9fa2bae5501a8a2617568f059433e
EXP-C09-CONTROL-META,T3-ZS,cwa,cwa:RMX-1,RMX-1,0,metadata_control,,5,5,5,5,CTRL-META-C-LOGREG-EN-015,1,0.2,1.0000000000000002,7ef3c326fbd6f284662a6b6513ca4412988c3a97a3ae2d9b2e82e3ee1afbdaa8
EXP-C09-CONTROL-META,T3-ZS,cwa,cwa:RMX-1,RMX-1,1,metadata_control,,5,5,5,4,CTRL-META-C-LOGREG-EN-019,2,0.4,0.9609640474436812,0525a2bb5ecaa1d84e26e8e83008b9d9461e7021eb6dd3cebaf03b38c5e6b31a
EXP-C09-CONTROL-META,T3-ZS,cwa,cwa:RMX-1,RMX-1,2,metadata_control,,5,5,5,3,CTRL-META-C-LOGREG-EN-015,3,0.6,0.8649735207179272,58955e1c32d2777953af7ca019357888a20d929cf7c146ace51861874dd9fe7b
EXP-C09-CONTROL-META,T3-ZS,cwa,cwa:RMX-1,RMX-1,3,metadata_control,,5,5,5,4,CTRL-META-C-LOGREG-EN-015,2,0.4,0.9609640474436812,8dcf708d1c8a665e3be8fde8c1d2b4946a80a35775cced67fc901254adc106f5
EXP-C09-CONTROL-META,T3-ZS,pills,pills:Agilent-1,Agilent-1,0,metadata_control,,5,5,5,5,CTRL-META-C-LOGREG-EN-003,1,0.2,1.0000000000000002,e4b2a666d980fbc7605604557d6d86a7de6f137c2bb761c8052f9e8b0de7f237
EXP-C09-CONTROL-META,T3-ZS,pills,pills:Agilent-1,Agilent-1,1,metadata_control,,5,5,5,4,CTRL-META-C-LOGREG-EN-010,2,0.4,0.9609640474436812,6d36f7e491e3dec97343bcf1c05af984d71df2cef29509eb19f1d44366f7c08a
EXP-C09-CONTROL-META,T3-ZS,pills,pills:Agilent-1,Agilent-1,2,metadata_control,,5,5,5,4,CTRL-META-C-LOGREG-EN-000,2,0.4,0.9609640474436812,8a1b3b54b9a547f6d266674f5c412c9c362545923a5cbd4288956244aa5ed134
EXP-C09-CONTROL-META,T3-ZS,pills,pills:Agilent-1,Agilent-1,3,metadata_control,,5,5,5,4,CTRL-META-C-LOGREG-EN-010,2,0.4,0.9609640474436812,af73db626f1af173140dc5dab11a62e49074b68c12486fd63484d3fcbf8ae36a
EXP-C09-CONTROL-META,T3-ZS,pills,pills:Agilent-3,Agilent-3,0,metadata_control,,5,5,5,5,CTRL-META-C-LOGREG-EN-000,1,0.2,1.0000000000000002,8646f2d47fb75d209664f7ca30d1e566e81e6b40b4649d2e9599243e65800afe
