experiment_id,task_id,effective_model_id,stage_group,planned_fit_records,complete_fit_records,terminal_failure_records,timed_fit_records,total_training_seconds,median_training_seconds,p95_training_seconds,timed_inference_records,inference_prediction_rows,median_milliseconds_per_prediction,p95_milliseconds_per_prediction,sized_model_records,median_serialized_model_bytes,maximum_serialized_model_bytes
EXP-C03-T1,T1-CWA,C-PCA-LDA,final_refit_and_prediction,20,20,0,20,0.533339715853798,0.02465737599413835,0.04288525551091874,20,1040,0.2577639151126684,0.5603597648669606,20,465467.0,477237.0
EXP-C03-T1,T1-CWA,C-PCA-LDA,selection,600,600,0,600,10.062849222333142,0.016082484973594498,0.02205831370665691,600,31200,0.0073599681946487725,0.016965072572928747,600,239387.0,477237.0
EXP-C03-T1,T1-PILLS,C-PCA-LDA,final_refit_and_prediction,20,20,0,20,0.35071568709099576,0.016335488995537148,0.03052770037029399,20,1040,0.16367119814686182,0.4835351760140365,20,239399.0,239399.0
EXP-C03-T1,T1-PILLS,C-PCA-LDA,selection,600,600,0,600,10.864162794605335,0.01771472100517705,0.023965760372811833,600,31200,0.007877827410521135,0.011251472660302058,600,216804.0,477249.0
EXP-C03-T1,T1-SURF,C-PCA-LDA,final_refit_and_prediction,20,20,0,20,0.39973960892530064,0.016970445518381852,0.03703114458476188,20,910,0.1939081814436394,0.45582854363601616,20,465479.0,477249.0
EXP-C03-T1,T1-SURF,C-PCA-LDA,selection,600,600,0,600,12.202492810436496,0.0202923925244249,0.023758672678377443,600,27300,0.009874005639260693,0.014308526023697985,600,194196.0,477249.0
EXP-C04-T1,T1-CWA,C-PLS-DA,final_refit_and_prediction,20,20,0,20,1.1105764060630456,0.05176976049551735,0.11786450548679571,20,1040,0.1883241880722195,0.533347447077287,20,490903.0,646143.0
EXP-C04-T1,T1-CWA,C-PLS-DA,selection,300,300,0,300,10.404426487628356,0.033270875486778054,0.0585746307304361,300,15600,0.007846367996975377,0.018447411176134385,300,341295.0,635391.0
EXP-C04-T1,T1-PILLS,C-PLS-DA,final_refit_and_prediction,20,20,0,20,0.41551136196358035,0.0208789879980031,0.03758925061847542,20,1040,0.2142246956418345,0.694944409051758,20,130585.0,131193.0
EXP-C04-T1,T1-PILLS,C-PLS-DA,selection,300,300,0,300,8.784094300761339,0.027764114027377197,0.04732859934447327,300,15600,0.006811103546323585,0.00943594029289428,300,341287.0,628983.0
EXP-C04-T1,T1-SURF,C-PLS-DA,final_refit_and_prediction,20,20,0,20,0.7550255200476377,0.029707760491874,0.08931321520067287,20,910,0.19481019899265614,0.6896364458201961,20,344687.0,628735.0
EXP-C04-T1,T1-SURF,C-PLS-DA,selection,300,300,0,300,7.832030850404394,0.024615166999865302,0.03867661597323596,300,13650,0.007154183346999713,0.010308937107928002,300,339631.0,627967.0
EXP-C05-T1,T1-CWA,C-LOGREG-EN,final_refit_and_prediction,20,20,0,20,65.67154282296542,1.5979660245066043,9.989565884074546,20,1040,0.14235028892902457,0.4225595667693675,20,68885.0,68885.0
EXP-C05-T1,T1-CWA,C-LOGREG-EN,selection,1800,1774,26,1800,6226.4964664664585,2.8769688715110533,9.898097570650863,1774,93600,0.009919184106338663,0.02266534508395558,1774,68885.0,68885.0
EXP-C05-T1,T1-PILLS,C-LOGREG-EN,final_refit_and_prediction,20,20,0,20,3.604777535947505,0.12359202798688781,0.6356885621004039,20,1040,0.18218330412675032,0.36168768759263686,20,68877.0,68877.0
EXP-C05-T1,T1-PILLS,C-LOGREG-EN,selection,1800,1753,47,1800,7584.481406908715,3.949907628528308,10.598998321749969,1753,93600,0.010965255273202325,0.015166649827732498,1753,68877.0,68877.0
EXP-C05-T1,T1-SURF,C-LOGREG-EN,final_refit_and_prediction,20,20,0,20,18.693005502806045,0.3242864469939377,2.164347454725072,20,910,0.16346864442591608,0.3602239517465166,20,68885.0,68885.0
EXP-C05-T1,T1-SURF,C-LOGREG-EN,selection,1800,1770,30,1800,5181.4246687206905,2.4202204725006595,7.952318023896077,1770,81900,0.011979286649205102,0.017753277094132512,1770,68885.0,68885.0
EXP-C06-T1,T1-CWA,C-RBF-SVM,final_refit_and_prediction,20,20,0,20,0.22596838395111168,0.01155958703020585,0.01574871335178607,20,1040,0.25505136395962913,0.37108990549778553,20,1366279.0,1764882.0
EXP-C06-T1,T1-CWA,C-RBF-SVM,selection,2160,2160,0,2160,37.432620520703395,0.01714091002941125,0.02183143600705078,2160,112320,0.04719138616399546,0.08048057567154984,2160,1158547.0,1686286.0
EXP-C06-T1,T1-PILLS,C-RBF-SVM,final_refit_and_prediction,20,20,0,20,0.2139637497020876,0.010386762995039999,0.01562423139985179,20,1040,0.21664030919790533,0.3138505059695917,20,1489788.0,1686278.0
EXP-C06-T1,T1-PILLS,C-RBF-SVM,selection,2160,2160,0,2160,39.778337138239195,0.01922401099000125,0.02234239286335648,2160,112320,0.050666917057950366,0.06788034797731225,2160,1124855.0,1405578.0
EXP-C06-T1,T1-SURF,C-RBF-SVM,final_refit_and_prediction,20,20,0,20,0.1924335450166828,0.00918275103322225,0.013924557238351455,20,910,0.2414713254276072,0.33673246406788654,20,1321376.0,1506638.0
EXP-C06-T1,T1-SURF,C-RBF-SVM,selection,2160,2160,0,2160,37.40356952341962,0.018443004984874202,0.021167807577876365,2160,98280,0.04669611918738895,0.06455236510412062,2160,1012597.0,1360674.0
EXP-C07-T1,T1-CWA,C-RANDOM-FOREST,final_refit_and_prediction,60,60,0,60,254.77397915621987,2.5839385895233136,9.812088023888643,60,3120,0.6964533775168977,1.9935237948160809,60,3282270.0,5336356.0
EXP-C07-T1,T1-CWA,C-RANDOM-FOREST,selection,2880,2880,0,2880,10215.038160357159,2.6017470715160016,8.540437645022752,2880,149760,0.589312543462287,1.6746429657015165,2880,1996629.0,4474911.0
EXP-C07-T1,T1-PILLS,C-RANDOM-FOREST,final_refit_and_prediction,60,60,0,60,89.51204222708475,1.4840805109997746,1.8492906253406545,60,3120,0.7527332257628783,1.211928167109228,60,3264594.0,3697276.0
EXP-C07-T1,T1-PILLS,C-RANDOM-FOREST,selection,2880,2880,0,2880,9845.840829080436,2.6526638920186087,7.7233063034422225,2880,149760,0.6224557059611322,0.9107479755800522,2880,1725600.0,2976393.0
EXP-C07-T1,T1-SURF,C-RANDOM-FOREST,final_refit_and_prediction,60,60,0,60,81.96586439118255,1.333109962492017,2.077500983222851,60,2730,0.7787009591844918,1.2289466690466107,60,2971906.5,3467921.0
EXP-C07-T1,T1-SURF,C-RANDOM-FOREST,selection,2880,2880,0,2880,7856.308552285598,2.121921514510177,5.986170599548495,2880,131040,0.662358530212704,1.1108279779618482,2880,1558778.0,2965985.0
EXP-C08-T1,T1-CWA,C-EXTRA-TREES,final_refit_and_prediction,60,60,0,60,128.52041412313702,1.438154655508697,4.19161401083984,60,3120,0.7386674510334353,1.3445610460659811,60,5583026.5,12338846.0
EXP-C08-T1,T1-CWA,C-EXTRA-TREES,selection,2880,2880,0,2880,4665.300778190838,1.3148088385059964,3.593859871072343,2880,149760,0.5676946581466256,1.7149916538619396,2880,3586390.0,10599616.0
EXP-C08-T1,T1-PILLS,C-EXTRA-TREES,final_refit_and_prediction,60,60,0,60,47.06148564419709,0.8229661175282672,0.9301548958203057,60,3120,0.7653026966311562,0.9852537802255863,60,7463837.0,8651076.0
EXP-C08-T1,T1-PILLS,C-EXTRA-TREES,selection,2880,2880,0,2880,4506.5186264890945,1.3044445365085267,3.199559076983132,2880,149760,0.636767437494459,0.894515334063416,2880,3123499.0,6679898.0
EXP-C08-T1,T1-SURF,C-EXTRA-TREES,final_refit_and_prediction,60,60,0,60,48.49275613005739,0.7756873820035253,1.1209809681604381,60,2730,0.8967709049823058,1.4234359164926287,60,4751961.5,7994172.0
EXP-C08-T1,T1-SURF,C-EXTRA-TREES,selection,2880,2880,0,2880,4102.035002298711,1.2175139204773586,2.841949371731607,2880,131040,0.7279210313799593,1.1410397380529078,2880,2827115.0,6848523.0
EXP-C09-CONTROL-META,T3-ZS,C-METADATA-LOGREG,calibration,780,772,8,384,18.50864387582986,0.041448457515798454,0.10093012470460945,376,30255,0.2297585701637125,0.4090426164544777,376,6267.0,6414.0
EXP-C09-CONTROL-META,T3-ZS,C-METADATA-LOGREG,final_refit_and_prediction,260,254,6,254,7.505706957948848,0.02085438053472895,0.07392027759924524,254,2714,1.2899751022309243,3.5178641371506467,254,6258.0,6414.0
EXP-C09-CONTROL-META,T3-ZS,C-METADATA-LOGREG,selection,20430,18831,1599,20430,983.642273947421,0.0379273915023077,0.12019744676654225,18831,625920,0.23289913790196945,0.7173000908964727,18831,6129.0,6414.0
EXP-C09-CONTROL-PERM,T3-ZS,C-EXTRA-TREES,final_refit_and_prediction,320,240,80,240,513.3083854572615,1.7957686055160593,4.135443484707501,240,2580,2.964503884028927,5.739871960499183,240,5123306.0,10435484.0
EXP-C09-CONTROL-PERM,T3-ZS,C-LOGREG-EN,final_refit_and_prediction,5120,1145,3975,1280,6777.241330697376,5.617550561990356,11.342345938237845,1145,11676,0.4419024546884636,1.0878834883139097,1145,68978.0,68978.0
EXP-C09-CONTROL-PERM,T3-ZS,C-NEAREST-CENTROID,final_refit_and_prediction,1040,260,780,260,0.3455539351561904,0.0013303900195751,0.00207837229245341,260,2760,0.35262794376143886,1.332764826171715,260,79663.0,79671.0
EXP-C09-CONTROL-PERM,T3-ZS,C-PCA-LDA,final_refit_and_prediction,1440,360,1080,360,2.6769209220073944,0.00684524897951625,0.01290950165130197,360,4940,0.2629136308516725,0.6741101395164004,360,239387.0,477249.0
EXP-C09-CONTROL-PERM,T3-ZS,C-PLS-DA,final_refit_and_prediction,6400,1600,4800,1600,14.018441016902138,0.00683171549462705,0.024279555582324867,1600,13100,0.43594777040803334,0.9140182160384234,1600,129959.0,632389.0
EXP-C09-CONTROL-PERM,T3-ZS,C-RANDOM-FOREST,final_refit_and_prediction,880,660,220,660,1644.5098019219586,1.3410211240116041,7.640348772503785,660,7440,2.8684280737901866,12.161455022093525,660,3251878.5,4616097.0
EXP-C09-CONTROL-PERM,T3-ZS,C-RBF-SVM,final_refit_and_prediction,960,240,720,240,1.1678223477210732,0.0049234935140702,0.006495434805401575,240,2540,0.4391365676253428,1.2601439229910916,240,1248478.0,1562850.0
EXP-C09-CONTROL-PERM,T3-ZS,C-SPECTRAL-MATCH,final_refit_and_prediction,4640,1160,3480,1160,1.1443110568797559,0.0010341739689465,0.0012709096656180296,1160,15980,0.20523578814813004,0.7673169737972605,1160,34552.0,34560.0
EXP-C09-CONTROL-PRIOR,T3-ZS,C-PRIOR,bookkeeping_or_control,520,520,0,520,0.26034985913426856,0.00045784903340965,0.00074966750980817,520,5570,0.24618978689734614,0.7162477908423066,520,878.0,880.0
EXP-C09-T3,T3-ZS,C-EXTRA-TREES,calibration,36,27,9,27,38.374413423007354,1.2863200490246527,2.2085523304936943,27,1468,0.6123630273332054,1.288215190470508,27,2712346.0,3528294.0
EXP-C09-T3,T3-ZS,C-EXTRA-TREES,final_refit_and_prediction,16,12,4,12,18.20945176918758,1.3445310570241418,2.881117143004667,12,129,2.3983043701085416,3.5561291534187416,12,3833130.5,7313827.0
EXP-C09-T3,T3-ZS,C-EXTRA-TREES,selection,32688,32688,0,32688,30833.56629148737,0.7344958564790431,2.1725642533885545,32688,1001472,0.8449466800241638,2.9672324866458566,32688,1858035.0,6460838.0
EXP-C09-T3,T3-ZS,C-LOGREG-EN,calibration,564,133,431,141,442.3801165850018,3.042569384968374,6.434328433999326,133,20528,0.01451509472514762,0.023665528557179558,133,68885.0,68885.0
EXP-C09-T3,T3-ZS,C-LOGREG-EN,final_refit_and_prediction,236,56,180,59,192.4518453849596,3.5569508700282317,6.862004812236405,56,581,0.40437589106860694,1.03975365830895,56,68885.0,68885.0
EXP-C09-T3,T3-ZS,C-LOGREG-EN,selection,20430,19501,929,20430,36631.8532059213,0.6335690604755655,6.636786965033387,19501,625920,0.014135665777655555,0.04382483408940833,19501,68885.0,68885.0
EXP-C09-T3,T3-ZS,C-NEAREST-CENTROID,calibration,96,24,72,24,0.2287842840305519,0.00916861946461715,0.010933733786805485,24,3580,0.0031329086697127776,0.030185323190739684,24,34487.0,79601.0
EXP-C09-T3,T3-ZS,C-NEAREST-CENTROID,final_refit_and_prediction,52,13,39,13,0.0157536500482814,0.001084465009626,0.00193357339594508,13,138,0.3434521412210786,1.0465251398272593,13,79585.0,79601.0
EXP-C09-T3,T3-ZS,C-NEAREST-CENTROID,selection,5448,5448,0,5448,58.76315962022609,0.01005005449405865,0.015068559636711118,5448,166912,0.012266198058513405,0.07099645445122797,5448,57036.0,79601.0
EXP-C09-T3,T3-ZS,C-PCA-LDA,calibration,192,48,144,48,0.6949395939591316,0.01427624950883905,0.01903789873176714,48,7004,0.009561555609842308,0.014248018084828689,48,239387.0,477237.0
EXP-C09-T3,T3-ZS,C-PCA-LDA,final_refit_and_prediction,72,18,54,18,0.1209151359507804,0.00626847351668395,0.010748530644923381,18,247,0.1862598585527527,0.6247309102036449,18,239387.0,477249.0
EXP-C09-T3,T3-ZS,C-PCA-LDA,selection,6810,5898,912,6810,87.0730956111799,0.01343595149228345,0.020497496274765506,5898,208640,0.009722077003160554,0.03175255122995,5898,126849.0,477249.0
EXP-C09-T3,T3-ZS,C-PLS-DA,calibration,120,30,90,30,0.7446466142428096,0.0234688720083795,0.041974266001489006,30,4780,0.007395535078129286,0.011428487086958655,30,269174.5,620799.0
EXP-C09-T3,T3-ZS,C-PLS-DA,final_refit_and_prediction,320,80,240,80,0.7021867380244617,0.0068531545111909006,0.023139311035629273,80,655,0.42881650151684003,0.8579187866416675,80,129881.0,632319.0
EXP-C09-T3,T3-ZS,C-PLS-DA,selection,3405,3038,367,3405,64.461689690186,0.0184189300052821,0.038229462166782434,3038,104320,0.007901719204881398,0.022635007123669438,3038,334383.0,626935.0
EXP-C09-T3,T3-ZS,C-PRIOR,selection,1362,1362,0,1362,13.438673603464782,0.008789228508248849,0.01325794001168103,1362,41728,0.0016215751450297169,0.00449994768132456,1362,878.0,880.0
EXP-C09-T3,T3-ZS,C-RANDOM-FOREST,calibration,48,36,12,36,79.40183022426208,1.7711897130066063,4.183698738735984,36,1880,0.7236242491055753,1.1072209038983962,36,1754144.0,2214192.0
EXP-C09-T3,T3-ZS,C-RANDOM-FOREST,final_refit_and_prediction,44,33,11,33,65.2221314542112,1.3231674910057336,5.405999472970143,33,372,2.938674615087131,9.759172269453586,33,2270777.0,2979153.0
EXP-C09-T3,T3-ZS,C-RANDOM-FOREST,selection,32688,32688,0,32688,55918.86997434782,1.1037048294965643,4.707701172077212,32688,1001472,0.826341897170809,2.838609683385574,32688,1186625.0,2806103.0
EXP-C09-T3,T3-ZS,C-RBF-SVM,calibration,132,33,99,33,0.4787245190818779,0.0143075180239975,0.01783898719586428,33,4868,0.03748729941435,0.04703486048836293,33,765581.0,1057509.0
EXP-C09-T3,T3-ZS,C-RBF-SVM,final_refit_and_prediction,48,12,36,12,0.0489792269654567,0.0042141454759985,0.004962654563132615,12,127,0.42760441481897327,0.7179400193438376,12,1051899.5,1416805.0
EXP-C09-T3,T3-ZS,C-RBF-SVM,selection,24516,24516,0,24516,325.156635671911,0.01271937199635425,0.018751333234831677,24516,751104,0.036087816763331754,0.06387909569848385,24516,709441.0,1315754.0
EXP-C09-T3,T3-ZS,C-SELECTED,calibration,1584,1584,0,0,,,,0,64516,,,0,,
EXP-C09-T3,T3-ZS,C-SELECTED,final_refit_and_prediction,20,0,20,0,,,,0,0,,,0,,
EXP-C09-T3,T3-ZS,C-SPECTRAL-MATCH,calibration,348,87,261,87,0.8341315869474739,0.0091407669824548,0.01282243847963398,87,12396,0.0038531354882500386,0.0062090891388847155,87,34483.0,34490.0
EXP-C09-T3,T3-ZS,C-SPECTRAL-MATCH,final_refit_and_prediction,232,58,174,58,0.0558549612178441,0.00095444999169555,0.0013862735795554949,58,799,0.20544049524080832,0.7283266735612187,58,34482.0,34490.0
EXP-C09-T3,T3-ZS,C-SPECTRAL-MATCH,selection,2043,2043,0,2043,20.76906696817595,0.0091151869855821,0.0136561259219888,2043,62592,0.004317832968402779,0.010426199684538997,2043,34482.0,34490.0
EXP-C10-T3,T3-ZS,C-EXTRA-TREES,calibration,2340,2340,0,1152,836.7517693233676,0.5693532830046024,1.5989000574161782,1152,90765,0.570544200075422,0.9868787299338303,1152,2874528.0,7444381.0
EXP-C10-T3,T3-ZS,C-EXTRA-TREES,final_refit_and_prediction,780,780,0,780,576.3940132835996,0.5242048505169805,1.9483657434931956,780,8355,2.4218588854030996,6.006297284329754,780,5276482.0,9420586.0
EXP-C10-T3,T3-ZS,C-EXTRA-TREES,selection,260,260,0,0,,,,0,0,,,0,,
EXP-C10-T3,T3-ZS,C-PCA-LDA,calibration,780,780,0,384,6.186746658058818,0.0159085010236594,0.02149723021720994,384,30255,0.009683616246231862,0.016869654995385983,384,126849.0,477237.0
EXP-C10-T3,T3-ZS,C-PCA-LDA,final_refit_and_prediction,260,260,0,260,1.6436485380399846,0.00603070299257515,0.009507308216416223,260,2785,0.36293022114679446,0.8615657153131826,260,239387.0,477249.0
EXP-C10-T3,T3-ZS,C-PCA-LDA,selection,260,260,0,0,,,,0,0,,,0,,
EXP-C10-T3,T3-ZS,C-RANDOM-FOREST,calibration,2340,2340,0,1152,1627.062683533004,0.9517032739822754,3.5305304555484325,1152,90765,0.5400915386705887,0.9570074784125184,1152,1640614.0,3524265.0
EXP-C10-T3,T3-ZS,C-RANDOM-FOREST,final_refit_and_prediction,780,780,0,780,1209.0511821956025,0.8739908635034226,5.2993974499811864,780,8355,2.298588389142717,5.607258930103835,780,2504167.0,4247260.0
EXP-C10-T3,T3-ZS,C-RANDOM-FOREST,selection,260,260,0,0,,,,0,0,,,0,,
EXP-C10-T3,T3-ZS,C-RBF-SVM,calibration,780,780,0,384,6.253840260615089,0.01585973601322615,0.019080439957906422,384,30255,0.03871207534580663,0.060335884788302485,384,731906.0,1181017.0
EXP-C10-T3,T3-ZS,C-RBF-SVM,final_refit_and_prediction,260,260,0,260,1.2545451443292999,0.0047123194963205,0.006906528430408734,260,2785,0.4349809411602667,1.2014668630824021,260,1124877.5,1562770.0
EXP-C10-T3,T3-ZS,C-RBF-SVM,selection,260,260,0,0,,,,0,0,,,0,,
EXP-C11-T2,T2-PS,C-CANDIDATE-SUITE,calibration,1,1,0,0,,,,0,0,,,0,,
EXP-C11-T2,T2-PS,C-EXTRA-TREES,selection,960,960,0,960,804.0538017285871,0.724681193503784,1.5690415670891524,960,29040,0.6031661726800444,1.3272042655729475,960,1960154.0,4279878.0
EXP-C11-T2,T2-PS,C-LOGREG-EN,selection,600,528,72,600,720.3053862462402,1.0599622859735973,2.7970425065723243,528,18150,0.012966514831141428,0.02522582585430059,528,46426.0,46426.0
EXP-C11-T2,T2-PS,C-NEAREST-CENTROID,selection,160,160,0,160,1.2872447147383281,0.00813035049941385,0.008910349319921714,160,4840,0.009152998135311173,0.029343744801516178,160,40203.5,57152.0
EXP-C11-T2,T2-PS,C-PCA-LDA,final_refit_and_prediction,4,1,3,1,0.0045871679903939,0.0045871679903939,0.0045871679903939,1,101,0.03644075223917822,0.03644075223917822,1,69587.0,69587.0
EXP-C11-T2,T2-PS,C-PCA-LDA,selection,200,200,0,200,2.32895121187902,0.01157069049077105,0.01334223004523656,200,6050,0.008292172476232457,0.016585340955653657,200,126523.0,476203.0
EXP-C11-T2,T2-PS,C-PLS-DA,selection,100,100,0,100,1.2312602637684864,0.01266176695935425,0.014906579002854374,100,3025,0.006418673094869806,0.012686210210824849,100,327735.0,613767.0
EXP-C11-T2,T2-PS,C-PRIOR,selection,40,40,0,40,0.3126063988311195,0.00785365398041895,0.008419652696465984,40,1210,0.0014685792848467827,0.0022045359632922503,40,855.0,856.0
EXP-C11-T2,T2-PS,C-RANDOM-FOREST,selection,960,960,0,960,1774.6853675967432,1.508751490531722,3.9447102482314222,960,29040,0.5805492664876499,1.354750341471066,960,1056323.0,1636805.0
EXP-C11-T2,T2-PS,C-RBF-SVM,selection,720,720,0,720,7.981985898339154,0.0110992490081116,0.01192166206310501,720,21780,0.03475555282160844,0.05140252675011529,720,1001312.0,1259579.0
EXP-C11-T2,T2-PS,C-SPECTRAL-MATCH,selection,60,60,0,60,0.4921819748124073,0.00814918850664975,0.008564593968912924,60,1815,0.003365866525034432,0.005984754691370635,60,23259.0,23266.0
EXP-C11-T2,T2-SP,C-CANDIDATE-SUITE,calibration,1,1,0,0,,,,0,0,,,0,,
EXP-C11-T2,T2-SP,C-EXTRA-TREES,selection,960,960,0,960,688.9086789279245,0.6240695949818473,1.2622450371884042,960,24240,0.7518124499308321,1.588189920664505,960,1600277.0,3351929.0
EXP-C11-T2,T2-SP,C-LOGREG-EN,selection,600,598,2,600,494.97954259539256,0.8019467799749691,2.034360113617731,598,15150,0.016775362892074333,0.03385260663760107,598,46426.0,46426.0
EXP-C11-T2,T2-SP,C-NEAREST-CENTROID,selection,160,160,0,160,1.5147773590870122,0.0093774505367036,0.012697763257892743,160,4040,0.011287459809946825,0.04152588766633321,160,40203.5,57152.0
EXP-C11-T2,T2-SP,C-PCA-LDA,selection,200,200,0,200,2.6082997809280544,0.0127094030322041,0.01751667743374122,200,5050,0.011374860415014655,0.02338545872789859,200,126235.0,476203.0
EXP-C11-T2,T2-SP,C-PLS-DA,final_refit_and_prediction,4,1,3,1,0.0033945679897442,0.0033945679897442,0.0033945679897442,1,121,0.02593128924635124,0.02593128924635124,1,117529.0,117529.0
EXP-C11-T2,T2-SP,C-PLS-DA,selection,100,100,0,100,1.3191325934021685,0.01304406300187105,0.017583032135735196,100,2525,0.008596160374248214,0.017154458561599997,100,325943.0,608903.0
EXP-C11-T2,T2-SP,C-PRIOR,selection,40,40,0,40,0.3405522369430378,0.0082558354770299,0.010941012270632123,40,1010,0.0016586989328392187,0.003084125411871042,40,855.0,856.0
EXP-C11-T2,T2-SP,C-RANDOM-FOREST,selection,960,960,0,960,1536.4383177709533,1.3890297340112738,3.42217936044035,960,24240,0.8622535464052222,1.8781355979047971,960,944468.0,1392626.0
EXP-C11-T2,T2-SP,C-RBF-SVM,selection,720,720,0,720,10.585832562181132,0.015424427023390249,0.016703219356713758,720,18180,0.04606252694456435,0.07102982979952242,720,832892.0,1046247.0
EXP-C11-T2,T2-SP,C-SPECTRAL-MATCH,selection,60,60,0,60,0.7372175835189381,0.01226122101070355,0.013101208928856046,60,1515,0.005759868013648697,0.010160607582122748,60,23259.0,23266.0
EXP-C12-CORAL,T3-ZS,C-SOURCE-CORAL,calibration,780,132,648,234,2.626359284855414,0.0088421539985574,0.031026568877859935,117,30255,0.01129993688664375,0.0373807447153674,117,703353.0,1137222.0
EXP-C12-CORAL,T3-ZS,C-SOURCE-CORAL,final_refit_and_prediction,260,23,237,23,0.32480254396796104,0.0126719500403851,0.023575899348361327,23,239,0.27453288849856666,0.623017432267889,23,846492.0,1664754.0
EXP-C12-CORAL,T3-ZS,C-SOURCE-CORAL,selection,31326,12534,18792,31326,340.81220752047216,0.00236592951114285,0.03467258249293077,12534,959744,0.0428931037641949,0.08794507461760899,12534,733120.0,1305710.0
