pc1,pc2,label,substrate
-0.6018017,0.012132487,benzenethiol,PICO
-0.46261552,-0.056544777,benzenethiol,PICO
-0.62140715,0.047686838,benzenethiol,PICO
-0.5541072,-0.14299707,benzenethiol,PICO
-0.6157127,-0.05142832,benzenethiol,PICO
-0.56899685,-0.083146185,benzenethiol,PICO
0.41470316,-0.42335862,pyridine,PICO
0.40173134,-0.41301984,pyridine,PICO
0.40272424,-0.42398506,pyridine,PICO
0.3890722,-0.41010112,pyridine,PICO
0.43575266,-0.4118367,pyridine,PICO
0.42252526,-0.42272228,pyridine,PICO
0.3484596,-0.41097057,pyridine,PICO
0.39819854,-0.41856223,pyridine,PICO
0.43086573,-0.402904,pyridine,PICO
0.39009112,-0.42114818,pyridine,PICO
0.42302975,-0.41584268,pyridine,PICO
0.4133266,-0.41406024,pyridine,PICO
0.4052851,-0.41274625,pyridine,PICO
0.39521745,-0.41512832,pyridine,PICO
0.4075333,-0.4250232,pyridine,PICO
0.40869597,-0.40049472,pyridine,PICO
0.4042257,-0.41998667,pyridine,PICO
0.39625055,-0.38696504,pyridine,PICO
0.39726454,-0.40350413,pyridine,PICO
0.4050003,-0.41969213,pyridine,PICO
0.40513715,-0.40693396,pyridine,PICO
0.40699232,-0.40214717,pyridine,PICO
0.41141936,-0.42071417,pyridine,PICO
0.38139686,-0.4007924,pyridine,PICO
0.411601,-0.4231521,pyridine,PICO
-0.008927627,0.7069167,4np,AgNP
0.37263077,0.646134,4np,AgNP
0.15130769,0.48137695,4np,AgNP
0.18275699,0.6978702,4np,AgNP
0.10415245,0.5409994,4np,AgNP
-0.24137439,0.3078679,4np,AgNP
0.46377406,0.6110004,4np,AgNP
0.096560776,0.7275366,4np,AgNP
0.13407473,0.6361264,4np,AgNP
0.40520674,0.69306856,4np,AgNP
0.4273971,0.68159896,4np,AgNP
0.2756504,0.63873905,4np,AgNP
0.45730704,0.31053352,4np,AgNP
0.3648318,0.6933536,4np,AgNP
0.12506366,0.51352483,4np,AgNP
0.4565635,0.5855463,4np,AgNP
0.41296017,0.6601585,4np,AgNP
0.26816612,0.70766294,4np,AgNP
0.4866397,0.47570667,4np,AgNP
0.27081442,0.6933227,4np,AgNP
0.15511084,0.6203334,4np,AgNP
0.43635824,0.69311553,4np,AgNP
0.5731555,0.5883596,4np,AgNP
0.26339966,0.6462942,4np,AgNP
0.46225104,0.63657993,4np,AgNP
0.41492218,-0.42802778,pyridine,AgNP
0.3784115,-0.4082093,pyridine,AgNP
0.38654745,-0.4368807,pyridine,AgNP
0.48171657,-0.3882711,pyridine,AgNP
0.45055705,-0.3923495,pyridine,AgNP
0.439894,-0.414337,pyridine,AgNP
0.45662406,-0.3985758,pyridine,AgNP
0.44160557,-0.41033658,pyridine,AgNP
0.41776857,-0.4152354,pyridine,AgNP
0.4822685,-0.36859936,pyridine,AgNP
0.40952444,-0.42578563,pyridine,AgNP
0.38234496,-0.43678352,pyridine,AgNP
0.4205609,-0.42624852,pyridine,AgNP
0.43169844,-0.42044982,pyridine,AgNP
0.44651997,-0.40824196,pyridine,AgNP
0.3567822,-0.4381522,pyridine,AgNP
0.46569005,-0.39056048,pyridine,AgNP
0.47728983,-0.3648744,pyridine,AgNP
0.3659429,-0.43403554,pyridine,AgNP
0.39145166,-0.44129804,pyridine,AgNP
0.5059111,-0.32739663,pyridine,AgNP
0.42179054,-0.41920367,pyridine,AgNP
0.3853121,-0.44108522,pyridine,AgNP
0.37490496,-0.4211924,pyridine,AgNP
0.43064693,-0.33092275,pyridine,AgNP
0.45654008,-0.4112481,pyridine,AuNP
0.41088682,-0.4304853,pyridine,AuNP
0.46776652,-0.38926396,pyridine,AuNP
0.44542122,-0.41119167,pyridine,AuNP
0.44129023,-0.4179313,pyridine,AuNP
0.4137982,-0.42863977,pyridine,AuNP
0.49428588,-0.36826232,pyridine,AuNP
0.40941057,-0.4261969,pyridine,AuNP
0.4568039,-0.40592286,pyridine,AuNP
0.43222013,-0.4120158,pyridine,AuNP
0.44238517,-0.40367734,pyridine,AuNP
0.43191335,-0.4238354,pyridine,AuNP
0.46291345,-0.40176553,pyridine,AuNP
0.44403625,-0.41017008,pyridine,AuNP
0.40501744,-0.4334158,pyridine,AuNP
0.4477279,-0.40898737,pyridine,AuNP
0.4559271,-0.41100466,pyridine,AuNP
0.4599459,-0.4067264,pyridine,AuNP
0.43925592,-0.42035544,pyridine,AuNP
0.4397569,-0.4209368,pyridine,AuNP
0.44952297,-0.40808207,pyridine,AuNP
0.42794195,-0.4260555,pyridine,AuNP
0.43407398,-0.42375886,pyridine,AuNP
0.47211644,-0.40188444,pyridine,AuNP
0.41106904,-0.43277994,pyridine,AuNP
-0.6206465,-0.01807447,benzenethiol,Ag
-0.53364927,-0.038820866,benzenethiol,Ag
-0.62004536,0.04635282,benzenethiol,Ag
-0.62068737,-0.058030464,benzenethiol,Ag
-0.6156819,-0.06710411,benzenethiol,Ag
-0.61100924,-0.082501166,benzenethiol,Ag
-0.62376076,-0.05074786,benzenethiol,Ag
-0.6197143,-0.055643678,benzenethiol,Ag
-0.5119014,-0.16694684,benzenethiol,Ag
-0.61698896,-0.04393646,benzenethiol,Ag
-0.61864984,0.013458885,benzenethiol,Ag
-0.6134137,-0.083667934,benzenethiol,Ag
-0.6129487,-0.07356317,benzenethiol,Ag
-0.60829866,-0.09165528,benzenethiol,Ag
-0.62003607,-0.060118448,benzenethiol,Ag
-0.6129954,-0.059751566,benzenethiol,Ag
-0.6180239,-0.06282546,benzenethiol,Ag
-0.6145157,-0.07602537,benzenethiol,Ag
-0.598191,-0.11596373,benzenethiol,Ag
-0.5561182,-0.1429888,benzenethiol,Ag
-0.5995641,-0.10379554,benzenethiol,Ag
-0.62429106,-0.04333096,benzenethiol,Ag
-0.5348013,0.11912435,benzenethiol,Ag
-0.5995961,-0.11232611,benzenethiol,Ag
-0.61946493,-0.06594399,benzenethiol,Ag
-0.61550236,-0.062368788,benzenethiol,Au
-0.6192136,-0.04652834,benzenethiol,Au
-0.61863554,-0.058369886,benzenethiol,Au
-0.60918,-0.07942528,benzenethiol,Au
-0.63275737,0.04405477,benzenethiol,Au
-0.6125233,-0.06394612,benzenethiol,Au
-0.6250262,-0.017078485,benzenethiol,Au
-0.6165766,-0.06271421,benzenethiol,Au
-0.6190798,-0.043317623,benzenethiol,Au
-0.61966926,-0.039626855,benzenethiol,Au
-0.6161796,-0.06480721,benzenethiol,Au
-0.6150666,-0.06423951,benzenethiol,Au
-0.6189766,-0.057874735,benzenethiol,Au
-0.6183662,-0.05090479,benzenethiol,Au
-0.6133241,-0.06607602,benzenethiol,Au
-0.6156003,-0.04593148,benzenethiol,Au
-0.60312414,-0.0802557,benzenethiol,Au
-0.6265961,-0.017953617,benzenethiol,Au
-0.60033387,-0.086956374,benzenethiol,Au
-0.6156608,-0.067427665,benzenethiol,Au
-0.6096226,-0.07524108,benzenethiol,Au
-0.6237675,-0.027118439,benzenethiol,Au
-0.6066362,-0.08337654,benzenethiol,Au
-0.6216108,-0.042629037,benzenethiol,Au
-0.6161133,-0.061458696,benzenethiol,Au
