stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,balanced_accuracy_supported,macro_f1_supported,macro_f1_union,n_test,n_test_supported,n_test_unsupported,unsupported_classes,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,0.779327435849175,0.6965521229792456,0.6965521229792456,95,95,0,,0.0033970925868415168,0.0016985462934207584,0.047999008859582734,0.9799707910711524,0.012878462394584038,0.5505952380952381,2.0,0.26172749128119793,0.05635222839191556,16.89468648195106,0.012059019615953646,0.26397947628048535,0.00813209763454804,2.53056377786081,13,27,0.21269806023924773,-0.5346923231362685,0.02354590594768524
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,0.3738095238095238,0.28592910848549946,0.28592910848549946,22,22,0,,0.01865402888155678,0.00932701444077839,0.09865639771631804,0.38357907822876564,0.04848665683202381,0.2,2.0,2.117300426245995,0.17256688699126244,15.248598557083227,0.010884081768082246,0.23825935245442542,0.011214301063119181,2.587530164838601,12,36,0.2071691861287532,-0.5693530049917502,0.03196514770388603
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,0.19523809523809524,0.14285714285714285,0.14285714285714285,22,22,0,,0.01785996441647689,0.008929982208238445,0.09870387593953424,0.41341533618721293,0.0485848652745869,0.18333333333333332,2.5,1.7798350845160886,0.15712521225214005,14.462477828527785,0.010322967757692923,0.22597621607074664,0.025035737395584422,2.934522247460863,30,54,0.2554143549225707,-0.5351412867966535,0.03482389450073242
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,0.21904761904761902,0.17346938775510204,0.17346938775510204,22,22,0,,0.018838100180353486,0.009419050090176743,0.09857192167779648,0.3854617171809789,0.04847292453010124,0.18636363636363637,2.5,2.3288145833558245,0.15192709118127823,15.935660515696963,0.011374490018341872,0.248994695557765,0.019778273599365334,3.121925377188356,13,45,0.23776971244074668,-0.5566330676065676,0.0329328291118145
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,0.25476190476190474,0.18647458983593435,0.18647458983593435,22,22,0,,0.021420472436800876,0.010710236218400438,0.12286454609267478,0.48758077895003726,0.04697921783416989,0.1554192229038855,2.5,2.6750303130444437,0.15184682607650757,16.42740876546642,0.011725488055293663,0.2566782619604129,0.015156327162761163,2.8076471441821442,23,43,0.1985618485323564,-0.6222476371336928,0.031137768179178238
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,0.4333333333333334,0.33157894736842103,0.33157894736842103,22,22,0,,0.02244950690103665,0.011224753450518325,0.12149966894018872,0.4947892910022598,0.04703138184305116,0.1329243353783231,3.0,2.73393304054222,0.1632240116596222,14.45037020573529,0.010314325628647602,0.22578703446461393,0.013442821438272036,2.1096705268963625,22,46,0.19115172168928687,-0.5830120832296498,0.03552147001028061
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,0.5047619047619049,0.4261904761904762,0.4261904761904762,22,22,0,,0.02241811056586782,0.01120905528293391,0.1216637468621931,0.4936475148495304,0.04714016470776068,0.18813905930470348,2.5,2.2777022651533576,0.1614762395620346,15.030786993395777,0.010728613128762153,0.23485604677180905,0.010890101195194986,2.1571563314428337,12,34,0.18670145697708243,-0.5771766675853666,0.0354965515434742
outer,nato_outer_o3__train_strict_core__test_strict_core,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,0.6546398046398046,0.6574882089587971,0.6574882089587971,120,120,0,,0.00589236483351544,0.00294618241675772,0.06792456192773083,0.9553439955219138,0.017950956485920235,0.48504273504273504,2.0,0.22595184437965232,0.055846404284238815,15.518727617842522,0.01107689337461993,0.2424801190287894,0.012592256055044881,2.5788690072624743,35,42,0.22207011125445889,-0.48567576839291937,0.0209610927850008
outer,nato_outer_o3__train_strict_core__test_strict_core,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,0.7188339438339438,0.7122406726665822,0.7122406726665822,120,120,0,,0.005989193109431612,0.002994596554715806,0.0682620136363255,0.9548424700280398,0.01809836440076854,0.49145299145299143,2.0,0.2437794091875059,0.05300556868314743,15.045628184671225,0.010739206413041559,0.23508794038548794,0.011673609564645679,2.5404262474361925,26,45,0.21675594999855766,-0.48329544088524395,0.021599680185317993
outer,nato_outer_o3__train_strict_core__test_strict_core,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,0.6478937728937729,0.6460145403719608,0.6460145403719608,120,120,0,,0.005855155925873391,0.0029275779629366954,0.06741452101389986,0.9581366451154716,0.018042235721394316,0.5106837606837606,2.0,0.23043072971042303,0.05503520276397467,15.762393146015802,0.011250815950046967,0.24628739290649693,0.010208904897455903,2.837222384522219,22,34,0.21298283361586634,-0.5011478633034491,0.021335706114768982
outer,nato_outer_o3__train_strict_core__test_strict_core,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,0.6558760683760684,0.6567982146379541,0.6567982146379541,120,120,0,,0.0058219491304298725,0.0029109745652149363,0.06428735814088367,0.9629543621970412,0.016156494125184696,0.6791208791208792,2.0,0.3135021048942327,0.056877184892073274,17.389611701534818,0.012412285297312505,0.27171268283648153,0.018418172707744436,2.788011078190716,48,58,0.2388194083625346,-0.5782549230915398,0.024168463423848152
outer,nato_outer_o3__train_strict_core__test_strict_core,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,0.6771367521367521,0.6718460823793279,0.6718460823793279,120,120,0,,0.0057751856549916915,0.0028875928274958457,0.06384478828671009,0.966529677983613,0.016024416469084226,0.6879120879120879,2.0,0.27282635992738435,0.05310753674712032,17.410059520782017,0.012426880457374745,0.27203218001221907,0.01824508877409136,2.788841173085648,50,57,0.2385355917787346,-0.559025494788807,0.02436949871480465
outer,nato_outer_o3__train_strict_core__test_strict_core,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,0.6549145299145299,0.6490532393550702,0.6490532393550702,120,120,0,,0.005701618904505066,0.002850809452252533,0.06322435118956993,0.9670879668156349,0.015988192617963647,0.6637362637362637,2.0,0.28319075788076575,0.047878369223326445,18.157252286594137,0.012960208627119298,0.2837070669780334,0.01656621204873967,2.9505284416882644,41,52,0.23963182660258914,-0.5870450897193612,0.024076169356703758
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,0.7055654871444345,0.7014826055217732,0.7014826055217732,101,101,0,,0.004264731671023873,0.0021323658355119363,0.062165007490302605,0.9707776967742938,0.012948811814709114,0.4574095682613769,1.5,0.21604577257492613,0.04857665300369263,15.83434445891785,0.011302173061326089,0.24741163217059134,0.011488625553183807,2.3057104303725784,34,38,0.225814954058714,-0.4924370019996371,0.019925754517316818
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,0.657692599797863,0.6582480147367532,0.6582480147367532,101,101,0,,0.004068638296212111,0.0020343191481060553,0.0615530506017951,0.9704643519022214,0.012872230602416563,0.4492415402567094,1.5,0.19582044847397215,0.04688549041748047,15.914271646047382,0.01135922315920584,0.24866049446949035,0.010855354378700329,2.791196437134235,28,38,0.22095026033866788,-0.48719515754026876,0.01980767399072647
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,0.7079812000864633,0.7168246070116944,0.7168246070116944,101,101,0,,0.004266494230813786,0.002133247115406893,0.06205661704654789,0.9691246733809221,0.01301733022561898,0.4620770128354726,2.0,0.16989879634810034,0.049024756997823715,15.922596519345296,0.011365165252923123,0.24879057061477028,0.012771559693909633,2.809909002131658,23,46,0.2213535946219488,-0.5087917209076556,0.020044438540935516
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,0.7105812316338632,0.7096457742799205,0.7096457742799205,101,101,0,,0.0037197771593004314,0.0018598885796502157,0.05332678725346226,0.973598040070188,0.010242863577542102,0.6279683377308707,1.5,0.2186970820840996,0.051226288080215454,17.116711918334055,0.01221749601594151,0.26744862372396955,0.011084353443494569,2.6115493144051007,18,34,0.21517952904849835,-0.5279084126768187,0.022412119433283806
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,0.6891874207663682,0.6908401122686837,0.6908401122686837,101,101,0,,0.004060810354195031,0.0020304051770975154,0.054042001619229715,0.9730404011312664,0.010238909114041775,0.6437994722955145,2.0,0.23026350807425228,0.046734677627682686,16.53366596907609,0.011801331883708844,0.2583385307668139,0.01072176636213799,2.687161027517538,17,35,0.19923332408159758,-0.5444470245554047,0.02321220375597477
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,0.6848084663874138,0.6840708894280324,0.6840708894280324,101,101,0,,0.003688584964717576,0.001844292482358788,0.05300668902067967,0.9717854068749312,0.01019051441000296,0.6385224274406333,2.0,0.19223773131155691,0.042522430419921875,16.862471598433235,0.01203602540930281,0.26347611872551924,0.010877126941704004,2.390728105181004,17,34,0.20903220272779693,-0.5293510271655244,0.022602412849664688
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,0.369047619047619,0.3456582633053221,0.3456582633053221,19,19,0,,0.016695966798218675,0.008347983399109337,0.10321421873633026,0.30686602008846436,0.04489616027996489,0.21561338289962825,2.0,2.5759622665999005,0.13164754956960678,13.896619146353714,0.009919071482051189,0.2171346741617768,0.01780606877530102,2.226051867115398,26,50,0.23927708768434586,-0.4889550431057375,0.03491316735744476
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,0.369047619047619,0.34557823129251697,0.34557823129251697,19,19,0,,0.016131759543514142,0.008065879771757071,0.10347027238310705,0.321888076113951,0.04482146931709101,0.20074349442379183,2.0,2.8293253519013817,0.10436108708381653,14.030789552581671,0.010014839081071857,0.21923108675908862,0.013305443001851911,2.454816620072537,25,43,0.22365693135912137,-0.4844494154211038,0.033545125275850296
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,0.32142857142857145,0.3346938775510204,0.3346938775510204,19,19,0,,0.01635329413841237,0.008176647069206185,0.10412591413549771,0.3540011121154844,0.045120365473751305,0.21561338289962825,2.0,2.021201671224551,0.13124141097068787,13.953846598718778,0.00995991905690134,0.21802885310498088,0.015964174664669366,2.7824489915420534,27,49,0.2293620897753499,-0.48624621507023175,0.0326072983443737
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,0.4523809523809524,0.3904761904761904,0.3904761904761904,19,19,0,,0.019384150545504592,0.009692075272752296,0.1276872615428302,0.48546144093276744,0.04513186726791627,0.1991869918699187,2.0,2.5949490395823056,0.11236925423145294,14.39169776397949,0.010272446655231613,0.22487027756217953,0.010670182506189,2.0296940929425564,17,33,0.17760104119969056,-0.5546986617167405,0.033546511083841324
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,0.2738095238095238,0.30476190476190473,0.30476190476190473,19,19,0,,0.021452241364065972,0.010726120682032986,0.1277383563696814,0.47172515816611854,0.0451667095139769,0.1991869918699187,2.5,3.056774792265249,0.13070926256477833,15.567163756411443,0.011111465921778332,0.2432369336939288,0.01310937864468785,2.404409860143179,16,43,0.1963661883125293,-0.5972884701680558,0.0319502167403698
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,0.35714285714285715,0.380952380952381,0.380952380952381,19,19,0,,0.01941852132259636,0.00970926066129818,0.12810447049736445,0.47142222047551186,0.045148321663802934,0.1951219512195122,2.0,2.881609051374775,0.10740644484758377,14.87838322852641,0.01061983099823441,0.23247473794572518,0.011378225411497269,2.035780787091191,12,38,0.18604228979175355,-0.5563671904771916,0.03191938251256943
outer,nato_outer_o4__train_strict_core__test_strict_core,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,0.6393192229658394,0.6341316689672999,0.6341316689672999,124,124,0,,0.005951191629274743,0.0029755958146373716,0.06554068052842402,0.9548679866570273,0.020084849564445336,0.4890829694323144,2.0,0.24785507957272962,0.05599069595336914,15.306319143233077,0.010925281329930819,0.23916123661301686,0.013883547863382358,2.4766375967616323,36,49,0.22166287587629177,-0.5148661132003407,0.023152299225330353
outer,nato_outer_o4__train_strict_core__test_strict_core,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,0.6986582757259451,0.6949564389992311,0.6949564389992311,124,124,0,,0.00559687637450326,0.00279843818725163,0.06389820911259672,0.953246128413637,0.019971294975016395,0.474235807860262,2.0,0.23262902351622658,0.0568980909883976,15.241784405743076,0.010879217991251303,0.23815288133973556,0.011073006763637,2.5553636970216504,24,40,0.21514218984942093,-0.5006065299938443,0.021805020049214363
outer,nato_outer_o4__train_strict_core__test_strict_core,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,0.6450535679858989,0.6432862967087987,0.6432862967087987,124,124,0,,0.005664366095408891,0.0028321830477044457,0.06454423750023815,0.9521660676765293,0.01993358341882225,0.4611353711790393,2.0,0.2725021538224186,0.06621287638699869,15.587769217549639,0.011126173602819157,0.2435588940242131,0.010025391411541084,2.688494253993624,30,32,0.21433238690879042,-0.5038010816198211,0.021840324625372887
outer,nato_outer_o4__train_strict_core__test_strict_core,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,0.6530554867021033,0.6455398930785662,0.6455398930785662,124,124,0,,0.0061573008181838645,0.0030786504090919323,0.06226917303133741,0.9716839462358433,0.018548168057806704,0.5679611650485437,2.0,0.24116456924554264,0.052779859164729714,17.213085835496877,0.01228628539293139,0.26895446617963875,0.017869767708516497,2.7007631676433195,31,52,0.21780986643882178,-0.6010088474504447,0.023482520133256912
outer,nato_outer_o4__train_strict_core__test_strict_core,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,0.6818402462199454,0.6771561579755113,0.6771561579755113,124,124,0,,0.006041645963787075,0.0030208229818935377,0.061250630259465096,0.9737921768472634,0.018596154922038872,0.5388349514563107,2.0,0.3252779957767985,0.04990364797413349,16.85144806535238,0.012028157077339315,0.26330387602113087,0.014626791214992822,2.4730779114409436,18,50,0.2221779215542348,-0.5972743551146099,0.02484295517206192
outer,nato_outer_o4__train_strict_core__test_strict_core,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,0.6558285594939731,0.6524786818904467,0.6524786818904467,124,124,0,,0.006045679409440903,0.0030228397047204515,0.061448357716978166,0.9746445867297264,0.018545451491741038,0.5323624595469255,2.0,0.25195580295813635,0.04505111090838909,17.186284918044716,0.012267155544642909,0.2685357018444487,0.015106908163931801,2.250003449323958,24,44,0.23055628937358705,-0.5849927335769118,0.02508804202079773
outer,nato_outer_o4__train_quality_pass__test_quality_pass,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,0.7271801697267535,0.7021363063878098,0.7021363063878098,97,97,0,,0.0030976212302994393,0.0015488106151497196,0.05633723522843056,0.9677760107620228,0.012356029722246241,0.5405797101449276,2.0,0.181734829432404,0.050638504792004824,16.055312779564044,0.0114598949176046,0.2508642621806882,0.009488331188142726,2.722475240860613,19,29,0.20373966790437062,-0.5055326262933172,0.018691495060920715
outer,nato_outer_o4__train_quality_pass__test_quality_pass,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,0.7348986417309398,0.7073346942912161,0.7073346942912161,97,97,0,,0.002974133706336118,0.001487066853168059,0.05624897529583422,0.9667921436175068,0.01223622829151248,0.527536231884058,1.5,0.1819992134879454,0.04814523982349783,15.634918062138325,0.011159827310591239,0.24429559472091134,0.01346845706246547,2.1670711494499884,32,43,0.21324021867759987,-0.5060928011861103,0.019290592521429062
outer,nato_outer_o4__train_quality_pass__test_quality_pass,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,0.7237788091825358,0.7018640505492187,0.7018640505492187,97,97,0,,0.002993173472249106,0.001496586736124553,0.056187659668835724,0.9683909442082627,0.012317166156662613,0.5347826086956522,1.5,0.16231070841426726,0.045093593769706786,15.950458248123411,0.011385052282743334,0.24922591012692835,0.01071779005875172,2.576785911652138,17,36,0.21263980489496687,-0.5114062363331446,0.01953211985528469
outer,nato_outer_o4__train_quality_pass__test_quality_pass,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,0.7122721998498396,0.675502344711954,0.675502344711954,97,97,0,,0.0025371893125926905,0.0012685946562963452,0.045670816404259705,0.984050031369955,0.010130450902198029,0.6317204301075269,1.5,0.1960799918227275,0.04468056373298168,16.101195103041466,0.011492644613163074,0.25158117348502285,0.009533678074800128,2.4784076334479983,13,28,0.19459397966215172,-0.5452442709371735,0.021683352068066597
outer,nato_outer_o4__train_quality_pass__test_quality_pass,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,0.685846244852456,0.6634965796712755,0.6634965796712755,97,97,0,,0.00243952963675291,0.001219764818376455,0.045177059442952534,0.98411888468546,0.010057832634995243,0.6236559139784946,1.5,0.20226204610215004,0.04533713283308316,15.886710959209749,0.01133955100585992,0.24822985873765224,0.009047782087254486,2.5965005703698787,13,26,0.20350732424265883,-0.5175268124469242,0.022398047149181366
outer,nato_outer_o4__train_quality_pass__test_quality_pass,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,0.7515812345004891,0.7021175934488628,0.7021175934488628,97,97,0,,0.002729437438635233,0.0013647187193176165,0.04666412066019906,0.9829508230660907,0.010223780775352779,0.6344086021505376,1.5,0.1517732525782557,0.04070474952459335,15.690079008206839,0.01119919986310267,0.24515748450323188,0.010328544359446402,2.8927132599258196,17,32,0.19920093247030612,-0.5201494641062488,0.02219781093299389
outer,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,0.4166666666666667,0.3873256373256373,0.3873256373256373,27,27,0,,0.017912509401448323,0.008956254700724161,0.09903359941373342,0.3679419835633854,0.04753480768232578,0.1755424063116371,2.0,2.271196555026008,0.1333216428756714,15.312996131553957,0.01093004720310775,0.23926556455553058,0.014343414211031438,2.260720063578258,15,39,0.21231301775317965,-0.5356718863317079,0.03352557495236397
outer,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,0.38888888888888884,0.3569128134345525,0.30592526865818787,27,27,0,,0.016662442378998565,0.008331221189499282,0.09869419393610157,0.3665250016712912,0.04733707630548754,0.15680473372781065,2.0,2.4310027254256648,0.12522181868553162,14.823344396197362,0.010580545607564142,0.23161475619058378,0.022799653461937578,2.944981845547805,23,49,0.22997124837167104,-0.530121637187331,0.03193092346191406
outer,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,0.4166666666666667,0.3902116402116402,0.33446712018140584,27,27,0,,0.018389231467746955,0.009194615733873477,0.09998203565080728,0.35284635488110583,0.047491859545987565,0.16173570019723865,2.5,2.3148736263275,0.13608723133802414,14.743353752806458,0.010523450216135944,0.2303649023876009,0.01797290574336865,3.2458405861547215,15,44,0.22887182028999734,-0.5211078275940424,0.03548620268702507
outer,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,0.3277777777777778,0.26432022084195994,0.26432022084195994,27,27,0,,0.02110087140111705,0.010550435700558525,0.1242763145794039,0.4687850093884897,0.048173731688140674,0.1588296760710554,2.5,2.6191927552864893,0.14951834082603455,15.440648468796928,0.01102116236173942,0.241260132324952,0.016233355050140615,2.286697251038862,14,48,0.18944023907892593,-0.6125766139087958,0.03328163921833038
outer,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,0.38888888888888884,0.3337301587301587,0.3337301587301587,27,27,0,,0.020422844163842373,0.010211422081921186,0.12387278554335424,0.4773433172303435,0.04802634942046918,0.13479623824451412,2.0,3.01164605844116,0.16229833848774433,15.205700621687761,0.010853462256736446,0.23758907221387127,0.0109707509101881,2.3923009471487537,14,35,0.20019012891794705,-0.5665153867605989,0.03144703432917595
outer,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,3141,0.2611111111111111,0.19246031746031744,0.19246031746031744,27,27,0,,0.022706266447115122,0.011353133223557561,0.12407577737423049,0.4712650410414062,0.04823996736905115,0.17972831765935215,2.0,2.228690814387269,0.15031476318836212,14.702859264784774,0.01049454622754088,0.2297321760122621,0.013636801759416608,2.2253278501983944,19,42,0.19392904384720303,-0.5671439273820498,0.03410167992115021
