stage,subset,protocol,domain_type,heldout_domain,final_seed,seed,candidate_id,model_family,representation,temperature,n_calibration,calibration_folds,crossfit_raw_nll,crossfit_calibrated_nll,crossfit_raw_ece,crossfit_calibrated_ece,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
domain,strict_core,domain_and_sample,sensor_family,GaN_polymer,3141,452078368,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6987421667732231,513,5,1.103025195870448,1.0639150704726783,0.16051411296175172,0.07422538486786591,23,23,0,0.6222222222222222,0.25071225071225073,0.5217391304347826,1.1025308872253492,0.5122220461955436,0.148534641848993
domain,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,1729,501687126,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5719491551807369,382,5,0.6543220806226334,0.5878714002908336,0.13631556810272347,0.0412151526721975,153,1,152,1.0,1.0,1.0,0.5949202050326914,0.2992868645243568,0.4483934204592467
domain,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,2718,802857291,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5907152514190027,382,5,0.6605014437012167,0.6008142331953363,0.147830521549688,0.06212049480304134,153,1,152,1.0,1.0,1.0,0.6045544933131225,0.3227107434710761,0.4536822393522506
domain,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,3141,1365045264,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5893731305562285,382,5,0.6654962431656769,0.6059179778183276,0.12612635675984418,0.023247126875661692,153,1,152,1.0,1.0,1.0,0.8248773698527334,0.4916819533474638,0.5617112634181303
domain,strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,1729,1570200290,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.599569905508486,144,5,0.7815035705935784,0.7026000647744631,0.1937876650362571,0.061542199929757825,98,78,20,0.19162210338680927,0.0760833165896457,0.1282051282051282,2.348528821122859,1.0529971937036045,0.4332906098860037
domain,strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,2718,1341155368,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.606619573676457,144,5,0.8014014872189411,0.7254942560889139,0.20144212534806313,0.09034856221724932,98,78,20,0.19162210338680927,0.07708135485913263,0.1282051282051282,2.3286266145354375,1.0603476559683147,0.45248707495686175
domain,strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,3141,972572273,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.587458966677165,144,5,0.7907576143788501,0.7081414883074086,0.20074492325036786,0.06590265271869138,98,78,20,0.19162210338680927,0.0752498530276308,0.1282051282051282,2.4562093257553346,1.1001569616757625,0.4661409516747082
domain,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,1729,160794697,derivative_1__random_forest__baf457a363,random_forest,derivative_1,2.204603670122008,208,5,1.0515665723231584,0.9614558627453825,0.1140591251465435,0.22020804385603202,324,0,324,,,,,,
domain,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,2718,1510283180,derivative_1__random_forest__baf457a363,random_forest,derivative_1,3.1265829419434645,208,5,1.169519790413129,1.0093095361083773,0.12356868475740437,0.2545377737196964,324,0,324,,,,,,
domain,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,3141,1383143736,derivative_1__random_forest__baf457a363,random_forest,derivative_1,6.534631735592539,208,5,1.388254670270011,1.0570596127067968,0.10419099198775161,0.30179752921865105,324,0,324,,,,,,
domain,strict_core,domain_only,instrument,Agilent-1,1729,973149883,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6332430331843026,569,5,1.0113785279190572,0.9514831185426504,0.14583841850280746,0.04367683337759151,29,29,0,0.7893939393939394,0.5177777777777778,0.7931034482758621,0.5935314128731819,0.2694120087178233,0.21408413919018912
domain,strict_core,domain_only,instrument,Agilent-1,2718,700262310,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6146109832849993,569,5,1.0473862261263922,0.9793582911244464,0.15978643430154263,0.06501402235657755,29,29,0,0.8560606060606061,0.6630952380952382,0.8620689655172413,0.5704207333031814,0.25644845967173346,0.2097950311706803
domain,strict_core,domain_only,instrument,Agilent-1,3141,2082919032,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6099887458048479,569,5,1.0438435659539298,0.9750214621796881,0.1568427586692057,0.053222440613634514,29,29,0,0.8643939393939394,0.5349999999999999,0.8620689655172413,0.5447767861257271,0.24955991806584193,0.17933625473744372
domain,strict_core,domain_only,instrument,Agilent-3,1729,256815741,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.612901361394893,525,5,1.0201676440970315,0.9506606559736117,0.1619380570575026,0.056557541540252235,73,73,0,0.6797232529375385,0.7077515216612961,0.7534246575342466,0.7489062827099227,0.3290059049797784,0.12026968015061848
domain,strict_core,domain_only,instrument,Agilent-3,2718,1884432768,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5852372457289531,525,5,1.112718383668953,1.0317812125230332,0.16071075271675722,0.0740375723108278,73,73,0,0.66365182436611,0.6967679379444086,0.726027397260274,0.6966608010589308,0.3271556955309481,0.08824379114213239
domain,strict_core,domain_only,instrument,Agilent-3,3141,527278320,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5902018347561033,525,5,1.1146762614586918,1.0365635025536506,0.17171985105991316,0.07271185457935998,73,73,0,0.6886518243661099,0.7157106085677515,0.7671232876712328,0.6837671993800531,0.30141608540534764,0.1354909863382748
domain,strict_core,domain_only,instrument,Mira-1,1729,250742509,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.586900515923079,575,5,1.0806433646786144,1.0004428711710769,0.16523197568902315,0.07335973968698035,23,23,0,0.8518518518518517,0.7714285714285714,0.8260869565217391,0.5806175369718957,0.3198009401883482,0.19598651902196068
domain,strict_core,domain_only,instrument,Mira-1,2718,990884614,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6232268013398455,575,5,1.0114982392238898,0.9465452635324219,0.16161966630481192,0.07403929546497823,23,23,0,0.8148148148148149,0.7202797202797203,0.782608695652174,0.5492834446190745,0.3153501443778452,0.21209262160639006
domain,strict_core,domain_only,instrument,Mira-1,3141,1104303533,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5871194572526104,575,5,1.0836068003441273,1.004378892300814,0.17602962462201152,0.07368558026509073,23,23,0,0.8148148148148149,0.7202797202797203,0.782608695652174,0.6483632786381327,0.34872689817364017,0.18891517960269705
domain,strict_core,domain_only,instrument,Mira-2,1729,1685510912,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5378308175842834,523,5,1.036258210480407,0.9312307803157777,0.17905042338689264,0.06293269461355958,75,75,0,0.36047619047619045,0.3407440017609509,0.5866666666666667,1.2048004885957937,0.5528398183954902,0.14575655251675249
domain,strict_core,domain_only,instrument,Mira-2,2718,484316411,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5450945026612243,523,5,0.986724285527446,0.8841691187293407,0.1834349400704204,0.057841244151427884,75,75,0,0.3676190476190476,0.3442279942279942,0.6,1.160274306985048,0.5325576301925736,0.09788644160493888
domain,strict_core,domain_only,instrument,Mira-2,3141,1331263685,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5437975539710088,523,5,0.9862083971522645,0.8835194568305769,0.18789718224991214,0.06252680189348463,75,75,0,0.3688095238095238,0.3495007546731685,0.6,1.1797574076802348,0.527060748288388,0.1163280107490716
domain,strict_core,domain_only,instrument,Mira-3,1729,60788763,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6113555589695031,526,5,1.034676925536913,0.9674810155533177,0.16543232835879323,0.062420695300715284,72,72,0,0.3666666666666667,0.2730769230769231,0.3194444444444444,1.6787905346590493,0.7107292144931642,0.2717825773255299
domain,strict_core,domain_only,instrument,Mira-3,2718,393245967,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6218798950432772,526,5,1.096451049637202,1.033335867064315,0.16503313146273466,0.06998573822128287,72,72,0,0.39075268817204306,0.2916744840525328,0.3472222222222222,1.8172457985208572,0.7485826100469182,0.27772705849421364
domain,strict_core,domain_only,instrument,Mira-3,3141,167497647,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6364584503933856,526,5,1.002640426657109,0.9450969759607313,0.1617001186118906,0.06497138410625453,72,72,0,0.3774193548387097,0.28557692307692306,0.3333333333333333,1.770707996106542,0.7312094898933392,0.2610751684967478
domain,strict_core,domain_only,instrument,Pendar-1,1729,1896349545,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6263143679242765,552,5,1.0168179685983088,0.9538626147139928,0.16296271341080004,0.06950827680719912,46,46,0,0.5730820105820106,0.49172268907563027,0.4782608695652174,1.2759780471271025,0.5648900504621427,0.13784536200851108
domain,strict_core,domain_only,instrument,Pendar-1,2718,2123622266,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6243565138973058,552,5,1.0151455425829423,0.9510015284145257,0.14630144531959713,0.06597733350348481,46,46,0,0.5201719576719577,0.4586568322981366,0.43478260869565216,1.3370261562990857,0.5775041810918268,0.19947824901456798
domain,strict_core,domain_only,instrument,Pendar-1,3141,244748992,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6205422155566689,552,5,1.0109864867305252,0.9447874851110694,0.1586050089283919,0.04999404308949358,46,46,0,0.6097883597883598,0.5221906693711967,0.5217391304347826,1.268743802867505,0.5573449455459167,0.1335822939613219
domain,strict_core,domain_only,instrument,Pendar-2,1729,252174193,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6595251125210593,500,5,0.9411754245737833,0.8868250352854311,0.16317362340586694,0.06906505296789092,98,98,0,0.5726303854875283,0.5418820686466509,0.5408163265306123,1.2388950526811822,0.5681592003517524,0.10740008412962175
domain,strict_core,domain_only,instrument,Pendar-2,2718,2100247522,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6438634056624696,500,5,0.9406123451984375,0.8801010542955203,0.16592834141055246,0.0634657956297616,98,98,0,0.6369160997732426,0.5650289897527556,0.5714285714285714,1.2038185408800275,0.5552912581263149,0.12952348888271803
domain,strict_core,domain_only,instrument,Pendar-2,3141,1584035336,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6333771560069934,500,5,0.9890532006131392,0.9250978117144227,0.15791698282400116,0.04712079407818848,98,98,0,0.6313605442176872,0.5767693796886343,0.5612244897959183,1.2009239126241336,0.5584761933909573,0.10016088579318927
domain,strict_core,domain_only,instrument,Pendar-3,1729,526906560,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.611506048187754,528,5,0.9518034010865353,0.8790649893988245,0.16159671906267734,0.044349238781034826,70,70,0,0.41066953097028286,0.39655136962785653,0.5857142857142857,1.0500773973115167,0.5010793914528195,0.09708966183879147
domain,strict_core,domain_only,instrument,Pendar-3,2718,1111984752,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5786403538475641,528,5,1.0413154429562634,0.9557570487856706,0.18489477800384588,0.08188644065540164,70,70,0,0.4004654493376298,0.3933168390388274,0.5714285714285714,1.0445905243891254,0.50353050134825,0.07713439536966667
domain,strict_core,domain_only,instrument,Pendar-3,3141,1470235924,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5932939187052448,528,5,0.9953913228430709,0.9164018530804564,0.17828288877158754,0.07070780106653624,70,70,0,0.43924095954171144,0.4303148750300174,0.6,1.0431505235238154,0.5067482128452689,0.06935979139971267
domain,strict_core,domain_only,instrument,RMX-1,1729,1698614017,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.585994830375966,551,5,0.9431087960177462,0.8626144592934861,0.1844987617710544,0.06623226828637722,47,47,0,0.7042424242424242,0.46024495200264814,0.7446808510638298,0.77941887159878,0.3869674833549105,0.15238216379772843
domain,strict_core,domain_only,instrument,RMX-1,2718,606955596,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5590309880734592,551,5,0.9726729720076089,0.8781595181420208,0.1732101784345678,0.056362763224995505,47,47,0,0.6909090909090909,0.5607287449392713,0.723404255319149,0.7667216319803936,0.37375724091295986,0.10341927520642316
domain,strict_core,domain_only,instrument,RMX-1,3141,156435210,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5836288545931035,551,5,0.9339847401999652,0.8519420743154438,0.16436564733902623,0.04934154242503688,47,47,0,0.6472727272727273,0.43153216374269004,0.6808510638297872,0.7470753583047488,0.37909289814580094,0.11460088269276374
domain,strict_core,domain_only,instrument,RMX-2,1729,1095881556,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6230072861287793,533,5,1.018402113953207,0.9530773431691357,0.16032868246616971,0.05945624628569479,65,65,0,0.7399425287356323,0.4547480106100796,0.6615384615384615,0.8336984244053721,0.4123142661499328,0.12563324475580873
domain,strict_core,domain_only,instrument,RMX-2,2718,115969472,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6173580958737215,533,5,1.0652939399194334,0.9974555271530988,0.16072765463941757,0.0532884567234745,65,65,0,0.6939655172413793,0.42075533661740555,0.6,0.8188085028958648,0.40846529861122527,0.14928958589598595
domain,strict_core,domain_only,instrument,RMX-2,3141,492200479,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5971092708630861,533,5,1.0603679418409087,0.9844838213188916,0.1826618495564736,0.07256008151949482,65,65,0,0.728448275862069,0.4504029304029304,0.6461538461538462,0.7749538415912537,0.3886400357079538,0.12584300335951326
domain,strict_core,domain_only,sensor_family,GaN_polymer,1729,620314047,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6552760080676284,575,5,0.9693163837210234,0.9171114351050639,0.15983687815975922,0.07535165505619715,23,23,0,0.8166666666666667,0.4494949494949495,0.8260869565217391,0.6920297816240358,0.27978403937551377,0.17936499674297302
domain,strict_core,domain_only,sensor_family,GaN_polymer,2718,1290295784,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6164324811672189,575,5,1.0369683035868256,0.9704066669196167,0.15479931356569288,0.043452855353649726,23,23,0,0.8166666666666667,0.4494949494949495,0.8260869565217391,0.6473430761027322,0.2717066784216067,0.17576669565481357
domain,strict_core,domain_only,sensor_family,GaN_polymer,3141,889815174,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6289817158112222,575,5,1.0003633072796212,0.938798910095299,0.16221503069265475,0.06554362573578354,23,23,0,0.8166666666666667,0.4494949494949495,0.8260869565217391,0.6822411733645223,0.2867435179648467,0.14413430329223306
domain,strict_core,domain_only,sensor_family,H_SERS_H_Kit,1729,1088648890,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5329222010697414,445,5,0.8531322811679716,0.7408600750155805,0.17858879297607846,0.03686957450794314,153,153,0,0.45901639344262296,0.14090196078431372,0.33986928104575165,3.683791867281516,0.8981163327762701,0.29317442346242784
domain,strict_core,domain_only,sensor_family,H_SERS_H_Kit,2718,1906621866,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5450708980013935,445,5,0.8559621616156842,0.7494898507660249,0.17269733283584002,0.05169208497473088,153,153,0,0.45901639344262296,0.17039848197343455,0.33986928104575165,3.5224007617008883,0.9069128498538177,0.3165602168898301
domain,strict_core,domain_only,sensor_family,H_SERS_H_Kit,3141,832967739,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.536815334913595,445,5,0.8570373849322481,0.7469063848016955,0.1828736733375225,0.041848324034429785,153,153,0,0.45901639344262296,0.14097512437810944,0.33986928104575165,3.560865233648044,0.8968344951084698,0.319383387770413
domain,strict_core,domain_only,sensor_family,NRC_Canadian_SERS,1729,162895121,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6386548984294609,500,5,0.860044911308792,0.7999064958686918,0.16889040913770492,0.09205046176992017,98,98,0,0.28031674208144797,0.17574092811238518,0.2653061224489796,2.1299000930433727,0.9234654432560169,0.20460471134728167
domain,strict_core,domain_only,sensor_family,NRC_Canadian_SERS,2718,134684929,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.5757918685992419,500,5,1.0314531792631096,0.9455041352031208,0.17542732322898796,0.08509447935799386,98,98,0,0.28031674208144797,0.17501857886011546,0.2653061224489796,2.184553559167639,0.9187104168078644,0.22579711598791674
domain,strict_core,domain_only,sensor_family,NRC_Canadian_SERS,3141,1642816393,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6206640096349373,500,5,0.9531389806248296,0.8858554062831777,0.1662752648740854,0.08772394147547743,98,98,0,0.29844861021331603,0.1936441869981075,0.2857142857142857,2.1173721769552825,0.9016720900256782,0.19339624465910524
