stage,training_subset,evaluation_subset,outer_fold,final_seed,seed,candidate_id,model_family,representation,temperature,n_calibration,calibration_folds,crossfit_raw_nll,crossfit_calibrated_nll,crossfit_raw_ece,crossfit_calibrated_ece,requested_coverage,n_retained,realized_coverage,accuracy,selective_risk,confidence_threshold
outer,strict_core,strict_core,0,3141,681979840,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6708745445265679,480,4,1.0196893070074788,0.9717492619172102,0.16014946504306665,0.08521641962159528,1.0,118,1.0,0.7627118644067796,0.23728813559322037,0.21250539004742167
outer,strict_core,strict_core,0,3141,681979840,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6708745445265679,480,4,1.0196893070074788,0.9717492619172102,0.16014946504306665,0.08521641962159528,0.9,107,0.9067796610169492,0.8317757009345794,0.16822429906542058,0.3290039363081069
outer,strict_core,strict_core,0,3141,681979840,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6708745445265679,480,4,1.0196893070074788,0.9717492619172102,0.16014946504306665,0.08521641962159528,0.8,95,0.8050847457627118,0.8526315789473684,0.1473684210526316,0.38621423932690396
outer,strict_core,strict_core,0,3141,681979840,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6708745445265679,480,4,1.0196893070074788,0.9717492619172102,0.16014946504306665,0.08521641962159528,0.7,83,0.7033898305084746,0.891566265060241,0.10843373493975905,0.5013647505724576
outer,strict_core,strict_core,0,3141,681979840,derivative_1__random_forest__9567b8594a,random_forest,derivative_1,0.6708745445265679,480,4,1.0196893070074788,0.9717492619172102,0.16014946504306665,0.08521641962159528,0.5,59,0.5,0.9491525423728814,0.05084745762711862,0.7936355148674922
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,1.0,119,1.0,0.6302521008403361,0.3697478991596639,0.24511237760600232
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,0.9,108,0.907563025210084,0.6666666666666666,0.33333333333333337,0.3512855517898388
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,0.8,96,0.8067226890756303,0.7083333333333334,0.29166666666666663,0.4035335744449672
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,0.7,84,0.7058823529411765,0.7380952380952381,0.26190476190476186,0.5115438422759048
outer,strict_core,strict_core,1,1729,1632959910,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.49421862746617995,479,4,0.9565026898273281,0.8141096809927766,0.22333423804615718,0.06504850982050152,0.5,60,0.5042016806722689,0.8166666666666667,0.18333333333333335,0.8119478367089831
outer,strict_core,strict_core,1,2718,1652597550,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.4918992768008065,479,4,0.9612392031256755,0.8191772108547387,0.2112786700198045,0.05175419507767308,1.0,119,1.0,0.6722689075630253,0.32773109243697474,0.2392444943474865
outer,strict_core,strict_core,1,2718,1652597550,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.4918992768008065,479,4,0.9612392031256755,0.8191772108547387,0.2112786700198045,0.05175419507767308,0.9,108,0.907563025210084,0.6944444444444444,0.3055555555555556,0.3442799058965253
outer,strict_core,strict_core,1,2718,1652597550,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.4918992768008065,479,4,0.9612392031256755,0.8191772108547387,0.2112786700198045,0.05175419507767308,0.8,96,0.8067226890756303,0.7291666666666666,0.27083333333333337,0.4286435256275393
outer,strict_core,strict_core,1,2718,1652597550,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.4918992768008065,479,4,0.9612392031256755,0.8191772108547387,0.2112786700198045,0.05175419507767308,0.7,84,0.7058823529411765,0.7261904761904762,0.27380952380952384,0.47999788225488654
outer,strict_core,strict_core,1,2718,1652597550,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.4918992768008065,479,4,0.9612392031256755,0.8191772108547387,0.2112786700198045,0.05175419507767308,0.5,60,0.5042016806722689,0.8166666666666667,0.18333333333333335,0.8014370492547485
outer,strict_core,strict_core,1,3141,646934762,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.50338968152873,479,4,0.9622356169413931,0.8279358940490549,0.21684525648017525,0.05949646788888007,1.0,119,1.0,0.6470588235294118,0.3529411764705882,0.2680383660248126
outer,strict_core,strict_core,1,3141,646934762,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.50338968152873,479,4,0.9622356169413931,0.8279358940490549,0.21684525648017525,0.05949646788888007,0.9,108,0.907563025210084,0.6944444444444444,0.3055555555555556,0.3479346791055132
outer,strict_core,strict_core,1,3141,646934762,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.50338968152873,479,4,0.9622356169413931,0.8279358940490549,0.21684525648017525,0.05949646788888007,0.8,96,0.8067226890756303,0.7395833333333334,0.26041666666666663,0.40919577359950327
outer,strict_core,strict_core,1,3141,646934762,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.50338968152873,479,4,0.9622356169413931,0.8279358940490549,0.21684525648017525,0.05949646788888007,0.7,84,0.7058823529411765,0.75,0.25,0.4725505343002179
outer,strict_core,strict_core,1,3141,646934762,derivative_1__random_forest__262ae29fb1,random_forest,derivative_1,0.50338968152873,479,4,0.9622356169413931,0.8279358940490549,0.21684525648017525,0.05949646788888007,0.5,60,0.5042016806722689,0.8333333333333334,0.16666666666666663,0.8275215129003531
outer,strict_core,strict_core,2,1729,548457467,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6284797504777517,481,4,0.9374163675087211,0.8767554140461918,0.17811670107206007,0.08992122718162136,1.0,117,1.0,0.7094017094017094,0.29059829059829057,0.2643398404065953
outer,strict_core,strict_core,2,1729,548457467,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6284797504777517,481,4,0.9374163675087211,0.8767554140461918,0.17811670107206007,0.08992122718162136,0.9,106,0.905982905982906,0.7452830188679245,0.2547169811320755,0.3210552224341086
outer,strict_core,strict_core,2,1729,548457467,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6284797504777517,481,4,0.9374163675087211,0.8767554140461918,0.17811670107206007,0.08992122718162136,0.8,94,0.8034188034188035,0.8085106382978723,0.19148936170212771,0.3549575029149743
outer,strict_core,strict_core,2,1729,548457467,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6284797504777517,481,4,0.9374163675087211,0.8767554140461918,0.17811670107206007,0.08992122718162136,0.7,82,0.7008547008547008,0.8414634146341463,0.1585365853658537,0.44429548253648227
outer,strict_core,strict_core,2,1729,548457467,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6284797504777517,481,4,0.9374163675087211,0.8767554140461918,0.17811670107206007,0.08992122718162136,0.5,59,0.5042735042735043,0.9322033898305084,0.06779661016949157,0.7054559371634045
outer,strict_core,strict_core,2,2718,1445917949,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.5623378921215322,481,4,1.0713578554968701,0.9823643134955155,0.1726971999510055,0.06407360127986418,1.0,117,1.0,0.7094017094017094,0.29059829059829057,0.2544170654431476
outer,strict_core,strict_core,2,2718,1445917949,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.5623378921215322,481,4,1.0713578554968701,0.9823643134955155,0.1726971999510055,0.06407360127986418,0.9,106,0.905982905982906,0.7735849056603774,0.2264150943396226,0.33717726742454684
outer,strict_core,strict_core,2,2718,1445917949,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.5623378921215322,481,4,1.0713578554968701,0.9823643134955155,0.1726971999510055,0.06407360127986418,0.8,94,0.8034188034188035,0.7872340425531915,0.21276595744680848,0.3918242801246341
outer,strict_core,strict_core,2,2718,1445917949,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.5623378921215322,481,4,1.0713578554968701,0.9823643134955155,0.1726971999510055,0.06407360127986418,0.7,82,0.7008547008547008,0.8658536585365854,0.13414634146341464,0.4596612197990093
outer,strict_core,strict_core,2,2718,1445917949,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.5623378921215322,481,4,1.0713578554968701,0.9823643134955155,0.1726971999510055,0.06407360127986418,0.5,59,0.5042735042735043,0.9491525423728814,0.05084745762711862,0.7522516769557733
outer,strict_core,strict_core,2,3141,1352266603,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6240383916782817,481,4,0.9905688730029706,0.9274866979523645,0.15950245047714018,0.06830497919359077,1.0,117,1.0,0.7264957264957265,0.27350427350427353,0.26462187594785447
outer,strict_core,strict_core,2,3141,1352266603,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6240383916782817,481,4,0.9905688730029706,0.9274866979523645,0.15950245047714018,0.06830497919359077,0.9,106,0.905982905982906,0.7641509433962265,0.23584905660377353,0.310548183144606
outer,strict_core,strict_core,2,3141,1352266603,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6240383916782817,481,4,0.9905688730029706,0.9274866979523645,0.15950245047714018,0.06830497919359077,0.8,94,0.8034188034188035,0.8297872340425532,0.17021276595744683,0.3509387151626859
outer,strict_core,strict_core,2,3141,1352266603,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6240383916782817,481,4,0.9905688730029706,0.9274866979523645,0.15950245047714018,0.06830497919359077,0.7,82,0.7008547008547008,0.8658536585365854,0.13414634146341464,0.4203820055371637
outer,strict_core,strict_core,2,3141,1352266603,derivative_1__random_forest__20f5c6f432,random_forest,derivative_1,0.6240383916782817,481,4,0.9905688730029706,0.9274866979523645,0.15950245047714018,0.06830497919359077,0.5,59,0.5042735042735043,0.9152542372881356,0.0847457627118644,0.6910253373901054
outer,strict_core,strict_core,3,1729,1942167720,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6475006527219985,478,4,1.0298739850581877,0.9718605331832817,0.17461844397182738,0.0710447346967444,1.0,120,1.0,0.7166666666666667,0.2833333333333333,0.21465249170617387
outer,strict_core,strict_core,3,1729,1942167720,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6475006527219985,478,4,1.0298739850581877,0.9718605331832817,0.17461844397182738,0.0710447346967444,0.9,108,0.9,0.7870370370370371,0.2129629629629629,0.27698216452773317
outer,strict_core,strict_core,3,1729,1942167720,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6475006527219985,478,4,1.0298739850581877,0.9718605331832817,0.17461844397182738,0.0710447346967444,0.8,96,0.8,0.78125,0.21875,0.36587907296382405
outer,strict_core,strict_core,3,1729,1942167720,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6475006527219985,478,4,1.0298739850581877,0.9718605331832817,0.17461844397182738,0.0710447346967444,0.7,84,0.7,0.8214285714285714,0.1785714285714286,0.474552149096174
outer,strict_core,strict_core,3,1729,1942167720,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6475006527219985,478,4,1.0298739850581877,0.9718605331832817,0.17461844397182738,0.0710447346967444,0.5,60,0.5,0.9333333333333333,0.06666666666666665,0.743555465701487
outer,strict_core,strict_core,3,2718,97504892,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6165217661004326,478,4,1.0729062766800566,1.0029042780241098,0.17766778854372103,0.07983651826060939,1.0,120,1.0,0.725,0.275,0.2184706321953137
outer,strict_core,strict_core,3,2718,97504892,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6165217661004326,478,4,1.0729062766800566,1.0029042780241098,0.17766778854372103,0.07983651826060939,0.9,108,0.9,0.7870370370370371,0.2129629629629629,0.29227464872675596
outer,strict_core,strict_core,3,2718,97504892,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6165217661004326,478,4,1.0729062766800566,1.0029042780241098,0.17766778854372103,0.07983651826060939,0.8,96,0.8,0.8020833333333334,0.19791666666666663,0.36249356509305897
outer,strict_core,strict_core,3,2718,97504892,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6165217661004326,478,4,1.0729062766800566,1.0029042780241098,0.17766778854372103,0.07983651826060939,0.7,84,0.7,0.8214285714285714,0.1785714285714286,0.4712129960318806
outer,strict_core,strict_core,3,2718,97504892,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6165217661004326,478,4,1.0729062766800566,1.0029042780241098,0.17766778854372103,0.07983651826060939,0.5,60,0.5,0.9333333333333333,0.06666666666666665,0.759090108489217
outer,strict_core,strict_core,3,3141,1458580390,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.588659628797228,478,4,1.16355296188211,1.0805968119705356,0.19110570592067694,0.06407679748340883,1.0,120,1.0,0.7083333333333334,0.29166666666666663,0.2252257188565458
outer,strict_core,strict_core,3,3141,1458580390,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.588659628797228,478,4,1.16355296188211,1.0805968119705356,0.19110570592067694,0.06407679748340883,0.9,108,0.9,0.7685185185185185,0.2314814814814815,0.2925618837009837
outer,strict_core,strict_core,3,3141,1458580390,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.588659628797228,478,4,1.16355296188211,1.0805968119705356,0.19110570592067694,0.06407679748340883,0.8,96,0.8,0.8125,0.1875,0.4126372379350833
outer,strict_core,strict_core,3,3141,1458580390,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.588659628797228,478,4,1.16355296188211,1.0805968119705356,0.19110570592067694,0.06407679748340883,0.7,84,0.7,0.8214285714285714,0.1785714285714286,0.5155306254547051
outer,strict_core,strict_core,3,3141,1458580390,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.588659628797228,478,4,1.16355296188211,1.0805968119705356,0.19110570592067694,0.06407679748340883,0.5,60,0.5,0.9166666666666666,0.08333333333333337,0.7756570984908047
outer,strict_core,strict_core,4,1729,213700681,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6319262639678037,474,4,0.9896463414510777,0.9264455261810578,0.17052264346031185,0.08315150324707013,1.0,124,1.0,0.6935483870967742,0.30645161290322576,0.24881117225310154
outer,strict_core,strict_core,4,1729,213700681,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6319262639678037,474,4,0.9896463414510777,0.9264455261810578,0.17052264346031185,0.08315150324707013,0.9,112,0.9032258064516129,0.7321428571428571,0.2678571428571429,0.3146362756369075
outer,strict_core,strict_core,4,1729,213700681,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6319262639678037,474,4,0.9896463414510777,0.9264455261810578,0.17052264346031185,0.08315150324707013,0.8,100,0.8064516129032258,0.78,0.21999999999999997,0.3500269493238053
outer,strict_core,strict_core,4,1729,213700681,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6319262639678037,474,4,0.9896463414510777,0.9264455261810578,0.17052264346031185,0.08315150324707013,0.7,87,0.7016129032258065,0.8505747126436781,0.14942528735632188,0.43553917849453105
outer,strict_core,strict_core,4,1729,213700681,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6319262639678037,474,4,0.9896463414510777,0.9264455261810578,0.17052264346031185,0.08315150324707013,0.5,62,0.5,0.9354838709677419,0.06451612903225812,0.6110536372470334
outer,strict_core,strict_core,4,2718,749223255,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6343363018750702,474,4,0.9926515176409221,0.9309858376491416,0.1608813519268056,0.08047052761783097,1.0,124,1.0,0.6854838709677419,0.3145161290322581,0.2528584642699617
outer,strict_core,strict_core,4,2718,749223255,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6343363018750702,474,4,0.9926515176409221,0.9309858376491416,0.1608813519268056,0.08047052761783097,0.9,112,0.9032258064516129,0.7410714285714286,0.2589285714285714,0.3255101232492709
outer,strict_core,strict_core,4,2718,749223255,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6343363018750702,474,4,0.9926515176409221,0.9309858376491416,0.1608813519268056,0.08047052761783097,0.8,100,0.8064516129032258,0.77,0.22999999999999998,0.3550256734593508
outer,strict_core,strict_core,4,2718,749223255,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6343363018750702,474,4,0.9926515176409221,0.9309858376491416,0.1608813519268056,0.08047052761783097,0.7,87,0.7016129032258065,0.8390804597701149,0.16091954022988508,0.4006420293652502
outer,strict_core,strict_core,4,2718,749223255,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6343363018750702,474,4,0.9926515176409221,0.9309858376491416,0.1608813519268056,0.08047052761783097,0.5,62,0.5,0.9354838709677419,0.06451612903225812,0.6594031802749567
outer,strict_core,strict_core,4,3141,849075601,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6369536250425627,474,4,0.9920807229776676,0.9303836906732522,0.16938578511765248,0.08142730940998995,1.0,124,1.0,0.6854838709677419,0.3145161290322581,0.24655172811703047
outer,strict_core,strict_core,4,3141,849075601,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6369536250425627,474,4,0.9920807229776676,0.9303836906732522,0.16938578511765248,0.08142730940998995,0.9,112,0.9032258064516129,0.7232142857142857,0.2767857142857143,0.32626209438963505
outer,strict_core,strict_core,4,3141,849075601,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6369536250425627,474,4,0.9920807229776676,0.9303836906732522,0.16938578511765248,0.08142730940998995,0.8,100,0.8064516129032258,0.79,0.20999999999999996,0.37162545148089055
outer,strict_core,strict_core,4,3141,849075601,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6369536250425627,474,4,0.9920807229776676,0.9303836906732522,0.16938578511765248,0.08142730940998995,0.7,87,0.7016129032258065,0.8505747126436781,0.14942528735632188,0.41897599892901444
outer,strict_core,strict_core,4,3141,849075601,derivative_1__random_forest__baf457a363,random_forest,derivative_1,0.6369536250425627,474,4,0.9920807229776676,0.9303836906732522,0.16938578511765248,0.08142730940998995,0.5,62,0.5,0.9516129032258065,0.048387096774193505,0.6220195640095558
outer,quality_pass,quality_pass,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,1.0,103,1.0,0.7766990291262136,0.22330097087378642,0.23190333167879285
outer,quality_pass,quality_pass,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,0.9,93,0.9029126213592233,0.8172043010752689,0.18279569892473113,0.38941405504779275
outer,quality_pass,quality_pass,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,0.8,83,0.8058252427184466,0.8554216867469879,0.14457831325301207,0.4670937563133589
outer,quality_pass,quality_pass,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,0.7,73,0.7087378640776699,0.9041095890410958,0.09589041095890416,0.5990504177042159
outer,quality_pass,quality_pass,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,0.5,52,0.5048543689320388,0.9423076923076923,0.05769230769230771,0.7930560453423204
outer,quality_pass,field_quality_stress,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,1.0,15,1.0,0.5333333333333333,0.4666666666666667,0.27534793171739846
outer,quality_pass,field_quality_stress,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,0.9,14,0.9333333333333333,0.5714285714285714,0.4285714285714286,0.27880783697573164
outer,quality_pass,field_quality_stress,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,0.8,12,0.8,0.5833333333333334,0.41666666666666663,0.30960308252526997
outer,quality_pass,field_quality_stress,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,0.7,11,0.7333333333333333,0.5454545454545454,0.4545454545454546,0.3111658450132078
outer,quality_pass,field_quality_stress,0,1729,2074415961,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6909853954358502,397,4,0.9531406148513927,0.9078847230204202,0.16004634091156472,0.08562680457155566,0.5,8,0.5333333333333333,0.75,0.25,0.4139458731832164
outer,quality_pass,quality_pass,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,1.0,103,1.0,0.7572815533980582,0.24271844660194175,0.27726410470857604
outer,quality_pass,quality_pass,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,0.9,93,0.9029126213592233,0.8064516129032258,0.19354838709677424,0.3577726062372636
outer,quality_pass,quality_pass,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,0.8,83,0.8058252427184466,0.8554216867469879,0.14457831325301207,0.435399424228982
outer,quality_pass,quality_pass,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,0.7,73,0.7087378640776699,0.8904109589041096,0.1095890410958904,0.590376141235739
outer,quality_pass,quality_pass,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,0.5,52,0.5048543689320388,0.9423076923076923,0.05769230769230771,0.800025997113333
outer,quality_pass,field_quality_stress,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,1.0,15,1.0,0.6,0.4,0.25928771657038985
outer,quality_pass,field_quality_stress,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,0.9,14,0.9333333333333333,0.5714285714285714,0.4285714285714286,0.29273143279932806
outer,quality_pass,field_quality_stress,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,0.8,12,0.8,0.5833333333333334,0.41666666666666663,0.3383401635709727
outer,quality_pass,field_quality_stress,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,0.7,11,0.7333333333333333,0.5454545454545454,0.4545454545454546,0.34809583332396227
outer,quality_pass,field_quality_stress,0,2718,103803679,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.7090667610632893,397,4,0.9011196182684541,0.8613409871490257,0.15564430618449798,0.10208608271188276,0.5,8,0.5333333333333333,0.5,0.5,0.3701244259849862
outer,quality_pass,quality_pass,0,3141,1113721790,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6928140250064004,397,4,0.9546965027635922,0.9103555215133481,0.16200978356264667,0.08230894699670012,1.0,103,1.0,0.7669902912621359,0.23300970873786409,0.25553494157323503
outer,quality_pass,quality_pass,0,3141,1113721790,derivative_1__random_forest__0c28cc6c96,random_forest,derivative_1,0.6928140250064004,397,4,0.9546965027635922,0.9103555215133481,0.16200978356264667,0.08230894699670012,0.9,93,0.9029126213592233,0.7956989247311828,0.20430107526881724,0.3581140876131405
