evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row216,0.008527086396866423,0.0042635431984332115,0.05508285130931372,0.4212067335496657,0.03922838022400226,147,18,0,0,3.0,2.791023212661252,0.1230410635471344
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row218,0.006545623021660592,0.003272811510830296,0.07787730366273053,0.8235037280421679,0.03377739025812064,131,20,0,0,1.5,1.777145757071265,0.1181882694363594
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row232,0.014899795131095553,0.007449897565547777,0.07226141613868019,0.43140930945042644,0.04614918996114284,139,21,0,0,2.0,1.1093291398734983,0.1762368381023407
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row233,0.004695293766562301,0.0023476468832811506,0.12330269576463819,0.7943681620446729,0.01642437935673765,65,10,0,0,2.0,0.5566012384046476,0.08232064358890057
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row235,0.0009485707561842408,0.0004742853780921204,0.049724237668245116,0.9436667201077259,0.014874008585299765,65,9,0,0,2.0,0.09614215278355501,0.08144662529230118
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row254,0.0010890809586650034,0.0005445404793325017,0.06724912999084234,0.9445186893195076,0.01243824214009302,49,8,0,0,1.5,0.3727181519673992,0.04547957004979253
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row257,0.0013229605035787759,0.0006614802517893879,0.07030398495830432,0.9525394845628569,0.01144318567056741,46,11,0,0,3.0,0.19909367307509515,0.05534800887107849
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session2_row259,0.012516351061956716,0.006258175530978358,0.12912870676595142,0.7964010068499839,0.022872569200574486,93,13,0,0,3.0,3.372572641930293,0.0747566968202591
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row387,0.0012018680114222378,0.0006009340057111189,0.05872302791402682,0.9589058869923287,0.013576694017143122,60,11,0,0,1.0,1.0342059939114865,0.032202720642089844
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row389,0.015498629941854762,0.007749314970927381,0.08156322687659281,0.3466281321120264,0.07044607566270446,158,27,0,0,2.0,2.4662626771922875,0.1198665201663971
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row392,0.003375941890474505,0.0016879709452372524,0.08737881069659117,0.7742754488602002,0.034575732363654035,129,12,0,0,2.0,3.821547996034144,0.1285758689045906
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row394,0.019923870595507834,0.009961935297753917,0.09496916916700829,0.44594992476925854,0.07908671208657324,162,24,0,0,1.0,5.04636260421201,0.2126217782497406
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row396,0.0011133273183307276,0.0005566636591653638,0.06986510019670784,0.9488368294149537,0.012361699154467455,50,10,0,0,2.0,0.5103457834034137,0.029952376149594784
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row398,0.001442534748552868,0.000721267374276434,0.058278060145302915,0.9336165264938502,0.018087499772331546,85,11,0,0,2.0,0.15051678892041545,0.0677836462855339
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row400,0.002136228867948612,0.001068114433974306,0.07341930745633912,0.8723623084605682,0.026882901385958707,120,11,0,0,2.0,6.890364658197031,0.09488033503293991
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row420,0.0032910689821764446,0.0016455344910882223,0.060605089785369284,0.7715420419261387,0.027413979084563573,116,14,0,0,2.5,1.5106415185244524,0.03380811959505081
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row422,0.001711285230094386,0.000855642615047193,0.06494340091586523,0.8931318991777666,0.020221202123378003,84,10,0,0,2.0,0.7967626547905019,0.0628378614783287
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row456,0.008548196634243874,0.004274098317121937,0.09512942686732348,0.643962205465476,0.04350829458662442,147,18,0,0,2.0,1.6393952185733034,0.08454540371894836
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row458,0.0016614273495328398,0.0008307136747664199,0.0668321924002805,0.8964632223895632,0.021307536375575833,97,10,0,0,1.0,0.4946573664751558,0.08223842084407806
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row460,0.00137976169125768,0.00068988084562884,0.05629433947576499,0.8963268670972173,0.01224707227732454,49,6,0,0,1.5,0.19671887527964232,0.057564813643693924
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row462,0.0015390997218357712,0.0007695498609178856,0.07003161646016486,0.9365265642996253,0.016873416703061334,80,9,0,0,2.0,0.4127428592184003,0.060307834297418594
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row464,0.0014843430038375667,0.0007421715019187834,0.07000306858075965,0.9135417287122525,0.017829959434457122,89,13,0,0,2.0,1.2548658955457117,0.053865741938352585
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row466,0.002553372615290512,0.001276686307645256,0.06988901883603482,0.804485635064505,0.029101434030703137,124,12,0,0,3.0,3.877265932389994,0.0685679242014885
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row484,0.003109774062053149,0.0015548870310265746,0.07459000106016889,0.8020245798964368,0.032771198136199796,132,11,0,0,2.0,2.6860351665310747,0.0793735682964325
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row486,0.006534575024110272,0.003267287512055136,0.08330563702169592,0.6750863295317163,0.0406602778312351,142,19,0,0,3.0,2.465186636979715,0.10900755226612091
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row492,0.0023024598256776952,0.0011512299128388476,0.0967392156075346,0.9119152019096701,0.010672696272834271,33,8,0,0,2.5,0.3508387589168426,0.027880228124558926
quality_pass,domain_and_sample,instrument,RMX-2,342,64,domain,domain__quality_pass__domain_and_sample__instrument__RMX-2,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session3_row494,0.0012251901659481358,0.0006125950829740679,0.07418369740264406,0.9568826721001089,0.007617848087767405,19,7,0,0,1.0,0.16602898781330055,0.04214738588780165
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row206,0.001695450405938898,0.000847725202969449,0.05780132066106433,0.9726464739013312,0.007456154374605311,16,9,6,6,1.0,0.07328137755261249,0.03866544924676418
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row207,0.002648804687504267,0.0013244023437521334,0.05460608138976891,0.9752038233038974,0.011778475836617872,41,8,5,5,2.5,0.14810243797359074,0.07933890540152788
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row209,0.0054181191610941475,0.0027090595805470737,0.1680184154883255,0.7531642852144126,0.011462024431343058,41,5,1,1,2.0,0.5279267513305014,0.08042797539383173
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row218,0.0014464746535289895,0.0007232373267644947,0.052797366779664186,0.9676700607199996,0.006421118751168251,11,9,6,6,1.0,0.16295184709742455,0.04993416368961334
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row230,0.004657739640886338,0.002328869820443169,0.07963130549579178,0.9454594543563385,0.004524059706184614,11,9,0,0,1.0,0.24377475285153472,0.03653072193264961
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row231,0.002488866496212691,0.0012444332481063454,0.07213877379357454,0.9685053626175183,0.0018954776967543044,2,0,0,0,,,
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row232,0.0014720736816992619,0.0007360368408496309,0.04898451090942911,0.9826431522479177,0.0026306488632690164,10,10,6,6,1.0,0.09416960464971005,0.0344646864105016
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row233,0.001646255687899717,0.0008231278439498585,0.05474617156564762,0.9798302415115255,0.0021935251937247814,4,0,0,0,,,
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row242,0.0006567667061302156,0.0003283833530651078,0.032744262551906975,0.9938577497003246,0.0018222041374567003,4,0,0,0,,,
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row243,0.006030348377622455,0.0030151741888112273,0.10173219817400209,0.9305055451261627,0.006114058789930174,10,2,0,0,2.5,0.2813289024034494,0.08435562765225768
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row244,0.0008188282856629289,0.00040941414283146446,0.035330972909441816,0.9912351398931877,0.002476719089650682,8,5,1,1,1.0,0.18780498160369635,0.03809440694749355
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row245,0.001100154421109099,0.0005500772105545495,0.044749332347934774,0.9878879873960484,0.002945567318808701,8,1,1,0,5.0,0.021853477661298092,0.01584295647626277
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session1_row246,0.001739557398895308,0.000869778699447654,0.05180229526036053,0.9657824083763991,0.012954819135900054,43,12,6,6,1.5,0.15419969750703516,0.04021099954843521
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row499_scan4214,0.013199376548927643,0.006599688274463822,0.10751303696141987,0.7445769243085448,0.008524018251004496,22,5,4,1,2.0,0.07939440195133413,0.11784295737743378
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row499_scan4213,0.014517239268532768,0.007258619634266384,0.1232820358127331,0.7679127464179246,0.008912691452673503,25,6,4,3,3.5,0.3034473211398899,0.12164879962801933
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row500,0.0037383861250537076,0.0018691930625268538,0.09775740358866795,0.9440062478524254,0.005698367620675526,10,1,1,0,5.0,0.3371406084189752,0.04421807639300823
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row501,0.0005809490890429822,0.0002904745445214911,0.06442381997076228,0.9715427581569843,0.003048698702561004,9,8,3,3,1.5,0.12728260988067047,0.02759351534768939
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,1729,session3_row502,0.00214646037999455,0.001073230189997275,0.05743105364963143,0.9787407247652435,0.004223444022687285,12,6,1,1,3.0,0.3350843820816871,0.059504269796889275
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session1_row206,0.001761517485331807,0.0008807587426659035,0.05937327959636364,0.9709838114428623,0.0074425067549704444,16,10,6,6,2.5,0.11892874479346607,0.04106285236775875
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session1_row207,0.0029654773903973843,0.0014827386951986922,0.05576983379775257,0.9736856047345481,0.011636014079808124,41,12,5,5,3.0,0.25099746397090844,0.06336458586156368
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session1_row209,0.00503635345435144,0.00251817672717572,0.16529515924210766,0.7631044791077735,0.011544058152274893,41,4,1,1,4.0,2.451386973803134,0.09346778318285942
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session1_row218,0.0013386765178591865,0.0006693382589295933,0.05162319746368975,0.9690959993520725,0.006376520496393953,11,10,6,6,1.0,0.15088192430011588,0.03455660305917263
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session1_row230,0.004589100640549536,0.002294550320274768,0.07995544094528523,0.9457377210035847,0.004588177627551236,11,9,0,0,2.0,0.2207515133701673,0.05174743296811357
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session1_row231,0.0032075852029513807,0.0016037926014756904,0.08180753230557428,0.9596512675076923,0.001798093860436763,2,0,0,0,,,
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session1_row232,0.0018966356989891923,0.0009483178494945961,0.05565279262781811,0.9774978459281295,0.0028068157218720962,10,10,6,6,2.0,0.14756410678622622,0.04425913211889565
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session1_row233,0.002533746425077306,0.001266873212538653,0.0672190719379802,0.9692869231163608,0.0022273391358820457,4,0,0,0,,,
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session1_row242,0.0005794125813807933,0.00028970629069039665,0.033220423294205895,0.9936854970110252,0.0017508696665117895,4,1,0,0,2.0,0.0044264485892641465,0.02205245880759321
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session1_row243,0.006778340430217666,0.003389170215108833,0.10269989881102515,0.9334585170381959,0.0063457710415657075,10,3,0,0,2.0,0.41790610038093934,0.14976577647030354
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session1_row244,0.0006482187581714947,0.00032410937908574733,0.032206227677726275,0.9925950947248813,0.0024095354916062206,8,4,1,1,1.0,0.1498942910301536,0.042346538975834846
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session1_row245,0.001219777008283248,0.000609888504141624,0.047105453921018,0.9868344313003223,0.0030917035106319546,8,2,1,0,2.5,0.15128195147762966,0.027323277499817777
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session1_row246,0.002079543510235578,0.001039771755117789,0.053453867872145774,0.9638141750311258,0.012918165483112845,43,10,6,6,2.0,0.1373115546428951,0.051915005780756474
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row499_scan4214,0.01920486312411495,0.009602431562057475,0.12486483494475978,0.6356310783833454,0.008308337854021894,22,6,4,1,1.0,0.3482163439912119,0.06258115917444229
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row499_scan4213,0.02359222060069247,0.011796110300346234,0.15528950655365387,0.6020554451444312,0.008619173451193741,25,6,4,2,3.0,0.29126014632305375,0.059866391122341156
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row500,0.005304754052709167,0.0026523770263545835,0.12010289545761983,0.916691138476263,0.0059639347651376995,10,1,1,0,5.0,0.08219881393686183,0.2963994909077883
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row501,0.0004893539411098168,0.0002446769705549084,0.06120483802133262,0.9739989084785081,0.00300762687277581,9,9,3,3,2.0,0.1519234840932416,0.02638375759124756
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,2718,session3_row502,0.0021209787262113176,0.0010604893631056588,0.058625167698129525,0.9780326565991164,0.004115745227401411,12,5,1,1,1.0,0.3770639508208533,0.07034930284135044
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session1_row206,0.0016554911774491429,0.0008277455887245714,0.05759612344206788,0.9727162820348791,0.007518978335428983,16,10,6,6,2.0,0.11075574079285527,0.03185081540141255
quality_pass,domain_and_sample,sensor_family,GaN_polymer,430,18,domain,domain__quality_pass__domain_and_sample__sensor_family__GaN_polymer,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,clean,four25_then_fixed,0.25,3141,session1_row207,0.00274126932248241,0.001370634661241205,0.05663825642966255,0.9728561412621866,0.01194789201214527,41,12,5,5,3.0,0.18138682032015285,0.05005675042048097
