stage,scenario,representation,seed,instrument,sensor_family,observations,supported_observations,correct_supported,mean_confidence,accuracy_supported
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Mira-3,pSERS_Metrohm_silver,9,9,9,0.7710720608110185,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-1,pSERS_Metrohm_silver,6,6,5,0.8095027646048375,0.8333333333333334
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-2,H_SERS_H_Kit,2,2,2,0.9799009525895195,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-2,pSERS_Metrohm_silver,6,6,6,0.7450258844559562,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-3,NRC_Canadian_SERS,1,1,0,0.7691834318463446,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,Pendar-3,pSERS_Metrohm_silver,8,8,6,0.76259318925453,0.75
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,RMX-1,H_SERS_H_Kit,5,5,4,0.9724565627384344,0.8
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,RMX-1,NRC_Canadian_SERS,1,1,1,0.6219900627908636,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,RMX-2,NRC_Canadian_SERS,3,3,1,0.6673559712056637,0.3333333333333333
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,1729,RMX-2,pSERS_Metrohm_silver,17,17,15,0.7845670832879853,0.8823529411764706
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Agilent-1,NRC_Canadian_SERS,2,2,1,0.6144573742313874,0.5
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Agilent-1,pSERS_Metrohm_silver,4,4,3,0.8502262479978331,0.75
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Agilent-3,pSERS_Metrohm_silver,10,10,7,0.7630345770537094,0.7
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-1,pSERS_Metrohm_silver,3,3,3,0.6498454173517348,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-2,H_SERS_H_Kit,11,11,9,0.9096041012039044,0.8181818181818182
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-2,NRC_Canadian_SERS,3,3,0,0.6762555845778451,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-2,pSERS_Metrohm_silver,1,1,0,0.6923883166761765,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-3,NRC_Canadian_SERS,3,3,2,0.4757496210863576,0.6666666666666666
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Mira-3,pSERS_Metrohm_silver,9,9,8,0.6916964835013734,0.8888888888888888
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-1,pSERS_Metrohm_silver,6,6,5,0.9269990798963765,0.8333333333333334
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-2,H_SERS_H_Kit,2,2,2,0.9348077235248713,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-2,pSERS_Metrohm_silver,6,6,5,0.7910903024624768,0.8333333333333334
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-3,NRC_Canadian_SERS,1,1,0,0.527908368053761,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,Pendar-3,pSERS_Metrohm_silver,8,8,6,0.8408779018152643,0.75
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,RMX-1,H_SERS_H_Kit,5,5,4,0.936102071979796,0.8
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,RMX-1,NRC_Canadian_SERS,1,1,1,0.4772390936076078,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,RMX-2,NRC_Canadian_SERS,3,3,1,0.5066507575271916,0.3333333333333333
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,2718,RMX-2,pSERS_Metrohm_silver,17,17,15,0.7608195885346052,0.8823529411764706
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Agilent-1,NRC_Canadian_SERS,2,2,2,0.9172701921411295,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.9182379578142237,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Agilent-3,pSERS_Metrohm_silver,10,10,7,0.7777785820838644,0.7
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Mira-1,pSERS_Metrohm_silver,3,3,3,0.7078625284627723,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Mira-2,H_SERS_H_Kit,11,11,9,0.9258060878017728,0.8181818181818182
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Mira-2,NRC_Canadian_SERS,3,3,0,0.4995885425043356,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Mira-2,pSERS_Metrohm_silver,1,1,0,0.83757407853353,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Mira-3,NRC_Canadian_SERS,3,3,2,0.5736399785467908,0.6666666666666666
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Mira-3,pSERS_Metrohm_silver,9,9,8,0.7343011857688224,0.8888888888888888
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Pendar-1,pSERS_Metrohm_silver,6,6,5,0.8589275838324882,0.8333333333333334
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Pendar-2,H_SERS_H_Kit,2,2,2,0.9818037603657455,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Pendar-2,pSERS_Metrohm_silver,6,6,5,0.8511130353379314,0.8333333333333334
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Pendar-3,NRC_Canadian_SERS,1,1,0,0.7444909729204108,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,Pendar-3,pSERS_Metrohm_silver,8,8,7,0.8086169197965964,0.875
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,RMX-1,H_SERS_H_Kit,5,5,4,0.9769618564589132,0.8
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,RMX-1,NRC_Canadian_SERS,1,1,1,0.6166674848698477,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,RMX-2,NRC_Canadian_SERS,3,3,1,0.7672286382870596,0.3333333333333333
outer,nato_outer_o2__train_quality_pass__test_quality_pass,arpls_minmax,3141,RMX-2,pSERS_Metrohm_silver,17,17,15,0.8245125514848546,0.8823529411764706
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Agilent-1,NRC_Canadian_SERS,2,2,2,0.8069453634731087,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.966664075993867,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Agilent-3,pSERS_Metrohm_silver,10,10,6,0.7885184400725661,0.6
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Mira-1,pSERS_Metrohm_silver,3,3,1,0.8509998561507728,0.3333333333333333
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Mira-2,H_SERS_H_Kit,11,11,9,0.8034877177926181,0.8181818181818182
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Mira-2,NRC_Canadian_SERS,3,3,0,0.5660076772271896,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Mira-2,pSERS_Metrohm_silver,1,1,0,0.7480841434344996,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Mira-3,NRC_Canadian_SERS,3,3,2,0.6510876477045533,0.6666666666666666
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Mira-3,pSERS_Metrohm_silver,9,9,8,0.7119611194168578,0.8888888888888888
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Pendar-1,pSERS_Metrohm_silver,6,6,5,0.8836249227732852,0.8333333333333334
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Pendar-2,H_SERS_H_Kit,2,2,2,0.9612832878247362,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Pendar-2,pSERS_Metrohm_silver,6,6,5,0.8663945383024853,0.8333333333333334
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Pendar-3,NRC_Canadian_SERS,1,1,1,0.6504868839931358,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,Pendar-3,pSERS_Metrohm_silver,8,8,6,0.9379131696005015,0.75
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,RMX-1,H_SERS_H_Kit,5,5,4,0.8189621799679907,0.8
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,RMX-1,NRC_Canadian_SERS,1,1,1,0.5719808949237781,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,RMX-2,NRC_Canadian_SERS,3,3,0,0.6665844429863856,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,1729,RMX-2,pSERS_Metrohm_silver,17,17,13,0.7291755835781348,0.7647058823529411
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Agilent-1,NRC_Canadian_SERS,2,2,1,0.6864350299157385,0.5
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.9677855287054945,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Agilent-3,pSERS_Metrohm_silver,10,10,6,0.8487443135765144,0.6
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Mira-1,pSERS_Metrohm_silver,3,3,1,0.8152350455395534,0.3333333333333333
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Mira-2,H_SERS_H_Kit,11,11,8,0.8195865697469881,0.7272727272727273
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Mira-2,NRC_Canadian_SERS,3,3,0,0.6800036865664972,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Mira-2,pSERS_Metrohm_silver,1,1,0,0.8127694953344935,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Mira-3,NRC_Canadian_SERS,3,3,1,0.5706201505148752,0.3333333333333333
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Mira-3,pSERS_Metrohm_silver,9,9,7,0.7357165591381783,0.7777777777777778
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Pendar-1,pSERS_Metrohm_silver,6,6,6,0.8797729674099828,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Pendar-2,H_SERS_H_Kit,2,2,2,0.9829381460047503,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Pendar-2,pSERS_Metrohm_silver,6,6,5,0.9177058531651273,0.8333333333333334
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Pendar-3,NRC_Canadian_SERS,1,1,0,0.8463665391123922,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,Pendar-3,pSERS_Metrohm_silver,8,8,7,0.8601267834317738,0.875
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,RMX-1,H_SERS_H_Kit,5,5,4,0.8639772053297923,0.8
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,RMX-1,NRC_Canadian_SERS,1,1,1,0.4968222639824524,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,RMX-2,NRC_Canadian_SERS,3,3,0,0.6274002401534967,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,2718,RMX-2,pSERS_Metrohm_silver,17,17,15,0.786918374037602,0.8823529411764706
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Agilent-1,NRC_Canadian_SERS,2,2,2,0.7237588311174956,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.9640048079522214,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Agilent-3,pSERS_Metrohm_silver,10,10,5,0.7967822638769284,0.5
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Mira-1,pSERS_Metrohm_silver,3,3,1,0.8908774766569717,0.3333333333333333
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Mira-2,H_SERS_H_Kit,11,11,10,0.8957595480481867,0.9090909090909091
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Mira-2,NRC_Canadian_SERS,3,3,0,0.7142067299131641,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Mira-2,pSERS_Metrohm_silver,1,1,0,0.9365134362633808,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Mira-3,NRC_Canadian_SERS,3,3,2,0.6158972718181518,0.6666666666666666
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Mira-3,pSERS_Metrohm_silver,9,9,8,0.7609709934999576,0.8888888888888888
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Pendar-1,pSERS_Metrohm_silver,6,6,5,0.8018538111597029,0.8333333333333334
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Pendar-2,H_SERS_H_Kit,2,2,2,0.7028021189915277,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Pendar-2,pSERS_Metrohm_silver,6,6,6,0.8822993959637251,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Pendar-3,NRC_Canadian_SERS,1,1,0,0.5190322341333085,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,Pendar-3,pSERS_Metrohm_silver,8,8,6,0.9034758449310395,0.75
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,RMX-1,H_SERS_H_Kit,5,5,4,0.7868426241586877,0.8
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,RMX-1,NRC_Canadian_SERS,1,1,1,0.5756060351975087,1.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,RMX-2,NRC_Canadian_SERS,3,3,0,0.524467580042879,0.0
outer,nato_outer_o2__train_quality_pass__test_quality_pass,minimal_minmax,3141,RMX-2,pSERS_Metrohm_silver,17,17,13,0.7361759972223794,0.7647058823529411
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Agilent-1,NRC_Canadian_SERS,2,2,2,0.8448992732491956,1.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.8634882743408443,1.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Agilent-3,pSERS_Metrohm_silver,10,10,6,0.7563224796738627,0.6
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Mira-1,pSERS_Metrohm_silver,4,4,4,0.7809019895705149,1.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Mira-2,H_SERS_H_Kit,12,12,9,0.9062447813174942,0.75
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Mira-2,NRC_Canadian_SERS,3,3,0,0.5370876612188488,0.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Mira-2,pSERS_Metrohm_silver,1,1,0,0.5558055989067847,0.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Mira-3,NRC_Canadian_SERS,3,3,1,0.5852837464295206,0.3333333333333333
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Mira-3,pSERS_Metrohm_silver,10,10,10,0.7483343767236696,1.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-1,pSERS_Metrohm_silver,7,7,7,0.8131879288673026,1.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-2,GaN_polymer,2,2,1,0.6119503166597451,0.5
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-2,H_SERS_H_Kit,10,10,8,0.8045805930032213,0.8
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-2,pSERS_Metrohm_silver,7,7,7,0.8046988163262415,1.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-3,H_SERS_H_Kit,2,2,0,0.9847263862062527,0.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-3,NRC_Canadian_SERS,4,4,2,0.5557345149787523,0.5
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,Pendar-3,pSERS_Metrohm_silver,10,10,8,0.7802142398464564,0.8
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,RMX-1,H_SERS_H_Kit,5,5,4,0.97768983292232,0.8
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,RMX-1,NRC_Canadian_SERS,1,1,0,0.4864569536604524,0.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,RMX-2,NRC_Canadian_SERS,3,3,2,0.5920682718414573,0.6666666666666666
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,1729,RMX-2,pSERS_Metrohm_silver,17,17,17,0.8104847560322699,1.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Agilent-1,NRC_Canadian_SERS,2,2,1,0.8939584819976231,0.5
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.9377377556528832,1.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Agilent-3,pSERS_Metrohm_silver,10,10,5,0.7401131916519907,0.5
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-1,pSERS_Metrohm_silver,4,4,4,0.7962543715519114,1.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-2,H_SERS_H_Kit,12,12,9,0.9013416578188634,0.75
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-2,NRC_Canadian_SERS,3,3,0,0.5205990232224512,0.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-2,pSERS_Metrohm_silver,1,1,0,0.4039742479464328,0.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-3,NRC_Canadian_SERS,3,3,2,0.48959091068465077,0.6666666666666666
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Mira-3,pSERS_Metrohm_silver,10,10,9,0.6958798905474637,0.9
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-1,pSERS_Metrohm_silver,7,7,6,0.7983467275670343,0.8571428571428571
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-2,GaN_polymer,2,2,1,0.7800061183926956,0.5
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-2,H_SERS_H_Kit,10,10,5,0.8038580115663188,0.5
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-2,pSERS_Metrohm_silver,7,7,7,0.7566754201543932,1.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-3,H_SERS_H_Kit,2,2,0,0.9579269082008091,0.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-3,NRC_Canadian_SERS,4,4,1,0.6060417758096569,0.25
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,Pendar-3,pSERS_Metrohm_silver,10,10,7,0.7788469654856264,0.7
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,RMX-1,H_SERS_H_Kit,5,5,4,0.960835622501407,0.8
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,RMX-1,NRC_Canadian_SERS,1,1,0,0.6500982302355048,0.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,RMX-2,NRC_Canadian_SERS,3,3,1,0.7044525891332768,0.3333333333333333
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,2718,RMX-2,pSERS_Metrohm_silver,17,17,16,0.7741366487007147,0.9411764705882353
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,3141,Agilent-1,NRC_Canadian_SERS,2,2,1,0.7454004931678542,0.5
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,3141,Agilent-1,pSERS_Metrohm_silver,4,4,4,0.8584587570991815,1.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,3141,Agilent-3,pSERS_Metrohm_silver,10,10,7,0.8181511092223117,0.7
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,3141,Mira-1,pSERS_Metrohm_silver,4,4,3,0.7680408980750867,0.75
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,3141,Mira-2,H_SERS_H_Kit,12,12,10,0.8996382242945443,0.8333333333333334
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,3141,Mira-2,NRC_Canadian_SERS,3,3,0,0.5359170514134421,0.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,3141,Mira-2,pSERS_Metrohm_silver,1,1,0,0.3707130924692982,0.0
outer,nato_outer_o2__train_strict_core__test_strict_core,arpls_minmax,3141,Mira-3,NRC_Canadian_SERS,3,3,2,0.6041019273303565,0.6666666666666666
