sample_id,true_pair,pair,residual_norm,residual_rel,left_sum,right_sum,minor_share,baseline_coef_sum,rank
existing/41,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2322.1791768634967,0.27361912763171536,1.2985932944149108,1.4761530508447083,0.46800432646139406,0.0,3
existing/41,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2356.027275572008,0.2776074018066325,0.4929370651545658,1.4736635894574666,0.25065437866009505,72.53676401527504,4
existing/41,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2401.3472934550214,0.28294739618818265,0.579839430116129,1.4794781376430044,0.2815687289779232,118.36512765605862,5
existing/42,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1975.330431523812,0.23219898080655935,0.5633552179250206,1.39511019992782,0.28765134823895244,259.74017737794645,1
existing/42,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2287.6484787389277,0.2689117915310422,1.4268322215626512,0.15860641246211513,0.10003945221101346,369.54769533150386,2
existing/42,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2314.8935714188824,0.2721144368461278,1.2972713202957245,1.4806802487325366,0.46698845824336976,0.0,3
existing/42,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2348.6530000942744,0.27608283869218786,0.49076313332793636,1.4776527482664077,0.24931882429752958,90.64754839405973,4
existing/42,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2392.3189771128837,0.28121574972207675,0.5767542919485783,1.4834182000731833,0.2799543699286545,135.12445876824842,5
existing/43,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1939.1149273466713,0.22798964236727906,0.5567120257076175,1.3989634830586393,0.28466482461527376,246.6830522731534,1
existing/43,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2244.2937421258293,0.2638707589830821,1.429910328826631,0.15789797562332145,0.09944397896188162,353.5372011642081,2
existing/43,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2269.6602293665783,0.2668532002363429,1.2880158258152927,1.4830912333031225,0.46480189986762555,0.0,3
existing/43,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2304.3060820170454,0.27092665428689655,0.48992536596336406,1.4804930040736468,0.24864027529032479,74.48839436555052,4
existing/43,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2347.513546214215,0.2760067318887893,0.5771311305813446,1.486252938069291,0.2797012632546319,117.80163246875,5
existing/44,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1945.3773985672876,0.22948239111411844,0.5644856859764057,1.3913539787776725,0.2886155220944933,235.70625394484003,1
existing/44,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2263.4713439832926,0.26700568055232654,1.4231743892819313,0.15882407116677943,0.1003945801070065,345.87773557499804,2
existing/44,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2291.9006045725678,0.2703592790378636,1.287811575560513,1.4764344447033517,0.4658816784466664,0.0,3
existing/44,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2324.0700325535086,0.2741540785761314,0.4910590666196339,1.474048612665754,0.24988913930556608,65.60756979330367,4
existing/44,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2370.376040714906,0.2796164703380864,0.5764770506082054,1.4798346272214822,0.2803451718060375,111.9867043101861,5
existing/45,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1951.1158155503902,0.23020330170094908,0.5564336249415474,1.39312226787115,0.2854155795135857,237.35197129071312,1
existing/45,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2255.1505914403133,0.26607498532113694,1.4241121937819978,0.15764939417699392,0.09966697596969425,344.3948041511161,2
existing/45,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2274.755485953062,0.2683880778656,1.2917736249233018,1.4768162997491667,0.466581783532155,0.0,3
existing/45,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2307.656721948713,0.2722699454082012,0.4919668276906001,1.4745499542734355,0.2501716904744661,59.80573533032,4
existing/45,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2353.054374982034,0.2776262084933818,0.5816536489691528,1.4803833527698327,0.28207721223156645,104.6909473921759,5
existing/46,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1973.462598653012,0.23175151579044387,0.5587020759632191,1.3991020938155365,0.28537178773404626,240.0553004499532,1
existing/46,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2280.154158091067,0.26776751823630596,1.4304776128568522,0.15754111011390232,0.09920607851467028,348.6064962947067,2
existing/46,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2298.7752169595337,0.26995426280462753,1.29478497785062,1.483292530317319,0.4660723014542624,0.0,3
existing/46,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2331.767144738458,0.2738286353297685,0.495001339151248,1.4808964068682833,0.25051971446811117,63.821972120682545,4
existing/46,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2377.684450001452,0.27922088603823125,0.5803043270139095,1.4867071042103577,0.28074558188094834,109.82616965709076,5
existing/47,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1977.0175034908289,0.23431733772385122,0.5643143855382834,1.3819264951808727,0.28995094652902026,240.89398574884282,1
existing/47,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2283.621195852096,0.27065619704277083,1.413204319970546,0.16031961461058525,0.10188571720274475,348.82845915435496,2
existing/47,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2319.794770476723,0.2749435114884099,1.2864131680600372,1.4671186731339274,0.4671865960706543,0.0,3
existing/47,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2353.083281530102,0.278888886414553,0.49000629042199656,1.4646223436442634,0.25069022415903847,73.15304102866261,4
existing/47,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2398.1907167979903,0.28423504755114387,0.5738280338139391,1.4703724346021398,0.2807102545369639,119.18874872996064,5
existing/48,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1959.3620789580389,0.23060289579589194,0.5572505005333002,1.3963884670734918,0.28523719570133615,242.78752078839037,1
existing/48,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2262.6439491603355,0.26629700167969844,1.427387321346391,0.15798675496188436,0.09965266704100202,349.8363017240147,2
existing/48,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2281.34448645478,0.2684979211010497,1.2978600946707908,1.48023488036433,0.46717628674804973,0.0,3
existing/48,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2315.640582719049,0.27253432621369783,0.4921337560433676,1.4779331223824292,0.24980560885139216,65.04572899242402,4
existing/48,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2361.1005779207526,0.2778846423441167,0.5823553263112088,1.4837771726049982,0.2818576865793468,110.05336780542433,5
existing/49,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1959.000063671274,0.23074287380349628,0.5626171520585205,1.3937779642603911,0.28757848931704283,236.0591502339916,1
existing/49,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2271.658926515574,0.26756972535429485,1.4253709341071905,0.15865205685382386,0.10015767306348927,345.36104171809853,2
existing/49,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2299.984669676914,0.2709061026729452,1.285840318273079,1.4785406264230097,0.4651458478397148,0.0,3
existing/49,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2333.15622287458,0.27481324880085845,0.4908702627100758,1.4762063594959776,0.24954303109927714,66.41574631913373,4
existing/49,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2376.9104880678246,0.27996689074251774,0.5771420129898159,1.4819739014741022,0.28028631556654837,110.69317308743496,5
existing/50,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1954.648600367596,0.22982487510312755,0.5548753927094154,1.3985571684928555,0.2840514711025522,251.09329666305538,1
existing/50,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2254.0562386421493,0.26502881051045896,1.429262895637352,0.15777976711887617,0.09941747050754106,357.0200898505158,2
existing/50,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2267.133914943373,0.2665664655764399,1.3088395521842942,1.482101626593131,0.4689599200930361,0.0,3
existing/50,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2300.696828676343,0.27051274648612683,0.4801590682346558,1.4796073524199054,0.24500831485521518,67.96708884235053,4
existing/50,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2350.2613010923774,0.27634046850246535,0.5843980063566514,1.4855877788340213,0.28231981617329727,115.30961090955711,5
existing/51,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1941.789167547395,0.22767867145201132,0.5558644959107168,1.4034206424795215,0.28370781006746937,252.17402073603685,1
existing/51,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2248.371514762931,0.26362606608746353,1.4345221399732937,0.15707314076563691,0.09868912195606272,359.6997604201385,2
existing/51,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2267.606372014386,0.26588139164894653,1.2946439308428068,1.4873576860767865,0.4653641906491242,0.0,3
existing/51,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2302.551743320923,0.2699788064689699,0.47001265570526485,1.4846859175503149,0.2404527542690182,78.78184313869598,4
existing/51,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2347.2274228042747,0.27521711942332266,0.5778874776926165,1.4905824025160683,0.2793792083808515,122.18248577607476,5
existing/52,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1922.653457146007,0.22673882994818534,0.5549319352407381,1.3955489660431941,0.28451031480244776,238.9518378996819,1
existing/52,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2231.8162692425303,0.2631984498644608,1.4266682732761957,0.15660688816260704,0.09891324766327507,346.5865729825271,2
existing/52,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2255.1168371204,0.2659462895638722,1.2797794177198725,1.4792382824901604,0.46385328286294936,0.0,3
existing/52,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2289.433226228602,0.26999322682420945,0.4874076050132122,1.4768254199716155,0.2481414367914565,68.28716905766314,4
existing/52,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2331.7792153476717,0.2749870960990755,0.5749978540670131,1.4825583979853192,0.27945668726830464,110.71254379515159,5
existing/53,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1912.477402357523,0.22535001165265128,0.557862233394046,1.396411631806011,0.28545755194687245,241.18815359938174,1
existing/53,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2229.0363522104394,0.262650616067725,1.4279178522485572,0.15678907046834942,0.0989388436566194,350.3116181544894,2
existing/53,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2252.2202797119744,0.2653824121800267,1.2828104895467383,1.4805906066417236,0.46421436660629717,0.0,3
existing/53,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2284.6012858673516,0.2691979135320655,0.48987703349598694,1.4781180991815503,0.24892187249936965,69.72969552485874,4
existing/53,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2328.269245182678,0.27434337309588874,0.5769512263245673,1.4838770743575707,0.2799608420232367,113.13691168319158,5
existing/54,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1894.7629812218934,0.2229286690111486,0.5469507680835723,1.4024190197894215,0.2805782522566349,252.51407307062584,1
existing/54,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2201.640511928777,0.2590343984073373,1.4332539297639868,0.15388187879292256,0.096955709752867,359.2754528260168,2
existing/54,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2213.372846154964,0.260414768236893,1.2827298726163368,1.4851254227468533,0.46343819879772913,0.0,3
existing/54,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2246.91390157948,0.2643610469625807,0.47911649038776777,1.48241269053365,0.2442566213378794,76.66815161373516,4
existing/54,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2293.0172054340615,0.26978533921822234,0.5727069541732773,1.488196051449943,0.2778912702880027,121.34208581725927,5
existing/55,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1907.4122766277574,0.22411760014447343,0.5515359248572519,1.4036363036563448,0.2820907114030923,231.73541136907323,1
existing/55,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2219.0979002193562,0.2607401147496446,1.4348668244910856,0.1547746992456023,0.09736452963413039,339.9587452663054,2
existing/55,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2229.999986923763,0.2620210908336815,1.2833590222592135,1.4865898045801784,0.4633150655433254,0.0,3
existing/55,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2263.1716322697325,0.2659187010351457,0.48199230678832855,1.484295938606485,0.2451280009006531,54.59591572542259,4
existing/55,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2309.238223279484,0.2713314447562858,0.5778965775948798,1.4901336490659571,0.2794430033683338,99.15334508715031,5
existing/56,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1901.5874495093306,0.22362009595476137,0.5472287268128413,1.4031110354077512,0.28058122867243607,246.97306734850972,1
existing/56,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2206.884004209687,0.2595219130783271,1.4338906868543384,0.1541655409083986,0.0970781375452246,353.4954242769848,2
existing/56,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2214.3578502277314,0.26040081147668237,1.288903481481616,1.485635213504644,0.4645469475016762,0.0,3
existing/56,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2247.5168051863143,0.26430018969960406,0.4843047087692991,1.4831112316922932,0.24616284681287376,66.34380741072954,4
existing/56,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2294.4922424365427,0.26982433837240033,0.5783378036882298,1.4889486195521475,0.27975697861036203,111.46795959007879,5
existing/57,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1901.782152887995,0.22409830583360335,0.550751938988964,1.3987888305494607,0.2825034221362183,244.59941231436568,1
existing/57,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2210.5936254685475,0.2604873989388208,1.429757022039654,0.15518599142486314,0.09791266317237811,351.7677799149144,2
existing/57,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2225.4353525448178,0.26223628794189935,1.2847081370024427,1.4818707647201133,0.4643670694524851,0.0,3
existing/57,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2260.930540674612,0.2664188971398312,0.4823791814486843,1.479378442562473,0.24589132497526864,70.44806588798099,4
existing/57,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2305.502656323567,0.27167109471103135,0.5747643343103465,1.4851558837321872,0.27902261906834663,114.05210647011017,5
existing/58,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1997.5660522074886,0.23593316480661297,0.5616704406873765,1.3872981692976125,0.28818855152901324,245.91491158394632,1
existing/58,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2293.183190785797,0.2708485995171598,1.4179987736891695,0.16081602354808855,0.10185870048177659,351.56291047573785,2
existing/58,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2327.9348875588616,0.2749531335289429,1.2931791041690885,1.472019831946617,0.46766223119742645,0.0,3
existing/58,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2360.990201591987,0.27885730723318325,0.49307930547071527,1.4695635369760747,0.2512323153283209,73.43204467091083,4
existing/58,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2403.7435641871516,0.2839069205523798,0.5808162648033671,1.4753604551496737,0.2824739037101584,117.04824559958247,5
existing/59,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1895.2047557747228,0.22452989296236384,0.5462591441832664,1.3915026425527957,0.2819021140380188,244.76564382068133,1
existing/59,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2204.933981110879,0.2612243290649236,1.2911259328777256,1.473844602126393,0.46695829721575516,0.0,2
existing/59,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2206.9304510656875,0.2614608561124048,1.4227340140184244,0.15242591528912822,0.09676853280291263,353.19254723380254,3
existing/59,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2239.9046641122864,0.26536739787435,0.4857097771270894,1.4713615884674163,0.2481819445451319,63.47066571437902,4
existing/59,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2285.5410318778077,0.27077405841504437,0.5800983849023227,1.4771969861482186,0.2819713654465757,107.2752055200511,5
existing/60,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1870.8256731447448,0.22163541107417226,0.5377891902820023,1.395229451893976,0.2782121075026677,242.24745940653762,1
existing/60,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2172.261742170667,0.25734633167472243,1.2757265251196037,1.4761767073106742,0.4635797182419501,0.0,2
existing/60,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2173.4987904905033,0.2574928839253256,1.425703807333764,0.15085260532556133,0.09568487630011818,347.8653375464466,3
existing/60,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2205.896365691306,0.26133100203569254,0.4818172547360385,1.4738313041452757,0.24637210635197412,60.76125095069561,4
existing/60,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2253.151224485329,0.26692925215830293,0.5723889568316334,1.4795991546381162,0.2789436028561477,105.86198472208085,5
existing/61,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1865.4870185759087,0.21985737931697202,0.5421826430471897,1.402252135388602,0.2788381739824011,253.17770330567905,1
existing/61,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2172.46207150667,0.2560359911116376,1.2894097010454622,1.4840740308618714,0.46490617060813477,0.0,2
existing/61,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2172.8833383370184,0.2560856396057795,1.4329258590143448,0.15222864225888022,0.09603394630397943,359.4533723078621,3
existing/61,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2206.8086796401253,0.26008391810199166,0.4702301242003524,1.4814143134299689,0.2409404680142777,71.31234945248767,4
existing/61,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2255.3055910533144,0.26579953217064956,0.5760946186653045,1.487308011448484,0.2791964157927122,116.45341559013508,5
existing/62,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1890.2306891579885,0.2220258953338364,0.5442696966380478,1.406585251295375,0.27899034585545374,243.06358988779726,1
existing/62,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2192.500055258867,0.2575303589030074,1.4370814607819729,0.15367085695739285,0.09660262961343942,348.5261431960067,2
existing/62,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2193.8637839985145,0.2576905420468688,1.2928391773678252,1.488784342941024,0.4647786330278851,0.0,3
existing/62,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2228.1812657548576,0.26172146253517636,0.4920890584672826,1.4864950872962335,0.2487076728683387,57.59175181986667,4
existing/62,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2275.9991639776476,0.26733813764620556,0.5811531124341841,1.492245908196209,0.2802900486840256,103.27495406107303,5
existing/63,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1857.6242771963493,0.21838040408322132,0.5420316758044526,1.4071867102944187,0.27807642266754234,244.3684187787663,1
existing/63,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2167.924278509923,0.25485895386625684,1.4380009804454013,0.15175439250344577,0.0954577006535667,351.23094794769787,2
existing/63,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2169.1253592680023,0.25500015168785384,1.2799508394035832,1.4894058323619812,0.4621834567040823,0.0,3
existing/63,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2202.5993513912495,0.25893531985715995,0.4779978994644741,1.4868037161335197,0.2432804898314126,63.89314880005275,4
existing/63,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2251.250303956488,0.2646546759242897,0.5727597108188611,1.4925262258164982,0.2773270764394444,109.90137929948295,5
existing/64,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1850.319490030457,0.21791981043258007,0.5372384026374811,1.4061886312960208,0.27643867933123917,237.3895596208742,1
existing/64,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2152.1847792156505,0.2534717391399465,1.275015728961483,1.4875012789812845,0.46154131369874146,0.0,2
existing/64,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2155.5202660032955,0.25386457327069,1.4366492958764514,0.15064735607834404,0.09490812942415215,342.97170966862063,3
existing/64,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2186.379957368812,0.25749904727834944,0.4722316579871592,1.4852162083724554,0.24124865142138166,54.9619339527689,4
existing/64,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2235.0628702332465,0.2632326360990286,0.572029102875052,1.4909548117355431,0.27728238636448593,100.48101308918446,5
existing/65,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1849.023702703248,0.2187501306355202,0.5453059797209845,1.396126532070819,0.28087815384188924,244.27155089496756,1
existing/65,6-mercapto-1-hexanol + pyridine,pyridine + toluene,2164.6733052642107,0.25609329270224374,1.4271736933387322,0.15253569389929095,0.09655933878185596,351.9729116791593,2
existing/65,6-mercapto-1-hexanol + pyridine,6-mercapto-1-hexanol + pyridine,2175.4083219205854,0.2573633068683808,1.2712392179692356,1.4789118537278867,0.4622434131170437,0.0,3
existing/65,6-mercapto-1-hexanol + pyridine,"1,9-nonanedithiol + pyridine",2210.020358601705,0.2614581097281209,0.47147171089016415,1.4762196130286878,0.2420669564524719,71.85580564240618,4
existing/65,6-mercapto-1-hexanol + pyridine,1-undecanethiol + pyridine,2256.141707944473,0.26691453042141267,0.5673959006929318,1.4818809571561993,0.2768761568352356,116.11485844597722,5
existing/66,6-mercapto-1-hexanol + pyridine,benzenethiol + pyridine,1994.8894192412529,0.23539016455264475,0.572783120846255,1.3856476115677483,0.29247045165592245,246.31406711447787,1
