sample_id,true_pair,best_pair,best_residual_rel,second_pair,second_residual_rel,true_pair_rank,true_pair_residual_rel,best_vs_true_delta,true_minor_share,best_minor_share
existing/368,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.09918506062472948,1-undecanethiol + meoh,0.10110734985462295,1,0.09918506062472948,0.0,0.15984640233720188,0.15984640233720188
existing/369,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.08643676066177007,1-undecanethiol + meoh,0.09285094250726807,1,0.08643676066177007,0.0,0.15942234301403713,0.15942234301403713
existing/370,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.08526336420928088,1-undecanethiol + meoh,0.0948074881602521,1,0.08526336420928088,0.0,0.17047106977471063,0.17047106977471063
existing/371,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.07407108125741779,1-undecanethiol + meoh,0.08507530510424528,1,0.07407108125741779,0.0,0.1326606608716872,0.1326606608716872
existing/372,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.0714954925189657,1-undecanethiol + meoh,0.0803239036314947,1,0.0714954925189657,0.0,0.11092605800467184,0.11092605800467184
existing/373,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.07248568324208442,1-undecanethiol + meoh,0.08387138625813828,1,0.07248568324208442,0.0,0.1286047315843566,0.1286047315843566
existing/374,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.08043725677138056,1-undecanethiol + meoh,0.09038132223723903,1,0.08043725677138056,0.0,0.157495763384286,0.157495763384286
existing/375,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.0778065031992276,1-undecanethiol + meoh,0.0875195017039927,1,0.0778065031992276,0.0,0.16792422699804943,0.16792422699804943
existing/376,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.07552937719130891,1-undecanethiol + meoh,0.08902560352499239,1,0.07552937719130891,0.0,0.15602569678198566,0.15602569678198566
existing/377,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.06395248107153248,1-undecanethiol + meoh,0.07447588636376573,1,0.06395248107153248,0.0,0.13192106645479634,0.13192106645479634
existing/378,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.06848774566953811,1-undecanethiol + meoh,0.08130400937609604,1,0.06848774566953811,0.0,0.13492736076538425,0.13492736076538425
existing/379,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.10306625573964773,1-undecanethiol + meoh,0.10402835039606696,1,0.10306625573964773,0.0,0.1803847561445985,0.1803847561445985
existing/380,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.07217170518530414,1-undecanethiol + meoh,0.07859763768282756,1,0.07217170518530414,0.0,0.1741351622960666,0.1741351622960666
existing/381,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.0769021423062786,1-undecanethiol + meoh,0.08288616316387819,1,0.0769021423062786,0.0,0.1966006797819449,0.1966006797819449
existing/382,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.06780331944778605,1-undecanethiol + meoh,0.08264918428663078,1,0.06780331944778605,0.0,0.17683429696863273,0.17683429696863273
existing/383,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.07915520016919773,1-undecanethiol + meoh,0.08728217707928294,1,0.07915520016919773,0.0,0.21942739579368162,0.21942739579368162
existing/384,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.08355283194163869,1-undecanethiol + meoh,0.08982354105575602,1,0.08355283194163869,0.0,0.22583117353192858,0.22583117353192858
existing/385,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.0715548474672115,1-undecanethiol + meoh,0.08415698121775465,1,0.0715548474672115,0.0,0.23220601448551761,0.23220601448551761
existing/386,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.06543219485177838,1-undecanethiol + meoh,0.07803769315061228,1,0.06543219485177838,0.0,0.20847196687596134,0.20847196687596134
existing/387,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.07098834701791608,1-undecanethiol + meoh,0.08731580177918453,1,0.07098834701791608,0.0,0.25148894861998805,0.25148894861998805
existing/388,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.07322841167248022,1-undecanethiol + meoh,0.08480958570114687,1,0.07322841167248022,0.0,0.26719075312769086,0.26719075312769086
existing/389,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.07269787149606761,1-undecanethiol + meoh,0.08307860480859908,1,0.07269787149606761,0.0,0.24949872507167742,0.24949872507167742
existing/390,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.08533833331578741,1-undecanethiol + meoh,0.09320796980051255,1,0.08533833331578741,0.0,0.16599430697146342,0.16599430697146342
existing/391,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.07238668627737967,1-undecanethiol + meoh,0.08566305589796906,1,0.07238668627737967,0.0,0.2578707096939107,0.2578707096939107
existing/392,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.07478709127403514,1-undecanethiol + meoh,0.08452863004808175,1,0.07478709127403514,0.0,0.30103548778180117,0.30103548778180117
existing/393,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.0743522642936258,1-undecanethiol + meoh,0.08356377640505136,1,0.0743522642936258,0.0,0.3425285133874181,0.3425285133874181
existing/394,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.07771136248163482,1-undecanethiol + meoh,0.08529188971052447,1,0.07771136248163482,0.0,0.3626553465325268,0.3626553465325268
existing/395,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.0856442831346332,1-undecanethiol + meoh,0.09542221205475084,1,0.0856442831346332,0.0,0.3852977374873666,0.3852977374873666
existing/396,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.08420517964072631,1-undecanethiol + meoh,0.09124918702682151,1,0.08420517964072631,0.0,0.4491225260625515,0.4491225260625515
existing/397,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.08776085206789395,1-undecanethiol + meoh,0.0968890877231509,1,0.08776085206789395,0.0,0.4461407629911167,0.4461407629911167
existing/398,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.09982175039644534,1-undecanethiol + meoh,0.10359994639326281,1,0.09982175039644534,0.0,0.41917092067253664,0.41917092067253664
existing/399,1-dodecanethiol + meoh,1-dodecanethiol + diethylamine,0.4237196894673477,1-undecanethiol + diethylamine,0.42656655480590805,14,0.44482058921661904,0.021100899749271318,0.0,0.3741983222902277
existing/400,1-dodecanethiol + meoh,1-dodecanethiol + diethylamine,0.4090918856586779,1-undecanethiol + diethylamine,0.4120332468717873,14,0.42944010011631256,0.020348214457634684,0.0,0.34523276145094756
existing/401,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.08480793764758204,1-undecanethiol + meoh,0.09414780745542821,1,0.08480793764758204,0.0,0.16784206484163885,0.16784206484163885
existing/402,1-dodecanethiol + meoh,1-dodecanethiol + diethylamine,0.34648278591055526,1-undecanethiol + diethylamine,0.3517453847644255,12,0.3653491347565783,0.018866348846023062,0.0,0.2836696700862489
existing/403,1-dodecanethiol + meoh,1-dodecanethiol + diethylamine,0.28514003901110185,1-undecanethiol + diethylamine,0.291172118686259,7,0.3025075703351511,0.017367531324049224,0.009498250501811,0.23260345137478144
existing/404,1-dodecanethiol + meoh,1-dodecanethiol + diethylamine,0.2352065103840115,1-undecanethiol + diethylamine,0.23817072012922066,6,0.2463052599688831,0.011098749584871614,0.037203234785001156,0.17464981983894462
existing/405,1-dodecanethiol + meoh,1-dodecanethiol + diethylamine,0.19838098973526086,1-dodecanethiol + tris(2-ethylhexyl) phosphate,0.20295924931467732,5,0.20544637320780093,0.007065383472540071,0.040997136522737954,0.13320419628103689
existing/406,1-dodecanethiol + meoh,1-dodecanethiol + diethylamine,0.19936694743906314,1-dodecanethiol + tris(2-ethylhexyl) phosphate,0.20587640364965784,5,0.20848014307967608,0.009113195640612942,0.0406665310595465,0.14475776752596328
existing/407,1-dodecanethiol + meoh,1-dodecanethiol + diethylamine,0.16726681882077948,1-dodecanethiol + tris(2-ethylhexyl) phosphate,0.1709098253584936,3,0.1723027408819602,0.005035922061180725,0.06139826722308106,0.11879157418914506
existing/408,1-dodecanethiol + meoh,1-dodecanethiol + diethylamine,0.14107966056715804,1-dodecanethiol + tris(2-ethylhexyl) phosphate,0.14266034755631818,3,0.14268969077609248,0.0016100302089344376,0.06815002074204786,0.09681267102115937
existing/409,1-dodecanethiol + meoh,1-dodecanethiol + tris(2-ethylhexyl) phosphate,0.12676032921314748,1-dodecanethiol + meoh,0.12700284524643693,2,0.12700284524643693,0.0002425160332894527,0.0696888357498596,0.07743771731423918
existing/410,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.1221579683455923,1-dodecanethiol + tris(2-ethylhexyl) phosphate,0.12249841867306364,1,0.1221579683455923,0.0,0.08431559716152166,0.08431559716152166
existing/411,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.11180052058703129,1-dodecanethiol + tris(2-ethylhexyl) phosphate,0.11385055864754982,1,0.11180052058703129,0.0,0.080599698007267,0.080599698007267
existing/412,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.08163390422227844,1-undecanethiol + meoh,0.08362592960478643,1,0.08163390422227844,0.0,0.14545101794350832,0.14545101794350832
existing/413,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.11206779511509354,1-dodecanethiol + tris(2-ethylhexyl) phosphate,0.11389065213403124,1,0.11206779511509354,0.0,0.07670808189160476,0.07670808189160476
existing/414,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.10838341588881667,1-dodecanethiol + tris(2-ethylhexyl) phosphate,0.11019638108560684,1,0.10838341588881667,0.0,0.08253642914958313,0.08253642914958313
existing/415,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.11219083876784261,1-dodecanethiol + tris(2-ethylhexyl) phosphate,0.1140341870197148,1,0.11219083876784261,0.0,0.08937344758334345,0.08937344758334345
existing/416,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.10350751351453914,1-dodecanethiol + tris(2-ethylhexyl) phosphate,0.10749858352772952,1,0.10350751351453914,0.0,0.08684205909906997,0.08684205909906997
existing/417,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.09891000520915101,1-dodecanethiol + tris(2-ethylhexyl) phosphate,0.10622369302847043,1,0.09891000520915101,0.0,0.09852291107205252,0.09852291107205252
existing/418,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.0995315841249193,1-undecanethiol + meoh,0.10374158486371818,1,0.0995315841249193,0.0,0.09555322498548885,0.09555322498548885
existing/419,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.09338010898067127,1-dodecanethiol + tris(2-ethylhexyl) phosphate,0.09836939690127376,1,0.09338010898067127,0.0,0.09212086080341217,0.09212086080341217
existing/420,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.09129124187741118,1-undecanethiol + meoh,0.09536659112748856,1,0.09129124187741118,0.0,0.0892936491746926,0.0892936491746926
existing/421,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.09319329919956311,1-undecanethiol + meoh,0.09770263151640067,1,0.09319329919956311,0.0,0.1044454640427716,0.1044454640427716
existing/422,1-dodecanethiol + meoh,1-dodecanethiol + meoh,0.0886041546566303,1-undecanethiol + meoh,0.09441955086544694,1,0.0886041546566303,0.0,0.09763966653822931,0.09763966653822931
