stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row232,0.01573676076165476,0.00786838038082738,0.07196856879275769,0.4556448561532948,0.045950645484429384,139,14,62,8,2.0,9.292844673583092,0.10668668150901794
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row244,0.003943952657437746,0.001971976328718873,0.10496539738824878,0.835276631272048,0.01927436555868813,86,13,0,0,2.0,0.6938988896947774,0.06496720761060715
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row247,0.01946009926921467,0.009730049634607335,0.07711039115494274,0.29384840920223887,0.049236509959612575,139,14,47,7,2.0,7.252474791640981,0.08643285930156708
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row248,0.022711024626295574,0.011355512313147787,0.09585197797913039,0.3998102874638583,0.04782539575227669,138,14,47,8,1.0,3.441389799387389,0.23830872029066086
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row286,0.003992006033124128,0.001996003016562064,0.06024580645546795,0.9679996275716551,0.007925884884607513,19,14,2,2,1.0,0.13787373613931594,0.04992410750128329
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row290,0.02125007219435935,0.010625036097179675,0.20912200136527365,0.5690045390461408,0.011130544683338874,21,2,2,0,3.5,1.4793984663078963,0.4208382439101115
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row291,0.0028632414293748186,0.0014316207146874093,0.05323838217417192,0.9795757485714368,0.003891304817848972,14,12,3,3,2.0,0.11754069538080866,0.025685233063995838
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row294,0.04326037505920647,0.021630187529603235,0.21121881872203388,0.5745383702758632,0.0221638178355907,61,5,2,0,3.0,6.211755940832178,0.17155901715159416
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row295,0.012049626575559145,0.006024813287779572,0.06464386514622947,0.7080077309175021,0.006785920264332422,17,9,4,4,1.0,0.2283896048049508,0.09713152050971985
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row298,0.006290046298657486,0.003145023149328743,0.07540748148745016,0.9363914523202099,0.008044012057195817,16,7,2,1,2.0,0.07594178328853819,0.061283178627491
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row302,0.00685640812773373,0.003428204063866865,0.07196288628217594,0.9240913109124714,0.005618773108414773,15,9,0,0,3.0,0.1957947995648388,0.05328221619129181
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row304,0.007210133140153793,0.0036050665700768964,0.07443633046785882,0.9278674050001838,0.005437984500479485,15,10,1,1,2.0,0.3020425070061087,0.08326663821935654
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row305,0.008650385818010264,0.004325192909005132,0.0947079015617702,0.9203394800762988,0.009982745627057739,21,8,1,1,1.0,0.6551496131048891,0.04197228327393532
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row309,0.007485462205338269,0.0037427311026691345,0.07949524896593539,0.9134553283501723,0.00543725133341338,16,8,0,0,2.5,0.4076249921469224,0.10949601605534554
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row310,0.006660951257248958,0.003330475628624479,0.0773509713994042,0.9657316823927382,0.004654168889724783,3,1,0,0,1.0,0.07493413680907705,0.023686686530709267
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row312,0.0016607405278160515,0.0008303702639080257,0.053769861067304095,0.9788164119662613,0.003347287901477622,8,1,1,1,1.0,0.28739921426393383,0.0749141201376915
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row314,0.002753707632140607,0.0013768538160703035,0.048541627983353854,0.9814443479983581,0.004068627863723253,12,7,0,0,2.0,0.1510776289739227,0.0321195307187736
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row370,0.0021789282035404815,0.0010894641017702407,0.051908611952307226,0.9876317486703365,0.0027384451595467646,11,9,6,6,1.0,0.043178215894701465,0.07038424626807682
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row371,0.005714210846672187,0.0028571054233360936,0.07632904629572988,0.9194120679247723,0.022808285603033645,81,11,6,5,1.0,0.44321640050103733,0.10837924480438232
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row379,0.0032287450887487526,0.0016143725443743763,0.07342322763628564,0.9695875121411487,0.0029753029053764682,10,9,4,4,2.0,0.05223979160353442,0.060536907287314534
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row388,0.0024170929099133556,0.0012085464549566778,0.045082341997607606,0.9822394345705606,0.0047134861763022074,12,9,1,1,3.0,0.2747312464718688,0.020878010895103216
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session2_row392,0.004100587269153494,0.002050293634576747,0.06471410163366632,0.9736352883103669,0.005812409756306027,9,6,1,0,3.0,0.20228304010569395,0.03623115178197622
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row26,0.008783534625008232,0.004391767312504116,0.10867983614279078,0.8866482479870125,0.011296812339818904,23,9,3,3,1.0,0.18010225629202148,0.1499916836619377
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row27,0.004898076651454004,0.002449038325727002,0.08232494404394587,0.9309375827231912,0.005889412281768662,15,7,3,3,2.0,0.20214586094599274,0.08874381985515356
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row34,0.004647687450487205,0.0023238437252436025,0.09558408628680734,0.9353843488091154,0.00695808891739164,13,8,3,3,1.0,0.21332566019703053,0.07910655299201608
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row35,0.0005122147379014453,0.00025610736895072267,0.030059847388853877,0.9957109699684497,0.002310443467535411,4,3,0,0,1.0,0.5135892431784199,0.02058317791670561
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row83,0.0053455230700964335,0.0026727615350482167,0.08532372144046635,0.9058414612468693,0.018323630780651003,73,11,8,8,2.0,0.3263244517902785,0.05989716947078705
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row135,0.00210225751819321,0.001051128759096605,0.046314195234323,0.9865929527452618,0.005105876663583331,10,9,7,7,1.0,0.06290524683706084,0.04948358720866963
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row136,0.0018457505016450187,0.0009228752508225093,0.050579665175862244,0.9866129356797616,0.0022834355689285856,9,9,7,7,1.0,0.1042742223448398,0.07375693722860888
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row166,0.0019448832684023315,0.0009724416342011658,0.046827984487282266,0.9860897084421315,0.005148821604047303,10,9,7,7,1.0,0.10092363433241792,0.04298149608075619
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row167,0.0024182516117206114,0.0012091258058603057,0.0609830582440753,0.9796909986784421,0.0024435508347648593,10,9,7,7,1.0,0.07075303524595297,0.06595089565962553
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row209,0.0018180854424211979,0.0009090427212105989,0.07430721273556831,0.9456426054932981,0.010260121152470155,33,8,4,3,2.5,0.11839586382889486,0.01593061164021492
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row215,0.0019959683270616246,0.0009979841635308123,0.06452380967539836,0.9662352058244641,0.004102790776107992,12,8,6,6,1.0,0.18321785761290665,0.05047095566987991
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row236,0.0017236496958374673,0.0008618248479187337,0.07497309361814633,0.9639580259317334,0.002566110079808693,9,8,2,2,3.0,0.13765660775521704,0.0432720563840121
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row257,0.022082042735160932,0.011041021367580466,0.08849330708424846,0.3277415902871154,0.05447993988969496,142,12,3,3,2.5,6.724808783576803,0.1328582763671875
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row261,0.008577087538224656,0.004288543769112328,0.17093272022011488,0.8193844300328857,0.005478631351143122,4,0,0,0,,,
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row264,0.004923291245668221,0.0024616456228341104,0.06379939602787535,0.9637920317559249,0.005427493080496788,12,5,2,1,3.0,0.13217957373983147,0.04051098972558975
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row283,0.004134275852950379,0.0020671379264751897,0.09849927878822938,0.9265902257438318,0.010454658263562512,41,8,2,2,1.5,0.46133267991441906,0.057812216226011515
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row285,0.001107344808572872,0.000553672404286436,0.04135502622769927,0.9834388389976588,0.005147886233670371,11,3,1,0,3.0,0.47391446970219026,0.015528202056884766
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row287,0.003257792716145838,0.001628896358072919,0.08397576933467843,0.8845109971152751,0.01822644951620272,92,10,6,5,1.5,0.5736629784563438,0.04666871204972267
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row294,0.0011909065117039984,0.0005954532558519992,0.06632379662792498,0.9727748653272879,0.00376615303152773,13,11,4,4,2.0,0.10271261402268014,0.05263813678175211
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row295,0.0013691513235760497,0.0006845756617880249,0.04349778836982486,0.9858128858594832,0.007178909390100411,20,10,5,5,2.5,0.2219012514062576,0.0628488939255476
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row301,0.005352633670267687,0.0026763168351338434,0.05379508899843302,0.9406571473947819,0.018569203418280396,90,12,2,2,2.5,1.92928553644464,0.06967592984437943
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row311,0.04249453031702475,0.021247265158512375,0.14513490330774215,0.3204225841341512,0.006903495493877147,7,2,0,0,3.5,1.9089680296285547,0.24047917546704412
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row320,0.005465489121320425,0.0027327445606602123,0.06585395170253405,0.9626333197840172,0.012257966693224652,41,6,0,0,2.5,7.773070060548086,0.1253493456169963
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row326,0.005196299207168096,0.002598149603584048,0.031217184750423316,0.6430262948178489,0.010704083123377391,33,4,0,0,2.0,3.202855174667338,0.15838636457920074
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row339,0.007172685295455826,0.003586342647727913,0.07928589362136897,0.9473364618650929,0.005600303440421287,12,4,1,1,2.0,0.394043369242632,0.14125059358775616
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row343,0.006584938885150754,0.003292469442575377,0.07967742043738019,0.9566584997075809,0.004490471415338106,10,3,0,0,2.0,0.3811546212244815,0.037585675716400146
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row346,0.014789383229909333,0.007394691614954666,0.10007567960568764,0.7193385247033289,0.047677185896775755,140,16,2,2,3.0,7.213295476653492,0.1650586947798729
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row349,0.0019848270951694008,0.0009924135475847004,0.07386102641836301,0.9445395852764666,0.009305380764167889,33,12,3,3,2.5,0.2439782717288291,0.04728681221604347
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row415,0.002030480112566822,0.001015240056283411,0.06736403908039718,0.9400675709643628,0.005439869480739747,17,11,6,6,1.0,0.2617356310735094,0.044474825263023376
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row416,0.00174679350594026,0.00087339675297013,0.0800900164688986,0.959478268618487,0.003128323756260605,14,10,8,7,2.0,0.19795970978417204,0.06243631482357159
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row419,0.003746189905221403,0.0018730949526107015,0.08499162431379584,0.858137438345086,0.0196082274908466,86,12,17,4,1.5,2.638977009474326,0.09226277843117714
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row420,0.006462248348192848,0.003231124174096424,0.06373947785866052,0.7434743877726353,0.027370302613292423,116,13,27,6,2.0,3.35804413145868,0.0833563506603241
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row459,0.002530472992659058,0.001265236496329529,0.08687304986068947,0.9017208243723647,0.013679437322467233,63,10,6,6,2.0,0.48527037024952324,0.04728402942419052
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row460,0.003989431663081673,0.0019947158315408364,0.0657571886165605,0.8546576670752369,0.012370911315083504,49,8,4,3,1.5,0.2724843829521849,0.0765409767627716
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row463,0.0028797675410646034,0.0014398837705323017,0.09155194281363259,0.8875089738082292,0.01571393242904118,78,12,6,4,1.5,0.9097910477937422,0.03251850791275501
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row464,0.003333726320665657,0.0016668631603328286,0.09033853460491428,0.8591057627534385,0.018076284878355053,89,13,7,6,3.0,0.7526294016631618,0.0784831321798265
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row471,0.001494073154892499,0.0007470365774462495,0.07096251362559253,0.9548771702426843,0.00412813394746211,12,9,5,5,2.0,0.15382473760003162,0.0399030726402998
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row475,0.0014470862210522943,0.0007235431105261471,0.07183318141951332,0.9552823187375061,0.004145555484241673,13,9,5,5,2.0,0.13595683861544253,0.031898511573672295
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row476,0.0012220098406756227,0.0006110049203378113,0.0755286535473149,0.9751479177261259,0.0020559218709227675,11,9,4,4,2.0,0.10199795171536095,0.012880137885076692
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row491,0.021336450810385002,0.010668225405192501,0.16792492807082185,0.5620638262177232,0.020109049471450688,84,7,0,0,2.0,4.218716412120181,0.059466004371643066
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row492,0.0029494942563168193,0.0014747471281584097,0.10293280733138707,0.8972031154545215,0.01076890304564066,33,8,3,3,2.0,0.5164978687448802,0.05422285571694374
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row493,0.011537112019040684,0.005768556009520342,0.13676622436998198,0.612989981955964,0.020145394829367953,86,11,5,3,1.0,1.048481457706841,0.07585572451353073
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row494,0.002070807732496757,0.0010354038662483784,0.08711998644286441,0.9404326956159897,0.00782182827724942,19,9,5,5,2.0,0.14887118542084576,0.054088104516267776
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row495,0.0024566855529500275,0.0012283427764750137,0.10086341914449838,0.921983328747158,0.003425588912463614,14,8,5,4,2.0,0.205886508762423,0.02286557201296091
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row496,0.001323144060724492,0.000661572030362246,0.08006103909269491,0.9751222568550351,0.00210050267882642,12,8,3,3,1.5,0.09565099471189509,0.02192626753821969
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row499_scan4214,0.01676451661118668,0.00838225830559334,0.1291036932376484,0.6045890800428226,0.008179828487295059,22,4,2,2,2.0,0.18151484245629732,0.13756777346134186
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row499_scan4213,0.01922760384970522,0.00961380192485261,0.15389469378999227,0.6067817270754199,0.00873226540961436,25,4,3,2,2.5,0.11464924093050421,0.1412423886358738
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row500,0.006328780692391735,0.0031643903461958675,0.12643785542717784,0.9149234154782185,0.006050373844992204,10,0,1,0,,,
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row501,0.002046939801421578,0.001023469900710789,0.09907530452872293,0.9332931135642789,0.0036915844901730973,9,6,5,5,0.5,0.19539424484453258,0.052513689268380404
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,session3_row502,0.0030148743033709064,0.0015074371516854532,0.06925418714879729,0.9703939335825635,0.0042464196840800075,12,4,2,1,1.0,0.3777682618454363,0.09476625913521275
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,session1_row13,0.0013525188184479644,0.0006762594092239822,0.05105285510398062,0.9794533980130845,0.005664142021643264,17,7,2,2,1.0,0.12517281508539108,0.039430491626262665
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,session1_row18,0.009288186603763201,0.004644093301881601,0.1549752072030286,0.7599480028067875,0.006943878555362711,21,8,5,4,2.0,0.22941968408043825,0.1637823695782572
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,session1_row19,0.0019007669859587093,0.0009503834929793547,0.08747672712543031,0.9422128560080775,0.006402913450729102,20,10,3,3,2.0,0.2924819746060232,0.03431321028620005
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,session1_row143,0.013898908268217413,0.006949454134108707,0.07765366752404505,0.5701210289555201,0.07386214093970402,167,18,84,11,1.5,5.954616000220352,0.10808712244033813
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,session1_row210,0.002592471339580589,0.0012962356697902946,0.06307528859351483,0.9671258687094647,0.01010842548799701,26,10,8,8,1.0,0.16204057274356645,0.09846456395462155
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,session1_row214,0.00845995367289276,0.00422997683644638,0.10221797914040989,0.9190366177464059,0.0052258770872971845,10,7,6,6,2.0,0.15392176003058944,0.05015593767166138
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,session1_row218,0.0016869783820679597,0.0008434891910339799,0.05331013840757554,0.9686657095704652,0.006158541488860335,11,9,8,8,1.0,0.11473586207266613,0.03322533518075943
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,session1_row222,0.0034073016963257576,0.0017036508481628788,0.07197196957464894,0.9557104685318488,0.003355290525318456,11,8,4,4,1.0,0.1869203431150217,0.08535453374497592
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,session1_row224,0.0019716840046634064,0.0009858420023317032,0.07528019101748173,0.952375775801297,0.0037425640536080857,12,7,0,0,1.0,0.2168220278945514,0.05651198886334896
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,session1_row234,0.0017037053531676152,0.0008518526765838076,0.05310494741128724,0.9827793859955979,0.002609143911062607,10,7,4,4,2.0,0.07167127340787705,0.07041346933692694
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,session1_row238,0.002817867297191869,0.0014089336485959346,0.06819854661990352,0.9691536172395622,0.003060433376353363,9,4,0,0,1.5,0.2473882916184717,0.0797812226228416
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,session1_row240,0.0025830185726422607,0.0012915092863211304,0.06935228428988222,0.9727908319591112,0.0038426183093127164,10,2,0,0,0.0,2.173140911589189,0.08057487913174555
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,session1_row246,0.0021494330212891086,0.0010747165106445543,0.05758783215311322,0.9582425605897019,0.012635924461730091,43,10,6,6,2.0,0.15016524273078866,0.055501699447631836
