evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,balanced_accuracy_supported,macro_f1_supported,macro_f1_union,n_test,n_test_supported,n_test_unsupported,unsupported_classes,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,0.019847346875975516,0.009923673437987758,0.18785095031170948,0.5656419582808337,0.006167296962840676,,2.5,0.42881411924519425,0.11466579139232635,6.3784143501926795,0.0045527582799376725,0.09966272422176059,0.02261749083888706,1.1109481039412614,56,55,0.23845594469453318,-0.16805278500069107,0.04172569140791893
strict_core,domain_and_sample,instrument,Mira-2,363,75,domain,domain__strict_core__domain_and_sample__instrument__Mira-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.0,0.0,0.0,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,0.024319383706685148,0.012159691853342574,0.19189688134330346,0.4998284347307265,0.006672569873354431,,2.5,0.5022161623773809,0.0882058059796691,6.1784738248125946,0.004410045556611416,0.09653865351269679,0.012513673716206306,1.6243404814940154,43,40,0.1902463626357015,-0.1856783811551668,0.041496142745018005
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.4525,0.5635775862068966,0.18785919540229887,72,41,31,blank,0.013328769261185078,0.006664384630592539,0.08073441395277718,0.9160375414795243,0.006759875415102994,,1.5,0.31722947392968665,0.07109808921813965,10.125990048712927,0.007227687400937136,0.15821859451113948,0.024167213677313382,2.2135752118296326,47,57,0.2499886599082212,-0.2646055580085797,0.040355782955884933
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.4325,0.5639187574671445,0.28195937873357224,72,41,31,blank,0.012752774126520445,0.0063763870632602224,0.08345424983420274,0.9146568463353677,0.006693227134119008,,1.0,0.2817010537135152,0.06872305599972606,9.419823883932825,0.006723643029216863,0.1471847481864504,0.047168253492427724,1.9895397262237478,56,57,0.3062022738142913,-0.22351306759647274,0.044617749750614166
strict_core,domain_and_sample,instrument,Mira-3,394,72,domain,domain__strict_core__domain_and_sample__instrument__Mira-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.4125,0.537037037037037,0.2685185185185185,72,41,31,blank,0.014935931305175192,0.007467965652587596,0.09338733994855693,0.8748640816294515,0.006553009230964317,,2.0,0.3406960130790315,0.07473955675959587,8.266692547536868,0.0059005657013111125,0.12916707105526354,0.03134888984123836,3.1785761517482793,51,53,0.2713087110102808,-0.2217007256972339,0.03382011130452156
strict_core,domain_and_sample,instrument,Pendar-1,390,46,domain,domain__strict_core__domain_and_sample__instrument__Pendar-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.7881944444444444,0.877995642701525,0.4389978213507625,46,25,21,blank,0.012680847353715101,0.0063404236768575505,0.09931138125717254,0.7942609585738514,0.027157553560994495,,2.0,1.7846507222742738,0.09154965355992317,4.843552711904317,0.0034572110720230667,0.07568051112350493,0.014623051122210733,1.013238796947005,42,42,0.18949791530148916,-0.20233360079061205,0.04922541230916977
strict_core,domain_and_sample,instrument,Pendar-1,390,46,domain,domain__strict_core__domain_and_sample__instrument__Pendar-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.7326388888888888,0.8449074074074074,0.4224537037037037,46,25,21,blank,0.011339969120241914,0.005669984560120957,0.09994197493500435,0.8015080129264534,0.02715775006441543,,2.0,1.3745998277835016,0.08311452344059944,4.692460634861385,0.0033493651926205462,0.07331969741970916,0.01979668878724021,1.0213197514302004,54,48,0.2021721494299191,-0.1930841640789674,0.049253199249506
strict_core,domain_and_sample,instrument,Pendar-1,390,46,domain,domain__strict_core__domain_and_sample__instrument__Pendar-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.7881944444444444,0.8518518518518519,0.5679012345679012,46,25,21,blank,0.01063859694808229,0.005319298474041145,0.1011447272390817,0.7937201717807147,0.02716716305475213,,2.0,1.6306194790708122,0.08676724135875702,5.270138136569897,0.0037616974565095624,0.08234590838390463,0.015972214693951978,1.3085157231094322,41,40,0.19964818503745332,-0.22007143642723231,0.04446308687329292
strict_core,domain_and_sample,instrument,Pendar-2,158,98,domain,domain__strict_core__domain_and_sample__instrument__Pendar-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,1.0,1.0,1.0,98,21,77,4_nitrophenol|acetaminophen|ethanol|ethyl_paraoxon,0.033609258434670504,0.016804629217335252,0.12811867290657183,0.17522314059634686,0.04191391338602196,,2.5,5.937490697594404,0.10520144738256931,3.8227189972240896,0.002728564594735253,0.05972998433162639,0.03994292944590207,0.3185355223963238,59,60,0.22188424841519175,-0.24188593079176307,0.07614847272634506
strict_core,domain_and_sample,instrument,Pendar-2,158,98,domain,domain__strict_core__domain_and_sample__instrument__Pendar-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,1.0,1.0,1.0,98,21,77,4_nitrophenol|acetaminophen|ethanol|ethyl_paraoxon,0.02943345208076386,0.01471672604038193,0.12856848887287528,0.18071510764846938,0.04204523297077776,,2.5,4.0678135942142974,0.10993335396051407,4.9231932478826295,0.0035140565652267163,0.0769248944981661,0.05758527594270112,0.42642712511058967,60,63,0.255833789697351,-0.2797344330194011,0.07581840455532074
strict_core,domain_and_sample,instrument,Pendar-2,158,98,domain,domain__strict_core__domain_and_sample__instrument__Pendar-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,1.0,1.0,1.0,98,21,77,4_nitrophenol|acetaminophen|ethanol|ethyl_paraoxon,0.028381476915033114,0.014190738457516557,0.1318679643465716,0.060015238977642306,0.041396792976188854,,2.5,48.28259807231824,0.1021336866542697,4.517400090816486,0.003224411199726257,0.07058437641900758,0.050042219766948,0.3492528646193394,54,56,0.2511632454908302,-0.23408038326125297,0.06021920591592789
strict_core,domain_and_sample,instrument,Pendar-3,124,70,domain,domain__strict_core__domain_and_sample__instrument__Pendar-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.4037593984962406,0.3953187199336108,0.3953187199336108,70,61,9,blank,0.017049456400470234,0.008524728200235117,0.11071691052871875,0.6444183060444963,0.03425938117079935,,2.0,2.557597513181788,0.08939327299594879,5.542774295434029,0.003956298569189171,0.0866058483661567,0.07289442662932101,0.29485588521715766,64,64,0.3165482256041514,-0.2149886676341079,0.05930304527282715
strict_core,domain_and_sample,instrument,Pendar-3,124,70,domain,domain__strict_core__domain_and_sample__instrument__Pendar-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.4267752715121136,0.420456598505379,0.420456598505379,70,61,9,blank,0.017915991345851326,0.008957995672925663,0.1142664912721567,0.6294542751481491,0.034206329549868054,,2.5,2.9666165250478063,0.08725477755069733,4.435414562450286,0.0031658919075305395,0.0693033525382857,0.059521120274946424,0.3650824995452758,61,62,0.2747649431366783,-0.18920601753920566,0.0619010366499424
strict_core,domain_and_sample,instrument,Pendar-3,124,70,domain,domain__strict_core__domain_and_sample__instrument__Pendar-3,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.4045530492898914,0.38429099414051543,0.38429099414051543,70,61,9,blank,0.017863592859541404,0.008931796429770702,0.1176146555007283,0.586428961291174,0.034335991374315734,,2.0,3.329155921542333,0.08957730140537024,4.851459223037704,0.0034628545489205596,0.07580405035996411,0.05742220428416518,0.37150549839004793,62,64,0.2833934555901838,-0.20770963300536616,0.05976997688412666
strict_core,domain_and_sample,instrument,RMX-1,409,47,domain,domain__strict_core__domain_and_sample__instrument__RMX-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.5,0.6555555555555556,0.26222222222222225,47,22,25,4_nitrophenol,0.018339444807405472,0.009169722403702736,0.1801641898932584,0.6927065813180564,0.008304955297539654,,2.0,0.4354862438160718,0.18856144230812788,9.408719950480041,0.006715717309407595,0.14701124922625064,0.047466618404264596,1.2469732781959653,55,57,0.32362203725055455,-0.19045917913595947,0.044986337423324585
strict_core,domain_and_sample,instrument,RMX-1,409,47,domain,domain__strict_core__domain_and_sample__instrument__RMX-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.5,0.6555555555555556,0.3277777777777778,47,22,25,4_nitrophenol,0.020994354209040958,0.010497177104520479,0.18676943749194672,0.6432758713134155,0.008556621361020166,,2.0,0.29379895806405304,0.1994571804534644,8.89891152365104,0.006351828353783755,0.13904549255704754,0.04322707095197531,1.2549949892100922,51,56,0.31962656408317575,-0.18829029594107463,0.04419773072004318
strict_core,domain_and_sample,instrument,RMX-1,409,47,domain,domain__strict_core__domain_and_sample__instrument__RMX-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.6818181818181819,0.788888888888889,0.3944444444444445,47,22,25,4_nitrophenol,0.018844389781967737,0.009422194890983868,0.1852440773893682,0.6359782914190977,0.0083162696488277,,2.0,0.4441775665210344,0.2064886847510934,8.97461938346206,0.006405866797617459,0.14022842786659465,0.04766135869681115,1.9010984504085342,57,58,0.3110759779669208,-0.18415800254933132,0.03966232389211655
strict_core,domain_and_sample,instrument,RMX-2,419,65,domain,domain__strict_core__domain_and_sample__instrument__RMX-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.5090996168582375,0.5179062036925788,0.2589531018462894,65,65,0,,0.0075997917550699534,0.0037998958775349767,0.09181623218199816,0.8143231217157038,0.02920001000925441,,2.0,2.012621189812482,0.08671250939369202,5.206203705189512,0.0037160626018483307,0.08134693289358612,0.008693541930481266,1.195294925417625,31,30,0.16321863571378029,-0.21501326188103506,0.044735271483659744
strict_core,domain_and_sample,instrument,RMX-2,419,65,domain,domain__strict_core__domain_and_sample__instrument__RMX-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.5229885057471264,0.5306046163909914,0.2653023081954957,65,65,0,,0.01020363023851931,0.005101815119259655,0.09562054462381143,0.7947699611321911,0.02929578374658592,,2.0,1.8473787837371627,0.08720465376973152,5.2332128773393825,0.003735341097315762,0.08176895120842784,0.008396436601750386,1.4235483482544355,30,27,0.15541315658936258,-0.22298328678286033,0.04613196849822998
strict_core,domain_and_sample,instrument,RMX-2,419,65,domain,domain__strict_core__domain_and_sample__instrument__RMX-2,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.5205938697318008,0.5330049261083744,0.2665024630541872,65,65,0,,0.007998972044099812,0.003999486022049906,0.09207921316807677,0.8172473716917994,0.02919284799414455,,2.0,1.9263956338815242,0.07663588225841522,5.694193373877639,0.004064377854302383,0.0889717714668381,0.013650730955430068,1.536362500123366,40,37,0.17715484108149002,-0.22868751418316327,0.04372871667146683
strict_core,domain_and_sample,sensor_family,GaN_polymer,513,23,domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.6611111111111111,0.78125,0.3125,23,23,0,,0.008807225992260508,0.004403612996130254,0.10492295200495544,0.9271188528990204,0.014073918011969474,0.7777777777777778,2.0,0.2501423359079458,0.09584916010499,9.843669015056218,0.007026173458284238,0.1538073283602534,0.07332645546980696,1.0583357687891235,61,61,0.3522590945469109,-0.25246601712791267,0.04733409732580185
strict_core,domain_and_sample,sensor_family,GaN_polymer,513,23,domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.788888888888889,0.8686868686868687,0.3474747474747475,23,23,0,,0.00825376697682409,0.004126883488412045,0.10139241440654499,0.9290042063982723,0.014079011029046554,0.7592592592592593,2.0,0.6741960157668825,0.07492007478140295,10.636313528686557,0.007591943989069634,0.16619239888572745,0.06743708315583447,1.6611689277018846,62,61,0.3609731277408529,-0.219582796152795,0.0470418743789196
strict_core,domain_and_sample,sensor_family,GaN_polymer,513,23,domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.5333333333333333,0.6728110599078341,0.22427035330261136,23,23,0,,0.011432880007312851,0.005716440003656426,0.11591337734460913,0.9036401959953866,0.014383774445385682,0.6851851851851852,2.0,0.2421993789572804,0.09058804460801184,9.534124033857585,0.006805227718670653,0.1489706880290248,0.08429049590037682,0.8460442692828518,64,64,0.35742789524679014,-0.23776441669250073,0.05160373076796532
strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382,153,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,1.0,1.0,1.0,153,1,152,4_nitrophenol|ethanol|ethyl_paraoxon,0.02956323650269098,0.01478161825134549,0.20238149932080635,0.27002425150997494,0.021936323792049253,0.26587301587301587,2.0,0.9048694143715437,0.13331903144717216,4.878648167176896,0.003482261361296857,0.076228877612139,0.014852928073869115,1.2867987203303128,46,38,0.17884507364382135,-0.1775476450874773,0.04829719290137291
strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382,153,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,1.0,1.0,1.0,153,1,152,4_nitrophenol|ethanol|ethyl_paraoxon,0.02802615656602962,0.01401307828301481,0.19693284469598293,0.32250408976809364,0.021752937059695106,0.19940476190476192,2.0,0.6803250829773384,0.13232174515724182,4.81723402044159,0.0034384254250118414,0.07526928156939984,0.017603604924218735,1.3170598239933158,52,45,0.18059680397216993,-0.15980487336254454,0.046773359179496765
strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382,153,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,1.0,1.0,1.0,153,1,152,4_nitrophenol|ethanol|ethyl_paraoxon,0.02932434908016598,0.01466217454008299,0.20071322350708973,0.29490170825856904,0.021872182634422987,0.20535714285714285,2.0,0.636985698826056,0.1409656743053347,4.840062668992274,0.0034547199635919157,0.07562597920300429,0.018379292009336537,1.3419340093082555,51,48,0.1849495887397136,-0.15872028893781986,0.04692675918340683
strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,144,98,domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.23489133415604002,0.13190789473684209,0.13190789473684209,98,78,20,blank,0.03316506015516228,0.01658253007758114,0.16184453059033688,0.5467543978589389,0.015812763942563385,0.352,2.0,0.6121348289132305,0.10025609174044803,4.862117315015881,0.003470462037841457,0.07597058304712313,0.054573779503589645,0.3651207393638664,63,62,0.2648246953778052,-0.20751659958697316,0.060690950602293015
strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,144,98,domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.19849023525494114,0.12483902365977838,0.12483902365977838,98,78,20,blank,0.03771802216465776,0.01885901108232888,0.17195259323384862,0.4565822412131464,0.015726250815736528,0.288,2.5,0.5957623655681878,0.08975706435739994,4.465448623797191,0.0031873294959294724,0.06977263474683112,0.05894484913843424,0.2719682434050605,64,63,0.2557638987021313,-0.20490827590013821,0.06065239757299423
strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,144,98,domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.19849023525494114,0.12421739819799947,0.12421739819799947,98,78,20,blank,0.03599538173818513,0.017997690869092565,0.16659122188055767,0.5076387135741329,0.015719789974731696,0.31466666666666665,2.5,0.5984832388205498,0.09521431289613247,4.108991571908346,0.0029328990520402186,0.06420299331106791,0.04682113920005354,0.3625816019641342,64,64,0.24228611438142791,-0.18713877651633976,0.06226273253560066
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,,,,324,0,324,4_ANPP|acetaminophen|benzyl_fentanyl|blank,0.028545511690941015,0.014272755845470508,0.17752583487551551,0.2785230672895542,0.02205487012379339,0.224250936329588,2.0,1.265337124646122,0.136898472905159,5.823634714892052,0.004156769960665277,0.09099429242018833,0.04964363478090686,0.48881100918567233,61,62,0.2686679134053711,-0.20238660443710882,0.06151815503835678
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,,,,324,0,324,4_ANPP|acetaminophen|benzyl_fentanyl|blank,0.017155956943815106,0.008577978471907553,0.17221797316460508,0.27027610922270584,0.021468474709454986,0.1973314606741573,2.0,1.4985574142745612,0.10536062531173229,5.626269501784534,0.004015895433108161,0.08791046096538334,0.03979144676558928,0.5301149496530707,63,62,0.2706448192390733,-0.20192193549075163,0.05792931839823723
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,,,,324,0,324,4_ANPP|acetaminophen|benzyl_fentanyl|blank,0.018917115933249348,0.009458557966624674,0.1725544845572219,0.27345370726822155,0.02146503755744034,0.18984082397003746,2.0,1.160190246300255,0.11674347519874573,5.331208564261667,0.003805288054433738,0.08330013381658855,0.04222608376341968,0.6650919522164965,58,54,0.2545622364098571,-0.20094363829548315,0.058263763785362244
strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.8393939393939395,0.8552115583075336,0.6414086687306502,29,29,0,,0.005726217680901558,0.002863108840450779,0.09887934107798739,0.9230765632114444,0.006183927742472669,,2.0,0.28274799591626076,0.06576780043542385,8.338076484841418,0.005951517833577029,0.13028244507564712,0.007351033219371047,1.9261891675302558,27,27,0.1951606743267144,-0.21360755570999806,0.030197903513908386
strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.8727272727272727,0.8769980506822611,0.6577485380116959,29,29,0,,0.0064035761579434155,0.0032017880789717078,0.10347846830289453,0.9158293384573533,0.006203327058709002,,2.0,0.2707654332927304,0.05133230669889599,8.524976493247998,0.006084922550498214,0.13320275770699996,0.012996408705256403,1.77763409768578,43,35,0.21724820729943123,-0.21119745852031663,0.030513064935803413
