stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,balanced_accuracy_supported,macro_f1_supported,macro_f1_union,n_test,n_test_supported,n_test_unsupported,unsupported_classes,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.29047619047619044,0.2649122807017544,0.2649122807017544,22,22,0,,0.026239691345566765,0.013119845672783383,0.10388199897452045,0.2680694886720486,0.048130720779322414,0.11666666666666667,2.25,4.708920608125432,0.10544321686029434,6.990849850459378,0.004989899964639099,0.10923202891342781,0.012403995612757922,2.7982962728843526,27,34,0.16182046364228467,-0.2866145105733308,0.06082996353507042
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,0.35,0.26742697078831534,0.26742697078831534,22,22,0,,0.025616504395428143,0.012808252197714072,0.12508915723238045,0.45856692382746167,0.04666363096741832,0.1083844580777096,2.5,3.107939327713569,0.1861444190144539,6.28749097143779,0.004487859365765731,0.09824204642871545,0.010045237484748299,1.3068605076645359,32,32,0.15274641907870484,-0.2812188636518675,0.06023145094513893
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,0.4571428571428572,0.41383219954648526,0.41383219954648526,22,22,0,,0.028406499835698516,0.014203249917849258,0.1254564103132091,0.4473696639083675,0.046797310449921456,0.12065439672801637,2.0,4.015238436098863,0.16109588742256165,6.760888056571685,0.004825758784133965,0.10563887588393256,0.007762004082900853,1.3076787606105307,22,22,0.1415802874426659,-0.2986684848959943,0.05996904522180557
outer,nato_outer_o2__train_quality_pass__test_field_quality_stress,2,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,0.38571428571428573,0.31525241675617616,0.31525241675617616,22,22,0,,0.02573239475191361,0.012866197375956805,0.12476267093686726,0.4611620533119962,0.04675083136043083,0.11451942740286299,3.0,4.142586176533747,0.1359659545123577,6.982831156055557,0.004984176414029662,0.1091067368133681,0.011947400602478345,1.2133115317528296,35,36,0.1680821377780872,-0.31732673405597533,0.061382293701171875
outer,nato_outer_o3__train_strict_core__test_strict_core,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.7018162393162394,0.698014489379373,0.698014489379373,120,120,0,,0.007512892477379799,0.0037564462386898995,0.08293624459586729,0.920971590418924,0.01798590073174864,0.4391025641025641,2.0,0.2890752377089104,0.06786921015009284,7.260197030319921,0.0051821534834546185,0.11344057859874879,0.00893583978851354,1.4508339161314532,43,30,0.17093279984439202,-0.21661663274276652,0.035994239151477814
outer,nato_outer_o3__train_strict_core__test_strict_core,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.6709096459096459,0.6691504346979255,0.6691504346979255,120,120,0,,0.008174640873983544,0.004087320436991772,0.08402592384149796,0.92716638131969,0.018041119183454787,0.4305555555555556,2.0,0.29282666483532216,0.06133245397359133,7.072906532124611,0.0050484700443430485,0.11051416456444706,0.009372002406429701,1.4036354150216215,43,30,0.17799877937173203,-0.2132988061365656,0.03831172734498978
outer,nato_outer_o3__train_strict_core__test_strict_core,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.6539224664224664,0.6480692462789649,0.6480692462789649,120,120,0,,0.0075546513177754005,0.0037773256588877003,0.08290111417640299,0.9290674279788877,0.017952634395964933,0.44017094017094016,2.0,0.2797571283082487,0.0691345704253763,7.05263904885637,0.00503400360375187,0.11019748513838076,0.007003113427169574,1.5379925293424614,34,20,0.16538769012043134,-0.22157837733808777,0.03688257932662964
outer,nato_outer_o3__train_strict_core__test_strict_core,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,0.6582112332112332,0.652376472981666,0.652376472981666,120,120,0,,0.00879377755539153,0.004396888777695765,0.0798723483057716,0.9443933448303231,0.0158935257240761,0.5934065934065934,2.0,0.37458845317616885,0.07557023409754038,8.131517584202872,0.00580408107366372,0.12705496225316984,0.007170749569982295,1.4096051205896216,35,22,0.17573710010831764,-0.25845466305815135,0.044859424233436584
outer,nato_outer_o3__train_strict_core__test_strict_core,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,0.6809829059829059,0.6711645499522791,0.6711645499522791,120,120,0,,0.01209971471203077,0.006049857356015385,0.08346582677293148,0.9316862567825456,0.016399267610812816,0.610989010989011,2.0,0.4456878301986916,0.08457523351535201,8.25546069050756,0.005892548672739158,0.12899157328918065,0.009742528226386953,1.6419066803545594,43,31,0.18789871797330684,-0.25586583762589327,0.044577691704034805
outer,nato_outer_o3__train_strict_core__test_strict_core,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,0.6970543345543346,0.6866531392377182,0.6866531392377182,120,120,0,,0.011421206074282757,0.005710603037141378,0.08949779378339165,0.9175359241455532,0.015816230556188013,0.5736263736263736,2.0,0.4187676500626923,0.0881556342355907,7.47953628812024,0.005338712553975903,0.11686775450187872,0.008015676640093516,1.8234059801147362,41,27,0.16520879485284468,-0.23305722560841863,0.035487450659275055
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.7332711148500621,0.7386151741454894,0.7386151741454894,101,101,0,,0.006644664065560293,0.0033223320327801465,0.08216010110546271,0.9365047887802651,0.013084095228567965,0.4177362893815636,2.0,0.2594887125054286,0.0657014618627727,8.175360550480201,0.005835375125253534,0.12774000860125312,0.022862380089029664,1.4503407909411359,63,56,0.23324986561210204,-0.2583291039129315,0.03751911595463753
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.6600387916177389,0.6574796686453482,0.6574796686453482,101,101,0,,0.006973627376904541,0.0034868136884522705,0.08273595051778461,0.9343576930188003,0.013195279859040001,0.4177362893815636,2.0,0.24056595382868012,0.0626426043745596,7.171095657717847,0.005118555073317521,0.11204836965184135,0.01740767143321203,1.7785660675468928,57,53,0.21644856655980096,-0.22242975836941623,0.039875663816928864
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.7018858334647808,0.7046922862712337,0.7046922862712337,101,101,0,,0.005807426822186901,0.0029037134110934506,0.07838549856730084,0.9389131479188476,0.013074168950037544,0.4025670945157526,2.0,0.2414868204923521,0.060903364326804876,7.752751958590014,0.00553372730805854,0.121136749352969,0.020220287056135808,1.2413103838690212,62,53,0.23034617714119074,-0.22916539699894772,0.03801698610186577
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,0.6674702490491964,0.6651461746145707,0.6651461746145707,101,101,0,,0.009810956229966828,0.004905478114983414,0.07903143975391802,0.9335333829121977,0.01081276569893367,0.5963060686015831,2.0,0.3282153223164246,0.07889707572758198,8.647263163826095,0.006172207825714557,0.1351134869347827,0.009477783096775556,1.4952117522372683,36,29,0.1819081438113316,-0.272983096431087,0.04398320987820625
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,0.7157608473397948,0.7161144787860331,0.7161144787860331,101,101,0,,0.006385949419002691,0.0031929747095013456,0.07128123323004802,0.9553750377193011,0.010349548915379519,0.5857519788918206,2.0,0.2529686794484276,0.06422580312937498,8.29890648760517,0.005923559234550442,0.12967041386883077,0.007485971633771351,1.596804929439486,43,26,0.1883484849309586,-0.2638925980367065,0.04407397657632828
outer,nato_outer_o3__train_quality_pass__test_quality_pass,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,0.6680544601597234,0.6614266347041156,0.6614266347041156,101,101,0,,0.006092281134817401,0.0030461405674087005,0.07162339896422477,0.9518791160198887,0.010438129447500385,0.5804749340369393,2.0,0.26731426547951387,0.06986057758331299,8.565631567203678,0.006113941161458728,0.13383799323755746,0.021982022956129443,1.581260838667764,61,46,0.23803144450573993,-0.2615514852828279,0.04573199152946472
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.29761904761904756,0.3002801120448179,0.3002801120448179,19,19,0,,0.02210459705056032,0.01105229852528016,0.11202235471654147,0.22111754143814985,0.04456012440990835,0.137546468401487,2.0,4.521223022494014,0.10877177119255066,7.02592806236797,0.005014937946015681,0.10978012597449952,0.019304613584232144,1.6631402068878371,47,50,0.20636709963372069,-0.28590428730871953,0.054076556116342545
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.369047619047619,0.3738095238095238,0.3738095238095238,19,19,0,,0.022830918699882165,0.011415459349941082,0.11261056503735789,0.25109548845011076,0.04464222733763461,0.16728624535315986,2.0,5.261178146461724,0.10653600096702576,5.453783613933204,0.0038927791676896533,0.08521536896770633,0.012689052355791196,1.5496893809780663,33,39,0.16801769753209028,-0.24910066493911423,0.05943970009684563
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.29761904761904756,0.29285714285714287,0.29285714285714287,19,19,0,,0.018294126256950018,0.009147063128475009,0.11088990569057178,0.26777048479557886,0.044512051671861674,0.12267657992565056,2.0,5.42100811081537,0.09699466824531555,5.763942525330045,0.00411416311586727,0.09006160195828194,0.014768680168934869,1.217393343579196,35,42,0.17797732042292505,-0.2476357080413795,0.057762086391448975
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,0.369047619047619,0.3976190476190476,0.3976190476190476,19,19,0,,0.04524022591935371,0.022620112959676857,0.14161953881546144,0.4542718096315579,0.04555072133053023,0.12601626016260162,2.0,3.006719741370559,0.14904735051095486,5.9870076961997505,0.004273381653247502,0.0935469952531211,0.008396176104803421,0.9106798040801057,31,28,0.14036500843571717,-0.2638856667874854,0.06817661225795746
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,0.369047619047619,0.38095238095238093,0.38095238095238093,19,19,0,,0.024735448238213772,0.012367724119106886,0.1345882517850499,0.44156905853292955,0.04476362959636322,0.13008130081300814,3.0,4.20614979618281,0.10841838270425797,5.535443370583445,0.003951065931893965,0.08649130266536634,0.009681604417979661,1.1433513802663111,29,30,0.15253995181898827,-0.2713885168966858,0.058627501130104065
outer,nato_outer_o3__train_quality_pass__test_field_quality_stress,3,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,0.369047619047619,0.35986394557823126,0.35986394557823126,19,19,0,,0.027084943318276294,0.013542471659138147,0.1340006863533694,0.4372559416288978,0.04478410391685764,0.15040650406504066,2.0,4.788932679972749,0.09077133983373642,5.707455797041564,0.004073844251992551,0.08917899682877442,0.01924423493450006,0.9613809210317911,46,41,0.191278233203057,-0.2604062292124294,0.06814166903495789
outer,nato_outer_o4__train_strict_core__test_strict_core,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.706805360470774,0.6983051672821352,0.6983051672821352,124,124,0,,0.008737345960804072,0.004368672980402036,0.08441290214180983,0.9039348706948098,0.020205863375206596,0.40262008733624455,2.0,0.3607843077737808,0.06858192756772041,7.077556380498079,0.005051788993931534,0.11058681844528247,0.012526968855694876,1.6853920411518404,52,40,0.1833362024779035,-0.2305359744568668,0.03767388314008713
outer,nato_outer_o4__train_strict_core__test_strict_core,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.6639831033628025,0.6620615486161705,0.6620615486161705,124,124,0,,0.008438635525773897,0.004219317762886948,0.08055890755438033,0.9160292715244505,0.020082230327546104,0.4183406113537118,2.0,0.3706443878167467,0.07195464591495693,7.6776630186050845,0.005480130634264871,0.11996348466570445,0.007403691848306613,1.728002252095131,38,25,0.17358800429186047,-0.24428840207566843,0.03709743916988373
outer,nato_outer_o4__train_strict_core__test_strict_core,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.6814948314008464,0.6740663352765136,0.6740663352765136,124,124,0,,0.008114156174617655,0.004057078087308827,0.08295574269412398,0.9035695073854899,0.020148792646721838,0.4104803493449782,2.0,0.4055535633671452,0.07593448460102081,6.7759393482007635,0.00483650203297699,0.10587405231563696,0.008304617437148434,1.8303398878386465,42,27,0.1591657290027797,-0.2115030317947399,0.03625141829252243
outer,nato_outer_o4__train_strict_core__test_strict_core,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,0.6253620544034078,0.6262172608601181,0.6262172608601181,124,124,0,,0.008648974662602048,0.004324487331301024,0.07742993826934097,0.9398638034279538,0.018497933427739574,0.47896440129449835,2.0,0.4642838739778396,0.07511468790471554,7.3555981182160854,0.005250248478384073,0.11493122059712638,0.015128235257479795,1.5145692672199256,54,41,0.19007939505214352,-0.24681080090454272,0.04337770864367485
outer,nato_outer_o4__train_strict_core__test_strict_core,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,0.680848182727882,0.6762750978527612,0.6762750978527612,124,124,0,,0.008124859796643668,0.004062429898321834,0.0763237593148348,0.9451061608821612,0.018493896009925872,0.49029126213592233,2.0,0.5228574164187265,0.07211442571133375,7.280674995095523,0.005196770160667753,0.11376054679836756,0.0064579208594951485,1.7236690859606463,34,23,0.16934831634383288,-0.24518503148399415,0.043915070593357086
outer,nato_outer_o4__train_strict_core__test_strict_core,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,0.6614137220340227,0.6561955126307675,0.6561955126307675,124,124,0,,0.007829259123386757,0.003914629561693379,0.07519557112808783,0.9435173224147928,0.018469303644501257,0.49838187702265374,2.0,0.4251821670083778,0.07154711685143411,7.596419439295854,0.0054221409274060346,0.11869405373899772,0.01189103404540938,1.6168598989335299,53,36,0.1860912693808071,-0.2433829359160508,0.04229864478111267
outer,nato_outer_o4__train_quality_pass__test_quality_pass,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.7246945600982867,0.7002951163774734,0.7002951163774734,97,97,0,,0.005807747108919108,0.002903873554459554,0.07831907646777009,0.9329156999244359,0.012631426415174318,0.49420289855072463,2.0,0.3018269690533031,0.061577025800943375,7.575219491160278,0.00540700891588885,0.11836280454937936,0.0139440647161502,1.5167743783958365,56,39,0.2038414822719371,-0.2424667106688913,0.037134069949388504
outer,nato_outer_o4__train_quality_pass__test_quality_pass,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.7400006825472664,0.7264848661858628,0.7264848661858628,97,97,0,,0.005785492199059177,0.0028927460995295884,0.0787096993199715,0.9272640716058917,0.012686629192717559,0.5072463768115942,2.0,0.26928818448807346,0.06416660826653242,7.297386812430875,0.0052086986526986975,0.11402166894423242,0.009903233470797208,1.5036414310085098,49,32,0.1879279028949056,-0.23236603510987766,0.0368054136633873
outer,nato_outer_o4__train_quality_pass__test_quality_pass,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.6857097353991763,0.6685261582271548,0.6685261582271548,97,97,0,,0.006056475253854037,0.0030282376269270186,0.0824511885910198,0.9325284206609297,0.012579308171113069,0.4971014492753623,2.0,0.3037466605092951,0.06183053436689079,7.033673985824592,0.005020466799303777,0.10990115602850926,0.017139716027669956,1.5424703544240648,61,49,0.20902283496449395,-0.22379293044307993,0.03925211727619171
outer,nato_outer_o4__train_quality_pass__test_quality_pass,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,0.7149511978704525,0.6857373850368803,0.6857373850368803,97,97,0,,0.005483130487342185,0.0027415652436710925,0.06322186938349662,0.9646874461281922,0.010467986830765932,0.5940860215053764,2.0,0.33040855272555425,0.06173175573348999,8.302425194356859,0.0059260708025388005,0.12972539366182592,0.016314982194374356,1.5421960796515657,54,44,0.20781897758620665,-0.26367692620339633,0.04374873638153076
outer,nato_outer_o4__train_quality_pass__test_quality_pass,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,0.7143596569062407,0.6828793434958642,0.6828793434958642,97,97,0,,0.009575030794193968,0.004787515397096984,0.08630918648436883,0.9121128237997377,0.01055518164124944,0.5241935483870968,2.0,0.3275946537697039,0.07769229332916439,7.63041399585666,0.005446405421739229,0.1192252186852603,0.008557229341759039,1.5162951000631886,36,28,0.16341868722963096,-0.24794132423874582,0.03768423572182655
outer,nato_outer_o4__train_quality_pass__test_quality_pass,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,0.6843389529724934,0.670044098829706,0.670044098829706,97,97,0,,0.005060179590137317,0.0025300897950686586,0.06511093731671203,0.9632540226624724,0.010454575076312684,0.5994623655913979,2.0,0.32891570658827285,0.06997911632061005,7.833735992430473,0.005591531757623464,0.12240212488172612,0.017736743281017067,1.6178694976098862,60,48,0.20390592000407215,-0.2554329166359276,0.043714605271816254
outer,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,0.3611111111111111,0.2920634920634921,0.2920634920634921,27,27,0,,0.020989660715264463,0.010494830357632231,0.10576441084734033,0.32433742564280155,0.04712090890024387,0.1222879684418146,2.0,4.212898330385762,0.14888516813516617,6.566977927177113,0.004687350411975099,0.1026090301121424,0.011282395204311544,1.919596276811001,40,36,0.1759207836412147,-0.2722322849355923,0.05549892783164978
outer,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,0.38888888888888884,0.3544973544973544,0.3544973544973544,27,27,0,,0.02127747811714975,0.010638739058574875,0.10600528093308739,0.30592033961412707,0.04717647303895858,0.11932938856015779,2.5,4.7500118223751,0.15003710985183716,6.541820116344912,0.004669393373550972,0.10221593931788923,0.008710096942204796,1.6677494797897086,30,28,0.15782110293949464,-0.27847837469737524,0.05620594695210457
outer,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,0.3194444444444445,0.27998619737750174,0.27998619737750174,27,27,0,,0.020959362525818346,0.010479681262909173,0.10554137364647272,0.29269521094403256,0.047060692010452924,0.11341222879684418,2.0,5.485468012944889,0.14746390283107758,6.588279357839925,0.004702554859271895,0.10294186496624884,0.014433125153160548,1.6579298836399416,44,39,0.18781378347337405,-0.27258981776768215,0.06086862087249756
outer,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,0.2916666666666667,0.2264069264069264,0.2264069264069264,27,27,0,,0.03170074240289225,0.015850371201446126,0.13132852232127337,0.42406726190028193,0.047954900314171385,0.11703239289446186,3.0,4.438077858484052,0.13983015716075897,6.609517643438245,0.004717714235145071,0.1032737131787226,0.016633204575189235,0.9931471343741068,42,46,0.18550683746188615,-0.2862557523331454,0.06494037061929703
outer,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,0.3527777777777778,0.3119047619047619,0.3119047619047619,27,27,0,,0.03481274185214019,0.017406370926070096,0.13969930575590664,0.37414283306946594,0.04798861013140841,0.11180773249738767,3.0,4.718694937126478,0.14468169212341309,5.7912981990597885,0.004133688935802847,0.09048903436030918,0.009479891369402152,1.001828760950205,30,29,0.15096432057970122,-0.24862796154172462,0.06117577105760574
outer,nato_outer_o4__train_quality_pass__test_field_quality_stress,4,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,0.2916666666666667,0.2264069264069264,0.2264069264069264,27,27,0,,0.028553642576345295,0.014276821288172648,0.13037151666981914,0.4648001444249444,0.047898988366232714,0.1180773249738767,3.0,4.613005480918815,0.1447480171918869,6.485012652933916,0.004628845576683738,0.10132832270209244,0.015512227666666371,1.190126270496035,55,47,0.1745372562322195,-0.2756138813741889,0.06110326573252678
