epoch,beta,train_loss,train_reconstruction_loss,train_kl_unnormalized,train_kl_normalized,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,fixed_epoch_count
44,1.0,0.02266971180077065,0.01675157251346643,8.291313238204664,0.005918139356320245,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
45,1.0,0.022429188843935157,0.016655821930577547,8.088487142210553,0.005773366982305891,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
46,1.0,0.022333122833361037,0.016685348162289133,7.912532332596506,0.005647774684223059,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
47,1.0,0.02210164877671092,0.01673433369701835,7.519608512805526,0.0053673151411888125,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
48,1.0,0.02216687707542867,0.01636762373275944,8.124753927728932,0.005799253338850058,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
49,1.0,0.022094957744050178,0.01677258549981816,7.456644043041642,0.0053223726217285095,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
50,1.0,0.021683917920680564,0.016010743267280535,7.948118139983742,0.005673174975006239,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
51,0.0,0.015440303527783689,0.015440303527783689,10.145566859316167,0.007241660856042946,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
52,0.08,0.014496379118657922,0.013318588729797529,20.626054188754654,0.014722379863493687,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
53,0.16,0.015487209175992164,0.012611129793739876,25.183671821707627,0.017975497374523645,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
54,0.24,0.016170387715892173,0.012693438552430734,20.296692433124388,0.014487289388382861,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
55,0.32,0.01651016856502196,0.013169436994346844,14.626141604850753,0.010439787012741437,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
56,0.4,0.01716906693615731,0.013624912009212621,12.413402484480743,0.008860387212334578,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
57,0.48,0.01782951931095427,0.013529010055756746,12.552111419143191,0.008959394303456953,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
58,0.56,0.018257168376711524,0.013690796245735794,11.42408485372102,0.008154236155404011,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
59,0.64,0.01883779593887729,0.01427280685356215,9.993047297127434,0.007132796072182323,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
60,0.72,0.019384339143326327,0.014181053443888949,10.12472657084212,0.007226785560915145,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
61,0.8,0.019864400963431457,0.014557373269032014,9.293932736552698,0.006633784965419484,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
62,0.88,0.020221224628119965,0.014833443129787146,8.577592969193834,0.006122478921623008,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
63,0.96,0.020599716938162052,0.015013737390470353,8.152038768598228,0.005818728599998735,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
64,1.0,0.020701472388457848,0.015137021938010638,7.795795485219125,0.005564450738914436,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
65,1.0,0.020744906449710235,0.015089777673964414,7.9228353986314906,0.005655128764190928,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
66,1.0,0.020890092429746487,0.015361314398214821,7.745818079403758,0.005528778072379556,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
67,1.0,0.020557532921401812,0.015008125264363684,7.774720548317943,0.005549407957400388,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
68,1.0,0.02050188906696445,0.015107219481164483,7.557932553017975,0.0053946699165010525,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
69,1.0,0.020381295590833494,0.015031047204940435,7.495698471231319,0.005350248730357829,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
70,1.0,0.020618511162176254,0.015113058891503295,7.71313899439105,0.005505452529900821,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
71,1.0,0.020284004651816786,0.014780130603147035,7.710927307226096,0.005503873880960811,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
72,1.0,0.020318291108509537,0.01493194045582015,7.546277091761303,0.005386350529451323,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
73,1.0,0.01988934981389537,0.014602910895335573,7.406300639903723,0.005286438715134706,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
74,1.0,0.020189559118794536,0.014795731031385324,7.556753182866771,0.005393828110540165,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
75,1.0,0.02020627962951321,0.014979163164988698,7.3231901373326656,0.005227116443492267,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
76,0.0,0.013629526564270068,0.013629526564270068,10.302772137263272,0.007353870190766076,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
77,0.08,0.013250965648775648,0.012066216484866957,20.747921467839785,0.014809365787180432,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
78,0.16,0.014161065620253547,0.01141074165156123,24.082524637760883,0.017189525080485997,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
79,0.24,0.014655805123681222,0.01155150184830979,18.12137194752946,0.012934598106730522,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
80,0.32,0.01503010879956866,0.012069851201573376,12.960378142678813,0.00925080524102699,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
81,0.4,0.015827558412673366,0.012511364395894316,11.614970269982729,0.008290485560301734,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
82,0.48,0.016412446168577594,0.012507923912343958,11.39632436424304,0.008134421387753775,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
83,0.56,0.017128171332006496,0.01266682068293325,11.161342748411142,0.007966697179451207,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
84,0.64,0.017427075155981027,0.012871992869219582,9.971359931233076,0.007117316153628177,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
85,0.72,0.018036860438763715,0.013233092736112718,9.34733131837946,0.006671899584853291,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
86,0.8,0.018393111266907614,0.013002166562098733,9.440891547314427,0.006738680619068114,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
87,0.88,0.0191177681025173,0.013810392684696712,8.449583274290566,0.006031108689714893,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
88,0.96,0.01928961942181972,0.013700088501894045,8.157221684789961,0.005822428040535304,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
89,1.0,0.019540617811926612,0.014029739905077561,7.720740496479529,0.0055108782987005915,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
90,1.0,0.019455812298030357,0.014193627299175395,7.372321784875955,0.005262185428176984,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
91,1.0,0.019271125356546126,0.013700875010728962,7.803920043248786,0.005570249852425971,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
92,1.0,0.019655102954865007,0.014509154289897587,7.209473786080719,0.005145948455446623,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
93,1.0,0.019292568459695566,0.013803475603635271,7.690218775641893,0.0054890926307222645,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
94,1.0,0.019228321359732094,0.01386080685836874,7.519888202602443,0.005367514777018161,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
95,1.0,0.01922696821328308,0.014159732448795292,7.099197291517966,0.005067235754117035,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
96,1.0,0.01923681343183902,0.013708076020603853,7.745761119129805,0.00552873741551021,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
97,1.0,0.019156049011619228,0.013781748668561569,7.529394650914867,0.005374300250474566,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
98,1.0,0.019078592052030715,0.01387930019203012,7.284208330126072,0.005199292169968645,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
99,1.0,0.019037135131261658,0.013590622635957669,7.630563771395673,0.005446512327905548,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
100,1.0,0.01903364409133001,0.013759462682890158,7.389128439998424,0.005274181613132351,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,100
1,0.0,0.07626869831621773,0.07626869831621773,57.056830549948785,0.04072578911488136,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
2,0.08,0.06319024269083504,0.04893517068680178,249.64196386964963,0.1781884110418627,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
3,0.16,0.04631113975196128,0.042696430140240174,31.65129640907239,0.022591931769502062,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
4,0.24,0.03831758475101171,0.03437852566061253,22.99425867813661,0.01641274709360215,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
5,0.32,0.03761592298556285,0.0340934744116607,15.421722347316216,0.01100765335283099,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
6,0.4,0.03648824707432917,0.03429118434714663,7.695214562102235,0.005492658502571189,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
7,0.48,0.03599553175602749,0.03325407356498348,8.001629613767005,0.005711370173995007,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
8,0.56,0.03501080652014718,0.032203881137247044,7.022326733655991,0.0050123674044653755,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
9,0.64,0.03392914803639339,0.030584078653855942,7.322565836005404,0.005226670832266527,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
10,0.72,0.032227220816533786,0.027755989552714768,8.700271323987632,0.006210043771582892,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
11,0.8,0.031551015747200914,0.02670822116188436,8.480945038441133,0.006053493960343421,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
12,0.88,0.030916027040586602,0.025906178831358116,7.975906866118153,0.005693009897300609,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
13,0.96,0.03028409884582153,0.025340854919924858,7.2140471181039345,0.005149212789510303,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
14,1.0,0.029741360523170474,0.024875207916851258,6.817479610443115,0.004866152469980811,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
15,1.0,0.02937798656823782,0.02422237542562677,7.223011495707648,0.005155611345972626,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
16,1.0,0.028050149626824252,0.022614723142639848,7.615032314494917,0.005435426348675886,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
17,1.0,0.027583958581089973,0.02249519026693898,7.129364706148767,0.005088768526872781,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
18,1.0,0.02668595830900021,0.02100429411052139,7.960011898332341,0.005681664452771121,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
19,1.0,0.025912864576637617,0.020699902574063105,7.303360097727198,0.005212962239633975,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
20,1.0,0.025841560187075296,0.020118047663202458,8.01864173407261,0.005723513015041121,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
21,1.0,0.025403520997985405,0.020090061874621232,7.444156589022108,0.005313459378316994,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
22,1.0,0.02514786537412372,0.019485453333539567,7.93303961055294,0.005662412284477473,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
23,1.0,0.02434220794596237,0.01891037735558113,7.609995022953949,0.005431830851501748,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
24,1.0,0.024446449687431572,0.01879255269157785,7.921109677373477,0.005653896985991062,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
25,1.0,0.024303702685009143,0.01873778787514713,7.797846381072026,0.005565914618895094,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
26,0.0,0.01743157820147314,0.01743157820147314,10.189217589716495,0.007272817694301567,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
27,0.08,0.0162324587282608,0.014948241153609348,22.489865122833574,0.016052723142636383,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
28,0.16,0.01715702215118646,0.013842251776636533,29.024959535861978,0.020717315871421827,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
29,0.24,0.018010942164547503,0.01409436915576015,22.862997779927184,0.01631905623121141,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
30,0.32,0.018310649439123024,0.014585107100253526,16.310890408331673,0.011642320063049017,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
31,0.4,0.018888296852097895,0.014972876180002898,13.713760876098762,0.009788551660313179,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
32,0.48,0.019755635022990516,0.01518644624628965,13.336320958066645,0.009519144152795606,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
33,0.56,0.02011316752104749,0.01541939384705385,11.742816028068527,0.008381738778064616,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
34,0.64,0.02048646855996546,0.015529752271981502,10.850562541095062,0.007744869765235591,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
35,0.72,0.021074317743697238,0.016070775701535863,9.736058676571856,0.006949363794840725,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
36,0.8,0.02184713131208329,0.01636281113027577,9.60441553719231,0.006855400097924561,quality_pass,domain_only,instrument,Agilent-1,471,29,domain,domain__quality_pass__domain_only__instrument__Agilent-1,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,100
