epoch,beta,train_loss,train_reconstruction_loss,train_kl_unnormalized,train_kl_normalized,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,fixed_epoch_count
19,1.0,0.029020785788695016,0.024391315380732217,6.485887845357259,0.0046294702679209555,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
20,1.0,0.028712598606944084,0.024094987536470096,6.469273312886556,0.004617611215479341,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
21,1.0,0.02825426682829857,0.023419857149322827,6.773007774353028,0.004834409546290526,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
22,1.0,0.028448446840047836,0.023502064496278764,6.929881731669108,0.004946382392340548,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
23,1.0,0.02825106034676234,0.023112325618664425,7.199367205301921,0.005138734621914291,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
24,1.0,0.028008432562152543,0.023483421901861826,6.33953971862793,0.00452501050580152,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
25,1.0,0.027684154609839123,0.022813477367162705,6.823818683624268,0.004870677147483417,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
26,0.0,0.021311724682648976,0.021311724682648976,10.861811256408691,0.007752898826844177,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
27,0.08,0.020444642876585324,0.019098239888747533,23.57888437906901,0.01683003881446753,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
28,0.16,0.02075406859318415,0.017739778384566307,26.393880462646486,0.0188393151053865,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
29,0.24,0.020938763891657195,0.017299139499664308,21.24631004333496,0.015165103528433234,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
30,0.32,0.021173056463400522,0.01742771193385124,16.397587140401203,0.01170420209878744,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
31,0.4,0.021329174314936004,0.01749675956865152,13.42303212483724,0.009581036491675403,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
32,0.48,0.02180151144663493,0.017576072985927265,12.332998847961425,0.008802997036375037,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
33,0.56,0.022226711362600328,0.017777577911814054,11.130778503417968,0.00794488115875658,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
34,0.64,0.022752630213896435,0.0180375162512064,10.321679560343425,0.007367365853207298,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
35,0.72,0.023087320725123088,0.018040326113502186,9.820610682169596,0.0070097149765664495,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
36,0.8,0.023618334904313087,0.01856380278865496,8.851748784383139,0.006318164728324867,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
37,0.88,0.023990899448593457,0.018563523516058923,8.640629132588705,0.006167472614267456,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
38,0.96,0.024545487513144813,0.018885294472177825,8.26034418741862,0.005896034395016859,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
39,1.0,0.024491811792055767,0.018990033119916917,7.707991822560628,0.005501778602827001,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
40,1.0,0.024523257339994112,0.0187217486401399,8.127913602193196,0.00580150863825353,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
41,1.0,0.02419679636756579,0.018750851228833198,7.629769134521484,0.005445945135275863,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
42,1.0,0.024531656131148338,0.019130287443598112,7.567317644755046,0.005401368768561774,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
43,1.0,0.024364198744297027,0.018546604240934055,8.15044953028361,0.005817594240031128,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
44,1.0,0.024108460793892544,0.01859661228954792,7.722099781036377,0.005511848523223681,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
45,1.0,0.023583443214495976,0.018210892751812934,7.526943397521973,0.0053725506049407375,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
46,1.0,0.02385372283558051,0.018402074525753657,7.637759335835775,0.005451648348205407,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
47,1.0,0.023551278313001,0.01832719792922338,7.31893622080485,0.005224080100503105,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
48,1.0,0.023838010554512342,0.018039570872982344,8.123613993326822,0.005798439681175462,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
49,1.0,0.02336248445014159,0.018448154752453167,6.884975814819336,0.004914329632276471,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
50,1.0,0.023656079545617104,0.018230907743175824,7.600665855407715,0.00542517191677924,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
51,0.0,0.01731092408299446,0.01731092408299446,10.586319414774577,0.007556259396698485,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
52,0.08,0.016437238641083242,0.01523286122828722,21.09165865580241,0.01505471709907381,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
53,0.16,0.017269272357225418,0.014550911324719588,23.8026486714681,0.016989756367928693,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
54,0.24,0.017885206018884978,0.014570104827483495,19.351902516682944,0.013812921139673764,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
55,0.32,0.01831232520441214,0.014839224144816398,15.205670801798503,0.010853440972018917,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
56,0.4,0.018849667285879453,0.015213569005330404,12.735434214274088,0.00909024569184446,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
57,0.48,0.019392658273379007,0.015342026700576146,11.822780990600586,0.008438815839115337,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
58,0.56,0.01983002250393232,0.015507435550292333,10.81418711344401,0.00771890586255818,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
59,0.64,0.02022021512190501,0.01555661962678035,10.208901913960775,0.0072868678900505175,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
60,0.72,0.02051734228928884,0.015912624696890514,8.960012435913086,0.0063954407108587335,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
61,0.8,0.021221192553639412,0.016168042893211047,8.849328549702962,0.00631643722319983,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
62,0.88,0.021576078856984773,0.01635724479953448,8.30862210591634,0.005930494008505596,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
63,0.96,0.02196225052078565,0.01659864087899526,7.827518208821615,0.005587093653691374,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
64,1.0,0.022039049491286277,0.016579104339083037,7.649383290608724,0.005459945246687169,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
65,1.0,0.022075435519218443,0.016543482740720112,7.750266329447428,0.005531953125943918,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
66,1.0,0.021933540205160775,0.01659750162313382,7.475790150960287,0.005336038651649027,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
67,1.0,0.021811077495416005,0.01670456106464068,7.154229418436686,0.0051065163586271846,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
68,1.0,0.02202701916297277,0.01661763203640779,7.578551610310872,0.005409387302149088,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
69,1.0,0.02174178995192051,0.016440564393997194,7.42701727549235,0.005301225749816096,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
70,1.0,0.021655253196756045,0.016664510344465575,6.992030429840088,0.004990742633718835,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
71,1.0,0.021608305474122364,0.016282612333695094,7.46129576365153,0.005325692907674183,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
72,1.0,0.02150354745487372,0.016422083601355553,7.11913096110026,0.0050814639265526484,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
73,1.0,0.021576694399118423,0.0164463077361385,7.187671979268392,0.005130386851726189,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
74,1.0,0.02139691561460495,0.016118624185522398,7.3948867162068685,0.005278291731767929,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
75,1.0,0.021564881503582,0.016384591907262804,7.257586447397868,0.005180290112346801,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
76,0.0,0.015216190367937088,0.015216190367937088,9.3752379099528,0.006691818636654389,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
77,0.08,0.01489600893110037,0.01390455054740111,17.362917327880858,0.012393231497416744,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
78,0.16,0.01570411423842112,0.013338242160777251,20.71616923014323,0.014786701805955196,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
79,0.24,0.01630540962020556,0.013381832279264927,17.066383616129556,0.012181572888029662,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
80,0.32,0.01686150183280309,0.013896521491309008,12.981055068969727,0.009265563932169684,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
81,0.4,0.017257085318366686,0.014074589560429255,11.146690940856933,0.007956239072703021,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
82,0.48,0.017801671475172042,0.014231233236690363,10.421216583251953,0.007438412978766562,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
83,0.56,0.018371337652206422,0.014310905585686366,10.158330663045247,0.007250771351210026,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
84,0.64,0.019018086791038512,0.01465430495639642,9.552591832478841,0.00681840958777933,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
85,0.72,0.019395390525460243,0.014769887675841649,9.0004576365153,0.00642430951928287,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
86,0.8,0.0198856254418691,0.015067965785662333,8.43692684173584,0.00602207483350167,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
87,0.88,0.020323124155402182,0.015199029383560022,8.157791964213054,0.00582283509222916,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
88,0.96,0.02074543423950672,0.015567490893105666,7.556561470031738,0.005393691270543711,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
89,1.0,0.020980976770321527,0.015601895625392596,7.53609250386556,0.005379081016320885,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
90,1.0,0.02067545106013616,0.015500945101181666,7.249483076731364,0.005174506121863928,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
91,1.0,0.020905989656845727,0.015752569896479447,7.2199407577514645,0.005153419527302972,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
92,1.0,0.020727692171931267,0.015530559296409289,7.281182861328125,0.0051971326633319945,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
93,1.0,0.020766261965036392,0.015827793007095654,6.91879514058431,0.004938469051095153,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
94,1.0,0.020735046143333116,0.015315184369683266,7.5932261149088545,0.005419861609499539,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
95,1.0,0.02087485926846663,0.015664053397874036,7.3003387451171875,0.005210805671032968,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
96,1.0,0.020613274350762368,0.01542918812483549,7.262904802958171,0.005184086226237096,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
97,1.0,0.020710250859459243,0.015589579815665881,7.174060471852621,0.00512067128611893,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
98,1.0,0.020648738741874693,0.01547419565419356,7.249534829457601,0.00517454306171135,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
99,1.0,0.020744741956392924,0.015659254292647043,7.12476806640625,0.0050854875563213775,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,99
1,0.0,0.07536902378002802,0.07536902378002802,32.07775723338127,0.02289632921726001,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
2,0.08,0.05719723701477051,0.04774124473333359,165.59806264241536,0.11819990195746992,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
3,0.16,0.04102264046669006,0.03683680643637975,36.652209218343096,0.026161462682614628,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
4,0.24,0.0392097237209479,0.03450574080149333,27.459499740600585,0.01959992843725952,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
5,0.32,0.03707221895456314,0.03406257778406143,13.176587549845378,0.0094051302996755,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
6,0.4,0.03626316413283348,0.034202300508817035,7.218176333109538,0.005152160123561411,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
7,0.48,0.035969480872154236,0.03332248404622078,7.725922743479411,0.005514577261584162,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
8,0.56,0.035193236420551936,0.03274189879496892,6.132722187042236,0.00437738914135777,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
9,0.64,0.034046206374963126,0.031579443564017616,5.399898846944173,0.00385431752101654,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
10,0.72,0.033076044420401254,0.029792015627026557,6.390171400705973,0.004561150178947875,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
11,0.8,0.03219715555508931,0.028096761057774224,7.180814997355143,0.005125492503465484,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
12,0.88,0.031680108358462654,0.027165863787134488,7.186883544921875,0.005129824086311117,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
13,0.96,0.030978288998206458,0.02615145929157734,7.044154866536458,0.0050279477990981146,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
14,1.0,0.030732804040114085,0.026228881254792214,6.309995365142822,0.0045039224590598306,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
15,1.0,0.030117119972904522,0.025610254829128584,6.3141182581583655,0.004506865280626956,outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,99
