stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,corrupted_vae_kl_unnormalized_per_observation,corrupted_vae_kl_normalized,corrupted_vae_mean_kl_per_latent_dimension,corrupted_vae_median_kl_per_latent_dimension,corrupted_vae_max_kl_per_latent_dimension,corrupted_vae_active_units_var_mu_gt_0_01,corrupted_vae_dimensions_mean_kl_gt_0_01,corrupted_vae_posterior_mean_absolute_mu,corrupted_vae_posterior_mean_log_variance,corrupted_vae_posterior_sample_reconstruction_variability,heldout_substrate_family,poster_axis,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,isolated_spikes,1.0,0.8114285714285714,0.8006098605291772,1.0,0.0001857088791439,0.0067479594291873,0.0033739797145936,0.0798512091563443,0.9119116104800824,0.0177226993745105,0.5122549019607843,2.0,0.3272337356434854,0.0710931795183569,7.183484451218487,0.0051273978952308,0.1122419445502888,0.0088094016707477,1.4031906564502774,47,28,0.1696961961841791,-0.2303338848376744,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,isolated_spikes,1.5,0.8114285714285714,0.7996363047383455,0.9915254237288136,0.0004015888262074,0.0067720359367891,0.0033860179683945,0.0799555802457991,0.9117207294764388,0.0177237142368157,0.5110294117647058,2.0,0.3433880871765421,0.0701554007828235,7.175158432699671,0.0051214549840825,0.1121118505109323,0.0088888916317679,1.401477454397579,47,28,0.1697166693349131,-0.2304497558252382,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,edge_filled_shift,0.5,0.8042857142857143,0.7869378920399328,0.9661016949152542,0.0007088391575962,0.0067127648157232,0.0033563824078616,0.0797896647091083,0.9127807752846632,0.0177226300318344,0.5122549019607843,2.0,0.3482943743094505,0.0703984450083226,7.1760527814873125,0.0051220933486704,0.1121258247107392,0.0086334121004113,1.407869560355162,47,28,0.1692763438482394,-0.2298714887237731,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,edge_filled_shift,1.0,0.7676190476190475,0.7457065513543919,0.9491525423728814,0.0014575598761439,0.0067335129382361,0.003366756469118,0.0799074156344018,0.912262889751838,0.0177205926232556,0.5049019607843137,2.0,0.3499931944895353,0.0718390757683664,7.156821417172604,0.0051083664647912,0.1118253346433219,0.0088218768836281,1.39171145000177,47,28,0.1691163809415418,-0.229621628672126,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,edge_filled_shift,1.5,0.8047619047619047,0.7849752596532155,0.940677966101695,0.0017350119305774,0.00674570808097,0.003372854040485,0.0800380586677602,0.9118426878122718,0.0177215237517286,0.508578431372549,2.0,0.3309552404016561,0.0707393651828169,7.114693810270705,0.0050782967953395,0.1111670907854797,0.0085804157873716,1.3905985324675414,47,28,0.1681144837358767,-0.2292821610557269,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_broadening,0.5,0.8114285714285714,0.8006098605291772,1.0,1.5337587683461607e-05,0.0066885693276251,0.0033442846638125,0.0796540908485427,0.9119708214907888,0.0177213543535574,0.5110294117647058,2.0,0.3450907641667045,0.0708220216911286,7.1868655280063445,0.0051298112262714,0.1122947738750991,0.0088277151585121,1.4061821415388496,47,28,0.1697080673389865,-0.229765144461295,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_broadening,1.0,0.8114285714285714,0.8006098605291772,1.0,0.0001199619218823,0.0066583652754539,0.0033291826377269,0.0796125269121046,0.9119564611813644,0.0177203131984191,0.5122549019607843,2.0,0.3449383439944763,0.0700205659377388,7.162421788285883,0.0051123638745795,0.1119128404419669,0.0088018928213538,1.4027722014363986,47,28,0.1691560582574319,-0.2289928245288978,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_broadening,1.5,0.8114285714285714,0.8006098605291772,1.0,0.0002224723139079,0.0066387174027959,0.0033193587013979,0.0796151030468097,0.9119161468751318,0.0177190992328844,0.5110294117647058,2.0,0.3446636068029862,0.0702256245422177,7.127504345841787,0.005087440646568,0.1113672554037779,0.0087600035158809,1.396329514090246,47,28,0.1685137048698847,-0.2281750720157042,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,composite,0.5,0.7652380952380952,0.7489392177439728,0.8983050847457628,0.0530321523547172,0.0108683430182711,0.0054341715091355,0.0941726358246295,0.90341487808725,0.0178277693691108,0.5024509803921569,2.0,0.4039613789972462,0.0761130601167678,7.097495861253762,0.0050660213142425,0.11089837283209,0.0093005924237026,1.3672472070554182,46,29,0.1738700963476844,-0.2236576228723481,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,composite,1.0,0.6519047619047619,0.6531741560098648,0.7542372881355932,0.1622556298971176,0.0193649437992069,0.0096824718996034,0.1180365058146762,0.8611830395364078,0.0180117161347113,0.4754901960784313,2.0,0.3954999959186834,0.0699475556567844,7.0522995696110655,0.0050337612916567,0.1101921807751728,0.0100186764157625,1.4336316196955554,47,32,0.1825551015168261,-0.2167859267051715,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,composite,1.5,0.6195238095238095,0.5819843210022138,0.652542372881356,0.2967071235179901,0.0288273787931952,0.0144136893965976,0.1335146948373288,0.780901796230095,0.0182334667905026,0.4644607843137255,2.0,0.5255038302661047,0.0847885087132453,7.601253702216811,0.0054255915076494,0.1187695890971376,0.0098462586306784,1.5407967414427155,45,31,0.1900178643374965,-0.2133095086545016,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,scale_offset,0.5,0.7461904761904762,0.7394882220110183,0.9830508474576272,0.0150580471381545,0.0081397511060832,0.0040698755530416,0.0870547802358161,0.9028888711103588,0.0178433796211304,0.5,2.0,0.3814572075575605,0.0799607336521148,7.029252126167344,0.0050173105825605,0.1098320644713647,0.0114168295187841,1.50485209515012,49,39,0.1958673723270063,-0.2298516730796714,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,scale_offset,1.0,0.72,0.7122448979591837,0.9491525423728814,0.0502153262495994,0.0115815976054653,0.0057907988027326,0.0972679683461648,0.8980436096147328,0.0178681351260587,0.5061274509803921,2.0,0.3764448660123617,0.0813135430216789,7.252200612907761,0.0051764458336243,0.1133156345766837,0.0111941266523909,1.64847652690556,49,38,0.1967123868485196,-0.2296203320926031,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,scale_offset,1.5,0.7000000000000001,0.6970053370053371,0.8813559322033898,0.1094763875007629,0.0148854388806969,0.0074427194403484,0.1110966324479609,0.879383067448193,0.0179338163791711,0.4607843137254901,2.0,0.4317252951788867,0.0868726652115583,7.45483135846986,0.0053210787712133,0.1164817399760915,0.0120305839374104,1.8058030089753252,52,40,0.1992539042921191,-0.22648192099481,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,smooth_baseline,0.5,0.7133333333333333,0.7144430416547226,0.8728813559322034,0.032691478729248,0.0094359570323233,0.0047179785161616,0.0902887106400516,0.8996668426275536,0.01787897865433,0.4840686274509804,2.0,0.3961773588654438,0.0719987228512764,6.996616659952327,0.0049940161741272,0.1093221353117551,0.0120430299774412,1.4441030864706776,51,41,0.1995329997809726,-0.2286570687579673,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,smooth_baseline,1.0,0.6528571428571428,0.6438418653393129,0.7796610169491526,0.1053608581423759,0.0127639386526189,0.0063819693263094,0.1038011868347812,0.8753636127758969,0.0179766130234164,0.4889705882352941,2.0,0.3224123234440681,0.0731242671608924,7.255348655100165,0.0051786928301928,0.11336482273594,0.0134768359562726,1.3852104325406345,52,45,0.2111736675356848,-0.2256154414646302,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,smooth_baseline,1.5,0.62,0.6168695550998444,0.652542372881356,0.1919822841882705,0.0173871614363265,0.0086935807181632,0.1195905658775131,0.8016752783181839,0.0181155161613045,0.4705882352941176,2.0,0.3709809825611542,0.0758327692747116,7.797712569356031,0.0055658191073205,0.1218392588961879,0.0160525752219535,1.4346883794427183,53,48,0.2312742407641214,-0.225225986374165,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_noise,0.5,0.7461904761904762,0.739534275248561,0.9915254237288136,0.0001162199623649,0.0073105100138392,0.0036552550069196,0.0826488052756827,0.9021291317912496,0.0178231792149781,0.4938725490196078,2.0,0.3392564675613523,0.0709922285750508,7.203981456176757,0.005142028162867,0.1125622102527618,0.0114425566632005,1.5363594428089231,50,41,0.1986287379321413,-0.2311929023731224,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_noise,1.0,0.7366666666666667,0.730666624662445,0.9830508474576272,0.0005841184756718,0.0074386332748742,0.0037193166374371,0.0829025542555004,0.901567632542498,0.0178276218767842,0.4938725490196078,2.0,0.3267121723860071,0.0714143039658665,7.244891756037347,0.005171228947921,0.1132014336880835,0.011451289068748,1.5513197722326402,50,41,0.198945357915753,-0.2316405393158401,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_noise,1.5,0.7295238095238095,0.7224248664206867,0.9745762711864406,0.0015461738221347,0.0076075386562675,0.0038037693281337,0.083087283822482,0.9020454999955194,0.0178350269356927,0.4950980392156863,2.0,0.3390264959661815,0.0716593097022268,7.279860836108518,0.0051961890336249,0.1137478255641956,0.0114945039178093,1.5690904426807504,50,41,0.1990930563929868,-0.231996325750781,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,isolated_spikes,0.5,0.731904761904762,0.7201294522723094,0.9830508474576272,8.576704567531124e-05,0.0072920448961148,0.0036460224480574,0.0826531951065013,0.9025975312614548,0.0178221388765245,0.4938725490196078,2.0,0.3392964704191177,0.0705311968922615,7.158945534727158,0.005109882608656,0.1118585239801118,0.0114099329517594,1.5198331712896014,50,41,0.1981041030838191,-0.2311006761577396,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,isolated_spikes,1.0,0.7223809523809525,0.7144678380143495,0.9491525423728814,0.0003967532538808,0.0073216739569212,0.0036608369784606,0.0826856533520263,0.9023331775590728,0.0178233423316519,0.4975490196078431,2.0,0.3419688854728953,0.0697129342588596,7.161870400401315,0.00511197030721,0.1119042250062705,0.0114433042019437,1.5203429339113463,50,41,0.1982979685456762,-0.231272417344217,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,isolated_spikes,1.5,0.7366666666666667,0.7272018511283019,0.9830508474576272,0.0010022929636761,0.0073567728577304,0.0036783864288652,0.0827725251100242,0.9017189583653398,0.0178220951363104,0.4987745098039216,2.0,0.3410660543566625,0.0709928427822887,7.145760972893367,0.0051004717865049,0.1116525152014588,0.0115409853858925,1.5180049809891645,49,40,0.1977690325427124,-0.2313208006147186,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,edge_filled_shift,0.5,0.7366666666666667,0.7261310133639158,0.9745762711864406,0.0006480393931269,0.0072797930117691,0.0036398965058845,0.082680212355855,0.9022994279164638,0.0178203380907128,0.4975490196078431,2.0,0.3405936304498352,0.0709980055689811,7.1369524991440825,0.0050941845104525,0.1115148827991263,0.011413801016268,1.5217388903277502,50,40,0.197580805413946,-0.2307517267322509,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,edge_filled_shift,1.0,0.7104761904761905,0.6973437694128409,0.940677966101695,0.0012887580087408,0.0073200714889129,0.0036600357444564,0.0828099882473128,0.9020719067800412,0.0178215878841587,0.4926470588235294,2.0,0.3384353582002242,0.0691717594745569,7.116045501726891,0.0050792616000905,0.1111882109644826,0.0114449179561456,1.51543676899751,49,40,0.1969844615510025,-0.2305768928979952,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,edge_filled_shift,1.5,0.7347619047619048,0.7286374003063987,0.940677966101695,0.0014951471239328,0.0073160794991291,0.0036580397495645,0.0829148822244475,0.9016538652126398,0.0178183353911518,0.4987745098039216,2.0,0.3372583864795826,0.0711944950744509,7.0741243490530366,0.0050493392926859,0.1105331929539537,0.0110096299259305,1.5155299684730148,49,40,0.1960742173638456,-0.2301094892415707,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_broadening,0.5,0.7461904761904762,0.7360020931449502,1.0,2.5542611183482226e-05,0.0072146390584389,0.0036073195292194,0.0825767400399629,0.90237003480092,0.017820086597116,0.4963235294117647,2.0,0.3413099474412638,0.0711899949237704,7.145107674641927,0.0051000054779742,0.11164230741628,0.0114031655251166,1.5145575925390824,50,40,0.1979541046512371,-0.2308797339754885,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_broadening,1.0,0.7461904761904762,0.7360020931449502,1.0,0.0002222126786364,0.0071353400578121,0.003567670028906,0.0825582869832499,0.9022974905701928,0.0178190085483228,0.4950980392156863,2.0,0.3412137093585202,0.070844599045813,7.11709687315715,0.0050800120436524,0.1112046386430804,0.0113578086706236,1.5038670020900686,50,40,0.1974901059920681,-0.2306178903259534,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,gaussian_broadening,1.5,0.7461904761904762,0.7360020931449502,1.0,0.0004554032348096,0.0070910207513441,0.003545510375672,0.082572390213264,0.9021606317233924,0.0178182131938619,0.4926470588235294,2.0,0.3410884286193125,0.0700902962125837,7.087989025003516,0.0050592355638854,0.1107498285156799,0.0112929069004777,1.4954220637467006,50,40,0.1969636407694159,-0.2303617743820927,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,composite,0.5,0.7300000000000001,0.7335715250742788,0.8813559322033898,0.0482993386685848,0.0111968050901542,0.0055984025450771,0.0935374402277111,0.892290323169163,0.0179088239162373,0.4877450980392157,2.0,0.4327954767548932,0.0694656058913096,7.178622693925486,0.005123927690168,0.1121659795925857,0.0125566081357139,1.4844906257138857,51,42,0.2024159732568174,-0.2296033233173354,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,composite,1.0,0.5804761904761905,0.5703058087467778,0.6694915254237288,0.1567228436470031,0.0192873858921367,0.0096436929460683,0.1163737026982335,0.859378992521181,0.0180492877657843,0.4816176470588235,2.0,0.4945289161220122,0.0733858868479728,7.12917899622798,0.0050886359716116,0.1113934218160621,0.0132840341740567,1.392932173356129,51,45,0.2096619458710805,-0.2260625893704893,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,composite,1.5,0.6,0.590449348543042,0.652542372881356,0.2984229326248169,0.0275253418604421,0.013762670930221,0.1331768654426708,0.7601092402485708,0.0182471554519824,0.454656862745098,2.0,0.4257854384557951,0.0867706653662025,7.753853879985457,0.005534513832966,0.1211539668747727,0.0154955655095958,1.6854044196599391,50,48,0.2285092585818542,-0.2225608183946078,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,scale_offset,0.5,0.7628571428571427,0.7477962256197739,0.9830508474576272,0.0149023653939366,0.0086005084205153,0.0043002542102576,0.085774650054874,0.914044640920153,0.0179076685952689,0.5134803921568627,2.0,0.368056673869067,0.0739048877730965,6.834540711335915,0.0048783302721883,0.1067896986146236,0.0116926261513427,1.6406989572087916,47,34,0.1762666871712723,-0.2203487502273085,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,scale_offset,1.0,0.7080952380952381,0.7015022675736962,0.9067796610169492,0.0521195791661739,0.0122634048914385,0.0061317024457192,0.0951250673961872,0.9055279533601296,0.0179440664802879,0.5159313725490197,2.0,0.330890679559811,0.0719624897465109,7.017800537524074,0.0050091367148637,0.1096531333988136,0.0108376218648717,1.7073054261484055,47,34,0.1798089481008483,-0.2195883605828352,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,scale_offset,1.5,0.7057142857142857,0.6956250046091356,0.8813559322033898,0.1122123524546623,0.0152706112610627,0.0076353056305313,0.10788137418391,0.8856520746989568,0.0179889327810248,0.4877450980392157,2.0,0.3995273491584826,0.0803311476483941,7.186215994776476,0.0051293476051223,0.1122846249183824,0.0119325716910197,1.7610232495133722,45,35,0.1847819008277792,-0.2167908686596828,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,smooth_baseline,0.5,0.7533333333333333,0.7587143619744854,0.9152542372881356,0.0432263910770416,0.0100543191343762,0.0050271595671881,0.0903680965015012,0.9063755856708074,0.0179628781216722,0.5024509803921569,2.0,0.3709303671986185,0.0656442418694496,6.7298844461096206,0.0048036291549676,0.1051544444704628,0.011199525546485,1.6013803300750475,45,35,0.1785632868280968,-0.2154617402108989,,,,,,,,,
outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,smooth_baseline,1.0,0.6561904761904761,0.6465508455338197,0.7372881355932204,0.1256245970726013,0.0129704070892443,0.0064852035446221,0.1035027227818248,0.8630819338055031,0.0180588464664707,0.5036764705882353,2.0,0.3893622802042224,0.0712347029475495,6.983950097723692,0.0049849750875972,0.1091242202769326,0.012441313741588,1.5604307293563098,45,36,0.191670616186846,-0.2094625494137612,,,,,,,,,
