master_sample_id,target_analyte,instrument_a,instrument_b,observation_uid_a,observation_uid_b,both_quality_pass,best_integer_lag_cm1_b_relative_to_a,best_cosine_similarity,zero_lag_cosine_similarity,similarity_gain_over_zero_lag
1.0,benzyl_fentanyl,Agilent-3,Mira-3,session1_row15,session3_row300,True,2,0.09803262021932038,0.09428662304395219,0.003745997175368193
1.0,benzyl_fentanyl,Agilent-1,Agilent-3,session3_row336,session1_row15,True,5,0.1613036411515262,0.13790192733620618,0.023401713815320024
1.0,benzyl_fentanyl,Agilent-3,Pendar-3,session1_row22,session2_row15,True,0,0.5481592901956471,0.5481592901956471,0.0
1.0,benzyl_fentanyl,Agilent-3,Mira-3,session1_row22,session2_row19,True,-1,0.5837131308588474,0.5747606315580234,0.00895249930082398
1.0,benzyl_fentanyl,Agilent-3,Pendar-1,session1_row22,session3_row206,True,-2,0.5742077000915053,0.5484637232582026,0.025743976833302762
1.0,benzyl_fentanyl,Agilent-1,Agilent-3,session3_row226,session1_row22,True,0,0.6451919470595758,0.6451919470595758,0.0
1.0,benzyl_fentanyl,Agilent-3,Mira-3,session1_row22,session3_row300,True,4,0.17073316742761083,0.1275388901236411,0.043194277303969714
1.0,benzyl_fentanyl,Agilent-1,Agilent-3,session3_row336,session1_row22,True,-3,0.2853450247153622,0.27280416558703713,0.012540859128325088
1.0,benzyl_fentanyl,Mira-3,Pendar-3,session2_row19,session2_row15,True,0,0.767739366439523,0.767739366439523,0.0
1.0,benzyl_fentanyl,Agilent-3,Pendar-3,session2_row105,session2_row15,True,0,0.7760876523565047,0.7760876523565047,0.0
1.0,benzyl_fentanyl,Pendar-1,Pendar-3,session3_row206,session2_row15,True,0,0.7414336737897262,0.7414336737897262,0.0
1.0,benzyl_fentanyl,Agilent-1,Pendar-3,session3_row226,session2_row15,True,-2,0.6671782520157741,0.6323509004521752,0.03482735156359884
1.0,benzyl_fentanyl,Mira-3,Pendar-3,session3_row300,session2_row15,True,-5,0.11811689717817066,0.05439357194875602,0.06372332522941464
1.0,benzyl_fentanyl,Agilent-1,Pendar-3,session3_row336,session2_row15,True,-1,0.2966322160779007,0.2937353099427749,0.0028969061351257763
1.0,benzyl_fentanyl,Agilent-3,Mira-3,session2_row105,session2_row19,True,0,0.7940070636091999,0.7940070636091999,0.0
1.0,benzyl_fentanyl,Mira-3,Pendar-1,session2_row19,session3_row206,True,-1,0.7702227667713724,0.7692668263817859,0.0009559403895864627
1.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row226,session2_row19,True,-2,0.7010903520036341,0.6801371156982743,0.020953236305359835
1.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row336,session2_row19,True,0,0.28302589897690195,0.28302589897690195,0.0
1.0,benzyl_fentanyl,Agilent-3,Pendar-1,session2_row105,session3_row206,True,-1,0.7893590902635907,0.7873685089416493,0.0019905813219414092
1.0,benzyl_fentanyl,Agilent-1,Agilent-3,session3_row226,session2_row105,True,-1,0.8626231527685232,0.8468089129186088,0.01581423984991437
1.0,benzyl_fentanyl,Agilent-3,Mira-3,session2_row105,session3_row300,True,4,0.14462060496690568,0.1262601509693587,0.018360453997546988
1.0,benzyl_fentanyl,Agilent-1,Agilent-3,session3_row336,session2_row105,True,-1,0.38462663064091057,0.3834312972236835,0.0011953334172270513
1.0,benzyl_fentanyl,Agilent-1,Pendar-1,session3_row226,session3_row206,True,-2,0.686387653193331,0.6457397788823934,0.040647874310937526
1.0,benzyl_fentanyl,Mira-3,Pendar-1,session3_row300,session3_row206,True,-2,0.135198015320628,0.12289849713771112,0.012299518182916885
1.0,benzyl_fentanyl,Agilent-1,Pendar-1,session3_row336,session3_row206,True,-2,0.26848131907915257,0.2635571087841137,0.004924210295038867
1.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row226,session3_row300,True,0,0.1687323928027928,0.1687323928027928,0.0
1.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row336,session3_row300,True,-1,0.24485272702595967,0.24325839775166017,0.0015943292742995052
2.0,4_ANPP,Agilent-3,Mira-3,session1_row18,session1_row13,True,-1,0.5178184590914038,0.5163004595981625,0.0015179994932412733
2.0,4_ANPP,Agilent-3,Mira-3,session1_row19,session1_row13,True,-1,0.5158049153648322,0.5082154407613828,0.0075894746034493865
2.0,4_ANPP,Mira-3,Pendar-3,session1_row13,session2_row16,True,-1,0.48135186601283414,0.4744301645567192,0.006921701456114926
2.0,4_ANPP,Agilent-3,Mira-3,session2_row106,session1_row13,True,0,0.5620122589588491,0.5620122589588491,0.0
2.0,4_ANPP,Mira-3,Pendar-1,session1_row13,session3_row209,True,-1,0.5373291522679563,0.5220560889884355,0.015273063279520827
2.0,4_ANPP,Agilent-1,Mira-3,session3_row236,session1_row13,True,-1,0.5259078624514519,0.5210616178650133,0.004846244586438675
2.0,4_ANPP,Agilent-1,Mira-3,session3_row339,session1_row13,True,-1,0.1779503013634627,0.17556130085308025,0.0023890005103824608
2.0,4_ANPP,Agilent-3,Pendar-3,session1_row18,session2_row16,True,-1,0.511815581848944,0.504563002941422,0.007252578907522067
2.0,4_ANPP,Agilent-3,Mira-3,session1_row18,session2_row25,True,0,0.6085577845483081,0.6085577845483081,0.0
2.0,4_ANPP,Agilent-3,Pendar-1,session1_row18,session3_row209,True,-1,0.6497165299502493,0.6382585273096937,0.011458002640555631
2.0,4_ANPP,Agilent-3,Mira-3,session1_row18,session3_row215,True,0,0.6685238683369492,0.6685238683369492,0.0
2.0,4_ANPP,Agilent-1,Agilent-3,session3_row236,session1_row18,True,-1,0.6965826392742599,0.6942820307974245,0.002300608476835442
2.0,4_ANPP,Agilent-3,Mira-3,session1_row18,session3_row301,True,4,0.14868084463720144,0.12895115941677238,0.01972968522042906
2.0,4_ANPP,Agilent-1,Agilent-3,session3_row339,session1_row18,True,-2,0.2938244938816237,0.2769227562572088,0.01690173762441488
2.0,4_ANPP,Agilent-3,Pendar-3,session1_row19,session2_row16,True,-2,0.6108920617425001,0.575056248538231,0.035835813204269096
2.0,4_ANPP,Agilent-3,Mira-3,session1_row19,session2_row25,True,-1,0.716177860827663,0.7082261259090548,0.007951734918608233
2.0,4_ANPP,Agilent-3,Pendar-1,session1_row19,session3_row209,True,-2,0.7334713097029879,0.7069098300625174,0.02656147964047051
2.0,4_ANPP,Agilent-3,Mira-3,session1_row19,session3_row215,True,-1,0.7664669075992131,0.7619411008841477,0.004525806715065417
2.0,4_ANPP,Agilent-1,Agilent-3,session3_row236,session1_row19,True,0,0.8207948632010081,0.8207948632010081,0.0
2.0,4_ANPP,Agilent-3,Mira-3,session1_row19,session3_row301,True,3,0.16264183328836446,0.13989192480283916,0.0227499084855253
2.0,4_ANPP,Agilent-1,Agilent-3,session3_row339,session1_row19,True,-2,0.4191576479048576,0.4035012483495796,0.015656399555277978
2.0,4_ANPP,Mira-3,Pendar-3,session2_row25,session2_row16,True,-1,0.6732697998541853,0.6540907136085267,0.019179086245658672
2.0,4_ANPP,Agilent-3,Pendar-3,session2_row106,session2_row16,True,0,0.6640330632253105,0.6640330632253105,0.0
2.0,4_ANPP,Pendar-1,Pendar-3,session3_row209,session2_row16,True,0,0.6731511115039576,0.6731511115039576,0.0
2.0,4_ANPP,Mira-3,Pendar-3,session3_row215,session2_row16,True,-1,0.7290765591540456,0.7080732730436983,0.021003286110347297
2.0,4_ANPP,Agilent-1,Pendar-3,session3_row236,session2_row16,True,-2,0.6576245699262521,0.6371718497426532,0.020452720183598894
2.0,4_ANPP,Mira-3,Pendar-3,session3_row301,session2_row16,True,-5,0.10565570656564625,0.0828203554835124,0.02283535108213386
2.0,4_ANPP,Agilent-1,Pendar-3,session3_row339,session2_row16,True,-1,0.2922763872902736,0.2886665183262158,0.003609868964057794
2.0,4_ANPP,Agilent-3,Mira-3,session2_row106,session2_row25,True,1,0.7728506463464905,0.7654776024777677,0.007373043868722728
2.0,4_ANPP,Mira-3,Pendar-1,session2_row25,session3_row209,True,-1,0.7691940474161308,0.7508831705906592,0.01831087682547161
2.0,4_ANPP,Agilent-1,Mira-3,session3_row236,session2_row25,True,-1,0.746842912900121,0.7441041651889548,0.002738747711166112
2.0,4_ANPP,Agilent-1,Mira-3,session3_row339,session2_row25,True,0,0.30368355883846415,0.30368355883846415,0.0
2.0,4_ANPP,Agilent-3,Pendar-1,session2_row106,session3_row209,True,0,0.8141500950822119,0.8141500950822119,0.0
2.0,4_ANPP,Agilent-3,Mira-3,session2_row106,session3_row215,True,1,0.8296292015095723,0.8198077019981485,0.009821499511423859
2.0,4_ANPP,Agilent-1,Agilent-3,session3_row236,session2_row106,True,-1,0.91775485199708,0.8999799191738483,0.017774932823231615
2.0,4_ANPP,Agilent-3,Mira-3,session2_row106,session3_row301,True,3,0.19411795540869,0.17877766696761999,0.015340288441070021
2.0,4_ANPP,Agilent-1,Agilent-3,session3_row339,session2_row106,True,-2,0.4474592391195228,0.4317579146966507,0.015701324422872087
2.0,4_ANPP,Mira-3,Pendar-1,session3_row215,session3_row209,True,-1,0.8346566763978167,0.8136851480762463,0.020971528321570454
2.0,4_ANPP,Agilent-1,Pendar-1,session3_row236,session3_row209,True,-2,0.8084709964518608,0.785857218638804,0.022613777813056846
2.0,4_ANPP,Mira-3,Pendar-1,session3_row301,session3_row209,True,-2,0.1391122664351529,0.13067756657561105,0.008434699859541844
2.0,4_ANPP,Agilent-1,Pendar-1,session3_row339,session3_row209,True,-2,0.3370755790449374,0.32492847545288966,0.012147103592047737
2.0,4_ANPP,Agilent-1,Mira-3,session3_row236,session3_row215,True,-1,0.8146609272786318,0.8146426514670109,1.8275811620949156e-05
2.0,4_ANPP,Agilent-1,Mira-3,session3_row339,session3_row215,True,0,0.33348031004021045,0.33348031004021045,0.0
2.0,4_ANPP,Agilent-1,Mira-3,session3_row236,session3_row301,True,1,0.16705367737339397,0.1654493136135684,0.0016043637598255611
2.0,4_ANPP,Agilent-1,Mira-3,session3_row339,session3_row301,True,2,0.3393658401312383,0.32970421128085037,0.00966162885038796
3.0,blank,Agilent-3,Mira-3,session1_row20,session1_row16,True,-4,0.027640095380319873,0.0033702059980854483,0.024269889382234424
3.0,blank,Mira-3,Pendar-3,session1_row16,session2_row17,True,-5,0.07512721504397055,0.005544426469882215,0.06958278857408834
3.0,blank,Agilent-3,Mira-3,session2_row107,session1_row16,True,-1,0.060378642190617705,0.059584489370098484,0.0007941528205192214
3.0,blank,Mira-3,Pendar-1,session1_row16,session3_row212,False,4,0.008843562520243273,-0.017881885388791326,0.026725447909034597
3.0,blank,Agilent-1,Mira-3,session3_row242,session1_row16,True,-5,0.0826174180938798,0.046584590950945734,0.03603282714293407
3.0,blank,Agilent-1,Mira-3,session3_row338,session1_row16,True,5,-0.018305921696325556,-0.025313765647672782,0.007007843951347226
3.0,blank,Agilent-3,Mira-3,session1_row20,session1_row17,True,-5,0.06659079854883658,0.04503040039604072,0.02156039815279586
3.0,blank,Mira-3,Pendar-3,session1_row17,session2_row17,True,4,0.030804698784190118,0.006744154850727031,0.02406054393346309
3.0,blank,Agilent-3,Mira-3,session2_row107,session1_row17,True,0,0.10561849027403414,0.10561849027403414,0.0
3.0,blank,Mira-3,Pendar-1,session1_row17,session3_row212,False,2,0.05294110420047108,0.03333599100548578,0.0196051131949853
3.0,blank,Agilent-1,Mira-3,session3_row242,session1_row17,True,-1,0.11479547565754548,0.11398471988932637,0.0008107557682191097
3.0,blank,Agilent-1,Mira-3,session3_row338,session1_row17,True,2,0.018303115589927945,0.017375281490702554,0.0009278340992253907
3.0,blank,Agilent-3,Pendar-3,session1_row20,session2_row17,True,5,0.05492481946858777,-0.0456489816224549,0.10057380109104266
3.0,blank,Agilent-3,Pendar-1,session1_row20,session3_row212,False,-5,0.11740467456966691,-0.004885861748053748,0.12229053631772066
3.0,blank,Agilent-3,Mira-3,session1_row20,session3_row219,True,-3,0.03455268524717037,0.010941813839526804,0.023610871407643563
3.0,blank,Agilent-1,Agilent-3,session3_row242,session1_row20,True,4,0.2073983658715693,0.16696751986958472,0.04043084600198457
3.0,blank,Agilent-3,Mira-3,session1_row20,session3_row304,True,5,0.06866873642634204,0.03597966919220682,0.03268906723413522
3.0,blank,Agilent-1,Agilent-3,session3_row338,session1_row20,True,5,0.021553761852859992,0.0002712118102618845,0.021282550042598106
3.0,blank,Agilent-3,Pendar-3,session2_row107,session2_row17,True,-1,0.21715596071773888,0.21551312244300938,0.0016428382747294967
3.0,blank,Pendar-1,Pendar-3,session3_row212,session2_row17,False,5,0.05653957837629794,-0.07426028361120296,0.1307998619875009
3.0,blank,Mira-3,Pendar-3,session3_row219,session2_row17,True,-2,0.060209384926403806,0.05190863032459413,0.008300754601809679
3.0,blank,Agilent-1,Pendar-3,session3_row242,session2_row17,True,-2,0.15888580692491303,0.1484742985062779,0.010411508418635113
3.0,blank,Mira-3,Pendar-3,session3_row304,session2_row17,True,2,0.054249435476710677,0.042156173190590125,0.012093262286120551
3.0,blank,Agilent-1,Pendar-3,session3_row338,session2_row17,True,0,0.1319656177323441,0.1319656177323441,0.0
3.0,blank,Agilent-3,Pendar-1,session2_row107,session3_row212,False,-1,0.06741000768228775,0.0668351988122984,0.0005748088699893544
3.0,blank,Agilent-3,Mira-3,session2_row107,session3_row219,True,-1,0.16064962589234055,0.15676474750827893,0.003884878384061624
3.0,blank,Agilent-1,Agilent-3,session3_row242,session2_row107,True,0,0.7936538646507122,0.7936538646507122,0.0
3.0,blank,Agilent-3,Mira-3,session2_row107,session3_row304,True,4,0.17160847295661852,0.14396654961082808,0.027641923345790437
3.0,blank,Agilent-1,Agilent-3,session3_row338,session2_row107,True,-2,0.3292437590322493,0.3175940940466358,0.011649664985613484
3.0,blank,Mira-3,Pendar-1,session3_row219,session3_row212,False,1,0.018161902880681376,0.015316723245303466,0.0028451796353779098
3.0,blank,Agilent-1,Pendar-1,session3_row242,session3_row212,False,0,0.08916341734211727,0.08916341734211727,0.0
3.0,blank,Mira-3,Pendar-1,session3_row304,session3_row212,False,3,0.04408976612737991,0.019380643467450887,0.02470912265992902
3.0,blank,Agilent-1,Pendar-1,session3_row338,session3_row212,False,-2,0.060796548845230024,0.05616230772117601,0.004634241124054014
3.0,blank,Agilent-1,Mira-3,session3_row242,session3_row219,True,-5,0.14371813038825157,0.09959475172298414,0.04412337866526743
3.0,blank,Agilent-1,Mira-3,session3_row338,session3_row219,True,0,0.013311973157311802,0.013311973157311802,0.0
3.0,blank,Agilent-1,Mira-3,session3_row242,session3_row304,True,0,0.12162940858817065,0.12162940858817065,0.0
3.0,blank,Agilent-1,Mira-3,session3_row338,session3_row304,True,-2,0.3697611113021727,0.36261955789156186,0.007141553410610846
4.0,benzyl_fentanyl,Agilent-3,Mira-3,session1_row21,session1_row14,True,-2,0.14083380157794803,0.13015845964379777,0.010675341934150262
4.0,benzyl_fentanyl,Mira-3,Pendar-3,session1_row14,session2_row34,True,-2,0.19982675658683213,0.17924274176521213,0.020584014821620006
4.0,benzyl_fentanyl,Agilent-3,Mira-3,session2_row108,session1_row14,True,1,0.2163281203751943,0.2098372487858352,0.0064908715893590985
4.0,benzyl_fentanyl,Mira-3,Pendar-1,session1_row14,session3_row214,True,-2,0.1397838525659703,0.12793889426407648,0.011844958301893832
4.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row245,session1_row14,True,-1,0.1887058675759088,0.18806808430696906,0.0006377832689397345
4.0,benzyl_fentanyl,Mira-3,Pendar-1,session1_row14,session3_row327,True,0,0.1802096383858392,0.1802096383858392,0.0
4.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row341,session1_row14,True,-1,0.08163191837724436,0.08012257758347416,0.0015093407937702003
4.0,benzyl_fentanyl,Agilent-3,Mira-3,session1_row21,session2_row30,True,0,0.38159090609073426,0.38159090609073426,0.0
4.0,benzyl_fentanyl,Agilent-3,Pendar-3,session1_row21,session2_row34,True,0,0.31382454712243657,0.31382454712243657,0.0
4.0,benzyl_fentanyl,Agilent-3,Pendar-1,session1_row21,session3_row214,True,0,0.3087109617522171,0.3087109617522171,0.0
4.0,benzyl_fentanyl,Agilent-3,Mira-3,session1_row21,session3_row222,True,0,0.33510927375994687,0.33510927375994687,0.0
4.0,benzyl_fentanyl,Agilent-1,Agilent-3,session3_row245,session1_row21,True,0,0.4868152868220753,0.4868152868220753,0.0
4.0,benzyl_fentanyl,Agilent-3,Mira-3,session1_row21,session3_row307,True,-2,0.04399601056242896,0.036266211334427645,0.007729799228001315
4.0,benzyl_fentanyl,Agilent-3,Pendar-1,session1_row21,session3_row327,True,-3,0.44676812042032166,0.3863442994354046,0.060423820984917054
4.0,benzyl_fentanyl,Agilent-1,Agilent-3,session3_row341,session1_row21,True,-2,0.24465230032034374,0.23549438139300097,0.009157918927342773
4.0,benzyl_fentanyl,Mira-3,Pendar-3,session2_row30,session2_row34,True,-1,0.5526763322980531,0.5313464355502349,0.021329896747818267
4.0,benzyl_fentanyl,Agilent-3,Mira-3,session2_row108,session2_row30,True,1,0.6834765203772301,0.6655577061946568,0.01791881418257324
4.0,benzyl_fentanyl,Mira-3,Pendar-1,session2_row30,session3_row214,True,-2,0.4971093695582479,0.4520972635983202,0.04501210595992772
4.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row245,session2_row30,True,0,0.6425364207391279,0.6425364207391279,0.0
4.0,benzyl_fentanyl,Mira-3,Pendar-1,session2_row30,session3_row327,True,-1,0.571053785689497,0.5535484428059934,0.017505342883503694
4.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row341,session2_row30,True,0,0.24734950051487067,0.24734950051487067,0.0
4.0,benzyl_fentanyl,Agilent-3,Pendar-3,session2_row108,session2_row34,True,0,0.6478969915490321,0.6478969915490321,0.0
4.0,benzyl_fentanyl,Pendar-1,Pendar-3,session3_row214,session2_row34,True,1,0.4625441257531547,0.45315336890320473,0.009390756849949944
4.0,benzyl_fentanyl,Mira-3,Pendar-3,session3_row222,session2_row34,True,-1,0.5459339417982018,0.5296211798538373,0.016312761944364484
4.0,benzyl_fentanyl,Agilent-1,Pendar-3,session3_row245,session2_row34,True,-1,0.6066760983285523,0.5959732735530122,0.010702824775540076
4.0,benzyl_fentanyl,Mira-3,Pendar-3,session3_row307,session2_row34,True,-5,0.05523954499432417,-0.014846167956866895,0.07008571295119106
4.0,benzyl_fentanyl,Pendar-1,Pendar-3,session3_row327,session2_row34,True,0,0.5375198291000443,0.5375198291000443,0.0
4.0,benzyl_fentanyl,Agilent-1,Pendar-3,session3_row341,session2_row34,True,0,0.24058085991352035,0.24058085991352035,0.0
4.0,benzyl_fentanyl,Agilent-3,Pendar-1,session2_row108,session3_row214,True,0,0.5984726886665231,0.5984726886665231,0.0
4.0,benzyl_fentanyl,Agilent-3,Mira-3,session2_row108,session3_row222,True,1,0.6566539552262322,0.6454645693108008,0.011189385915431393
4.0,benzyl_fentanyl,Agilent-1,Agilent-3,session3_row245,session2_row108,True,-1,0.9327566469763147,0.9155641758253942,0.017192471150920485
4.0,benzyl_fentanyl,Agilent-3,Mira-3,session2_row108,session3_row307,True,3,0.039059389766060916,0.03379533833174304,0.005264051434317879
4.0,benzyl_fentanyl,Agilent-3,Pendar-1,session2_row108,session3_row327,True,0,0.7269664114242775,0.7269664114242775,0.0
4.0,benzyl_fentanyl,Agilent-1,Agilent-3,session3_row341,session2_row108,True,-1,0.39937070692814164,0.3948472777133561,0.004523429214785546
4.0,benzyl_fentanyl,Mira-3,Pendar-1,session3_row222,session3_row214,True,-2,0.5246321702553098,0.4760490860701285,0.04858308418518131
4.0,benzyl_fentanyl,Agilent-1,Pendar-1,session3_row245,session3_row214,True,-2,0.5886084920978957,0.5535323912361106,0.03507610086178503
4.0,benzyl_fentanyl,Mira-3,Pendar-1,session3_row307,session3_row214,True,1,0.046091065844872305,0.0439892476678898,0.0021018181769825034
4.0,benzyl_fentanyl,Agilent-1,Pendar-1,session3_row341,session3_row214,True,-2,0.2314251814903647,0.22451360714044644,0.006911574349918265
4.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row245,session3_row222,True,0,0.6349054059701971,0.6349054059701971,0.0
4.0,benzyl_fentanyl,Mira-3,Pendar-1,session3_row222,session3_row327,True,-1,0.5614148442851292,0.5573644299075866,0.0040504143775426105
4.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row341,session3_row222,True,0,0.20918922016961886,0.20918922016961886,0.0
4.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row245,session3_row307,True,-1,0.04428060763017152,0.04279718148254919,0.001483426147622327
4.0,benzyl_fentanyl,Agilent-1,Pendar-1,session3_row245,session3_row327,True,-1,0.7091725739812583,0.6993175759206164,0.00985499806064194
4.0,benzyl_fentanyl,Mira-3,Pendar-1,session3_row307,session3_row327,True,3,0.02304627831158139,0.009306820864004214,0.013739457447577175
4.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row341,session3_row307,True,-3,0.16048154236081327,0.1472933615737624,0.013188180787050863
4.0,benzyl_fentanyl,Agilent-1,Pendar-1,session3_row341,session3_row327,True,-2,0.29676809455902714,0.2892416749196454,0.007526419639381721
5.0,benzyl_fentanyl,Agilent-3,Mira-3,session1_row30,session1_row26,True,-1,0.29456003804616804,0.2874302211393485,0.007129816906819519
5.0,benzyl_fentanyl,Mira-3,Pendar-3,session1_row26,session2_row35,True,-1,0.29722564685171354,0.28258043848390696,0.014645208367806584
5.0,benzyl_fentanyl,Agilent-3,Mira-3,session2_row109,session1_row26,True,2,0.273163542383093,0.26265057567017175,0.010512966712921235
5.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row249,session1_row26,True,1,0.26917841453525926,0.2663754350887339,0.0028029794465253555
5.0,benzyl_fentanyl,Mira-3,Pendar-1,session1_row26,session3_row328,True,0,0.2841241940228742,0.2841241940228742,0.0
5.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row337,session1_row26,True,0,0.10719711038874641,0.10719711038874641,0.0
5.0,benzyl_fentanyl,Agilent-3,Pendar-3,session1_row30,session2_row35,True,-2,0.6757424259717085,0.6373360293618705,0.03840639660983802
5.0,benzyl_fentanyl,Agilent-3,Mira-3,session1_row30,session2_row36,True,-1,0.7216394312851324,0.710466512250957,0.011172919034175388
5.0,benzyl_fentanyl,Agilent-3,Mira-3,session1_row30,session3_row246,True,-1,0.5611941988980164,0.5578708842312109,0.003323314666805466
5.0,benzyl_fentanyl,Agilent-1,Agilent-3,session3_row249,session1_row30,True,0,0.6816001044171525,0.6816001044171525,0.0
5.0,benzyl_fentanyl,Agilent-3,Mira-3,session1_row30,session3_row310,True,0,0.1938515800980813,0.1938515800980813,0.0
5.0,benzyl_fentanyl,Agilent-3,Pendar-1,session1_row30,session3_row328,True,-3,0.5827347564232841,0.5058655724409671,0.07686918398231701
5.0,benzyl_fentanyl,Agilent-1,Agilent-3,session3_row337,session1_row30,True,3,0.27400937434305306,0.2524170007703037,0.021592373572749346
5.0,benzyl_fentanyl,Mira-3,Pendar-3,session2_row36,session2_row35,True,-1,0.7693974933755111,0.7550563233046146,0.014341170070896525
5.0,benzyl_fentanyl,Agilent-3,Pendar-3,session2_row109,session2_row35,True,0,0.7532410037265451,0.7532410037265451,0.0
5.0,benzyl_fentanyl,Mira-3,Pendar-3,session3_row246,session2_row35,True,-1,0.5650239544255937,0.5521053209283356,0.01291863349725808
5.0,benzyl_fentanyl,Agilent-1,Pendar-3,session3_row249,session2_row35,True,-2,0.6879819214613798,0.6341156374384842,0.053866284022895616
5.0,benzyl_fentanyl,Mira-3,Pendar-3,session3_row310,session2_row35,True,-3,0.18925150594898651,0.1634449991251858,0.0258065068238007
5.0,benzyl_fentanyl,Pendar-1,Pendar-3,session3_row328,session2_row35,True,0,0.5785561346315252,0.5785561346315252,0.0
5.0,benzyl_fentanyl,Agilent-1,Pendar-3,session3_row337,session2_row35,True,-1,0.25928806924394576,0.25341442355221594,0.005873645691729823
5.0,benzyl_fentanyl,Agilent-3,Mira-3,session2_row109,session2_row36,True,1,0.8054275405261704,0.7837738187050494,0.02165372182112102
5.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row249,session2_row36,True,0,0.7186163032969825,0.7186163032969825,0.0
5.0,benzyl_fentanyl,Mira-3,Pendar-1,session2_row36,session3_row328,True,-1,0.6397699080942211,0.6171984956280372,0.022571412466183882
5.0,benzyl_fentanyl,Agilent-1,Mira-3,session3_row337,session2_row36,True,0,0.26684203384673727,0.26684203384673727,0.0
5.0,benzyl_fentanyl,Agilent-3,Mira-3,session2_row109,session3_row246,True,1,0.602312334995221,0.5847812117144838,0.017531123280737138
5.0,benzyl_fentanyl,Agilent-1,Agilent-3,session3_row249,session2_row109,True,-2,0.8169802304079445,0.785148977485371,0.031831252922573494
5.0,benzyl_fentanyl,Agilent-3,Mira-3,session2_row109,session3_row310,True,4,0.22899071432739904,0.18957416609189706,0.039416548235501975
5.0,benzyl_fentanyl,Agilent-3,Pendar-1,session2_row109,session3_row328,True,0,0.5999640685068058,0.5999640685068058,0.0
